Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-07-28,LASK,Rapid Wien,1,1,0.5
2023-2024,Regular season,1,2023-07-29,Hartberg,SC Austria Lustenau,2,2,0.5
2023-2024,Regular season,1,2023-07-29,Wolfsberger AC,Blau-Weiß Linz,2,1,1.0
2023-2024,Regular season,1,2023-07-29,WSG Tirol,SK Austria Klagenfurt,1,3,0.0
2023-2024,Regular season,1,2023-07-29,SCR Altach,RB Salzburg,0,2,0.0
2023-2024,Regular season,1,2023-07-30,Austria Wien,Sturm Graz,0,3,0.0
2023-2024,Regular season,2,2023-08-05,Rapid Wien,SCR Altach,4,0,1.0
2023-2024,Regular season,2,2023-08-05,Sturm Graz,LASK,2,0,1.0
2023-2024,Regular season,2,2023-08-06,RB Salzburg,WSG Tirol,3,0,1.0
2023-2024,Regular season,2,2023-08-06,SC Austria Lustenau,Austria Wien,0,2,0.0
2023-2024,Regular season,2,2023-08-06,Blau-Weiß Linz,Hartberg,3,3,0.5
2023-2024,Regular season,2,2023-08-09,SK Austria Klagenfurt,Wolfsberger AC,2,2,0.5
2023-2024,Regular season,3,2023-08-12,Sturm Graz,SK Austria Klagenfurt,0,0,0.5
2023-2024,Regular season,3,2023-08-12,Wolfsberger AC,SC Austria Lustenau,1,1,0.5
2023-2024,Regular season,3,2023-08-12,LASK,Blau-Weiß Linz,2,0,1.0
2023-2024,Regular season,3,2023-08-13,Rapid Wien,Hartberg,0,1,0.0
2023-2024,Regular season,3,2023-08-13,RB Salzburg,Austria Wien,2,0,1.0
2023-2024,Regular season,3,2023-08-13,SCR Altach,WSG Tirol,1,0,1.0
2023-2024,Regular season,4,2023-08-19,SC Austria Lustenau,Sturm Graz,0,1,0.0
2023-2024,Regular season,4,2023-08-19,WSG Tirol,LASK,1,1,0.5
2023-2024,Regular season,4,2023-08-19,SK Austria Klagenfurt,SCR Altach,1,1,0.5
2023-2024,Regular season,4,2023-08-20,Austria Wien,Wolfsberger AC,0,0,0.5
2023-2024,Regular season,4,2023-08-20,Hartberg,RB Salzburg,1,5,0.0
2023-2024,Regular season,4,2023-08-20,Blau-Weiß Linz,Rapid Wien,0,5,0.0
2023-2024,Regular season,5,2023-08-26,Wolfsberger AC,RB Salzburg,1,2,0.0
2023-2024,Regular season,5,2023-08-26,Sturm Graz,Blau-Weiß Linz,4,1,1.0
2023-2024,Regular season,5,2023-08-26,SC Austria Lustenau,SCR Altach,0,3,0.0
2023-2024,Regular season,5,2023-08-27,Hartberg,SK Austria Klagenfurt,0,3,0.0
2023-2024,Regular season,5,2023-08-27,LASK,Austria Wien,2,0,1.0
