Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2019-2020,Regular season,1,2019-07-26,Rapid Wien,RB Salzburg,0,2,0.0
2019-2020,Regular season,1,2019-07-27,WSG Tirol,Austria Wien,3,1,1.0
2019-2020,Regular season,1,2019-07-27,Admira,Wolfsberger AC,0,3,0.0
2019-2020,Regular season,1,2019-07-28,Sturm Graz,St. Pölten,3,0,1.0
2019-2020,Regular season,1,2019-07-28,Mattersburg,Hartberg,2,1,1.0
2019-2020,Regular season,1,2019-07-28,LASK,SCR Altach,2,0,1.0
2019-2020,Regular season,2,2019-08-03,Hartberg,Admira,4,1,1.0
2019-2020,Regular season,2,2019-08-03,SCR Altach,WSG Tirol,3,2,1.0
2019-2020,Regular season,2,2019-08-03,Austria Wien,LASK,0,3,0.0
2019-2020,Regular season,2,2019-08-04,RB Salzburg,Mattersburg,4,1,1.0
2019-2020,Regular season,2,2019-08-04,St. Pölten,Rapid Wien,2,2,0.5
2019-2020,Regular season,2,2019-08-04,Wolfsberger AC,Sturm Graz,0,1,0.0
2019-2020,Regular season,3,2019-08-10,RB Salzburg,Wolfsberger AC,5,2,1.0
2019-2020,Regular season,3,2019-08-10,Admira,LASK,0,1,0.0
2019-2020,Regular season,3,2019-08-10,Rapid Wien,SCR Altach,2,1,1.0
2019-2020,Regular season,3,2019-08-11,WSG Tirol,St. Pölten,1,1,0.5
2019-2020,Regular season,3,2019-08-11,Mattersburg,Austria Wien,1,5,0.0
2019-2020,Regular season,3,2019-08-11,Hartberg,Sturm Graz,1,0,1.0
2019-2020,Regular season,4,2019-08-17,St. Pölten,RB Salzburg,0,6,0.0
2019-2020,Regular season,4,2019-08-17,Wolfsberger AC,Mattersburg,5,0,1.0
2019-2020,Regular season,4,2019-08-17,LASK,WSG Tirol,1,1,0.5
2019-2020,Regular season,4,2019-08-18,SCR Altach,Hartberg,3,3,0.5
2019-2020,Regular season,4,2019-08-18,Sturm Graz,Rapid Wien,0,1,0.0
2019-2020,Regular season,4,2019-08-18,Austria Wien,Admira,1,1,0.5
2019-2020,Regular season,5,2019-08-24,Rapid Wien,LASK,1,2,0.0
2019-2020,Regular season,5,2019-08-24,Mattersburg,St. Pölten,0,1,0.0
2019-2020,Regular season,5,2019-08-24,Wolfsberger AC,SCR Altach,5,2,1.0
2019-2020,Regular season,5,2019-08-25,Hartberg,Austria Wien,2,2,0.5
2019-2020,Regular season,5,2019-08-25,Sturm Graz,WSG Tirol,2,0,1.0
2019-2020,Regular season,5,2019-08-25,RB Salzburg,Admira,5,0,1.0
2019-2020,Regular season,6,2019-08-31,Admira,Mattersburg,1,3,0.0
2019-2020,Regular season,6,2019-08-31,WSG Tirol,RB Salzburg,1,5,0.0
2019-2020,Regular season,6,2019-08-31,LASK,Wolfsberger AC,0,1,0.0
2019-2020,Regular season,6,2019-09-01,St. Pölten,Hartberg,1,3,0.0
2019-2020,Regular season,6,2019-09-01,Austria Wien,Rapid Wien,1,3,0.0
2019-2020,Regular season,6,2019-09-01,SCR Altach,Sturm Graz,1,2,0.0
2019-2020,Regular season,7,2019-09-14,RB Salzburg,Hartberg,7,2,1.0
2019-2020,Regular season,7,2019-09-14,Mattersburg,WSG Tirol,0,2,0.0
2019-2020,Regular season,7,2019-09-14,Sturm Graz,LASK,0,2,0.0
2019-2020,Regular season,7,2019-09-15,SCR Altach,St. Pölten,6,0,1.0
2019-2020,Regular season,7,2019-09-15,Rapid Wien,Admira,5,0,1.0
2019-2020,Regular season,7,2019-09-15,Wolfsberger AC,Austria Wien,3,0,1.0
2019-2020,Regular season,8,2019-09-21,Admira,St. Pölten,1,1,0.5
2019-2020,Regular season,8,2019-09-21,WSG Tirol,Rapid Wien,0,2,0.0
2019-2020,Regular season,8,2019-09-21,Mattersburg,Sturm Graz,3,3,0.5
2019-2020,Regular season,8,2019-09-22,Hartberg,Wolfsberger AC,0,2,0.0
2019-2020,Regular season,8,2019-09-22,Austria Wien,SCR Altach,2,0,1.0
2019-2020,Regular season,8,2019-09-22,LASK,RB Salzburg,2,2,0.5
2019-2020,Regular season,9,2019-09-28,RB Salzburg,Austria Wien,4,1,1.0
2019-2020,Regular season,9,2019-09-28,St. Pölten,LASK,0,3,0.0
2019-2020,Regular season,9,2019-09-28,Wolfsberger AC,WSG Tirol,2,2,0.5
2019-2020,Regular season,9,2019-09-29,SCR Altach,Mattersburg,0,2,0.0
2019-2020,Regular season,9,2019-09-29,Sturm Graz,Admira,4,1,1.0
2019-2020,Regular season,9,2019-09-29,Rapid Wien,Hartberg,3,3,0.5
2019-2020,Regular season,10,2019-10-05,Mattersburg,Rapid Wien,2,3,0.0
2019-2020,Regular season,10,2019-10-05,RB Salzburg,SCR Altach,6,0,1.0
2019-2020,Regular season,10,2019-10-05,Admira,WSG Tirol,3,1,1.0
2019-2020,Regular season,10,2019-10-06,Wolfsberger AC,St. Pölten,4,0,1.0
