Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Regular season,1,2021-07-23,Sturm Graz,RB Salzburg,1,3,0.0
2021-2022,Regular season,1,2021-07-24,SCR Altach,LASK,0,1,0.0
2021-2022,Regular season,1,2021-07-24,Rapid Wien,Hartberg,0,2,0.0
2021-2022,Regular season,1,2021-07-24,WSG Tirol,Admira,1,1,0.5
2021-2022,Regular season,1,2021-07-25,SK Austria Klagenfurt,Wolfsberger AC,1,1,0.5
2021-2022,Regular season,1,2021-07-25,Ried,Austria Wien,2,1,1.0
2021-2022,Regular season,2,2021-07-31,LASK,Rapid Wien,1,1,0.5
2021-2022,Regular season,2,2021-07-31,Admira,SK Austria Klagenfurt,4,0,1.0
2021-2022,Regular season,2,2021-07-31,Hartberg,SCR Altach,1,2,0.0
2021-2022,Regular season,2,2021-08-01,Austria Wien,WSG Tirol,1,1,0.5
2021-2022,Regular season,2,2021-08-01,Wolfsberger AC,Sturm Graz,1,4,0.0
2021-2022,Regular season,2,2021-08-01,RB Salzburg,Ried,7,1,1.0
2021-2022,Regular season,3,2021-08-07,SK Austria Klagenfurt,Hartberg,4,3,1.0
2021-2022,Regular season,3,2021-08-07,Sturm Graz,SCR Altach,3,1,1.0
2021-2022,Regular season,3,2021-08-07,Ried,Admira,2,1,1.0
2021-2022,Regular season,3,2021-08-08,RB Salzburg,Austria Wien,1,0,1.0
2021-2022,Regular season,3,2021-08-08,WSG Tirol,LASK,1,1,0.5
2021-2022,Regular season,3,2021-08-08,Rapid Wien,Wolfsberger AC,3,0,1.0
2021-2022,Regular season,4,2021-08-14,Wolfsberger AC,WSG Tirol,2,2,0.5
2021-2022,Regular season,4,2021-08-14,Admira,RB Salzburg,0,1,0.0
2021-2022,Regular season,4,2021-08-14,Hartberg,Ried,1,1,0.5
2021-2022,Regular season,4,2021-08-15,LASK,Sturm Graz,1,3,0.0
2021-2022,Regular season,4,2021-08-15,Austria Wien,SK Austria Klagenfurt,1,1,0.5
2021-2022,Regular season,4,2021-08-15,SCR Altach,Rapid Wien,2,1,1.0
2021-2022,Regular season,5,2021-08-21,RB Salzburg,SK Austria Klagenfurt,3,1,1.0
2021-2022,Regular season,5,2021-08-21,Wolfsberger AC,Admira,3,0,1.0
2021-2022,Regular season,5,2021-08-21,WSG Tirol,SCR Altach,0,0,0.5
2021-2022,Regular season,5,2021-08-22,Sturm Graz,Austria Wien,2,2,0.5
2021-2022,Regular season,5,2021-08-22,LASK,Hartberg,1,1,0.5
2021-2022,Regular season,5,2021-08-22,Rapid Wien,Ried,3,0,1.0
2021-2022,Regular season,6,2021-08-28,SK Austria Klagenfurt,WSG Tirol,2,1,1.0
2021-2022,Regular season,6,2021-08-28,SCR Altach,Wolfsberger AC,1,2,0.0
2021-2022,Regular season,6,2021-08-28,Hartberg,RB Salzburg,0,1,0.0
2021-2022,Regular season,6,2021-08-29,Ried,LASK,1,0,1.0
2021-2022,Regular season,6,2021-08-29,Austria Wien,Rapid Wien,1,1,0.5
2021-2022,Regular season,6,2021-08-29,Admira,Sturm Graz,1,1,0.5
2021-2022,Regular season,7,2021-09-11,Rapid Wien,Admira,1,2,0.0
2021-2022,Regular season,7,2021-09-11,WSG Tirol,RB Salzburg,1,3,0.0
2021-2022,Regular season,7,2021-09-11,Wolfsberger AC,Hartberg,1,3,0.0
2021-2022,Regular season,7,2021-09-12,LASK,Austria Wien,0,2,0.0
2021-2022,Regular season,7,2021-09-12,SCR Altach,Ried,1,1,0.5
2021-2022,Regular season,7,2021-09-12,Sturm Graz,SK Austria Klagenfurt,2,1,1.0
2021-2022,Regular season,8,2021-09-18,Austria Wien,SCR Altach,0,0,0.5
2021-2022,Regular season,8,2021-09-18,Admira,Hartberg,1,1,0.5
2021-2022,Regular season,8,2021-09-18,Ried,Wolfsberger AC,3,3,0.5
2021-2022,Regular season,8,2021-09-19,SK Austria Klagenfurt,LASK,1,1,0.5
2021-2022,Regular season,8,2021-09-19,Sturm Graz,WSG Tirol,5,0,1.0
2021-2022,Regular season,8,2021-09-19,RB Salzburg,Rapid Wien,2,0,1.0
2021-2022,Regular season,9,2021-09-25,Wolfsberger AC,RB Salzburg,0,2,0.0
2021-2022,Regular season,9,2021-09-25,WSG Tirol,Ried,4,2,1.0
2021-2022,Regular season,9,2021-09-25,SCR Altach,SK Austria Klagenfurt,0,4,0.0
2021-2022,Regular season,9,2021-09-26,Hartberg,Austria Wien,3,4,0.0
2021-2022,Regular season,9,2021-09-26,LASK,Admira,3,1,1.0
2021-2022,Regular season,9,2021-09-26,Rapid Wien,Sturm Graz,0,3,0.0
2021-2022,Regular season,10,2021-10-02,Ried,SK Austria Klagenfurt,1,1,0.5
2021-2022,Regular season,10,2021-10-02,Wolfsberger AC,Austria Wien,1,0,1.0
2021-2022,Regular season,10,2021-10-02,Admira,SCR Altach,2,0,1.0
2021-2022,Regular season,10,2021-10-03,Rapid Wien,WSG Tirol,5,2,1.0
2021-2022,Regular season,10,2021-10-03,Hartberg,Sturm Graz,3,2,1.0
2021-2022,Regular season,10,2021-10-03,RB Salzburg,LASK,3,1,1.0
2021-2022,Regular season,11,2021-10-16,SCR Altach,RB Salzburg,1,1,0.5
2021-2022,Regular season,11,2021-10-16,Austria Wien,Admira,2,2,0.5
2021-2022,Regular season,11,2021-10-16,SK Austria Klagenfurt,Rapid Wien,1,1,0.5
2021-2022,Regular season,11,2021-10-17,LASK,Wolfsberger AC,0,1,0.0
2021-2022,Regular season,11,2021-10-17,WSG Tirol,Hartberg,2,2,0.5
2021-2022,Regular season,11,2021-10-17,Sturm Graz,Ried,1,0,1.0
2021-2022,Regular season,12,2021-10-23,Austria Wien,Ried,4,1,1.0
2021-2022,Regular season,12,2021-10-23,Wolfsberger AC,SK Austria Klagenfurt,2,1,1.0
2021-2022,Regular season,12,2021-10-23,Admira,WSG Tirol,0,1,0.0
2021-2022,Regular season,12,2021-10-24,LASK,SCR Altach,0,1,0.0
