Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,Regular season,1,2020-09-11,Rapid Wien,Admira,4,1,1.0
2020-2021,Regular season,1,2020-09-11,LASK,Austria Wien,1,0,1.0
2020-2021,Regular season,1,2020-09-12,SCR Altach,Hartberg,1,1,0.5
2020-2021,Regular season,1,2020-09-13,Ried,WSG Tirol,3,2,1.0
2020-2021,Regular season,1,2020-09-13,St. Pölten,Sturm Graz,0,0,0.5
2020-2021,Regular season,1,2020-09-13,Wolfsberger AC,RB Salzburg,1,3,0.0
2020-2021,Regular season,2,2020-09-19,RB Salzburg,SCR Altach,4,1,1.0
2020-2021,Regular season,2,2020-09-19,Sturm Graz,Rapid Wien,1,1,0.5
2020-2021,Regular season,2,2020-09-19,WSG Tirol,LASK,1,1,0.5
2020-2021,Regular season,2,2020-09-20,Hartberg,Wolfsberger AC,0,2,0.0
2020-2021,Regular season,2,2020-09-20,Admira,St. Pölten,0,5,0.0
2020-2021,Regular season,2,2020-09-20,Austria Wien,Ried,2,1,1.0
2020-2021,Regular season,3,2020-09-26,SCR Altach,WSG Tirol,0,2,0.0
2020-2021,Regular season,3,2020-09-26,Ried,RB Salzburg,1,3,0.0
2020-2021,Regular season,3,2020-09-26,St. Pölten,Rapid Wien,1,2,0.0
2020-2021,Regular season,3,2020-09-27,Hartberg,Sturm Graz,1,1,0.5
2020-2021,Regular season,3,2020-09-27,Austria Wien,Admira,2,2,0.5
2020-2021,Regular season,3,2020-09-27,LASK,Wolfsberger AC,3,1,1.0
2020-2021,Regular season,4,2020-10-03,Wolfsberger AC,St. Pölten,2,4,0.0
2020-2021,Regular season,4,2020-10-03,Admira,Ried,3,1,1.0
2020-2021,Regular season,4,2020-10-03,WSG Tirol,Austria Wien,0,2,0.0
2020-2021,Regular season,4,2020-10-04,RB Salzburg,Hartberg,7,1,1.0
2020-2021,Regular season,4,2020-10-04,Sturm Graz,SCR Altach,4,0,1.0
2020-2021,Regular season,4,2020-10-04,Rapid Wien,LASK,3,0,1.0
2020-2021,Regular season,5,2020-10-24,Ried,Sturm Graz,0,2,0.0
2020-2021,Regular season,5,2020-10-24,Austria Wien,RB Salzburg,0,2,0.0
2020-2021,Regular season,5,2020-10-24,SCR Altach,Admira,4,2,1.0
2020-2021,Regular season,5,2020-10-25,WSG Tirol,Hartberg,1,1,0.5
2020-2021,Regular season,5,2020-10-25,LASK,St. Pölten,4,0,1.0
2020-2021,Regular season,5,2020-10-25,Wolfsberger AC,Rapid Wien,3,4,0.0
2020-2021,Regular season,6,2020-10-31,RB Salzburg,WSG Tirol,5,0,1.0
2020-2021,Regular season,6,2020-10-31,St. Pölten,Ried,4,0,1.0
2020-2021,Regular season,6,2020-10-31,Hartberg,Austria Wien,2,1,1.0
2020-2021,Regular season,6,2020-11-01,Admira,Wolfsberger AC,1,3,0.0
2020-2021,Regular season,6,2020-11-01,Rapid Wien,SCR Altach,3,1,1.0
2020-2021,Regular season,6,2020-11-01,Sturm Graz,LASK,0,2,0.0
2020-2021,Regular season,7,2020-11-07,SCR Altach,Austria Wien,0,0,0.5
2020-2021,Regular season,7,2020-11-07,Ried,Hartberg,2,0,1.0
2020-2021,Regular season,7,2020-11-07,St. Pölten,WSG Tirol,0,1,0.0
2020-2021,Regular season,7,2020-11-08,LASK,Admira,4,0,1.0
2020-2021,Regular season,7,2020-11-08,Rapid Wien,RB Salzburg,1,1,0.5
2020-2021,Regular season,8,2020-11-21,SCR Altach,Wolfsberger AC,0,2,0.0
2020-2021,Regular season,8,2020-11-21,Hartberg,LASK,1,1,0.5
2020-2021,Regular season,8,2020-11-21,RB Salzburg,Sturm Graz,1,3,0.0
2020-2021,Regular season,8,2020-11-22,Austria Wien,St. Pölten,1,1,0.5
2020-2021,Regular season,8,2020-11-22,WSG Tirol,Admira,3,0,1.0
