Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-08-02,Grazer AK,RB Salzburg,2.0,3.0,0.0
2024-2025,1,2024-08-03,SCR Altach,WSG Tirol,1.0,2.0,0.0
2024-2025,1,2024-08-03,Hartberg,LASK,1.0,2.0,0.0
2024-2025,1,2024-08-03,Wolfsberger AC,SK Austria Klagenfurt,4.0,1.0,1.0
2024-2025,1,2024-08-04,Blau-Weiß Linz,Austria Wien,1.0,0.0,1.0
2024-2025,1,2024-08-04,Rapid Wien,Sturm Graz,1.0,0.0,1.0
2024-2025,2,2024-08-10,LASK,SCR Altach,1.0,2.0,0.0
2024-2025,2,2024-08-10,WSG Tirol,Grazer AK,0.0,0.0,0.5
2024-2025,2,2024-08-10,RB Salzburg,Blau-Weiß Linz,5.0,1.0,1.0
2024-2025,2,2024-08-11,SK Austria Klagenfurt,Rapid Wien,1.0,1.0,0.5
2024-2025,2,2024-08-11,Austria Wien,Wolfsberger AC,3.0,1.0,1.0
2024-2025,2,2024-08-11,Sturm Graz,Hartberg,2.0,0.0,1.0
2024-2025,3,2024-08-17,SK Austria Klagenfurt,Sturm Graz,0.0,2.0,0.0
2024-2025,3,2024-08-17,Grazer AK,Blau-Weiß Linz,2.0,2.0,0.5
2024-2025,3,2024-08-17,LASK,RB Salzburg,0.0,1.0,0.0
2024-2025,3,2024-08-18,SCR Altach,Wolfsberger AC,2.0,0.0,1.0
2024-2025,3,2024-08-18,Hartberg,Austria Wien,1.0,1.0,0.5
2024-2025,3,2024-08-18,Rapid Wien,WSG Tirol,2.0,0.0,1.0
2024-2025,4,2024-08-24,WSG Tirol,SK Austria Klagenfurt,0.0,1.0,0.0
2024-2025,4,2024-08-24,Sturm Graz,SCR Altach,2.0,1.0,1.0
2024-2025,4,2024-08-25,Austria Wien,LASK,2.0,1.0,1.0
2024-2025,4,2024-08-25,Wolfsberger AC,Grazer AK,4.0,2.0,1.0
2024-2025,4,2024-08-25,Blau-Weiß Linz,Rapid Wien,3.0,0.0,1.0
2024-2025,5,2024-08-31,Hartberg,Grazer AK,1.0,1.0,0.5
2024-2025,5,2024-08-31,SK Austria Klagenfurt,Blau-Weiß Linz,3.0,1.0,1.0
2024-2025,5,2024-08-31,Sturm Graz,WSG Tirol,4.0,2.0,1.0
2024-2025,5,2024-09-01,Rapid Wien,RB Salzburg,3.0,2.0,1.0
2024-2025,5,2024-09-01,SCR Altach,Austria Wien,1.0,1.0,0.5
2024-2025,5,2024-09-01,LASK,Wolfsberger AC,1.0,5.0,0.0
2024-2025,6,2024-09-14,Wolfsberger AC,Rapid Wien,1.0,1.0,0.5
2024-2025,6,2024-09-14,Blau-Weiß Linz,LASK,1.0,0.0,1.0
2024-2025,6,2024-09-15,Grazer AK,SCR Altach,1.0,1.0,0.5
2024-2025,7,2024-09-21,SCR Altach,Blau-Weiß Linz,0.0,1.0,0.0
2024-2025,7,2024-09-21,LASK,Grazer AK,4.0,2.0,1.0
2024-2025,7,2024-09-21,SK Austria Klagenfurt,Hartberg,2.0,2.0,0.5
2024-2025,7,2024-09-22,WSG Tirol,RB Salzburg,0.0,0.0,0.5
2024-2025,7,2024-09-22,Sturm Graz,Wolfsberger AC,0.0,3.0,0.0
2024-2025,7,2024-09-22,Rapid Wien,Austria Wien,2.0,1.0,1.0
2024-2025,6,2024-09-25,Austria Wien,Sturm Graz,2.0,2.0,0.5
2024-2025,6,2024-09-26,Hartberg,WSG Tirol,1.0,0.0,1.0
2024-2025,8,2024-09-28,Rapid Wien,LASK,1.0,1.0,0.5
2024-2025,8,2024-09-28,Blau-Weiß Linz,Sturm Graz,1.0,2.0,0.0
2024-2025,8,2024-09-28,RB Salzburg,Austria Wien,2.0,0.0,1.0
2024-2025,8,2024-09-29,Wolfsberger AC,WSG Tirol,1.0,3.0,0.0
