Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
1956-1957,1,1956-08-18,Leeds United,Everton,5,1,1.0
1956-1957,1,1956-08-18,Preston,Tottenham,1,4,0.0
1956-1957,1,1956-08-18,Arsenal,Cardiff City,0,0,0.5
1956-1957,1,1956-08-18,Burnley,Chelsea,2,0,1.0
1956-1957,1,1956-08-18,Wolves,Manchester City,5,1,1.0
1956-1957,1,1956-08-18,Manchester Utd,Birmingham City,2,2,0.5
1956-1957,1,1956-08-18,Newcastle Utd,Portsmouth,2,1,1.0
1956-1957,1,1956-08-18,Aston Villa,Charlton Ath,3,1,1.0
1956-1957,1,1956-08-18,Sheffield Weds,West Brom,4,2,1.0
1956-1957,1,1956-08-18,Luton Town,Sunderland,6,2,1.0
1956-1957,1,1956-08-18,Bolton,Blackpool,4,1,1.0
1956-1957,2,1956-08-20,Preston,Manchester Utd,1,3,0.0
1956-1957,2,1956-08-21,Arsenal,Burnley,2,0,1.0
1956-1957,2,1956-08-22,Manchester City,Tottenham,2,2,0.5
1956-1957,2,1956-08-22,Luton Town,Wolves,1,0,1.0
1956-1957,2,1956-08-22,West Brom,Aston Villa,2,0,1.0
1956-1957,2,1956-08-22,Cardiff City,Newcastle Utd,5,2,1.0
1956-1957,2,1956-08-22,Sheffield Weds,Chelsea,4,0,1.0
1956-1957,2,1956-08-22,Everton,Blackpool,2,3,0.0
1956-1957,2,1956-08-22,Sunderland,Bolton,3,0,1.0
1956-1957,2,1956-08-22,Birmingham City,Portsmouth,3,1,1.0
1956-1957,2,1956-08-23,Charlton Ath,Leeds United,1,2,0.0
1956-1957,3,1956-08-25,Chelsea,Preston,1,0,1.0
1956-1957,3,1956-08-25,Everton,Bolton,2,2,0.5
1956-1957,3,1956-08-25,Sunderland,Newcastle Utd,1,2,0.0
1956-1957,3,1956-08-25,Charlton Ath,Luton Town,1,2,0.0
1956-1957,3,1956-08-25,Cardiff City,Burnley,3,3,0.5
1956-1957,3,1956-08-25,Tottenham,Leeds United,5,1,1.0
1956-1957,3,1956-08-25,Portsmouth,Sheffield Weds,3,1,1.0
1956-1957,3,1956-08-25,Birmingham City,Arsenal,4,2,1.0
1956-1957,3,1956-08-25,West Brom,Manchester Utd,2,3,0.0
1956-1957,3,1956-08-25,Manchester City,Aston Villa,1,1,0.5
1956-1957,3,1956-08-25,Blackpool,Wolves,3,2,1.0
1956-1957,4,1956-08-27,Aston Villa,West Brom,0,0,0.5
1956-1957,4,1956-08-27,Blackpool,Everton,5,2,1.0
1956-1957,4,1956-08-28,Burnley,Arsenal,3,1,1.0
1956-1957,4,1956-08-29,Newcastle Utd,Cardiff City,1,0,1.0
1956-1957,4,1956-08-29,Leeds United,Charlton Ath,4,0,1.0
1956-1957,4,1956-08-29,Manchester Utd,Preston,3,2,1.0
1956-1957,4,1956-08-29,Wolves,Luton Town,5,4,1.0
1956-1957,4,1956-08-29,Tottenham,Manchester City,3,2,1.0
1956-1957,4,1956-08-29,Portsmouth,Birmingham City,3,4,0.0
1956-1957,4,1956-09-01,Bolton,Tottenham,1,0,1.0
1956-1957,4,1956-09-01,Sunderland,Charlton Ath,8,1,1.0
1956-1957,5,1956-09-01,Preston,Cardiff City,6,0,1.0
1956-1957,5,1956-09-01,Leeds United,Chelsea,0,0,0.5
1956-1957,5,1956-09-01,Aston Villa,Blackpool,3,2,1.0
1956-1957,5,1956-09-01,Manchester Utd,Portsmouth,3,0,1.0
1956-1957,5,1956-09-01,Wolves,Everton,2,1,1.0
1956-1957,5,1956-09-01,Burnley,Birmingham City,2,0,1.0
1956-1957,5,1956-09-01,Arsenal,West Brom,4,1,1.0
1956-1957,5,1956-09-01,Sheffield Weds,Newcastle Utd,4,0,1.0
1956-1957,5,1956-09-01,Luton Town,Manchester City,3,2,1.0
1956-1957,6,1956-09-03,Burnley,Everton,2,1,1.0
1956-1957,6,1956-09-03,Blackpool,Tottenham,4,1,1.0
1956-1957,6,1956-09-04,Arsenal,Preston,1,2,0.0
1956-1957,5,1956-09-05,Bolton,Sunderland,2,1,1.0
1956-1957,5,1956-09-05,Cardiff City,Sheffield Weds,2,1,1.0
1956-1957,6,1956-09-05,Manchester City,Leeds United,1,0,1.0
1956-1957,6,1956-09-05,West Brom,Portsmouth,2,1,1.0
1956-1957,6,1956-09-05,Luton Town,Aston Villa,0,0,0.5
1956-1957,6,1956-09-05,Chelsea,Manchester Utd,1,2,0.0
1956-1957,6,1956-09-05,Birmingham City,Newcastle Utd,6,1,1.0
1956-1957,6,1956-09-08,Leeds United,Bolton,3,2,1.0
1956-1957,6,1956-09-08,Tottenham,Wolves,4,1,1.0
1956-1957,6,1956-09-08,Charlton Ath,Sheffield Weds,4,4,0.5
1956-1957,7,1956-09-08,Birmingham City,Preston,3,0,1.0
1956-1957,7,1956-09-08,Cardiff City,Chelsea,1,1,0.5
1956-1957,7,1956-09-08,Blackpool,Luton Town,4,0,1.0
1956-1957,7,1956-09-08,Everton,Aston Villa,0,4,0.0
1956-1957,7,1956-09-08,Manchester City,Sunderland,3,1,1.0
1956-1957,7,1956-09-08,Portsmouth,Arsenal,2,3,0.0
1956-1957,7,1956-09-08,Newcastle Utd,Manchester Utd,1,1,0.5
1956-1957,7,1956-09-08,West Brom,Burnley,2,2,0.5
1956-1957,8,1956-09-10,Preston,Arsenal,3,0,1.0
1956-1957,7,1956-09-12,Bolton,Charlton Ath,2,0,1.0
1956-1957,7,1956-09-12,Wolves,Sunderland,2,2,0.5
1956-1957,7,1956-09-12,Sheffield Weds,Cardiff City,5,3,1.0
1956-1957,8,1956-09-12,Leeds United,Manchester City,2,0,1.0
1956-1957,8,1956-09-12,Everton,Burnley,1,0,1.0
1956-1957,8,1956-09-15,Aston Villa,Tottenham,2,4,0.0
1956-1957,8,1956-09-15,Bolton,Cardiff City,2,0,1.0
1956-1957,8,1956-09-15,Manchester Utd,Sheffield Weds,4,1,1.0
1956-1957,8,1956-09-15,Sunderland,Blackpool,5,2,1.0
1956-1957,8,1956-09-15,Luton Town,Everton,2,0,1.0
1956-1957,8,1956-09-15,Chelsea,Birmingham City,1,0,1.0
1956-1957,9,1956-09-15,Preston,West Brom,3,2,1.0
1956-1957,9,1956-09-15,Wolves,Leeds United,1,2,0.0
1956-1957,9,1956-09-15,Burnley,Portsmouth,1,1,0.5
1956-1957,9,1956-09-15,Arsenal,Newcastle Utd,0,1,0.0
1956-1957,9,1956-09-15,Charlton Ath,Manchester City,1,0,1.0
1956-1957,9,1956-09-19,Chelsea,Sheffield Weds,0,0,0.5
1956-1957,9,1956-09-20,Charlton Ath,Bolton,2,1,1.0
1956-1957,9,1956-09-22,West Brom,Chelsea,2,1,1.0
1956-1957,9,1956-09-22,Leeds United,Aston Villa,1,0,1.0
1956-1957,9,1956-09-22,Tottenham,Luton Town,5,0,1.0
1956-1957,9,1956-09-22,Manchester Utd,Manchester City,2,0,1.0
1956-1957,9,1956-09-22,Birmingham City,Cardiff City,2,1,1.0
1956-1957,10,1956-09-22,Sheffield Weds,Arsenal,2,4,0.0
1956-1957,10,1956-09-22,Bolton,Wolves,0,3,0.0
1956-1957,10,1956-09-22,Portsmouth,Preston,2,2,0.5
1956-1957,10,1956-09-22,Everton,Sunderland,2,1,1.0
1956-1957,10,1956-09-22,Newcastle Utd,Burnley,1,1,0.5
1956-1957,10,1956-09-22,Blackpool,Charlton Ath,3,2,1.0
1956-1957,10,1956-09-29,Preston,Newcastle Utd,1,0,1.0
1956-1957,10,1956-09-29,Chelsea,Portsmouth,3,3,0.5
1956-1957,10,1956-09-29,Sunderland,Tottenham,0,2,0.0
1956-1957,10,1956-09-29,Wolves,Birmingham City,3,0,1.0
1956-1957,10,1956-09-29,Aston Villa,Bolton,0,0,0.5
1956-1957,11,1956-09-29,Manchester City,Blackpool,0,3,0.0
1956-1957,11,1956-09-29,Luton Town,Leeds United,2,2,0.5
1956-1957,11,1956-09-29,Arsenal,Manchester Utd,1,2,0.0
1956-1957,11,1956-09-29,Burnley,Sheffield Weds,4,1,1.0
1956-1957,11,1956-09-29,Charlton Ath,Everton,1,2,0.0
1956-1957,11,1956-09-29,Cardiff City,West Brom,0,0,0.5
1956-1957,11,1956-10-06,Manchester Utd,Charlton Ath,4,2,1.0
1956-1957,11,1956-10-06,West Brom,Wolves,1,1,0.5
1956-1957,11,1956-10-06,Chelsea,Tottenham,2,4,0.0
1956-1957,11,1956-10-06,Portsmouth,Aston Villa,5,1,1.0
1956-1957,11,1956-10-06,Newcastle Utd,Luton Town,2,2,0.5
1956-1957,12,1956-10-06,Burnley,Blackpool,2,2,0.5
1956-1957,12,1956-10-06,Sheffield Weds,Sunderland,3,2,1.0
1956-1957,12,1956-10-06,Cardiff City,Leeds United,4,1,1.0
1956-1957,12,1956-10-06,Preston,Everton,0,0,0.5
1956-1957,12,1956-10-06,Birmingham City,Bolton,0,0,0.5
1956-1957,12,1956-10-06,Arsenal,Manchester City,7,3,1.0
1956-1957,12,1956-10-13,Luton Town,Sheffield Weds,2,0,1.0
1956-1957,12,1956-10-13,Aston Villa,Newcastle Utd,3,1,1.0
1956-1957,12,1956-10-13,Sunderland,Manchester Utd,1,3,0.0
1956-1957,12,1956-10-13,Wolves,Portsmouth,6,0,1.0
1956-1957,13,1956-10-13,Tottenham,Cardiff City,5,0,1.0
