Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
1959-1960,1,1959-08-22,West Brom,Manchester Utd,3,2,1.0
1959-1960,1,1959-08-22,Blackburn,Fulham,4,0,1.0
1959-1960,1,1959-08-22,Blackpool,Bolton,3,2,1.0
1959-1960,1,1959-08-22,Birmingham City,Wolves,0,1,0.0
1959-1960,1,1959-08-22,West Ham,Leicester City,3,0,1.0
1959-1960,1,1959-08-22,Everton,Luton Town,2,2,0.5
1959-1960,1,1959-08-22,Leeds United,Burnley,2,3,0.0
1959-1960,1,1959-08-22,Chelsea,Preston,4,4,0.5
1959-1960,1,1959-08-22,Newcastle Utd,Tottenham,1,5,0.0
1959-1960,1,1959-08-22,Arsenal,Sheffield Weds,0,1,0.0
1959-1960,1,1959-08-22,Manchester City,Nott'ham Forest,2,1,1.0
1959-1960,2,1959-08-25,Burnley,Everton,5,2,1.0
1959-1960,2,1959-08-25,Preston,West Ham,1,1,0.5
1959-1960,2,1959-08-26,Tottenham,West Brom,2,2,0.5
1959-1960,2,1959-08-26,Fulham,Manchester City,5,2,1.0
1959-1960,2,1959-08-26,Manchester Utd,Chelsea,0,1,0.0
1959-1960,2,1959-08-26,Nott'ham Forest,Arsenal,0,3,0.0
1959-1960,2,1959-08-26,Wolves,Sheffield Weds,3,1,1.0
1959-1960,2,1959-08-26,Leicester City,Leeds United,3,2,1.0
1959-1960,2,1959-08-26,Birmingham City,Newcastle Utd,4,3,1.0
1959-1960,2,1959-08-26,Bolton,Blackburn,0,3,0.0
1959-1960,2,1959-08-26,Luton Town,Blackpool,0,1,0.0
1959-1960,3,1959-08-29,Nott'ham Forest,Blackburn,2,2,0.5
1959-1960,3,1959-08-29,Luton Town,Leeds United,0,1,0.0
1959-1960,3,1959-08-29,Preston,West Brom,1,1,0.5
1959-1960,3,1959-08-29,Leicester City,Chelsea,3,1,1.0
1959-1960,3,1959-08-29,Wolves,Arsenal,3,3,0.5
1959-1960,3,1959-08-29,Burnley,West Ham,1,3,0.0
1959-1960,3,1959-08-29,Fulham,Blackpool,1,0,1.0
1959-1960,3,1959-08-29,Bolton,Everton,2,1,1.0
1959-1960,3,1959-08-29,Sheffield Weds,Manchester City,1,0,1.0
1959-1960,3,1959-08-29,Tottenham,Birmingham City,0,0,0.5
1959-1960,3,1959-08-29,Manchester Utd,Newcastle Utd,3,2,1.0
1959-1960,4,1959-08-31,Blackburn,Bolton,1,0,1.0
1959-1960,4,1959-08-31,West Ham,Preston,2,1,1.0
1959-1960,4,1959-08-31,Blackpool,Luton Town,0,0,0.5
1959-1960,4,1959-09-01,Arsenal,Nott'ham Forest,1,1,0.5
1959-1960,4,1959-09-02,Everton,Burnley,1,2,0.0
1959-1960,4,1959-09-02,Newcastle Utd,Birmingham City,1,0,1.0
1959-1960,4,1959-09-02,Sheffield Weds,Wolves,2,2,0.5
1959-1960,4,1959-09-02,West Brom,Tottenham,1,2,0.0
1959-1960,4,1959-09-02,Chelsea,Manchester Utd,3,6,0.0
1959-1960,4,1959-09-02,Leeds United,Leicester City,1,1,0.5
1959-1960,4,1959-09-02,Manchester City,Fulham,3,1,1.0
1959-1960,5,1959-09-05,Manchester City,Wolves,4,6,0.0
1959-1960,5,1959-09-05,West Brom,Leicester City,5,0,1.0
1959-1960,5,1959-09-05,Everton,Fulham,0,0,0.5
1959-1960,5,1959-09-05,Chelsea,Burnley,4,1,1.0
1959-1960,5,1959-09-05,Blackburn,Sheffield Weds,3,1,1.0
1959-1960,5,1959-09-05,Birmingham City,Manchester Utd,1,1,0.5
1959-1960,5,1959-09-05,Newcastle Utd,Preston,1,2,0.0
1959-1960,5,1959-09-05,West Ham,Leeds United,1,2,0.0
1959-1960,5,1959-09-05,Arsenal,Tottenham,1,1,0.5
1959-1960,5,1959-09-05,Blackpool,Nott'ham Forest,0,1,0.0
1959-1960,5,1959-09-05,Luton Town,Bolton,0,0,0.5
1959-1960,6,1959-09-08,Burnley,Preston,2,1,1.0
1959-1960,6,1959-09-09,Manchester Utd,Leeds United,6,0,1.0
1959-1960,6,1959-09-09,Birmingham City,Chelsea,1,1,0.5
1959-1960,6,1959-09-09,Bolton,Arsenal,0,1,0.0
1959-1960,6,1959-09-09,Tottenham,West Ham,2,2,0.5
1959-1960,6,1959-09-09,Fulham,Wolves,3,1,1.0
1959-1960,6,1959-09-09,West Brom,Newcastle Utd,2,2,0.5
1959-1960,6,1959-09-09,Leicester City,Blackpool,1,1,0.5
1959-1960,6,1959-09-09,Luton Town,Manchester City,1,2,0.0
1959-1960,6,1959-09-09,Nott'ham Forest,Sheffield Weds,2,1,1.0
1959-1960,7,1959-09-12,Sheffield Weds,Blackpool,5,0,1.0
1959-1960,7,1959-09-12,Leicester City,Newcastle Utd,0,2,0.0
1959-1960,7,1959-09-12,Manchester Utd,Tottenham,1,5,0.0
1959-1960,7,1959-09-12,Leeds United,Chelsea,2,1,1.0
1959-1960,7,1959-09-12,Fulham,Luton Town,4,2,1.0
1959-1960,7,1959-09-12,Bolton,West Ham,5,1,1.0
1959-1960,7,1959-09-12,Wolves,Blackburn,3,1,1.0
1959-1960,7,1959-09-12,Burnley,West Brom,2,1,1.0
1959-1960,7,1959-09-12,Nott'ham Forest,Everton,1,1,0.5
1959-1960,7,1959-09-12,Preston,Birmingham City,3,2,1.0
1959-1960,7,1959-09-12,Arsenal,Manchester City,3,1,1.0
1959-1960,8,1959-09-14,Blackpool,Leicester City,3,3,0.5
1959-1960,8,1959-09-14,West Ham,Tottenham,1,2,0.0
1959-1960,8,1959-09-15,Preston,Burnley,1,0,1.0
1959-1960,8,1959-09-15,Arsenal,Bolton,2,1,1.0
1959-1960,8,1959-09-16,Sheffield Weds,Nott'ham Forest,0,1,0.0
1959-1960,8,1959-09-16,Chelsea,Birmingham City,4,2,1.0
