Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
1919-1920,1,1919-08-30,Blackburn,Preston,4,0,1.0
1919-1920,1,1919-08-30,Notts County,Burnley,2,0,1.0
1919-1920,1,1919-08-30,Manchester City,Sheffield Utd,3,3,0.5
1919-1920,1,1919-08-30,Derby County,Manchester Utd,1,1,0.5
1919-1920,1,1919-08-30,Everton,Chelsea,2,3,0.0
1919-1920,1,1919-08-30,Arsenal,Newcastle Utd,0,1,0.0
1919-1920,1,1919-08-30,Bradford City,Liverpool,1,3,0.0
1919-1920,1,1919-08-30,Bolton,Bradford PA,1,2,0.0
1919-1920,1,1919-08-30,Sunderland,Aston Villa,2,1,1.0
1919-1920,1,1919-08-30,The Wednesday,Middlesbrough,0,1,0.0
1919-1920,1,1919-08-30,West Brom,Oldham Athletic,3,1,1.0
1919-1920,2,1919-09-01,Bolton,Burnley,1,1,0.5
1919-1920,2,1919-09-01,Liverpool,Arsenal,2,3,0.0
1919-1920,2,1919-09-01,Sheffield Utd,Notts County,3,0,1.0
1919-1920,2,1919-09-01,Manchester Utd,The Wednesday,0,0,0.5
1919-1920,2,1919-09-01,Chelsea,Sunderland,2,0,1.0
1919-1920,2,1919-09-01,Aston Villa,Derby County,2,2,0.5
1919-1920,2,1919-09-01,Oldham Athletic,Manchester City,1,3,0.0
1919-1920,2,1919-09-01,Preston,Bradford City,1,5,0.0
1919-1920,2,1919-09-03,Bradford PA,Everton,0,2,0.0
1919-1920,2,1919-09-03,Middlesbrough,Blackburn,2,2,0.5
1919-1920,2,1919-09-03,Newcastle Utd,West Brom,0,2,0.0
1919-1920,3,1919-09-06,Bradford PA,Bolton,2,0,1.0
1919-1920,3,1919-09-06,Chelsea,Everton,0,1,0.0
1919-1920,3,1919-09-06,Oldham Athletic,West Brom,2,1,1.0
1919-1920,3,1919-09-06,Newcastle Utd,Arsenal,3,1,1.0
1919-1920,3,1919-09-06,Preston,Blackburn,0,0,0.5
1919-1920,3,1919-09-06,Aston Villa,Sunderland,0,3,0.0
1919-1920,3,1919-09-06,Manchester Utd,Derby County,0,2,0.0
1919-1920,3,1919-09-06,Middlesbrough,The Wednesday,3,0,1.0
1919-1920,3,1919-09-06,Liverpool,Bradford City,2,1,1.0
1919-1920,3,1919-09-06,Sheffield Utd,Manchester City,3,1,1.0
1919-1920,3,1919-09-06,Burnley,Notts County,2,1,1.0
1919-1920,4,1919-09-08,The Wednesday,Manchester Utd,1,3,0.0
1919-1920,4,1919-09-08,Derby County,Aston Villa,1,0,1.0
1919-1920,4,1919-09-08,Manchester City,Oldham Athletic,3,1,1.0
1919-1920,4,1919-09-08,West Brom,Newcastle Utd,3,0,1.0
1919-1920,4,1919-09-08,Burnley,Bradford City,1,1,0.5
1919-1920,4,1919-09-08,Everton,Bradford PA,2,0,1.0
1919-1920,4,1919-09-08,Arsenal,Liverpool,1,0,1.0
1919-1920,4,1919-09-10,Sunderland,Chelsea,3,2,1.0
1919-1920,4,1919-09-10,Burnley,Bolton,2,1,1.0
1919-1920,5,1919-09-10,Bradford City,Preston,2,2,0.5
1919-1920,4,1919-09-13,The Wednesday,Notts County,0,0,0.5
1919-1920,4,1919-09-13,Blackburn,Burnley,2,3,0.0
1919-1920,4,1919-09-13,Middlesbrough,Sheffield Utd,1,0,1.0
1919-1920,5,1919-09-13,Preston,Manchester Utd,2,3,0.0
1919-1920,5,1919-09-13,Sunderland,Arsenal,1,1,0.5
1919-1920,5,1919-09-13,West Brom,Everton,4,3,1.0
1919-1920,5,1919-09-13,Manchester City,Bolton,1,4,0.0
1919-1920,5,1919-09-13,Liverpool,Aston Villa,2,1,1.0
1919-1920,5,1919-09-13,Bradford PA,Oldham Athletic,2,0,1.0
1919-1920,5,1919-09-13,Chelsea,Newcastle Utd,0,0,0.5
1919-1920,6,1919-09-13,Derby County,Bradford City,3,0,1.0
1919-1920,5,1919-09-15,Blackburn,Middlesbrough,0,2,0.0
1919-1920,6,1919-09-17,Middlesbrough,Bolton,1,3,0.0
1919-1920,5,1919-09-20,Notts County,The Wednesday,3,1,1.0
1919-1920,5,1919-09-20,Sheffield Utd,Middlesbrough,5,1,1.0
1919-1920,6,1919-09-20,Aston Villa,Liverpool,0,1,0.0
1919-1920,6,1919-09-20,Arsenal,Sunderland,3,2,1.0
1919-1920,6,1919-09-20,Burnley,Blackburn,3,1,1.0
1919-1920,6,1919-09-20,Newcastle Utd,Chelsea,3,0,1.0
1919-1920,6,1919-09-20,Everton,West Brom,2,5,0.0
1919-1920,6,1919-09-20,Manchester Utd,Preston,5,1,1.0
1919-1920,6,1919-09-20,Oldham Athletic,Bradford PA,2,2,0.5
1919-1920,7,1919-09-20,Bradford City,Derby County,3,1,1.0
1919-1920,7,1919-09-20,Bolton,Manchester City,6,2,1.0
1919-1920,7,1919-09-24,Newcastle Utd,Derby County,0,0,0.5
1919-1920,7,1919-09-27,Bradford PA,Aston Villa,6,1,1.0
1919-1920,7,1919-09-27,Liverpool,Newcastle Utd,1,1,0.5
1919-1920,7,1919-09-27,Middlesbrough,Manchester Utd,1,1,0.5
1919-1920,7,1919-09-27,Blackburn,Arsenal,2,2,0.5
1919-1920,7,1919-09-27,Chelsea,Burnley,0,1,0.0
1919-1920,7,1919-09-27,The Wednesday,Sheffield Utd,2,1,1.0
1919-1920,7,1919-09-27,Preston,Oldham Athletic,2,1,1.0
1919-1920,7,1919-09-27,Manchester City,Notts County,4,1,1.0
1919-1920,7,1919-09-27,Sunderland,Everton,2,3,0.0
1919-1920,8,1919-09-27,West Brom,Bradford City,4,1,1.0
1919-1920,8,1919-09-27,Derby County,Bolton,1,2,0.0
1919-1920,7,1919-10-02,Notts County,Sheffield Utd,2,2,0.5
1919-1920,8,1919-10-04,Oldham Athletic,Preston,4,1,1.0
1919-1920,8,1919-10-04,Burnley,Chelsea,2,3,0.0
1919-1920,8,1919-10-04,Everton,Sunderland,1,3,0.0
1919-1920,8,1919-10-04,Aston Villa,Bradford PA,1,0,1.0
1919-1920,8,1919-10-04,Notts County,Manchester City,4,1,1.0
1919-1920,8,1919-10-04,Arsenal,Blackburn,0,1,0.0
1919-1920,8,1919-10-04,Manchester Utd,Middlesbrough,1,1,0.5
1919-1920,8,1919-10-04,Newcastle Utd,Liverpool,3,0,1.0
1919-1920,8,1919-10-04,Sheffield Utd,The Wednesday,3,0,1.0
1919-1920,9,1919-10-04,Bolton,Derby County,3,0,1.0
1919-1920,9,1919-10-04,Bradford City,West Brom,3,0,1.0
1919-1920,9,1919-10-11,Middlesbrough,Oldham Athletic,1,0,1.0
1919-1920,9,1919-10-11,Everton,Arsenal,2,3,0.0
1919-1920,9,1919-10-11,Burnley,Sheffield Utd,2,2,0.5
1919-1920,9,1919-10-11,Bradford PA,Newcastle Utd,0,1,0.0
1919-1920,9,1919-10-11,Manchester City,Manchester Utd,3,3,0.5
1919-1920,9,1919-10-11,Preston,Aston Villa,3,0,1.0
1919-1920,9,1919-10-11,The Wednesday,Blackburn,0,0,0.5
1919-1920,9,1919-10-11,Chelsea,Liverpool,1,0,1.0
1919-1920,10,1919-10-11,Derby County,Notts County,3,1,1.0
1919-1920,10,1919-10-11,West Brom,Bolton,4,1,1.0
1919-1920,10,1919-10-11,Sunderland,Bradford City,2,0,1.0
