Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,1,2021-08-13,Beşiktaş,Rizespor,3,0,1.0
2021-2022,1,2021-08-14,Fatih Karagümrük,Gaziantep FK,3,2,1.0
2021-2022,1,2021-08-14,Altay,Kayserispor,3,0,1.0
2021-2022,1,2021-08-14,Hatayspor,Kasımpaşa,1,1,0.5
2021-2022,1,2021-08-15,Başakşehir,Alanyaspor,0,1,0.0
2021-2022,1,2021-08-15,Adana Demirspor,Fenerbahçe,0,1,0.0
2021-2022,1,2021-08-15,Antalyaspor,Göztepe,1,1,0.5
2021-2022,1,2021-08-16,Yeni Mal'spor,Trabzonspor,1,5,0.0
2021-2022,1,2021-08-16,Sivasspor,Konyaspor,0,1,0.0
2021-2022,1,2021-08-16,Giresunspor,Galatasaray,0,2,0.0
2021-2022,2,2021-08-20,Kayserispor,Adana Demirspor,1,1,0.5
2021-2022,2,2021-08-21,Kasımpaşa,Giresunspor,2,0,1.0
2021-2022,2,2021-08-21,Rizespor,Fatih Karagümrük,0,0,0.5
2021-2022,2,2021-08-21,Alanyaspor,Altay,1,4,0.0
2021-2022,2,2021-08-21,Gaziantep FK,Beşiktaş,0,0,0.5
2021-2022,2,2021-08-22,Konyaspor,Başakşehir,2,1,1.0
2021-2022,2,2021-08-22,Fenerbahçe,Antalyaspor,2,0,1.0
2021-2022,2,2021-08-22,Göztepe,Yeni Mal'spor,0,1,0.0
2021-2022,2,2021-08-23,Trabzonspor,Sivasspor,2,1,1.0
2021-2022,2,2021-08-23,Galatasaray,Hatayspor,2,1,1.0
2021-2022,3,2021-08-27,Antalyaspor,Rizespor,3,2,1.0
2021-2022,3,2021-08-27,Adana Demirspor,Konyaspor,1,1,0.5
2021-2022,3,2021-08-28,Yeni Mal'spor,Gaziantep FK,2,0,1.0
2021-2022,3,2021-08-28,Başakşehir,Kayserispor,0,1,0.0
2021-2022,3,2021-08-28,Hatayspor,Alanyaspor,5,0,1.0
2021-2022,3,2021-08-28,Beşiktaş,Fatih Karagümrük,1,0,1.0
2021-2022,3,2021-08-29,Kasımpaşa,Galatasaray,2,2,0.5
2021-2022,3,2021-08-29,Sivasspor,Göztepe,2,2,0.5
2021-2022,3,2021-08-29,Giresunspor,Trabzonspor,0,1,0.0
2021-2022,3,2021-08-29,Altay,Fenerbahçe,0,2,0.0
2021-2022,4,2021-09-11,Fatih Karagümrük,Adana Demirspor,4,0,1.0
2021-2022,4,2021-09-11,Konyaspor,Altay,3,1,1.0
2021-2022,4,2021-09-11,Kayserispor,Kasımpaşa,2,0,1.0
2021-2022,4,2021-09-11,Beşiktaş,Yeni Mal'spor,3,0,1.0
2021-2022,4,2021-09-12,Rizespor,Hatayspor,0,2,0.0
2021-2022,4,2021-09-12,Fenerbahçe,Sivasspor,1,1,0.5
2021-2022,4,2021-09-12,Göztepe,Başakşehir,2,1,1.0
2021-2022,4,2021-09-12,Trabzonspor,Galatasaray,2,2,0.5
2021-2022,4,2021-09-13,Alanyaspor,Giresunspor,1,0,1.0
2021-2022,4,2021-09-13,Gaziantep FK,Antalyaspor,2,0,1.0
2021-2022,5,2021-09-17,Altay,Göztepe,2,1,1.0
2021-2022,5,2021-09-17,Yeni Mal'spor,Fatih Karagümrük,3,4,0.0
2021-2022,5,2021-09-18,Sivasspor,Gaziantep FK,1,1,0.5
2021-2022,5,2021-09-18,Kasımpaşa,Trabzonspor,0,1,0.0
2021-2022,5,2021-09-18,Antalyaspor,Beşiktaş,2,3,0.0
2021-2022,5,2021-09-18,Adana Demirspor,Rizespor,3,1,1.0
2021-2022,5,2021-09-19,Giresunspor,Konyaspor,0,0,0.5
2021-2022,5,2021-09-19,Galatasaray,Alanyaspor,0,1,0.0
2021-2022,5,2021-09-19,Başakşehir,Fenerbahçe,2,0,1.0
2021-2022,5,2021-09-19,Hatayspor,Kayserispor,2,1,1.0
2021-2022,6,2021-09-21,Rizespor,Altay,1,2,0.0
2021-2022,6,2021-09-21,Fatih Karagümrük,Antalyaspor,0,0,0.5
2021-2022,6,2021-09-21,Beşiktaş,Adana Demirspor,3,3,0.5
2021-2022,6,2021-09-21,Yeni Mal'spor,Sivasspor,0,1,0.0
2021-2022,6,2021-09-22,Gaziantep FK,Başakşehir,1,0,1.0
2021-2022,6,2021-09-22,Göztepe,Hatayspor,0,2,0.0
2021-2022,6,2021-09-22,Kayserispor,Galatasaray,3,0,1.0
2021-2022,6,2021-09-23,Konyaspor,Trabzonspor,2,2,0.5
2021-2022,6,2021-09-23,Alanyaspor,Kasımpaşa,2,0,1.0
2021-2022,6,2021-09-23,Fenerbahçe,Giresunspor,2,1,1.0
2021-2022,7,2021-09-24,Altay,Beşiktaş,2,1,1.0
2021-2022,7,2021-09-25,Sivasspor,Fatih Karagümrük,4,0,1.0
2021-2022,7,2021-09-25,Antalyaspor,Yeni Mal'spor,1,0,1.0
2021-2022,7,2021-09-25,Adana Demirspor,Gaziantep FK,4,0,1.0
2021-2022,7,2021-09-26,Giresunspor,Kayserispor,1,1,0.5
2021-2022,7,2021-09-26,Hatayspor,Fenerbahçe,1,2,0.0
2021-2022,7,2021-09-26,Başakşehir,Rizespor,3,0,1.0
2021-2022,7,2021-09-26,Galatasaray,Göztepe,2,1,1.0
2021-2022,7,2021-09-27,Kasımpaşa,Konyaspor,2,2,0.5
2021-2022,7,2021-09-27,Trabzonspor,Alanyaspor,1,1,0.5
2021-2022,8,2021-10-01,Fatih Karagümrük,Başakşehir,3,1,1.0
2021-2022,8,2021-10-01,Antalyaspor,Adana Demirspor,1,2,0.0
2021-2022,8,2021-10-02,Konyaspor,Alanyaspor,1,1,0.5
2021-2022,8,2021-10-02,Göztepe,Giresunspor,0,1,0.0
2021-2022,8,2021-10-02,Kayserispor,Trabzonspor,1,2,0.0
2021-2022,8,2021-10-02,Beşiktaş,Sivasspor,2,1,1.0
2021-2022,8,2021-10-03,Yeni Mal'spor,Hatayspor,0,2,0.0
2021-2022,8,2021-10-03,Gaziantep FK,Altay,4,1,1.0
2021-2022,8,2021-10-03,Fenerbahçe,Kasımpaşa,2,1,1.0
2021-2022,8,2021-10-03,Rizespor,Galatasaray,2,3,0.0
2021-2022,9,2021-10-15,Başakşehir,Beşiktaş,3,2,1.0
2021-2022,9,2021-10-16,Giresunspor,Rizespor,2,0,1.0
2021-2022,9,2021-10-16,Sivasspor,Antalyaspor,2,2,0.5
2021-2022,9,2021-10-16,Adana Demirspor,Yeni Mal'spor,0,2,0.0
2021-2022,9,2021-10-17,Kasımpaşa,Göztepe,1,2,0.0
2021-2022,9,2021-10-17,Altay,Fatih Karagümrük,0,1,0.0
2021-2022,9,2021-10-17,Galatasaray,Konyaspor,1,0,1.0
2021-2022,9,2021-10-17,Trabzonspor,Fenerbahçe,3,1,1.0
2021-2022,9,2021-10-18,Hatayspor,Gaziantep FK,2,1,1.0
2021-2022,9,2021-10-18,Alanyaspor,Kayserispor,6,3,1.0
2021-2022,10,2021-10-22,Yeni Mal'spor,Altay,2,1,1.0
2021-2022,10,2021-10-23,Rizespor,Kasımpaşa,2,1,1.0
2021-2022,10,2021-10-23,Konyaspor,Kayserispor,2,0,1.0
2021-2022,10,2021-10-23,Gaziantep FK,Giresunspor,1,1,0.5
2021-2022,10,2021-10-23,Göztepe,Trabzonspor,0,1,0.0
2021-2022,10,2021-10-24,Fatih Karagümrük,Hatayspor,1,1,0.5
2021-2022,10,2021-10-24,Sivasspor,Adana Demirspor,1,1,0.5
2021-2022,10,2021-10-24,Antalyaspor,Başakşehir,1,2,0.0
2021-2022,10,2021-10-24,Fenerbahçe,Alanyaspor,1,2,0.0
2021-2022,10,2021-10-25,Beşiktaş,Galatasaray,2,1,1.0
2021-2022,11,2021-10-29,Trabzonspor,Rizespor,2,1,1.0
2021-2022,11,2021-10-30,Kasımpaşa,Yeni Mal'spor,2,0,1.0
2021-2022,11,2021-10-30,Hatayspor,Beşiktaş,1,0,1.0
2021-2022,11,2021-10-30,Altay,Sivasspor,1,1,0.5
2021-2022,11,2021-10-30,Konyaspor,Fenerbahçe,2,1,1.0
2021-2022,11,2021-10-31,Kayserispor,Fatih Karagümrük,2,1,1.0
2021-2022,11,2021-10-31,Alanyaspor,Göztepe,2,2,0.5
2021-2022,11,2021-10-31,Galatasaray,Gaziantep FK,2,0,1.0
2021-2022,11,2021-11-01,Başakşehir,Adana Demirspor,2,1,1.0
2021-2022,11,2021-11-01,Giresunspor,Antalyaspor,1,2,0.0
2021-2022,12,2021-11-05,Gaziantep FK,Kasımpaşa,2,0,1.0
2021-2022,12,2021-11-05,Rizespor,Alanyaspor,2,0,1.0
2021-2022,12,2021-11-06,Sivasspor,Giresunspor,0,0,0.5
2021-2022,12,2021-11-06,Yeni Mal'spor,Başakşehir,1,3,0.0
2021-2022,12,2021-11-06,Antalyaspor,Altay,1,0,1.0
2021-2022,12,2021-11-06,Beşiktaş,Trabzonspor,1,2,0.0
2021-2022,12,2021-11-07,Göztepe,Konyaspor,0,2,0.0
2021-2022,12,2021-11-07,Fatih Karagümrük,Galatasaray,1,1,0.5
2021-2022,12,2021-11-07,Adana Demirspor,Hatayspor,1,0,1.0
2021-2022,12,2021-11-07,Fenerbahçe,Kayserispor,2,2,0.5
2021-2022,13,2021-11-20,Hatayspor,Antalyaspor,3,1,1.0
2021-2022,13,2021-11-20,Giresunspor,Yeni Mal'spor,1,0,1.0
2021-2022,13,2021-11-20,Başakşehir,Sivasspor,2,1,1.0
2021-2022,13,2021-11-20,Alanyaspor,Beşiktaş,2,0,1.0
2021-2022,13,2021-11-21,Kasımpaşa,Fatih Karagümrük,1,3,0.0
2021-2022,13,2021-11-21,Konyaspor,Rizespor,3,0,1.0
2021-2022,13,2021-11-21,Altay,Adana Demirspor,1,3,0.0
2021-2022,13,2021-11-21,Galatasaray,Fenerbahçe,1,2,0.0
2021-2022,13,2021-11-22,Trabzonspor,Gaziantep FK,3,0,1.0
2021-2022,13,2021-11-22,Kayserispor,Göztepe,1,1,0.5
2021-2022,14,2021-11-26,Adana Demirspor,Kasımpaşa,0,0,0.5
