Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,1,2018-08-10,Ankaragücü,Galatasaray,1,3,0.0
2018-2019,1,2018-08-11,Rizespor,Kasımpaşa,2,3,0.0
2018-2019,1,2018-08-11,Sivasspor,Alanyaspor,1,0,1.0
2018-2019,1,2018-08-11,Fenerbahçe,Bursaspor,2,1,1.0
2018-2019,1,2018-08-12,Başakşehir,Trabzonspor,2,0,1.0
2018-2019,1,2018-08-12,Konyaspor,BB Erzurumspor,3,2,1.0
2018-2019,1,2018-08-12,Beşiktaş,Akhisarspor,2,1,1.0
2018-2019,1,2018-08-12,Göztepe,Yeni Mal'spor,1,3,0.0
2018-2019,1,2018-08-13,Kayserispor,Antalyaspor,2,0,1.0
2018-2019,2,2018-08-17,Trabzonspor,Sivasspor,3,1,1.0
2018-2019,2,2018-08-18,Bursaspor,Kayserispor,0,0,0.5
2018-2019,2,2018-08-18,Antalyaspor,Konyaspor,3,3,0.5
2018-2019,2,2018-08-18,Yeni Mal'spor,Fenerbahçe,1,0,1.0
2018-2019,2,2018-08-19,BB Erzurumspor,Beşiktaş,1,3,0.0
2018-2019,2,2018-08-19,Akhisarspor,Rizespor,1,1,0.5
2018-2019,2,2018-08-19,Galatasaray,Göztepe,1,0,1.0
2018-2019,2,2018-08-19,Alanyaspor,Ankaragücü,0,2,0.0
2018-2019,2,2018-08-20,Kasımpaşa,Başakşehir,2,1,1.0
2018-2019,3,2018-08-24,Rizespor,BB Erzurumspor,0,0,0.5
2018-2019,3,2018-08-25,Ankaragücü,Trabzonspor,2,2,0.5
2018-2019,3,2018-08-25,Göztepe,Fenerbahçe,1,0,1.0
2018-2019,3,2018-08-25,Kayserispor,Yeni Mal'spor,0,0,0.5
2018-2019,3,2018-08-26,Sivasspor,Kasımpaşa,0,3,0.0
2018-2019,3,2018-08-26,Konyaspor,Bursaspor,1,1,0.5
2018-2019,3,2018-08-26,Beşiktaş,Antalyaspor,2,3,0.0
2018-2019,3,2018-08-27,Başakşehir,Akhisarspor,3,1,1.0
2018-2019,3,2018-08-27,Galatasaray,Alanyaspor,6,0,1.0
2018-2019,4,2018-08-31,Yeni Mal'spor,Konyaspor,0,1,0.0
2018-2019,4,2018-09-01,Fenerbahçe,Kayserispor,2,3,0.0
2018-2019,4,2018-09-01,Akhisarspor,Sivasspor,1,1,0.5
2018-2019,4,2018-09-01,Trabzonspor,Galatasaray,4,0,1.0
2018-2019,4,2018-09-01,Alanyaspor,Göztepe,1,0,1.0
2018-2019,4,2018-09-02,Kasımpaşa,Ankaragücü,2,1,1.0
2018-2019,4,2018-09-02,BB Erzurumspor,Başakşehir,0,1,0.0
2018-2019,4,2018-09-02,Antalyaspor,Rizespor,2,1,1.0
2018-2019,4,2018-09-02,Bursaspor,Beşiktaş,1,1,0.5
2018-2019,5,2018-09-14,Galatasaray,Kasımpaşa,4,1,1.0
2018-2019,5,2018-09-15,Ankaragücü,Akhisarspor,1,0,1.0
2018-2019,5,2018-09-15,Beşiktaş,Yeni Mal'spor,2,1,1.0
2018-2019,5,2018-09-15,Göztepe,Kayserispor,2,0,1.0
2018-2019,5,2018-09-16,Sivasspor,BB Erzurumspor,2,2,0.5
2018-2019,5,2018-09-16,Başakşehir,Antalyaspor,4,0,1.0
2018-2019,5,2018-09-16,Rizespor,Bursaspor,1,1,0.5
