,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2023-09-20,Lille,Olimpija,fr,si,2.0,0.0,0.0
1,2023-09-21,Legia Warsaw,Aston Villa,pl,eng,3.0,2.0,0.0
2,2023-09-21,Zrinjski Mostar,AZ Alkmaar,ba,nl,4.0,3.0,0.0
3,2023-09-21,Genk,Fiorentina,be,it,2.0,2.0,0.5
4,2023-09-21,Ferencváros,Čukarički,hu,rs,3.0,1.0,0.0
5,2023-09-21,Eint Frankfurt,Aberdeen,de,sct,2.0,1.0,0.0
6,2023-09-21,HJK,PAOK,fi,gr,2.0,3.0,1.0
7,2023-09-21,Ludogorets,Spartak Trnava,bg,sk,4.0,0.0,0.0
8,2023-09-21,Fenerbahçe,Nordsjælland,tr,dk,3.0,1.0,0.0
9,2023-09-21,Club Brugge,Beşiktaş,be,tr,1.0,1.0,0.5
10,2023-09-21,Dinamo Zagreb,Astana FK,hr,kz,5.0,1.0,0.0
11,2023-09-21,Lugano,Bodø/Glimt,ch,no,0.0,0.0,0.5
12,2023-09-21,Viktoria Plzeň,KF Ballkani Therandë,cz,xk,1.0,0.0,0.0
13,2023-09-21,Slovan Bratislava,KÍ,sk,fo,2.0,1.0,0.0
14,2023-09-21,Zorya Luhansk,Gent,ua,be,1.0,1.0,0.5
15,2023-09-21,Maccabi Tel Aviv,Breiðablik,il,is,3.0,2.0,0.0
17,2023-10-05,Breiðablik,Zorya Luhansk,is,ua,0.0,1.0,1.0
18,2023-10-05,KÍ,Lille,fo,fr,0.0,0.0,0.5
19,2023-10-05,Gent,Maccabi Tel Aviv,be,il,2.0,0.0,0.0
20,2023-10-05,KF Ballkani Therandë,Dinamo Zagreb,xk,hr,2.0,0.0,0.0
21,2023-10-05,Bodø/Glimt,Club Brugge,no,be,0.0,1.0,1.0
22,2023-10-05,Olimpija,Slovan Bratislava,si,sk,0.0,1.0,1.0
23,2023-10-05,Beşiktaş,Lugano,tr,ch,2.0,3.0,1.0
24,2023-10-05,Aston Villa,Zrinjski Mostar,eng,ba,1.0,0.0,0.0
25,2023-10-05,Aberdeen,HJK,sct,fi,1.0,1.0,0.5
26,2023-10-05,Astana FK,Viktoria Plzeň,kz,cz,1.0,2.0,1.0
27,2023-10-05,Nordsjælland,Ludogorets,dk,bg,7.0,1.0,0.0
28,2023-10-05,AZ Alkmaar,Legia Warsaw,nl,pl,1.0,0.0,0.0
29,2023-10-05,Fiorentina,Ferencváros,it,hu,2.0,2.0,0.5
30,2023-10-05,Spartak Trnava,Fenerbahçe,sk,tr,1.0,2.0,1.0
31,2023-10-05,Čukarički,Genk,rs,be,0.0,2.0,1.0
32,2023-10-05,PAOK,Eint Frankfurt,gr,de,2.0,1.0,0.0
34,2023-10-26,KÍ,Olimpija,fo,si,3.0,0.0,0.0
35,2023-10-26,Lille,Slovan Bratislava,fr,sk,2.0,1.0,0.0
36,2023-10-26,Lugano,Club Brugge,ch,be,1.0,3.0,1.0
37,2023-10-26,AZ Alkmaar,Aston Villa,nl,eng,1.0,4.0,1.0
38,2023-10-26,KF Ballkani Therandë,Astana FK,xk,kz,1.0,2.0,1.0
39,2023-10-26,Gent,Breiðablik,be,is,5.0,0.0,0.0
40,2023-10-26,Fenerbahçe,Ludogorets,tr,bg,3.0,1.0,0.0
41,2023-10-26,Aberdeen,PAOK,sct,gr,2.0,3.0,1.0
42,2023-10-26,Genk,Ferencváros,be,hu,0.0,0.0,0.5
43,2023-10-26,Eint Frankfurt,HJK,de,fi,6.0,0.0,0.0
