Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,Regular season,1,2015-07-17,Wisła Kraków,Górnik Zabrze,1,1,0.5
2015-2016,Regular season,1,2015-07-17,Lechia Gdańsk,Cracovia,0,1,0.0
2015-2016,Regular season,1,2015-07-18,Ruch Chorzów,Górnik Łęczna,0,2,0.0
2015-2016,Regular season,1,2015-07-18,Zagłębie Lubin,Podbeskidzie,1,1,0.5
2015-2016,Regular season,1,2015-07-18,Lech Poznań,Pogoń Szczecin,1,2,0.0
2015-2016,Regular season,1,2015-07-19,Korona Kielce,Jagiellonia,3,2,1.0
2015-2016,Regular season,1,2015-07-19,Śląsk Wrocław,Legia Warsaw,1,4,0.0
2015-2016,Regular season,1,2015-07-20,Piast Gliwice,Nieciecza,1,0,1.0
2015-2016,Regular season,2,2015-07-24,Ruch Chorzów,Piast Gliwice,2,0,1.0
2015-2016,Regular season,2,2015-07-24,Cracovia,Wisła Kraków,1,1,0.5
2015-2016,Regular season,2,2015-07-25,Zagłębie Lubin,Korona Kielce,0,2,0.0
2015-2016,Regular season,2,2015-07-25,Lech Poznań,Lechia Gdańsk,2,1,1.0
2015-2016,Regular season,2,2015-07-26,Jagiellonia,Nieciecza,2,0,1.0
2015-2016,Regular season,2,2015-07-26,Pogoń Szczecin,Śląsk Wrocław,1,1,0.5
2015-2016,Regular season,2,2015-07-26,Legia Warsaw,Podbeskidzie,5,0,1.0
2015-2016,Regular season,2,2015-07-27,Górnik Łęczna,Górnik Zabrze,2,1,1.0
2015-2016,Regular season,3,2015-07-31,Piast Gliwice,Górnik Zabrze,3,2,1.0
2015-2016,Regular season,3,2015-07-31,Lechia Gdańsk,Pogoń Szczecin,1,1,0.5
2015-2016,Regular season,3,2015-08-01,Podbeskidzie,Cracovia,0,1,0.0
2015-2016,Regular season,3,2015-08-01,Wisła Kraków,Lech Poznań,2,0,1.0
2015-2016,Regular season,3,2015-08-02,Śląsk Wrocław,Nieciecza,2,0,1.0
2015-2016,Regular season,3,2015-08-02,Jagiellonia,Zagłębie Lubin,1,2,0.0
2015-2016,Regular season,3,2015-08-02,Górnik Łęczna,Legia Warsaw,0,2,0.0
2015-2016,Regular season,3,2015-08-03,Korona Kielce,Ruch Chorzów,1,2,0.0
2015-2016,Regular season,4,2015-08-07,Cracovia,Piast Gliwice,1,2,0.0
2015-2016,Regular season,4,2015-08-07,Nieciecza,Zagłębie Lubin,1,0,1.0
2015-2016,Regular season,4,2015-08-08,Górnik Zabrze,Jagiellonia,1,3,0.0
2015-2016,Regular season,4,2015-08-08,Pogoń Szczecin,Górnik Łęczna,0,0,0.5
