Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,1,2021-07-23,Bruk-Bet Termalica Nieciecza,Stal Mielec,1,1,0.5
2021-2022,1,2021-07-23,Lech Poznań,Radomiak Radom,0,0,0.5
2021-2022,1,2021-07-24,Górnik Łęczna,Cracovia,1,1,0.5
2021-2022,1,2021-07-24,Jagiellonia,Lechia Gdańsk,1,1,0.5
2021-2022,1,2021-07-24,Legia Warsaw,Wisła Płock,1,0,1.0
2021-2022,1,2021-07-25,Piast Gliwice,RKS Raków,2,3,0.0
2021-2022,1,2021-07-25,Śląsk Wrocław,Warta Poznań,2,2,0.5
2021-2022,1,2021-07-25,Pogoń Szczecin,Górnik Zabrze,2,0,1.0
2021-2022,1,2021-07-26,Wisła Kraków,Zagłębie Lubin,3,0,1.0
2021-2022,2,2021-07-30,Zagłębie Lubin,Górnik Łęczna,3,1,1.0
2021-2022,2,2021-07-30,Górnik Zabrze,Lech Poznań,1,3,0.0
2021-2022,2,2021-07-31,Stal Mielec,Piast Gliwice,0,2,0.0
2021-2022,2,2021-07-31,Bruk-Bet Termalica Nieciecza,Wisła Kraków,2,2,0.5
2021-2022,2,2021-07-31,Radomiak Radom,Legia Warsaw,3,1,1.0
2021-2022,2,2021-08-01,Warta Poznań,Pogoń Szczecin,1,1,0.5
2021-2022,2,2021-08-01,Cracovia,Śląsk Wrocław,1,2,0.0
2021-2022,2,2021-08-01,Jagiellonia,RKS Raków,3,0,1.0
2021-2022,2,2021-08-02,Lechia Gdańsk,Wisła Płock,1,0,1.0
2021-2022,3,2021-08-06,Górnik Łęczna,Warta Poznań,0,4,0.0
2021-2022,3,2021-08-06,Lech Poznań,Cracovia,2,0,1.0
2021-2022,3,2021-08-07,Jagiellonia,Bruk-Bet Termalica Nieciecza,1,0,1.0
2021-2022,3,2021-08-07,Górnik Zabrze,Stal Mielec,1,0,1.0
2021-2022,3,2021-08-08,Pogoń Szczecin,Piast Gliwice,1,0,1.0
2021-2022,3,2021-08-08,Wisła Kraków,RKS Raków,1,2,0.0
2021-2022,3,2021-08-08,Śląsk Wrocław,Lechia Gdańsk,1,1,0.5
2021-2022,3,2021-08-09,Wisła Płock,Radomiak Radom,1,0,1.0
2021-2022,4,2021-08-13,Bruk-Bet Termalica Nieciecza,Lech Poznań,1,3,0.0
2021-2022,4,2021-08-13,Stal Mielec,Wisła Kraków,2,1,1.0
2021-2022,4,2021-08-14,Piast Gliwice,Wisła Płock,4,3,1.0
2021-2022,4,2021-08-14,Lechia Gdańsk,Cracovia,3,0,1.0
2021-2022,4,2021-08-14,Warta Poznań,Legia Warsaw,0,2,0.0
2021-2022,4,2021-08-15,Śląsk Wrocław,Górnik Łęczna,0,0,0.5
2021-2022,4,2021-08-15,Zagłębie Lubin,Pogoń Szczecin,2,0,1.0
2021-2022,4,2021-08-16,Jagiellonia,Górnik Zabrze,1,3,0.0
2021-2022,5,2021-08-20,Wisła Płock,Zagłębie Lubin,4,0,1.0
2021-2022,5,2021-08-20,Radomiak Radom,Warta Poznań,1,0,1.0
2021-2022,5,2021-08-21,Pogoń Szczecin,Stal Mielec,4,1,1.0
2021-2022,5,2021-08-21,Cracovia,Jagiellonia,2,1,1.0
2021-2022,5,2021-08-21,Górnik Łęczna,Wisła Kraków,1,3,0.0
2021-2022,5,2021-08-22,Piast Gliwice,Śląsk Wrocław,1,1,0.5
2021-2022,5,2021-08-22,Lech Poznań,Lechia Gdańsk,2,0,1.0
2021-2022,6,2021-08-27,Stal Mielec,Górnik Łęczna,2,0,1.0
