Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2014-2015,Regular season,1,2014-07-18,Podbeskidzie,Pogoń Szczecin,2,3,0.0
2014-2015,Regular season,1,2014-07-18,Górnik Łęczna,Wisła Kraków,1,1,0.5
2014-2015,Regular season,1,2014-07-19,Jagiellonia,Lechia Gdańsk,2,2,0.5
2014-2015,Regular season,1,2014-07-19,Legia Warsaw,GKS Bełchatów,0,1,0.0
2014-2015,Regular season,1,2014-07-20,Lech Poznań,Piast Gliwice,4,0,1.0
2014-2015,Regular season,1,2014-07-20,Zawisza,Korona Kielce,2,0,1.0
2014-2015,Regular season,1,2014-07-20,Śląsk Wrocław,Ruch Chorzów,2,0,1.0
2014-2015,Regular season,1,2014-07-21,Górnik Zabrze,Cracovia,2,0,1.0
2014-2015,Regular season,2,2014-07-25,GKS Bełchatów,Korona Kielce,2,0,1.0
2014-2015,Regular season,2,2014-07-25,Lechia Gdańsk,Podbeskidzie,1,0,1.0
2014-2015,Regular season,2,2014-07-26,Pogoń Szczecin,Śląsk Wrocław,4,1,1.0
2014-2015,Regular season,2,2014-07-26,Cracovia,Legia Warsaw,1,3,0.0
2014-2015,Regular season,2,2014-07-27,Zawisza,Jagiellonia,1,3,0.0
2014-2015,Regular season,2,2014-07-27,Ruch Chorzów,Górnik Łęczna,1,2,0.0
2014-2015,Regular season,2,2014-07-27,Górnik Zabrze,Lech Poznań,1,1,0.5
2014-2015,Regular season,2,2014-07-28,Wisła Kraków,Piast Gliwice,1,1,0.5
2014-2015,Regular season,3,2014-08-01,Jagiellonia,Cracovia,2,1,1.0
2014-2015,Regular season,3,2014-08-01,Piast Gliwice,Lechia Gdańsk,1,3,0.0
2014-2015,Regular season,3,2014-08-02,Korona Kielce,Pogoń Szczecin,2,2,0.5
2014-2015,Regular season,3,2014-08-02,Legia Warsaw,Górnik Zabrze,1,1,0.5
2014-2015,Regular season,3,2014-08-03,Śląsk Wrocław,Zawisza,2,1,1.0
2014-2015,Regular season,3,2014-08-03,Podbeskidzie,Ruch Chorzów,3,0,1.0
2014-2015,Regular season,3,2014-08-03,Lech Poznań,Wisła Kraków,2,3,0.0
2014-2015,Regular season,3,2014-08-04,Górnik Łęczna,GKS Bełchatów,1,1,0.5
2014-2015,Regular season,4,2014-08-08,Cracovia,Korona Kielce,2,1,1.0
2014-2015,Regular season,4,2014-08-08,Górnik Zabrze,Jagiellonia,3,0,1.0
2014-2015,Regular season,4,2014-08-09,GKS Bełchatów,Śląsk Wrocław,2,0,1.0
2014-2015,Regular season,4,2014-08-09,Legia Warsaw,Górnik Łęczna,5,0,1.0
2014-2015,Regular season,4,2014-08-10,Lechia Gdańsk,Lech Poznań,1,2,0.0
2014-2015,Regular season,4,2014-08-10,Zawisza,Podbeskidzie,1,2,0.0
2014-2015,Regular season,4,2014-08-10,Wisła Kraków,Ruch Chorzów,2,2,0.5
2014-2015,Regular season,4,2014-08-11,Pogoń Szczecin,Piast Gliwice,0,0,0.5
2014-2015,Regular season,5,2014-08-15,Korona Kielce,Górnik Zabrze,0,3,0.0
2014-2015,Regular season,5,2014-08-15,Jagiellonia,Legia Warsaw,0,3,0.0
2014-2015,Regular season,5,2014-08-16,Górnik Łęczna,Zawisza,5,2,1.0
2014-2015,Regular season,5,2014-08-16,Piast Gliwice,Ruch Chorzów,0,1,0.0
2014-2015,Regular season,5,2014-08-16,Lech Poznań,Pogoń Szczecin,1,1,0.5
2014-2015,Regular season,5,2014-08-17,Śląsk Wrocław,Cracovia,0,0,0.5
2014-2015,Regular season,5,2014-08-17,Wisła Kraków,Lechia Gdańsk,3,1,1.0
2014-2015,Regular season,5,2014-08-18,Podbeskidzie,GKS Bełchatów,1,1,0.5
2014-2015,Regular season,6,2014-08-22,Zawisza,Lechia Gdańsk,0,2,0.0
2014-2015,Regular season,6,2014-08-22,Pogoń Szczecin,Wisła Kraków,0,3,0.0
2014-2015,Regular season,6,2014-08-23,Cracovia,Podbeskidzie,1,3,0.0
2014-2015,Regular season,6,2014-08-23,Górnik Zabrze,Górnik Łęczna,2,0,1.0
2014-2015,Regular season,6,2014-08-23,Jagiellonia,Śląsk Wrocław,1,3,0.0
2014-2015,Regular season,6,2014-08-24,Legia Warsaw,Korona Kielce,2,0,1.0
2014-2015,Regular season,6,2014-08-24,Ruch Chorzów,Lech Poznań,0,0,0.5
2014-2015,Regular season,6,2014-08-25,GKS Bełchatów,Piast Gliwice,0,0,0.5
2014-2015,Regular season,7,2014-08-29,Piast Gliwice,Zawisza,3,0,1.0
2014-2015,Regular season,7,2014-08-29,Wisła Kraków,GKS Bełchatów,1,0,1.0
2014-2015,Regular season,7,2014-08-30,Górnik Łęczna,Pogoń Szczecin,4,2,1.0
2014-2015,Regular season,7,2014-08-30,Śląsk Wrocław,Górnik Zabrze,2,0,1.0
2014-2015,Regular season,7,2014-08-30,Korona Kielce,Jagiellonia,0,3,0.0
2014-2015,Regular season,7,2014-08-31,Podbeskidzie,Legia Warsaw,2,1,1.0
2014-2015,Regular season,7,2014-08-31,Lechia Gdańsk,Ruch Chorzów,3,3,0.5
2014-2015,Regular season,7,2014-08-31,Lech Poznań,Cracovia,1,1,0.5
2014-2015,Regular season,8,2014-09-12,Zawisza,Wisła Kraków,2,4,0.0
2014-2015,Regular season,8,2014-09-12,Pogoń Szczecin,Ruch Chorzów,1,1,0.5
2014-2015,Regular season,8,2014-09-13,Cracovia,Górnik Łęczna,2,1,1.0
2014-2015,Regular season,8,2014-09-13,Jagiellonia,Lech Poznań,1,0,1.0
2014-2015,Regular season,8,2014-09-13,Legia Warsaw,Śląsk Wrocław,4,3,1.0
2014-2015,Regular season,8,2014-09-14,Górnik Zabrze,Piast Gliwice,1,2,0.0
2014-2015,Regular season,8,2014-09-14,GKS Bełchatów,Lechia Gdańsk,1,1,0.5
2014-2015,Regular season,8,2014-09-15,Korona Kielce,Podbeskidzie,2,1,1.0
2014-2015,Regular season,9,2014-09-19,Śląsk Wrocław,Korona Kielce,1,0,1.0
2014-2015,Regular season,9,2014-09-19,Lechia Gdańsk,Pogoń Szczecin,0,1,0.0
2014-2015,Regular season,9,2014-09-20,Piast Gliwice,Cracovia,4,2,1.0
2014-2015,Regular season,9,2014-09-20,Podbeskidzie,Górnik Zabrze,0,3,0.0
2014-2015,Regular season,9,2014-09-20,Lech Poznań,Zawisza,6,2,1.0
2014-2015,Regular season,9,2014-09-21,Ruch Chorzów,GKS Bełchatów,0,1,0.0
2014-2015,Regular season,9,2014-09-21,Wisła Kraków,Legia Warsaw,0,3,0.0
2014-2015,Regular season,9,2014-09-22,Górnik Łęczna,Jagiellonia,0,0,0.5
2014-2015,Regular season,10,2014-09-26,Korona Kielce,Piast Gliwice,1,0,1.0
2014-2015,Regular season,10,2014-09-26,Śląsk Wrocław,Górnik Łęczna,1,1,0.5
2014-2015,Regular season,10,2014-09-27,Zawisza,Ruch Chorzów,1,1,0.5
2014-2015,Regular season,10,2014-09-27,GKS Bełchatów,Pogoń Szczecin,1,0,1.0
2014-2015,Regular season,10,2014-09-27,Legia Warsaw,Lech Poznań,2,2,0.5
2014-2015,Regular season,10,2014-09-28,Górnik Zabrze,Lechia Gdańsk,2,2,0.5
2014-2015,Regular season,10,2014-09-28,Cracovia,Wisła Kraków,1,0,1.0
2014-2015,Regular season,10,2014-09-29,Jagiellonia,Podbeskidzie,4,2,1.0
2014-2015,Regular season,11,2014-10-03,Podbeskidzie,Śląsk Wrocław,2,2,0.5
2014-2015,Regular season,11,2014-10-03,Wisła Kraków,Jagiellonia,0,2,0.0
2014-2015,Regular season,11,2014-10-04,Górnik Łęczna,Korona Kielce,1,0,1.0
2014-2015,Regular season,11,2014-10-04,Lechia Gdańsk,Cracovia,1,0,1.0
2014-2015,Regular season,11,2014-10-04,Ruch Chorzów,Górnik Zabrze,1,2,0.0
