Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Regular season,1,2018-07-20,Miedź,Pogoń Szczecin,1,0,1.0
2018-2019,Regular season,1,2018-07-20,Jagiellonia,Lechia Gdańsk,0,1,0.0
2018-2019,Regular season,1,2018-07-21,Śląsk Wrocław,Cracovia,3,1,1.0
2018-2019,Regular season,1,2018-07-21,Wisła Kraków,Arka Gdynia,0,0,0.5
2018-2019,Regular season,1,2018-07-21,Legia Warsaw,Zagłębie Lubin,1,3,0.0
2018-2019,Regular season,1,2018-07-22,Górnik Zabrze,Korona Kielce,1,1,0.5
2018-2019,Regular season,1,2018-07-22,Wisła Płock,Lech Poznań,1,2,0.0
2018-2019,Regular season,1,2018-07-23,Zag Sosnowiec,Piast Gliwice,1,2,0.0
2018-2019,Regular season,2,2018-07-27,Lechia Gdańsk,Śląsk Wrocław,1,1,0.5
2018-2019,Regular season,2,2018-07-27,Wisła Kraków,Miedź,2,1,1.0
2018-2019,Regular season,2,2018-07-28,Zagłębie Lubin,Zag Sosnowiec,2,1,1.0
2018-2019,Regular season,2,2018-07-28,Korona Kielce,Legia Warsaw,1,2,0.0
2018-2019,Regular season,2,2018-07-29,Górnik Zabrze,Wisła Płock,1,1,0.5
2018-2019,Regular season,2,2018-07-29,Arka Gdynia,Jagiellonia,0,2,0.0
2018-2019,Regular season,2,2018-07-29,Lech Poznań,Cracovia,2,0,1.0
2018-2019,Regular season,2,2018-07-30,Pogoń Szczecin,Piast Gliwice,0,2,0.0
2018-2019,Regular season,3,2018-08-03,Wisła Płock,Korona Kielce,1,2,0.0
2018-2019,Regular season,3,2018-08-03,Zag Sosnowiec,Pogoń Szczecin,3,0,1.0
2018-2019,Regular season,3,2018-08-04,Piast Gliwice,Zagłębie Lubin,2,1,1.0
2018-2019,Regular season,3,2018-08-04,Legia Warsaw,Lechia Gdańsk,0,0,0.5
2018-2019,Regular season,3,2018-08-05,Śląsk Wrocław,Lech Poznań,0,1,0.0
2018-2019,Regular season,3,2018-08-05,Miedź,Górnik Zabrze,1,3,0.0
2018-2019,Regular season,3,2018-08-05,Jagiellonia,Wisła Kraków,1,0,1.0
2018-2019,Regular season,3,2018-08-06,Cracovia,Arka Gdynia,0,0,0.5
2018-2019,Regular season,4,2018-08-10,Lechia Gdańsk,Miedź,2,0,1.0
2018-2019,Regular season,4,2018-08-10,Wisła Kraków,Wisła Płock,1,1,0.5
2018-2019,Regular season,4,2018-08-11,Pogoń Szczecin,Cracovia,1,1,0.5
2018-2019,Regular season,4,2018-08-11,Arka Gdynia,Górnik Zabrze,1,1,0.5
2018-2019,Regular season,4,2018-08-12,Piast Gliwice,Legia Warsaw,1,3,0.0
2018-2019,Regular season,4,2018-08-12,Zagłębie Lubin,Jagiellonia,0,2,0.0
2018-2019,Regular season,4,2018-08-12,Lech Poznań,Zag Sosnowiec,4,0,1.0
2018-2019,Regular season,4,2018-08-13,Korona Kielce,Śląsk Wrocław,2,1,1.0
2018-2019,Regular season,5,2018-08-17,Cracovia,Zagłębie Lubin,0,1,0.0
2018-2019,Regular season,5,2018-08-17,Miedź,Korona Kielce,1,1,0.5
2018-2019,Regular season,5,2018-08-18,Wisła Płock,Arka Gdynia,1,3,0.0
2018-2019,Regular season,5,2018-08-18,Górnik Zabrze,Lechia Gdańsk,0,2,0.0
2018-2019,Regular season,5,2018-08-19,Legia Warsaw,Zag Sosnowiec,2,1,1.0
2018-2019,Regular season,5,2018-08-19,Lech Poznań,Wisła Kraków,2,5,0.0
2018-2019,Regular season,5,2018-08-19,Jagiellonia,Piast Gliwice,2,1,1.0
2018-2019,Regular season,5,2018-08-20,Śląsk Wrocław,Pogoń Szczecin,0,0,0.5
2018-2019,Regular season,6,2018-08-24,Piast Gliwice,Cracovia,3,1,1.0
2018-2019,Regular season,6,2018-08-24,Korona Kielce,Arka Gdynia,2,1,1.0
2018-2019,Regular season,6,2018-08-25,Pogoń Szczecin,Lechia Gdańsk,2,3,0.0
2018-2019,Regular season,6,2018-08-25,Wisła Kraków,Górnik Zabrze,3,0,1.0
2018-2019,Regular season,6,2018-08-26,Jagiellonia,Miedź,2,3,0.0
2018-2019,Regular season,6,2018-08-26,Legia Warsaw,Wisła Płock,1,4,0.0
2018-2019,Regular season,6,2018-08-26,Zagłębie Lubin,Lech Poznań,2,1,1.0
2018-2019,Regular season,6,2018-08-27,Zag Sosnowiec,Śląsk Wrocław,3,3,0.5
2018-2019,Regular season,7,2018-08-31,Górnik Zabrze,Pogoń Szczecin,1,1,0.5
2018-2019,Regular season,7,2018-08-31,Lechia Gdańsk,Korona Kielce,2,0,1.0
2018-2019,Regular season,7,2018-09-01,Arka Gdynia,Zag Sosnowiec,2,2,0.5
2018-2019,Regular season,7,2018-09-01,Śląsk Wrocław,Wisła Kraków,0,1,0.0
2018-2019,Regular season,7,2018-09-01,Lech Poznań,Piast Gliwice,1,1,0.5
2018-2019,Regular season,7,2018-09-02,Wisła Płock,Jagiellonia,1,1,0.5
2018-2019,Regular season,7,2018-09-02,Miedź,Zagłębie Lubin,2,0,1.0
2018-2019,Regular season,7,2018-09-02,Cracovia,Legia Warsaw,0,0,0.5
2018-2019,Regular season,8,2018-09-14,Zagłębie Lubin,Śląsk Wrocław,4,0,1.0
2018-2019,Regular season,8,2018-09-14,Jagiellonia,Cracovia,3,1,1.0
2018-2019,Regular season,8,2018-09-15,Wisła Płock,Miedź,2,2,0.5
2018-2019,Regular season,8,2018-09-15,Piast Gliwice,Arka Gdynia,1,0,1.0
2018-2019,Regular season,8,2018-09-15,Wisła Kraków,Lechia Gdańsk,5,2,1.0
2018-2019,Regular season,8,2018-09-16,Pogoń Szczecin,Korona Kielce,1,1,0.5
2018-2019,Regular season,8,2018-09-16,Legia Warsaw,Lech Poznań,1,0,1.0
2018-2019,Regular season,8,2018-09-17,Zag Sosnowiec,Górnik Zabrze,1,1,0.5
2018-2019,Regular season,9,2018-09-21,Pogoń Szczecin,Wisła Kraków,2,1,1.0
2018-2019,Regular season,9,2018-09-21,Arka Gdynia,Lech Poznań,1,0,1.0
2018-2019,Regular season,9,2018-09-22,Cracovia,Wisła Płock,3,1,1.0
2018-2019,Regular season,9,2018-09-22,Lechia Gdańsk,Zagłębie Lubin,3,3,0.5
2018-2019,Regular season,9,2018-09-22,Miedź,Legia Warsaw,1,4,0.0
2018-2019,Regular season,9,2018-09-23,Śląsk Wrocław,Piast Gliwice,4,1,1.0
2018-2019,Regular season,9,2018-09-23,Górnik Zabrze,Jagiellonia,1,3,0.0
2018-2019,Regular season,9,2018-09-24,Korona Kielce,Zag Sosnowiec,3,1,1.0
2018-2019,Regular season,10,2018-09-28,Wisła Płock,Lechia Gdańsk,1,0,1.0
2018-2019,Regular season,10,2018-09-28,Legia Warsaw,Arka Gdynia,1,1,0.5
2018-2019,Regular season,10,2018-09-29,Piast Gliwice,Górnik Zabrze,1,0,1.0
2018-2019,Regular season,10,2018-09-29,Zagłębie Lubin,Pogoń Szczecin,0,2,0.0
2018-2019,Regular season,10,2018-09-29,Wisła Kraków,Korona Kielce,0,1,0.0
2018-2019,Regular season,10,2018-09-30,Zag Sosnowiec,Cracovia,1,1,0.5
2018-2019,Regular season,10,2018-09-30,Lech Poznań,Miedź,2,1,1.0
2018-2019,Regular season,10,2018-10-01,Jagiellonia,Śląsk Wrocław,0,4,0.0
2018-2019,Regular season,11,2018-10-05,Miedź,Piast Gliwice,2,2,0.5
2018-2019,Regular season,11,2018-10-05,Górnik Zabrze,Lech Poznań,2,2,0.5
2018-2019,Regular season,11,2018-10-06,Pogoń Szczecin,Wisła Płock,4,0,1.0
2018-2019,Regular season,11,2018-10-06,Lechia Gdańsk,Zag Sosnowiec,4,1,1.0
2018-2019,Regular season,11,2018-10-06,Śląsk Wrocław,Legia Warsaw,0,1,0.0
2018-2019,Regular season,11,2018-10-07,Korona Kielce,Jagiellonia,1,1,0.5
2018-2019,Regular season,11,2018-10-07,Arka Gdynia,Zagłębie Lubin,3,1,1.0
2018-2019,Regular season,11,2018-10-07,Cracovia,Wisła Kraków,0,2,0.0
2018-2019,Regular season,12,2018-10-19,Piast Gliwice,Lechia Gdańsk,1,1,0.5
2018-2019,Regular season,12,2018-10-19,Jagiellonia,Pogoń Szczecin,2,1,1.0
2018-2019,Regular season,12,2018-10-20,Zag Sosnowiec,Miedź,3,1,1.0
2018-2019,Regular season,12,2018-10-20,Śląsk Wrocław,Arka Gdynia,1,2,0.0
2018-2019,Regular season,12,2018-10-20,Lech Poznań,Korona Kielce,2,1,1.0
2018-2019,Regular season,12,2018-10-21,Zagłębie Lubin,Wisła Płock,3,3,0.5
2018-2019,Regular season,12,2018-10-21,Legia Warsaw,Wisła Kraków,3,3,0.5
2018-2019,Regular season,12,2018-10-22,Cracovia,Górnik Zabrze,2,0,1.0
2018-2019,Regular season,13,2018-10-26,Miedź,Śląsk Wrocław,0,5,0.0
2018-2019,Regular season,13,2018-10-26,Jagiellonia,Legia Warsaw,1,1,0.5
2018-2019,Regular season,13,2018-10-27,Wisła Płock,Piast Gliwice,1,1,0.5
2018-2019,Regular season,13,2018-10-27,Lechia Gdańsk,Arka Gdynia,2,1,1.0
2018-2019,Regular season,13,2018-10-27,Pogoń Szczecin,Lech Poznań,3,0,1.0
2018-2019,Regular season,13,2018-10-28,Korona Kielce,Cracovia,0,1,0.0
