Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,1,2020-08-21,Zagłębie Lubin,Lech Poznań,2,1,1.0
2020-2021,1,2020-08-22,Cracovia,Pogoń Szczecin,2,1,1.0
2020-2021,1,2020-08-22,Śląsk Wrocław,Piast Gliwice,2,0,1.0
2020-2021,1,2020-08-22,RKS Raków,Legia Warsaw,1,2,0.0
2020-2021,1,2020-08-23,Wisła Płock,Stal Mielec,1,1,0.5
2020-2021,1,2020-08-23,Warta Poznań,Lechia Gdańsk,0,1,0.0
2020-2021,1,2020-08-23,Górnik Zabrze,Podbeskidzie,4,2,1.0
2020-2021,1,2020-08-24,Jagiellonia,Wisła Kraków,1,1,0.5
2020-2021,2,2020-08-28,Zagłębie Lubin,Warta Poznań,1,0,1.0
2020-2021,2,2020-08-28,Stal Mielec,Górnik Zabrze,0,2,0.0
2020-2021,2,2020-08-29,Lechia Gdańsk,RKS Raków,1,3,0.0
2020-2021,2,2020-08-29,Wisła Kraków,Śląsk Wrocław,1,3,0.0
2020-2021,2,2020-08-29,Legia Warsaw,Jagiellonia,1,2,0.0
2020-2021,2,2020-08-30,Piast Gliwice,Pogoń Szczecin,0,1,0.0
2020-2021,2,2020-08-30,Podbeskidzie,Cracovia,2,2,0.5
2020-2021,2,2020-08-30,Lech Poznań,Wisła Płock,2,2,0.5
2020-2021,3,2020-09-11,Jagiellonia,Podbeskidzie,2,2,0.5
2020-2021,3,2020-09-11,Wisła Płock,Legia Warsaw,0,1,0.0
2020-2021,3,2020-09-12,Cracovia,Stal Mielec,1,1,0.5
2020-2021,3,2020-09-12,Warta Poznań,Piast Gliwice,0,0,0.5
2020-2021,3,2020-09-12,Śląsk Wrocław,Lech Poznań,3,3,0.5
2020-2021,3,2020-09-13,Pogoń Szczecin,Wisła Kraków,2,2,0.5
2020-2021,3,2020-09-13,Górnik Zabrze,Lechia Gdańsk,3,0,1.0
2020-2021,3,2020-09-14,RKS Raków,Zagłębie Lubin,2,1,1.0
2020-2021,4,2020-09-18,Podbeskidzie,RKS Raków,1,4,0.0
2020-2021,4,2020-09-18,Wisła Kraków,Wisła Płock,0,3,0.0
2020-2021,4,2020-09-19,Lechia Gdańsk,Stal Mielec,4,2,1.0
2020-2021,4,2020-09-19,Pogoń Szczecin,Śląsk Wrocław,1,0,1.0
2020-2021,4,2020-09-19,Legia Warsaw,Górnik Zabrze,1,3,0.0
2020-2021,4,2020-09-20,Zagłębie Lubin,Cracovia,1,1,0.5
2020-2021,4,2020-09-20,Lech Poznań,Warta Poznań,1,0,1.0
2020-2021,4,2020-09-21,Piast Gliwice,Jagiellonia,0,1,0.0
2020-2021,5,2020-09-25,Wisła Płock,Warta Poznań,1,3,0.0
2020-2021,5,2020-09-25,Górnik Zabrze,Wisła Kraków,0,0,0.5
2020-2021,5,2020-09-26,Cracovia,RKS Raków,2,2,0.5
2020-2021,5,2020-09-26,Lechia Gdańsk,Podbeskidzie,4,0,1.0
2020-2021,5,2020-09-26,Jagiellonia,Zagłębie Lubin,0,1,0.0
2020-2021,5,2020-09-28,Stal Mielec,Piast Gliwice,3,2,1.0
2020-2021,6,2020-10-02,RKS Raków,Wisła Płock,3,0,1.0
2020-2021,6,2020-10-02,Śląsk Wrocław,Cracovia,3,1,1.0
2020-2021,6,2020-10-03,Podbeskidzie,Stal Mielec,1,0,1.0
2020-2021,6,2020-10-03,Zagłębie Lubin,Górnik Zabrze,2,0,1.0
2020-2021,6,2020-10-04,Piast Gliwice,Lech Poznań,1,4,0.0
2020-2021,7,2020-10-17,Cracovia,Piast Gliwice,1,0,1.0
2020-2021,7,2020-10-17,Górnik Zabrze,RKS Raków,1,3,0.0
2020-2021,7,2020-10-17,Jagiellonia,Lech Poznań,2,1,1.0
2020-2021,7,2020-10-18,Wisła Płock,Śląsk Wrocław,1,0,1.0
2020-2021,7,2020-10-18,Stal Mielec,Wisła Kraków,0,6,0.0
2020-2021,7,2020-10-18,Legia Warsaw,Zagłębie Lubin,2,1,1.0
2020-2021,7,2020-10-19,Podbeskidzie,Warta Poznań,1,2,0.0
2020-2021,7,2020-10-19,Lechia Gdańsk,Pogoń Szczecin,0,1,0.0
2020-2021,5,2020-10-21,Legia Warsaw,Śląsk Wrocław,2,1,1.0
2020-2021,8,2020-10-23,Piast Gliwice,Wisła Płock,2,2,0.5
2020-2021,8,2020-10-23,Zagłębie Lubin,Lechia Gdańsk,1,1,0.5
2020-2021,8,2020-10-24,Wisła Kraków,Podbeskidzie,3,0,1.0
2020-2021,8,2020-10-24,Śląsk Wrocław,Jagiellonia,1,0,1.0
2020-2021,8,2020-10-24,Pogoń Szczecin,Legia Warsaw,0,0,0.5
2020-2021,8,2020-10-25,RKS Raków,Stal Mielec,2,1,1.0
2020-2021,8,2020-10-25,Lech Poznań,Cracovia,1,1,0.5
2020-2021,8,2020-10-26,Warta Poznań,Górnik Zabrze,0,1,0.0
2020-2021,6,2020-10-28,Wisła Kraków,Lechia Gdańsk,1,3,0.0
2020-2021,6,2020-10-30,Pogoń Szczecin,Jagiellonia,3,0,1.0
2020-2021,6,2020-11-02,Warta Poznań,Legia Warsaw,0,3,0.0
2020-2021,9,2020-11-07,Stal Mielec,Warta Poznań,0,1,0.0
2020-2021,9,2020-11-07,Cracovia,Jagiellonia,3,1,1.0
2020-2021,10,2020-11-07,Śląsk Wrocław,Górnik Zabrze,0,0,0.5
2020-2021,9,2020-11-08,Legia Warsaw,Lech Poznań,2,1,1.0
2020-2021,9,2020-11-08,RKS Raków,Wisła Kraków,0,0,0.5
2020-2021,10,2020-11-09,Pogoń Szczecin,Podbeskidzie,1,1,0.5
2020-2021,9,2020-11-20,Lechia Gdańsk,Śląsk Wrocław,3,2,1.0
2020-2021,9,2020-11-20,Górnik Zabrze,Piast Gliwice,1,2,0.0
2020-2021,10,2020-11-21,Zagłębie Lubin,Stal Mielec,2,2,0.5
2020-2021,10,2020-11-21,Warta Poznań,Wisła Kraków,2,1,1.0
2020-2021,10,2020-11-22,Lech Poznań,RKS Raków,3,3,0.5
2020-2021,10,2020-11-22,Cracovia,Legia Warsaw,0,1,0.0
2020-2021,10,2020-11-23,Piast Gliwice,Lechia Gdańsk,2,0,1.0
2020-2021,10,2020-11-23,Jagiellonia,Wisła Płock,5,2,1.0
2020-2021,9,2020-11-24,Podbeskidzie,Zagłębie Lubin,2,1,1.0
2020-2021,11,2020-11-27,Wisła Płock,Cracovia,0,1,0.0
2020-2021,11,2020-11-27,Górnik Zabrze,Pogoń Szczecin,2,1,1.0
2020-2021,11,2020-11-28,Stal Mielec,Jagiellonia,3,1,1.0
2020-2021,11,2020-11-28,Podbeskidzie,Śląsk Wrocław,0,2,0.0
2020-2021,11,2020-11-28,Wisła Kraków,Zagłębie Lubin,1,2,0.0
2020-2021,11,2020-11-29,RKS Raków,Warta Poznań,1,0,1.0
2020-2021,11,2020-11-29,Legia Warsaw,Piast Gliwice,2,2,0.5
2020-2021,11,2020-11-30,Lechia Gdańsk,Lech Poznań,0,1,0.0
2020-2021,9,2020-12-02,Wisła Płock,Pogoń Szczecin,0,0,0.5
2020-2021,12,2020-12-04,Cracovia,Wisła Kraków,1,1,0.5
2020-2021,12,2020-12-05,Jagiellonia,Warta Poznań,4,3,1.0
2020-2021,12,2020-12-05,Śląsk Wrocław,RKS Raków,1,0,1.0
2020-2021,12,2020-12-05,Legia Warsaw,Lechia Gdańsk,2,0,1.0
2020-2021,12,2020-12-06,Piast Gliwice,Zagłębie Lubin,1,1,0.5
2020-2021,12,2020-12-06,Lech Poznań,Podbeskidzie,4,0,1.0
2020-2021,12,2020-12-07,Pogoń Szczecin,Stal Mielec,2,0,1.0
2020-2021,12,2020-12-07,Wisła Płock,Górnik Zabrze,0,1,0.0
2020-2021,13,2020-12-11,Podbeskidzie,Piast Gliwice,0,5,0.0
2020-2021,13,2020-12-11,Zagłębie Lubin,Śląsk Wrocław,2,1,1.0
2020-2021,13,2020-12-12,Warta Poznań,Pogoń Szczecin,1,2,0.0
2020-2021,13,2020-12-12,Górnik Zabrze,Cracovia,0,2,0.0
2020-2021,13,2020-12-12,Wisła Kraków,Legia Warsaw,1,2,0.0
2020-2021,13,2020-12-13,Stal Mielec,Lech Poznań,1,1,0.5
