Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2019-2020,Regular season,1,2019-07-19,Arka Gdynia,Jagiellonia,0,3,0.0
2019-2020,Regular season,1,2019-07-19,Łódzki KS,Lechia Gdańsk,0,0,0.5
2019-2020,Regular season,1,2019-07-20,RKS Raków,Korona Kielce,0,1,0.0
2019-2020,Regular season,1,2019-07-20,Wisła Kraków,Śląsk Wrocław,0,1,0.0
2019-2020,Regular season,1,2019-07-20,Piast Gliwice,Lech Poznań,1,1,0.5
2019-2020,Regular season,1,2019-07-21,Zagłębie Lubin,Cracovia,1,1,0.5
2019-2020,Regular season,1,2019-07-21,Legia Warsaw,Pogoń Szczecin,1,2,0.0
2019-2020,Regular season,1,2019-07-22,Wisła Płock,Górnik Zabrze,1,1,0.5
2019-2020,Regular season,2,2019-07-26,Górnik Zabrze,Zagłębie Lubin,1,0,1.0
2019-2020,Regular season,2,2019-07-26,Lech Poznań,Wisła Płock,4,0,1.0
2019-2020,Regular season,2,2019-07-27,Cracovia,Łódzki KS,1,2,0.0
2019-2020,Regular season,2,2019-07-27,Jagiellonia,RKS Raków,0,1,0.0
2019-2020,Regular season,2,2019-07-28,Korona Kielce,Legia Warsaw,1,2,0.0
2019-2020,Regular season,2,2019-07-28,Lechia Gdańsk,Wisła Kraków,0,0,0.5
2019-2020,Regular season,2,2019-07-28,Śląsk Wrocław,Piast Gliwice,2,1,1.0
2019-2020,Regular season,2,2019-07-29,Pogoń Szczecin,Arka Gdynia,2,0,1.0
2019-2020,Regular season,3,2019-08-02,Arka Gdynia,Korona Kielce,1,1,0.5
2019-2020,Regular season,3,2019-08-02,Zagłębie Lubin,Jagiellonia,2,2,0.5
2019-2020,Regular season,3,2019-08-03,RKS Raków,Cracovia,1,3,0.0
2019-2020,Regular season,3,2019-08-03,Łódzki KS,Lech Poznań,1,2,0.0
2019-2020,Regular season,3,2019-08-04,Wisła Płock,Lechia Gdańsk,1,2,0.0
2019-2020,Regular season,3,2019-08-04,Legia Warsaw,Śląsk Wrocław,0,0,0.5
2019-2020,Regular season,3,2019-08-04,Piast Gliwice,Pogoń Szczecin,0,0,0.5
2019-2020,Regular season,3,2019-08-05,Wisła Kraków,Górnik Zabrze,1,0,1.0
2019-2020,Regular season,4,2019-08-09,Lech Poznań,Śląsk Wrocław,1,3,0.0
2019-2020,Regular season,4,2019-08-10,Pogoń Szczecin,Wisła Kraków,1,0,1.0
2019-2020,Regular season,4,2019-08-10,Zagłębie Lubin,Arka Gdynia,2,0,1.0
2019-2020,Regular season,4,2019-08-10,Górnik Zabrze,RKS Raków,1,0,1.0
2019-2020,Regular season,4,2019-08-11,Łódzki KS,Piast Gliwice,0,1,0.0
2019-2020,Regular season,4,2019-08-11,Cracovia,Korona Kielce,1,0,1.0
2019-2020,Regular season,4,2019-08-12,Lechia Gdańsk,Jagiellonia,1,1,0.5
2019-2020,Regular season,5,2019-08-16,Wisła Kraków,Łódzki KS,4,0,1.0
2019-2020,Regular season,5,2019-08-17,Śląsk Wrocław,Cracovia,2,1,1.0
2019-2020,Regular season,5,2019-08-17,Arka Gdynia,Lech Poznań,0,0,0.5
2019-2020,Regular season,5,2019-08-17,Jagiellonia,Górnik Zabrze,3,1,1.0
2019-2020,Regular season,5,2019-08-18,Piast Gliwice,Wisła Płock,1,0,1.0
2019-2020,Regular season,5,2019-08-18,Legia Warsaw,Zagłębie Lubin,1,0,1.0
2019-2020,Regular season,5,2019-08-18,RKS Raków,Lechia Gdańsk,2,1,1.0
2019-2020,Regular season,5,2019-08-19,Korona Kielce,Pogoń Szczecin,0,1,0.0
2019-2020,Regular season,6,2019-08-23,Jagiellonia,Wisła Kraków,3,2,1.0
2019-2020,Regular season,6,2019-08-24,Cracovia,Arka Gdynia,3,1,1.0
2019-2020,Regular season,6,2019-08-24,Lechia Gdańsk,Śląsk Wrocław,1,1,0.5
2019-2020,Regular season,6,2019-08-24,RKS Raków,Lech Poznań,2,3,0.0
2019-2020,Regular season,6,2019-08-25,Górnik Zabrze,Korona Kielce,3,0,1.0
2019-2020,Regular season,6,2019-08-25,Zagłębie Lubin,Piast Gliwice,0,3,0.0
2019-2020,Regular season,6,2019-08-25,Łódzki KS,Legia Warsaw,2,3,0.0
2019-2020,Regular season,6,2019-08-26,Pogoń Szczecin,Wisła Płock,1,2,0.0
2019-2020,Regular season,7,2019-08-30,Arka Gdynia,Górnik Zabrze,1,0,1.0
2019-2020,Regular season,7,2019-08-30,Korona Kielce,Jagiellonia,0,2,0.0
2019-2020,Regular season,7,2019-08-31,Wisła Płock,Łódzki KS,2,1,1.0
