Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2017-2018,Regular season,1,2017-07-14,Wisła Płock,Lechia Gdańsk,0,2,0.0
2017-2018,Regular season,1,2017-07-14,Pogoń Szczecin,Wisła Kraków,1,2,0.0
2017-2018,Regular season,1,2017-07-15,Cracovia,Piast Gliwice,1,1,0.5
2017-2018,Regular season,1,2017-07-15,Górnik Zabrze,Legia Warsaw,3,1,1.0
2017-2018,Regular season,1,2017-07-16,Arka Gdynia,Śląsk Wrocław,2,0,1.0
2017-2018,Regular season,1,2017-07-16,Nieciecza,Jagiellonia,0,1,0.0
2017-2018,Regular season,1,2017-07-16,Lech Poznań,Nowy Sącz,0,0,0.5
2017-2018,Regular season,1,2017-07-17,Korona Kielce,Zagłębie Lubin,0,1,0.0
2017-2018,Regular season,2,2017-07-21,Nowy Sącz,Arka Gdynia,0,0,0.5
2017-2018,Regular season,2,2017-07-21,Wisła Kraków,Nieciecza,1,0,1.0
2017-2018,Regular season,2,2017-07-22,Piast Gliwice,Pogoń Szczecin,1,2,0.0
2017-2018,Regular season,2,2017-07-22,Lechia Gdańsk,Cracovia,0,1,0.0
2017-2018,Regular season,2,2017-07-22,Legia Warsaw,Korona Kielce,1,1,0.5
2017-2018,Regular season,2,2017-07-23,Wisła Płock,Lech Poznań,1,0,1.0
2017-2018,Regular season,2,2017-07-23,Jagiellonia,Górnik Zabrze,2,1,1.0
2017-2018,Regular season,2,2017-07-24,Zagłębie Lubin,Śląsk Wrocław,1,0,1.0
2017-2018,Regular season,3,2017-07-28,Nieciecza,Zagłębie Lubin,1,1,0.5
2017-2018,Regular season,3,2017-07-28,Śląsk Wrocław,Lechia Gdańsk,3,2,1.0
2017-2018,Regular season,3,2017-07-29,Legia Warsaw,Nowy Sącz,2,0,1.0
2017-2018,Regular season,3,2017-07-29,Górnik Zabrze,Wisła Kraków,3,2,1.0
2017-2018,Regular season,3,2017-07-30,Arka Gdynia,Wisła Płock,1,1,0.5
2017-2018,Regular season,3,2017-07-30,Pogoń Szczecin,Jagiellonia,0,1,0.0
2017-2018,Regular season,3,2017-07-30,Lech Poznań,Piast Gliwice,5,1,1.0
2017-2018,Regular season,3,2017-07-31,Korona Kielce,Cracovia,4,2,1.0
2017-2018,Regular season,4,2017-08-04,Piast Gliwice,Śląsk Wrocław,1,1,0.5
2017-2018,Regular season,4,2017-08-04,Wisła Płock,Wisła Kraków,0,1,0.0
2017-2018,Regular season,4,2017-08-05,Lechia Gdańsk,Górnik Zabrze,1,1,0.5
2017-2018,Regular season,4,2017-08-05,Zagłębie Lubin,Pogoń Szczecin,3,0,1.0
2017-2018,Regular season,4,2017-08-05,Nieciecza,Legia Warsaw,1,0,1.0
2017-2018,Regular season,4,2017-08-06,Jagiellonia,Nowy Sącz,1,3,0.0
2017-2018,Regular season,4,2017-08-06,Cracovia,Lech Poznań,0,2,0.0
2017-2018,Regular season,4,2017-08-07,Arka Gdynia,Korona Kielce,0,0,0.5
2017-2018,Regular season,5,2017-08-11,Legia Warsaw,Piast Gliwice,3,1,1.0
2017-2018,Regular season,5,2017-08-12,Nowy Sącz,Wisła Płock,0,1,0.0
2017-2018,Regular season,5,2017-08-12,Lech Poznań,Zagłębie Lubin,1,1,0.5
2017-2018,Regular season,5,2017-08-12,Wisła Kraków,Cracovia,2,1,1.0
2017-2018,Regular season,5,2017-08-13,Górnik Zabrze,Arka Gdynia,1,1,0.5
2017-2018,Regular season,5,2017-08-13,Korona Kielce,Jagiellonia,2,3,0.0
2017-2018,Regular season,5,2017-08-14,Pogoń Szczecin,Lechia Gdańsk,0,0,0.5
2017-2018,Regular season,5,2017-08-15,Śląsk Wrocław,Nieciecza,1,1,0.5
2017-2018,Regular season,6,2017-08-18,Lechia Gdańsk,Nowy Sącz,2,3,0.0
2017-2018,Regular season,6,2017-08-18,Cracovia,Górnik Zabrze,3,3,0.5
2017-2018,Regular season,6,2017-08-19,Arka Gdynia,Pogoń Szczecin,0,3,0.0
2017-2018,Regular season,6,2017-08-19,Piast Gliwice,Korona Kielce,2,0,1.0
2017-2018,Regular season,6,2017-08-19,Jagiellonia,Śląsk Wrocław,1,1,0.5
2017-2018,Regular season,6,2017-08-20,Wisła Płock,Legia Warsaw,0,1,0.0
2017-2018,Regular season,6,2017-08-20,Nieciecza,Lech Poznań,1,3,0.0
2017-2018,Regular season,6,2017-08-21,Zagłębie Lubin,Wisła Kraków,3,0,1.0
2017-2018,Regular season,7,2017-08-25,Górnik Zabrze,Wisła Płock,4,0,1.0
2017-2018,Regular season,7,2017-08-25,Śląsk Wrocław,Cracovia,2,1,1.0
2017-2018,Regular season,7,2017-08-26,Korona Kielce,Nieciecza,2,1,1.0
2017-2018,Regular season,7,2017-08-26,Jagiellonia,Piast Gliwice,0,1,0.0
2017-2018,Regular season,7,2017-08-26,Wisła Kraków,Lechia Gdańsk,1,1,0.5
2017-2018,Regular season,7,2017-08-27,Lech Poznań,Arka Gdynia,3,0,1.0
2017-2018,Regular season,7,2017-08-27,Nowy Sącz,Pogoń Szczecin,2,1,1.0
2017-2018,Regular season,7,2017-08-27,Legia Warsaw,Zagłębie Lubin,2,1,1.0
2017-2018,Regular season,8,2017-09-08,Zagłębie Lubin,Wisła Płock,2,2,0.5
2017-2018,Regular season,8,2017-09-08,Arka Gdynia,Wisła Kraków,3,1,1.0
2017-2018,Regular season,8,2017-09-09,Korona Kielce,Nowy Sącz,1,0,1.0
2017-2018,Regular season,8,2017-09-09,Śląsk Wrocław,Legia Warsaw,2,1,1.0
2017-2018,Regular season,8,2017-09-09,Cracovia,Jagiellonia,1,1,0.5
2017-2018,Regular season,8,2017-09-10,Nieciecza,Górnik Zabrze,1,2,0.0
2017-2018,Regular season,8,2017-09-10,Pogoń Szczecin,Lech Poznań,0,0,0.5
2017-2018,Regular season,8,2017-09-11,Piast Gliwice,Lechia Gdańsk,1,2,0.0
2017-2018,Regular season,9,2017-09-15,Arka Gdynia,Zagłębie Lubin,1,1,0.5
2017-2018,Regular season,9,2017-09-15,Lech Poznań,Korona Kielce,1,0,1.0
2017-2018,Regular season,9,2017-09-16,Wisła Płock,Pogoń Szczecin,3,1,1.0
2017-2018,Regular season,9,2017-09-16,Górnik Zabrze,Śląsk Wrocław,2,2,0.5
2017-2018,Regular season,9,2017-09-16,Wisła Kraków,Piast Gliwice,2,0,1.0
2017-2018,Regular season,9,2017-09-17,Nowy Sącz,Nieciecza,1,0,1.0
2017-2018,Regular season,9,2017-09-17,Legia Warsaw,Cracovia,1,0,1.0
2017-2018,Regular season,9,2017-09-18,Lechia Gdańsk,Jagiellonia,3,3,0.5
2017-2018,Regular season,10,2017-09-22,Piast Gliwice,Arka Gdynia,0,1,0.0
2017-2018,Regular season,10,2017-09-22,Śląsk Wrocław,Lech Poznań,2,0,1.0
2017-2018,Regular season,10,2017-09-23,Nieciecza,Lechia Gdańsk,2,1,1.0
2017-2018,Regular season,10,2017-09-23,Pogoń Szczecin,Górnik Zabrze,1,2,0.0
2017-2018,Regular season,10,2017-09-23,Korona Kielce,Wisła Kraków,2,1,1.0
2017-2018,Regular season,10,2017-09-24,Zagłębie Lubin,Nowy Sącz,1,0,1.0
2017-2018,Regular season,10,2017-09-24,Jagiellonia,Legia Warsaw,1,0,1.0
2017-2018,Regular season,10,2017-09-25,Cracovia,Wisła Płock,1,3,0.0
2017-2018,Regular season,11,2017-09-29,Nowy Sącz,Śląsk Wrocław,1,1,0.5
2017-2018,Regular season,11,2017-09-29,Arka Gdynia,Cracovia,1,1,0.5
2017-2018,Regular season,11,2017-09-30,Lechia Gdańsk,Zagłębie Lubin,1,0,1.0
2017-2018,Regular season,11,2017-09-30,Pogoń Szczecin,Korona Kielce,0,0,0.5
2017-2018,Regular season,11,2017-09-30,Wisła Kraków,Jagiellonia,0,0,0.5
2017-2018,Regular season,11,2017-10-01,Górnik Zabrze,Piast Gliwice,1,0,1.0
2017-2018,Regular season,11,2017-10-01,Wisła Płock,Nieciecza,1,0,1.0
2017-2018,Regular season,11,2017-10-01,Lech Poznań,Legia Warsaw,3,0,1.0
2017-2018,Regular season,12,2017-10-13,Korona Kielce,Wisła Płock,2,0,1.0
2017-2018,Regular season,12,2017-10-13,Jagiellonia,Lech Poznań,1,1,0.5
2017-2018,Regular season,12,2017-10-14,Piast Gliwice,Nowy Sącz,2,2,0.5
2017-2018,Regular season,12,2017-10-14,Nieciecza,Arka Gdynia,1,1,0.5
2017-2018,Regular season,12,2017-10-14,Śląsk Wrocław,Wisła Kraków,0,2,0.0
2017-2018,Regular season,12,2017-10-15,Zagłębie Lubin,Górnik Zabrze,3,2,1.0
2017-2018,Regular season,12,2017-10-15,Legia Warsaw,Lechia Gdańsk,1,0,1.0
