,Jugadores,F. Nacim./Edad,Valor de mercado,Temporada,Valor de mercado (num),League,Team
18,Álvaro González Defensa central,08/01/1990 (28),"9,00 mill. €",2017/2018,9000000.0,laliga,fc-villarreal
21,Rúben Semedo Defensa central,04/04/1994 (24),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-villarreal
24,Pau Torres Defensa central,16/01/1997 (21),500 mil €,2017/2018,500000.0,laliga,fc-villarreal
27,Daniele Bonera Defensa central,31/05/1981 (37),200 mil €,2017/2018,200000.0,laliga,fc-villarreal
30,Genís Montolio Defensa central,23/07/1996 (21),100 mil €,2017/2018,100000.0,laliga,fc-villarreal
33,Pepe Castaño Defensa central,10/12/1998 (19),-,2017/2018,0.0,laliga,fc-villarreal
36,Jaume Costa Lateral izquierdo,18/03/1988 (30),"9,00 mill. €",2017/2018,9000000.0,laliga,fc-villarreal
39,Adrián Marín Lateral izquierdo,09/01/1997 (21),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-villarreal
42,Antonio Rukavina Lateral derecho,26/01/1984 (34),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-villarreal
45,Rodri Pivote,22/06/1996 (22),"25,00 mill. €",2017/2018,25000000.0,laliga,fc-villarreal
48,Alfred N'Diaye Pivote,06/03/1990 (28),"5,00 mill. €",2017/2018,5000000.0,laliga,fc-villarreal
51,Javi Fuego Pivote,04/01/1984 (34),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-villarreal
54,Bruno Soriano Pivote,12/06/1984 (34),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-villarreal
57,Manu Trigueros Mediocentro,17/10/1991 (26),"20,00 mill. €",2017/2018,20000000.0,laliga,fc-villarreal
60,Manu Morlanes Mediocentro,12/01/1999 (19),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-villarreal
63,Imanol García Mediocentro,26/12/1995 (22),300 mil €,2017/2018,300000.0,laliga,fc-villarreal
66,Ramiro Guerra Mediocentro,21/03/1997 (21),200 mil €,2017/2018,200000.0,laliga,fc-villarreal
69,Pedro Martínez Mediocentro,09/02/1996 (22),100 mil €,2017/2018,100000.0,laliga,fc-villarreal
72,Sergio Lozano Mediocentro,24/03/1999 (19),50 mil €,2017/2018,50000.0,laliga,fc-villarreal
75,Pablo Fornals Mediocentro ofensivo,22/02/1996 (22),"25,00 mill. €",2017/2018,25000000.0,laliga,fc-villarreal
78,Roberto Soriano Mediocentro ofensivo,08/02/1991 (27),"7,50 mill. €",2017/2018,7500000.0,laliga,fc-villarreal
81,Chuca Mediocentro ofensivo,10/06/1997 (21),500 mil €,2017/2018,500000.0,laliga,fc-villarreal
84,Nicola Sansone Extremo izquierdo,10/09/1991 (26),"7,50 mill. €",2017/2018,7500000.0,laliga,fc-villarreal
87,Denis Cheryshev Extremo izquierdo,26/12/1990 (27),"3,00 mill. €",2017/2018,3000000.0,laliga,fc-villarreal
90,Salem Al-Dawsari Extremo izquierdo,19/08/1991 (26),800 mil €,2017/2018,800000.0,laliga,fc-villarreal
93,Samu Castillejo Extremo derecho,18/01/1995 (23),"15,00 mill. €",2017/2018,15000000.0,laliga,fc-villarreal
96,Dani Raba Extremo derecho,29/10/1995 (22),"2,00 mill. €",2017/2018,2000000.0,laliga,fc-villarreal
99,Leo Suárez Extremo derecho,30/03/1996 (22),400 mil €,2017/2018,400000.0,laliga,fc-villarreal
102,Cédric Bakambu Delantero centro,11/04/1991 (27),"22,00 mill. €",2017/2018,22000000.0,laliga,fc-villarreal
105,Carlos Bacca Delantero centro,08/09/1986 (31),"10,00 mill. €",2017/2018,10000000.0,laliga,fc-villarreal
108,Enes Ünal Delantero centro,10/05/1997 (21),"8,00 mill. €",2017/2018,8000000.0,laliga,fc-villarreal
111,Roger Martínez Delantero centro,23/06/1994 (24),"2,50 mill. €",2017/2018,2500000.0,laliga,fc-villarreal
114,Darío Poveda Delantero centro,13/03/1997 (21),250 mil €,2017/2018,250000.0,laliga,fc-villarreal
117,Mario González Delantero centro,25/02/1996 (22),200 mil €,2017/2018,200000.0,laliga,fc-villarreal
0,Rubén Blanco Portero,25/07/1995 (22),"3,00 mill. €",2017/2018,3000000.0,laliga,celta-vigo
3,Sergio Álvarez Portero,03/08/1986 (31),"2,00 mill. €",2017/2018,2000000.0,laliga,celta-vigo
6,Iván Villar Portero,09/07/1997 (20),300 mil €,2017/2018,300000.0,laliga,celta-vigo
9,Dani Sotres Portero,21/05/1993 (25),200 mil €,2017/2018,200000.0,laliga,celta-vigo
12,Fran Vieites Portero,07/05/1999 (19),-,2017/2018,0.0,laliga,celta-vigo
15,Sergi Gómez Defensa central,28/03/1992 (26),"8,00 mill. €",2017/2018,8000000.0,laliga,celta-vigo
18,Andreu Fontàs Defensa central,14/11/1989 (28),"3,00 mill. €",2017/2018,3000000.0,laliga,celta-vigo
21,Facundo Roncaglia Defensa central,10/02/1987 (31),"3,00 mill. €",2017/2018,3000000.0,laliga,celta-vigo
24,Gustavo Cabral Defensa central,14/10/1985 (32),"2,50 mill. €",2017/2018,2500000.0,laliga,celta-vigo
27,Diego Alende Defensa central,25/08/1997 (20),300 mil €,2017/2018,300000.0,laliga,celta-vigo
30,Robert Mazan Lateral izquierdo,09/02/1994 (24),800 mil €,2017/2018,800000.0,laliga,celta-vigo
33,Diego Pampín Lateral izquierdo,15/03/2000 (18),250 mil €,2017/2018,250000.0,laliga,celta-vigo
36,Hugo Mallo Lateral derecho,22/06/1991 (27),"12,00 mill. €",2017/2018,12000000.0,laliga,celta-vigo
39,Jonny Otto Lateral derecho,03/03/1994 (24),"12,00 mill. €",2017/2018,12000000.0,laliga,celta-vigo
42,Stanislav Lobotka Pivote,25/11/1994 (23),"15,00 mill. €",2017/2018,15000000.0,laliga,celta-vigo
45,Nemanja Radoja Pivote,06/02/1993 (25),"6,00 mill. €",2017/2018,6000000.0,laliga,celta-vigo
48,Daniel Wass Mediocentro,31/05/1989 (29),"15,00 mill. €",2017/2018,15000000.0,laliga,celta-vigo
51,Pablo Hernández Mediocentro,24/10/1986 (31),"5,00 mill. €",2017/2018,5000000.0,laliga,celta-vigo
54,Jozabed Sánchez Mediocentro,08/03/1991 (27),"2,00 mill. €",2017/2018,2000000.0,laliga,celta-vigo
57,Dani Molina Mediocentro,14/03/1996 (22),250 mil €,2017/2018,250000.0,laliga,celta-vigo
60,Brais Méndez Mediocentro ofensivo,07/01/1997 (21),"3,50 mill. €",2017/2018,3500000.0,laliga,celta-vigo
63,Andrew Hjulsager Mediocentro ofensivo,15/01/1995 (23),800 mil €,2017/2018,800000.0,laliga,celta-vigo
66,Pione Sisto Extremo izquierdo,04/02/1995 (23),"15,00 mill. €",2017/2018,15000000.0,laliga,celta-vigo
69,Dejan Drazic Extremo izquierdo,26/09/1995 (22),500 mil €,2017/2018,500000.0,laliga,celta-vigo
72,Emre Mor Extremo derecho,24/07/1997 (20),"3,00 mill. €",2017/2018,3000000.0,laliga,celta-vigo
75,Víctor Pastrana Extremo derecho,27/09/1996 (21),150 mil €,2017/2018,150000.0,laliga,celta-vigo
78,Maxi Gómez Delantero centro,14/08/1996 (21),"25,00 mill. €",2017/2018,25000000.0,laliga,celta-vigo
81,Iago Aspas Delantero centro,01/08/1987 (30),"25,00 mill. €",2017/2018,25000000.0,laliga,celta-vigo
84,John Guidetti Delantero centro,15/04/1992 (26),"5,00 mill. €",2017/2018,5000000.0,laliga,celta-vigo
87,Claudio Beauvue Delantero centro,16/04/1988 (30),"2,50 mill. €",2017/2018,2500000.0,laliga,celta-vigo
90,Lucas Boyé Delantero centro,28/02/1996 (22),"1,50 mill. €",2017/2018,1500000.0,laliga,celta-vigo
93,Dennis Eckert Ayensa Delantero centro,09/01/1997 (21),500 mil €,2017/2018,500000.0,laliga,celta-vigo
0,Antonio Adán Portero,13/05/1987 (31),"5,00 mill. €",2017/2018,5000000.0,laliga,real-betis-sevilla
3,Pedro López Portero,21/01/1995 (23),250 mil €,2017/2018,250000.0,laliga,real-betis-sevilla
6,Dani Giménez Portero,30/07/1983 (34),200 mil €,2017/2018,200000.0,laliga,real-betis-sevilla
9,Dani Rebollo Portero,10/12/1999 (18),-,2017/2018,0.0,laliga,real-betis-sevilla
12,Marc Bartra Defensa central,15/01/1991 (27),"17,50 mill. €",2017/2018,17500000.0,laliga,real-betis-sevilla
15,Aïssa Mandi Defensa central,22/10/1991 (26),"9,00 mill. €",2017/2018,9000000.0,laliga,real-betis-sevilla
18,Jordi Amat Defensa central,21/03/1992 (26),"5,00 mill. €",2017/2018,5000000.0,laliga,real-betis-sevilla
21,Zouhair Feddal Defensa central,23/12/1989 (28),"3,00 mill. €",2017/2018,3000000.0,laliga,real-betis-sevilla
24,Alin Toșca Defensa central,14/03/1992 (26),"1,50 mill. €",2017/2018,1500000.0,laliga,real-betis-sevilla
27,Riza Durmisi Lateral izquierdo,08/01/1994 (24),"5,00 mill. €",2017/2018,5000000.0,laliga,real-betis-sevilla
30,Junior Firpo Lateral izquierdo,22/08/1996 (21),"5,00 mill. €",2017/2018,5000000.0,laliga,real-betis-sevilla
33,Carlos Redru Lateral izquierdo,23/06/1997 (21),200 mil €,2017/2018,200000.0,laliga,real-betis-sevilla
36,Antonio Barragán Lateral derecho,12/06/1987 (31),"2,50 mill. €",2017/2018,2500000.0,laliga,real-betis-sevilla
39,Francis Guerrero Lateral derecho,11/03/1996 (22),"2,50 mill. €",2017/2018,2500000.0,laliga,real-betis-sevilla
42,Rafa Navarro Lateral derecho,24/02/1994 (24),500 mil €,2017/2018,500000.0,laliga,real-betis-sevilla
45,Javi García Pivote,08/02/1987 (31),"4,00 mill. €",2017/2018,4000000.0,laliga,real-betis-sevilla
48,Fabián Ruiz Mediocentro,03/04/1996 (22),"20,00 mill. €",2017/2018,20000000.0,laliga,real-betis-sevilla
51,Víctor Camarasa Mediocentro,28/05/1994 (24),"6,00 mill. €",2017/2018,6000000.0,laliga,real-betis-sevilla
54,Andrés Guardado Mediocentro,28/09/1986 (31),"5,00 mill. €",2017/2018,5000000.0,laliga,real-betis-sevilla
57,Julio Gracia Mediocentro,10/02/1998 (20),300 mil €,2017/2018,300000.0,laliga,real-betis-sevilla
60,Ryad Boudebouz Mediocentro ofensivo,19/02/1990 (28),"8,00 mill. €",2017/2018,8000000.0,laliga,real-betis-sevilla
63,Cristian Tello Extremo izquierdo,11/08/1991 (26),"6,00 mill. €",2017/2018,6000000.0,laliga,real-betis-sevilla
66,Matías Nahuel Extremo izquierdo,22/11/1996 (21),"1,00 mill. €",2017/2018,1000000.0,laliga,real-betis-sevilla
69,Joel Campbell Extremo derecho,26/06/1992 (26),"3,00 mill. €",2017/2018,3000000.0,laliga,real-betis-sevilla
72,Joaquín Extremo derecho,21/07/1981 (36),500 mil €,2017/2018,500000.0,laliga,real-betis-sevilla
75,Aitor Ruibal Extremo derecho,22/03/1996 (22),300 mil €,2017/2018,300000.0,laliga,real-betis-sevilla
78,Antonio Sanabria Delantero centro,04/03/1996 (22),"7,50 mill. €",2017/2018,7500000.0,laliga,real-betis-sevilla
81,Loren Morón Delantero centro,30/12/1993 (24),"7,50 mill. €",2017/2018,7500000.0,laliga,real-betis-sevilla
84,Sergio León Delantero centro,06/01/1989 (29),"5,00 mill. €",2017/2018,5000000.0,laliga,real-betis-sevilla
87,Rubén Castro Delantero centro,27/06/1981 (37),500 mil €,2017/2018,500000.0,laliga,real-betis-sevilla
90,Juanjo Narváez Delantero centro,12/02/1995 (23),500 mil €,2017/2018,500000.0,laliga,real-betis-sevilla
0,Pau López Portero,13/12/1994 (23),"5,00 mill. €",2017/2018,5000000.0,laliga,espanyol-barcelona
3,Diego López Portero,03/11/1981 (36),500 mil €,2017/2018,500000.0,laliga,espanyol-barcelona
6,Edu Frías Portero,31/12/1998 (19),-,2017/2018,0.0,laliga,espanyol-barcelona
9,Adri López Portero,09/01/1999 (19),-,2017/2018,0.0,laliga,espanyol-barcelona
12,David López Defensa central,09/10/1989 (28),"8,00 mill. €",2017/2018,8000000.0,laliga,espanyol-barcelona
15,Mario Hermoso Defensa central,18/06/1995 (23),"5,00 mill. €",2017/2018,5000000.0,laliga,espanyol-barcelona
18,Naldo Defensa central,25/08/1988 (29),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
21,Óscar Duarte Defensa central,03/06/1989 (29),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
24,Sergio Sánchez Defensa central,03/04/1986 (32),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
27,Aarón Martín Lateral izquierdo,22/04/1997 (21),"12,00 mill. €",2017/2018,12000000.0,laliga,espanyol-barcelona
30,Dídac Vilà Lateral izquierdo,09/06/1989 (29),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
33,Marc Navarro Lateral derecho,02/07/1995 (22),"2,00 mill. €",2017/2018,2000000.0,laliga,espanyol-barcelona
36,Javi López Lateral derecho,21/01/1986 (32),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
39,Carlos Sánchez Pivote,06/02/1986 (32),"2,00 mill. €",2017/2018,2000000.0,laliga,espanyol-barcelona
42,Javi Fuego Pivote,04/01/1984 (34),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
45,Pape Diop Pivote,19/03/1986 (32),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
48,Marc Roca Pivote,26/11/1996 (21),800 mil €,2017/2018,800000.0,laliga,espanyol-barcelona
51,Sergi Darder Mediocentro,22/12/1993 (24),"11,00 mill. €",2017/2018,11000000.0,laliga,espanyol-barcelona
54,Víctor Sánchez Mediocentro,08/09/1987 (30),"3,50 mill. €",2017/2018,3500000.0,laliga,espanyol-barcelona
57,Esteban Granero Mediocentro,02/07/1987 (30),"1,50 mill. €",2017/2018,1500000.0,laliga,espanyol-barcelona
60,Pablo Piatti Mediocentro ofensivo,31/03/1989 (29),"6,00 mill. €",2017/2018,6000000.0,laliga,espanyol-barcelona
63,José Manuel Jurado Mediocentro ofensivo,29/06/1986 (32),"2,50 mill. €",2017/2018,2500000.0,laliga,espanyol-barcelona
66,Óscar Melendo Mediocentro ofensivo,23/08/1997 (20),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
69,Hernán Pérez Extremo derecho,25/02/1989 (29),"1,20 mill. €",2017/2018,1200000.0,laliga,espanyol-barcelona
72,Gerard Moreno Delantero centro,07/04/1992 (26),"20,00 mill. €",2017/2018,20000000.0,laliga,espanyol-barcelona
75,Léo Baptistão Delantero centro,26/08/1992 (25),"6,00 mill. €",2017/2018,6000000.0,laliga,espanyol-barcelona
78,Sergio García Delantero centro,09/06/1983 (35),"1,50 mill. €",2017/2018,1500000.0,laliga,espanyol-barcelona
81,Álvaro Vázquez Delantero centro,27/04/1991 (27),"1,00 mill. €",2017/2018,1000000.0,laliga,espanyol-barcelona
84,Jairo Morillas Delantero centro,02/07/1993 (24),300 mil €,2017/2018,300000.0,laliga,espanyol-barcelona
0,Leandro Chichizola Portero,27/03/1990 (28),"1,00 mill. €",2017/2018,1000000.0,laliga,ud-las-palmas
3,Raúl Lizoain Portero,27/01/1991 (27),800 mil €,2017/2018,800000.0,laliga,ud-las-palmas
6,Benito del Valle Portero,10/02/1997 (21),50 mil €,2017/2018,50000.0,laliga,ud-las-palmas
9,Mauricio Lemos Defensa central,28/12/1995 (22),"5,50 mill. €",2017/2018,5500000.0,laliga,ud-las-palmas
12,Pedro Bigas Defensa central,15/05/1990 (28),"1,50 mill. €",2017/2018,1500000.0,laliga,ud-las-palmas
15,Alejandro Gálvez Defensa central,06/06/1989 (29),"1,50 mill. €",2017/2018,1500000.0,laliga,ud-las-palmas
18,Aythami Artiles Defensa central,02/04/1986 (32),700 mil €,2017/2018,700000.0,laliga,ud-las-palmas
21,David García Defensa central,25/02/1982 (36),100 mil €,2017/2018,100000.0,laliga,ud-las-palmas
24,Dani Castellano Lateral izquierdo,02/11/1987 (30),"2,00 mill. €",2017/2018,2000000.0,laliga,ud-las-palmas
27,Matías Aguirregaray Lateral derecho,01/04/1989 (29),"2,00 mill. €",2017/2018,2000000.0,laliga,ud-las-palmas
30,Ximo Navarro Lateral derecho,23/01/1990 (28),"2,00 mill. €",2017/2018,2000000.0,laliga,ud-las-palmas
33,Michel Macedo Lateral derecho,15/02/1990 (28),"1,80 mill. €",2017/2018,1800000.0,laliga,ud-las-palmas
36,David Simón Lateral derecho,16/12/1988 (29),800 mil €,2017/2018,800000.0,laliga,ud-las-palmas
39,Sergi Samper Pivote,20/01/1995 (23),"2,50 mill. €",2017/2018,2500000.0,laliga,ud-las-palmas
42,Vicente Gómez Pivote,31/08/1988 (29),"2,50 mill. €",2017/2018,2500000.0,laliga,ud-las-palmas
45,Javi Castellano Pivote,02/11/1987 (30),800 mil €,2017/2018,800000.0,laliga,ud-las-palmas
48,Peter Etebo Mediocentro,09/11/1995 (22),"1,50 mill. €",2017/2018,1500000.0,laliga,ud-las-palmas
51,Gabriel Peñalba Mediocentro,23/09/1984 (33),800 mil €,2017/2018,800000.0,laliga,ud-las-palmas
54,Hernán Santana Mediocentro,26/08/1990 (27),700 mil €,2017/2018,700000.0,laliga,ud-las-palmas
57,Alberto Aquilani Mediocentro,07/07/1984 (33),700 mil €,2017/2018,700000.0,laliga,ud-las-palmas
60,Fabio González Mediocentro,12/02/1997 (21),200 mil €,2017/2018,200000.0,laliga,ud-las-palmas
63,Jonathan Viera Mediocentro ofensivo,21/10/1989 (28),"8,00 mill. €",2017/2018,8000000.0,laliga,ud-las-palmas
66,Alen Halilovic Mediocentro ofensivo,18/06/1996 (22),"2,50 mill. €",2017/2018,2500000.0,laliga,ud-las-palmas
69,Tana Mediocentro ofensivo,20/09/1990 (27),"2,50 mill. €",2017/2018,2500000.0,laliga,ud-las-palmas
72,Oussama Tannane Mediocentro ofensivo,23/03/1994 (24),"1,50 mill. €",2017/2018,1500000.0,laliga,ud-las-palmas
75,Borja Herrera Mediocentro ofensivo,08/01/1993 (25),300 mil €,2017/2018,300000.0,laliga,ud-las-palmas
78,Vitolo Extremo izquierdo,02/11/1989 (28),"25,00 mill. €",2017/2018,25000000.0,laliga,ud-las-palmas
81,Hernán Toledo Extremo izquierdo,17/01/1996 (22),"1,00 mill. €",2017/2018,1000000.0,laliga,ud-las-palmas
84,Nacho Gil Extremo izquierdo,09/09/1995 (22),800 mil €,2017/2018,800000.0,laliga,ud-las-palmas
87,Benito Ramírez Extremo izquierdo,11/07/1995 (22),300 mil €,2017/2018,300000.0,laliga,ud-las-palmas
90,Momo Extremo izquierdo,15/07/1982 (35),100 mil €,2017/2018,100000.0,laliga,ud-las-palmas
93,Jairo Samperio Extremo derecho,11/07/1993 (24),"1,50 mill. €",2017/2018,1500000.0,laliga,ud-las-palmas
96,Loïc Rémy Delantero centro,02/01/1987 (31),"6,00 mill. €",2017/2018,6000000.0,laliga,ud-las-palmas
99,Jonathan Calleri Delantero centro,23/09/1993 (24),"6,00 mill. €",2017/2018,6000000.0,laliga,ud-las-palmas
102,Sergio Araujo Delantero centro,28/01/1992 (26),"4,00 mill. €",2017/2018,4000000.0,laliga,ud-las-palmas
105,Emmanuel Emenike Delantero centro,10/05/1987 (31),"1,00 mill. €",2017/2018,1000000.0,laliga,ud-las-palmas
108,Imoh Ezekiel Delantero centro,24/10/1993 (24),"1,00 mill. €",2017/2018,1000000.0,laliga,ud-las-palmas
111,Erik Expósito Delantero centro,23/06/1996 (22),300 mil €,2017/2018,300000.0,laliga,ud-las-palmas
0,Bono Portero,05/04/1991 (27),"3,00 mill. €",2017/2018,3000000.0,laliga,fc-girona
3,Gorka Iraizoz Portero,06/03/1981 (37),200 mil €,2017/2018,200000.0,laliga,fc-girona
6,Marcel Lizak Portero,15/07/1996 (21),-,2017/2018,0.0,laliga,fc-girona
9,Bernardo Espinosa Defensa central,11/07/1989 (28),"7,00 mill. €",2017/2018,7000000.0,laliga,fc-girona
12,Juanpe Defensa central,30/04/1991 (27),"5,00 mill. €",2017/2018,5000000.0,laliga,fc-girona
15,Jonás Ramalho Defensa central,10/06/1993 (25),"4,00 mill. €",2017/2018,4000000.0,laliga,fc-girona
18,Marc Muniesa Defensa central,27/03/1992 (26),"2,50 mill. €",2017/2018,2500000.0,laliga,fc-girona
21,Pedro Alcalá Defensa central,19/03/1989 (29),800 mil €,2017/2018,800000.0,laliga,fc-girona
24,Bambo Diaby Defensa central,17/12/1997 (20),300 mil €,2017/2018,300000.0,laliga,fc-girona
27,Johan Mojica Lateral izquierdo,21/08/1992 (25),"4,00 mill. €",2017/2018,4000000.0,laliga,fc-girona
30,Aday Benítez Lateral izquierdo,16/12/1987 (30),"2,00 mill. €",2017/2018,2000000.0,laliga,fc-girona
33,Carles Planas Lateral izquierdo,04/03/1991 (27),800 mil €,2017/2018,800000.0,laliga,fc-girona
36,Pablo Maffeo Lateral derecho,12/07/1997 (20),"10,00 mill. €",2017/2018,10000000.0,laliga,fc-girona
39,Maximiliano Villa Lateral derecho,03/03/1997 (21),250 mil €,2017/2018,250000.0,laliga,fc-girona
42,Pedro Porro Lateral derecho,13/09/1999 (18),-,2017/2018,0.0,laliga,fc-girona
45,Álex Granell Pivote,02/08/1988 (29),"5,00 mill. €",2017/2018,5000000.0,laliga,fc-girona
48,David Timor Pivote,17/10/1989 (28),"2,00 mill. €",2017/2018,2000000.0,laliga,fc-girona
51,Pere Pons Mediocentro,20/02/1993 (25),"5,00 mill. €",2017/2018,5000000.0,laliga,fc-girona
54,Douglas Luiz Mediocentro,09/05/1998 (20),"1,50 mill. €",2017/2018,1500000.0,laliga,fc-girona
57,Aleix García Mediocentro,28/06/1997 (21),"1,00 mill. €",2017/2018,1000000.0,laliga,fc-girona
60,Borja García Mediocentro ofensivo,02/11/1990 (27),"3,50 mill. €",2017/2018,3500000.0,laliga,fc-girona
63,Farid Boulaya Mediocentro ofensivo,25/02/1993 (25),400 mil €,2017/2018,400000.0,laliga,fc-girona
66,Eloi Amagat Mediocentro ofensivo,21/05/1985 (33),200 mil €,2017/2018,200000.0,laliga,fc-girona
69,Marlos Moreno Extremo izquierdo,20/09/1996 (21),500 mil €,2017/2018,500000.0,laliga,fc-girona
72,Portu Extremo derecho,21/05/1992 (26),"10,00 mill. €",2017/2018,10000000.0,laliga,fc-girona
75,Cristhian Stuani Delantero centro,12/10/1986 (31),"7,50 mill. €",2017/2018,7500000.0,laliga,fc-girona
78,Olarenwaju Kayode Delantero centro,08/05/1993 (25),"3,00 mill. €",2017/2018,3000000.0,laliga,fc-girona
81,Choco Lozano Delantero centro,25/04/1993 (25),"1,50 mill. €",2017/2018,1500000.0,laliga,fc-girona
84,Michael Olunga Delantero centro,26/03/1994 (24),500 mil €,2017/2018,500000.0,laliga,fc-girona
87,Kévin Soni Delantero centro,17/04/1998 (20),300 mil €,2017/2018,300000.0,laliga,fc-girona
0,Fernando Pacheco Portero,18/05/1992 (26),"9,00 mill. €",2017/2018,9000000.0,laliga,deportivo-alaves
3,Antonio Sivera Portero,11/08/1996 (21),"1,00 mill. €",2017/2018,1000000.0,laliga,deportivo-alaves
6,Joritz Landeta Portero,10/10/1995 (22),-,2017/2018,0.0,laliga,deportivo-alaves
