Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2000-2001,1,2000-08-18,Sparta R'dam,Roda JC,2,2,0.5
2000-2001,1,2000-08-19,NAC Breda,RKC Waalwijk,0,1,0.0
2000-2001,1,2000-08-19,Feyenoord,AZ Alkmaar,2,0,1.0
2000-2001,1,2000-08-19,De Graafschap,PSV Eindhoven,2,0,1.0
2000-2001,1,2000-08-20,RBC Roosendaal,NEC Nijmegen,2,3,0.0
2000-2001,1,2000-08-20,Groningen,Willem II,1,1,0.5
2000-2001,1,2000-08-20,Utrecht,Heerenveen,2,0,1.0
2000-2001,1,2000-08-20,Vitesse,Twente,3,1,1.0
2000-2001,1,2000-08-22,Ajax,Fortuna Sittard,5,0,1.0
2000-2001,1,2000-08-23,Groningen,NEC Nijmegen,4,4,0.5
2000-2001,2,2000-08-26,Willem II,RKC Waalwijk,2,0,1.0
2000-2001,2,2000-08-26,NAC Breda,Groningen,5,1,1.0
2000-2001,2,2000-08-26,Fortuna Sittard,Heerenveen,0,2,0.0
2000-2001,2,2000-08-26,De Graafschap,Roda JC,1,3,0.0
2000-2001,2,2000-08-26,AZ Alkmaar,RBC Roosendaal,3,0,1.0
2000-2001,2,2000-08-27,Sparta R'dam,Ajax,3,0,1.0
2000-2001,2,2000-08-27,Utrecht,PSV Eindhoven,1,3,0.0
2000-2001,2,2000-08-27,Twente,Feyenoord,1,2,0.0
2000-2001,2,2000-08-27,NEC Nijmegen,Vitesse,4,1,1.0
2000-2001,2,2000-09-03,RKC Waalwijk,RBC Roosendaal,2,1,1.0
2000-2001,3,2000-09-05,PSV Eindhoven,Willem II,2,2,0.5
2000-2001,3,2000-09-06,Vitesse,Sparta R'dam,5,1,1.0
2000-2001,3,2000-09-06,Groningen,De Graafschap,1,0,1.0
2000-2001,3,2000-09-06,NAC Breda,Roda JC,1,1,0.5
2000-2001,3,2000-09-06,Twente,Heerenveen,2,2,0.5
2000-2001,3,2000-09-06,RKC Waalwijk,AZ Alkmaar,3,0,1.0
2000-2001,3,2000-09-06,Ajax,NEC Nijmegen,0,0,0.5
2000-2001,4,2000-09-08,Fortuna Sittard,PSV Eindhoven,0,3,0.0
2000-2001,4,2000-09-09,Roda JC,Twente,2,2,0.5
2000-2001,4,2000-09-09,Feyenoord,RKC Waalwijk,3,1,1.0
2000-2001,4,2000-09-09,Willem II,Vitesse,2,2,0.5
2000-2001,4,2000-09-09,Heerenveen,NAC Breda,2,1,1.0
2000-2001,4,2000-09-09,De Graafschap,AZ Alkmaar,4,2,1.0
2000-2001,4,2000-09-09,Ajax,Groningen,3,1,1.0
2000-2001,4,2000-09-10,NEC Nijmegen,Utrecht,1,1,0.5
2000-2001,4,2000-09-10,Sparta R'dam,RBC Roosendaal,3,5,0.0
2000-2001,4,2000-09-13,NAC Breda,RBC Roosendaal,2,1,1.0
2000-2001,5,2000-09-16,PSV Eindhoven,Sparta R'dam,2,1,1.0
2000-2001,5,2000-09-16,NAC Breda,De Graafschap,3,0,1.0
2000-2001,5,2000-09-17,AZ Alkmaar,Ajax,3,2,1.0
2000-2001,5,2000-09-17,Utrecht,Twente,1,2,0.0
2000-2001,5,2000-09-17,NEC Nijmegen,Fortuna Sittard,1,1,0.5
2000-2001,5,2000-09-17,Vitesse,RKC Waalwijk,1,0,1.0
2000-2001,5,2000-09-17,RBC Roosendaal,Groningen,0,2,0.0
2000-2001,6,2000-09-22,Ajax,RBC Roosendaal,2,0,1.0
2000-2001,6,2000-09-23,Fortuna Sittard,Vitesse,1,4,0.0
2000-2001,6,2000-09-24,RKC Waalwijk,NEC Nijmegen,0,0,0.5
2000-2001,6,2000-09-24,Groningen,Utrecht,1,3,0.0
2000-2001,6,2000-09-24,NAC Breda,Willem II,2,0,1.0
2000-2001,6,2000-09-24,Twente,De Graafschap,3,1,1.0
2000-2001,7,2000-10-01,Roda JC,AZ Alkmaar,4,2,1.0
2000-2001,7,2000-10-01,Vitesse,Utrecht,2,1,1.0
2000-2001,7,2000-10-01,De Graafschap,Feyenoord,2,3,0.0
2000-2001,7,2000-10-01,Groningen,PSV Eindhoven,0,1,0.0
2000-2001,7,2000-10-01,Sparta R'dam,Willem II,1,2,0.0
2000-2001,16,2000-10-01,RKC Waalwijk,Twente,1,1,0.5
2000-2001,7,2000-10-02,Heerenveen,Ajax,2,2,0.5
2000-2001,8,2000-10-13,AZ Alkmaar,NAC Breda,3,1,1.0
2000-2001,7,2000-10-14,Twente,Fortuna Sittard,1,1,0.5
2000-2001,8,2000-10-14,Roda JC,Groningen,2,0,1.0
2000-2001,8,2000-10-14,PSV Eindhoven,NEC Nijmegen,0,0,0.5
2000-2001,8,2000-10-14,Willem II,Utrecht,6,2,1.0
2000-2001,8,2000-10-14,Heerenveen,RKC Waalwijk,1,1,0.5
2000-2001,8,2000-10-15,Vitesse,Ajax,3,2,1.0
2000-2001,8,2000-10-15,Sparta R'dam,Feyenoord,1,4,0.0
2000-2001,8,2000-10-15,RBC Roosendaal,De Graafschap,2,4,0.0
2000-2001,9,2000-10-20,Ajax,Roda JC,4,2,1.0
2000-2001,9,2000-10-21,Twente,Sparta R'dam,3,1,1.0
2000-2001,9,2000-10-21,De Graafschap,Willem II,1,1,0.5
2000-2001,9,2000-10-21,Feyenoord,Heerenveen,2,0,1.0
2000-2001,9,2000-10-22,AZ Alkmaar,Vitesse,0,2,0.0
2000-2001,9,2000-10-22,Utrecht,RBC Roosendaal,5,3,1.0
2000-2001,9,2000-10-22,Groningen,Fortuna Sittard,4,0,1.0
2000-2001,10,2000-10-27,Fortuna Sittard,NAC Breda,1,2,0.0
2000-2001,10,2000-10-27,AZ Alkmaar,Twente,5,0,1.0
2000-2001,10,2000-10-28,Heerenveen,De Graafschap,1,0,1.0
2000-2001,10,2000-10-29,PSV Eindhoven,Ajax,1,1,0.5
2000-2001,10,2000-10-29,Roda JC,RKC Waalwijk,0,1,0.0
2000-2001,10,2000-10-29,NEC Nijmegen,Willem II,3,0,1.0
2000-2001,10,2000-10-29,Utrecht,Feyenoord,1,1,0.5
2000-2001,10,2000-10-29,Sparta R'dam,Groningen,2,0,1.0
2000-2001,10,2000-11-01,Roda JC,Fortuna Sittard,1,0,1.0
2000-2001,10,2000-11-01,Heerenveen,Sparta R'dam,1,1,0.5
2000-2001,10,2000-11-01,PSV Eindhoven,Vitesse,2,0,1.0
2000-2001,10,2000-11-01,NEC Nijmegen,De Graafschap,2,1,1.0
2000-2001,10,2000-11-01,RKC Waalwijk,Utrecht,4,1,1.0
2000-2001,10,2000-11-02,Feyenoord,RBC Roosendaal,5,1,1.0
2000-2001,11,2000-11-04,NAC Breda,NEC Nijmegen,2,2,0.5
2000-2001,11,2000-11-04,Twente,PSV Eindhoven,0,2,0.0
2000-2001,11,2000-11-05,Utrecht,Sparta R'dam,1,1,0.5
2000-2001,11,2000-11-05,RBC Roosendaal,Fortuna Sittard,3,1,1.0
2000-2001,11,2000-11-05,Feyenoord,Roda JC,4,2,1.0
2000-2001,11,2000-11-05,Willem II,Ajax,0,1,0.0
2000-2001,11,2000-11-05,Groningen,AZ Alkmaar,1,2,0.0
2000-2001,11,2000-11-05,De Graafschap,Vitesse,1,2,0.0
2000-2001,12,2000-11-10,RBC Roosendaal,Willem II,2,1,1.0
2000-2001,12,2000-11-11,Fortuna Sittard,RKC Waalwijk,0,0,0.5
2000-2001,12,2000-11-12,Twente,NAC Breda,4,0,1.0
