Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Eredivisie,1,2021-08-13,Go Ahead Eag,Heerenveen,0,1,0.0
2021-2022,Eredivisie,1,2021-08-14,RKC Waalwijk,AZ Alkmaar,1,0,1.0
2021-2022,Eredivisie,1,2021-08-14,Heracles Almelo,PSV Eindhoven,0,2,0.0
2021-2022,Eredivisie,1,2021-08-14,Fortuna Sittard,Twente,2,1,1.0
2021-2022,Eredivisie,1,2021-08-14,Ajax,NEC Nijmegen,5,0,1.0
2021-2022,Eredivisie,1,2021-08-15,Cambuur,Groningen,1,2,0.0
2021-2022,Eredivisie,1,2021-08-15,Zwolle,Vitesse,0,1,0.0
2021-2022,Eredivisie,1,2021-08-15,Utrecht,Sparta R'dam,4,0,1.0
2021-2022,Eredivisie,1,2021-08-15,Willem II,Feyenoord,0,4,0.0
2021-2022,Eredivisie,2,2021-08-20,NEC Nijmegen,Zwolle,2,0,1.0
2021-2022,Eredivisie,2,2021-08-21,Heerenveen,RKC Waalwijk,3,2,1.0
2021-2022,Eredivisie,2,2021-08-21,Sparta R'dam,Heracles Almelo,1,1,0.5
2021-2022,Eredivisie,2,2021-08-21,PSV Eindhoven,Cambuur,4,1,1.0
2021-2022,Eredivisie,2,2021-08-21,Groningen,Utrecht,0,0,0.5
2021-2022,Eredivisie,2,2021-08-22,Twente,Ajax,1,1,0.5
2021-2022,Eredivisie,2,2021-08-22,Feyenoord,Go Ahead Eag,2,0,1.0
2021-2022,Eredivisie,2,2021-08-22,Vitesse,Willem II,0,3,0.0
2021-2022,Eredivisie,3,2021-08-27,Fortuna Sittard,RKC Waalwijk,2,2,0.5
2021-2022,Eredivisie,3,2021-08-28,Cambuur,Twente,2,0,1.0
2021-2022,Eredivisie,3,2021-08-28,PSV Eindhoven,Groningen,5,2,1.0
2021-2022,Eredivisie,3,2021-08-28,Go Ahead Eag,Sparta R'dam,2,0,1.0
2021-2022,Eredivisie,3,2021-08-28,Willem II,Zwolle,1,0,1.0
2021-2022,Eredivisie,3,2021-08-29,Utrecht,Feyenoord,3,1,1.0
2021-2022,Eredivisie,3,2021-08-29,Heracles Almelo,NEC Nijmegen,0,1,0.0
2021-2022,Eredivisie,3,2021-08-29,Ajax,Vitesse,5,0,1.0
2021-2022,Eredivisie,3,2021-08-29,Heerenveen,AZ Alkmaar,1,3,0.0
2021-2022,Eredivisie,4,2021-09-11,Twente,Utrecht,1,0,1.0
2021-2022,Eredivisie,4,2021-09-11,Cambuur,Go Ahead Eag,5,2,1.0
2021-2022,Eredivisie,4,2021-09-11,Zwolle,Ajax,0,2,0.0
2021-2022,Eredivisie,4,2021-09-11,AZ Alkmaar,PSV Eindhoven,0,3,0.0
2021-2022,Eredivisie,4,2021-09-12,NEC Nijmegen,Willem II,0,0,0.5
2021-2022,Eredivisie,4,2021-09-12,Groningen,Heerenveen,1,1,0.5
2021-2022,Eredivisie,4,2021-09-12,Sparta R'dam,Fortuna Sittard,3,1,1.0
2021-2022,Eredivisie,4,2021-09-12,RKC Waalwijk,Vitesse,1,2,0.0
2021-2022,Eredivisie,5,2021-09-17,Sparta R'dam,NEC Nijmegen,1,1,0.5
2021-2022,Eredivisie,5,2021-09-18,Heerenveen,Fortuna Sittard,1,0,1.0
2021-2022,Eredivisie,5,2021-09-18,Willem II,Groningen,2,1,1.0
2021-2022,Eredivisie,5,2021-09-18,Ajax,Cambuur,9,0,1.0
