Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2005-2006,1,2005-08-12,AZ Alkmaar,Sparta R'dam,3,0,1.0
2005-2006,1,2005-08-13,Willem II,RKC Waalwijk,1,2,0.0
2005-2006,1,2005-08-13,Roda JC,Twente,2,0,1.0
2005-2006,1,2005-08-13,Heracles Almelo,PSV Eindhoven,1,1,0.5
2005-2006,1,2005-08-13,Vitesse,Heerenveen,2,2,0.5
2005-2006,1,2005-08-14,NEC Nijmegen,Utrecht,0,0,0.5
2005-2006,1,2005-08-14,Groningen,RBC Roosendaal,1,0,1.0
2005-2006,1,2005-08-14,Feyenoord,NAC Breda,2,0,1.0
2005-2006,2,2005-08-19,NAC Breda,Willem II,1,0,1.0
2005-2006,2,2005-08-20,Twente,NEC Nijmegen,0,1,0.0
2005-2006,2,2005-08-20,RBC Roosendaal,Ajax,0,2,0.0
2005-2006,2,2005-08-20,ADO Den Haag,Heracles Almelo,1,2,0.0
2005-2006,2,2005-08-20,Heerenveen,Roda JC,5,4,1.0
2005-2006,2,2005-08-21,Utrecht,AZ Alkmaar,1,2,0.0
2005-2006,2,2005-08-21,Sparta R'dam,Feyenoord,1,3,0.0
2005-2006,2,2005-08-21,PSV Eindhoven,Vitesse,2,1,1.0
2005-2006,2,2005-08-21,RKC Waalwijk,Groningen,2,1,1.0
2005-2006,3,2005-08-26,ADO Den Haag,Heerenveen,1,0,1.0
2005-2006,3,2005-08-27,Vitesse,AZ Alkmaar,0,5,0.0
2005-2006,3,2005-08-27,Sparta R'dam,NAC Breda,1,0,1.0
2005-2006,3,2005-08-27,NEC Nijmegen,RKC Waalwijk,1,3,0.0
2005-2006,3,2005-08-28,Roda JC,PSV Eindhoven,0,3,0.0
2005-2006,3,2005-08-28,Ajax,Feyenoord,1,2,0.0
2005-2006,3,2005-08-28,Utrecht,Twente,1,3,0.0
2005-2006,3,2005-08-28,RBC Roosendaal,Willem II,1,1,0.5
2005-2006,3,2005-08-28,Heracles Almelo,Groningen,2,1,1.0
2005-2006,4,2005-09-09,RKC Waalwijk,Roda JC,2,0,1.0
2005-2006,4,2005-09-10,Willem II,Ajax,0,2,0.0
2005-2006,4,2005-09-10,PSV Eindhoven,Utrecht,1,0,1.0
2005-2006,4,2005-09-10,AZ Alkmaar,RBC Roosendaal,7,0,1.0
2005-2006,4,2005-09-10,Heerenveen,Heracles Almelo,1,2,0.0
2005-2006,4,2005-09-11,Twente,Vitesse,0,1,0.0
2005-2006,4,2005-09-11,Groningen,Sparta R'dam,0,1,0.0
2005-2006,4,2005-09-11,Feyenoord,NEC Nijmegen,3,0,1.0
2005-2006,4,2005-09-11,NAC Breda,ADO Den Haag,4,1,1.0
2005-2006,5,2005-09-16,ADO Den Haag,Twente,0,0,0.5
2005-2006,5,2005-09-17,RBC Roosendaal,Sparta R'dam,1,1,0.5
2005-2006,5,2005-09-17,NEC Nijmegen,NAC Breda,1,1,0.5
2005-2006,5,2005-09-17,Heracles Almelo,RKC Waalwijk,0,2,0.0
2005-2006,5,2005-09-18,Groningen,PSV Eindhoven,1,0,1.0
2005-2006,5,2005-09-18,AZ Alkmaar,Ajax,4,2,1.0
2005-2006,5,2005-09-18,Feyenoord,Heerenveen,5,1,1.0
2005-2006,5,2005-09-18,Utrecht,Vitesse,1,0,1.0
2005-2006,5,2005-09-18,Roda JC,Willem II,0,2,0.0
2005-2006,1,2005-09-21,Ajax,ADO Den Haag,2,2,0.5
2005-2006,6,2005-09-23,Heerenveen,NEC Nijmegen,2,1,1.0
2005-2006,6,2005-09-24,Vitesse,Groningen,2,0,1.0
2005-2006,6,2005-09-24,Willem II,ADO Den Haag,1,0,1.0
