Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Eredivisie,1,2018-08-10,Zwolle,Heerenveen,2,3,0.0
2018-2019,Eredivisie,1,2018-08-11,Ajax,Heracles Almelo,1,1,0.5
2018-2019,Eredivisie,1,2018-08-11,Willem II,VVV-Venlo,0,1,0.0
2018-2019,Eredivisie,1,2018-08-11,Excelsior,Fortuna Sittard,1,1,0.5
2018-2019,Eredivisie,1,2018-08-11,PSV Eindhoven,Utrecht,4,0,1.0
2018-2019,Eredivisie,1,2018-08-12,ADO Den Haag,Emmen,1,2,0.0
2018-2019,Eredivisie,1,2018-08-12,De Graafschap,Feyenoord,2,0,1.0
2018-2019,Eredivisie,1,2018-08-12,Vitesse,Groningen,5,1,1.0
2018-2019,Eredivisie,1,2018-08-12,AZ Alkmaar,NAC Breda,5,0,1.0
2018-2019,Eredivisie,2,2018-08-17,Groningen,Willem II,0,1,0.0
2018-2019,Eredivisie,2,2018-08-18,NAC Breda,De Graafschap,3,0,1.0
2018-2019,Eredivisie,2,2018-08-18,VVV-Venlo,Ajax,0,1,0.0
2018-2019,Eredivisie,2,2018-08-18,Heracles Almelo,ADO Den Haag,4,2,1.0
2018-2019,Eredivisie,2,2018-08-18,Fortuna Sittard,PSV Eindhoven,1,2,0.0
2018-2019,Eredivisie,2,2018-08-19,Utrecht,Zwolle,2,0,1.0
2018-2019,Eredivisie,2,2018-08-19,Feyenoord,Excelsior,3,0,1.0
2018-2019,Eredivisie,2,2018-08-19,Emmen,AZ Alkmaar,1,4,0.0
2018-2019,Eredivisie,2,2018-08-19,Heerenveen,Vitesse,1,1,0.5
2018-2019,Eredivisie,3,2018-08-24,ADO Den Haag,Fortuna Sittard,3,1,1.0
2018-2019,Eredivisie,3,2018-08-25,Ajax,Emmen,5,0,1.0
2018-2019,Eredivisie,3,2018-08-25,De Graafschap,Groningen,0,1,0.0
2018-2019,Eredivisie,3,2018-08-25,NAC Breda,Excelsior,0,2,0.0
2018-2019,Eredivisie,3,2018-08-25,Zwolle,PSV Eindhoven,1,2,0.0
2018-2019,Eredivisie,3,2018-08-26,Willem II,Heracles Almelo,5,0,1.0
2018-2019,Eredivisie,3,2018-08-26,Utrecht,VVV-Venlo,1,1,0.5
2018-2019,Eredivisie,3,2018-08-26,Heerenveen,Feyenoord,3,5,0.0
2018-2019,Eredivisie,3,2018-08-26,AZ Alkmaar,Vitesse,0,0,0.5
