Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2004-2005,1,2004-08-13,Roda JC,Vitesse,2,3,0.0
2004-2005,1,2004-08-14,NEC Nijmegen,Willem II,2,0,1.0
2004-2005,1,2004-08-14,RBC Roosendaal,PSV Eindhoven,2,5,0.0
2004-2005,1,2004-08-14,AZ Alkmaar,Heerenveen,1,1,0.5
2004-2005,1,2004-08-14,NAC Breda,Utrecht,3,2,1.0
2004-2005,1,2004-08-15,Groningen,RKC Waalwijk,0,0,0.5
2004-2005,1,2004-08-15,Feyenoord,De Graafschap,6,1,1.0
2004-2005,1,2004-08-15,Twente,Ajax,2,3,0.0
2004-2005,1,2004-08-15,Den Bosch,ADO Den Haag,1,0,1.0
2004-2005,2,2004-08-20,Vitesse,Groningen,1,0,1.0
2004-2005,2,2004-08-21,PSV Eindhoven,AZ Alkmaar,5,1,1.0
2004-2005,2,2004-08-21,RKC Waalwijk,Twente,1,0,1.0
2004-2005,2,2004-08-21,ADO Den Haag,NEC Nijmegen,1,2,0.0
2004-2005,2,2004-08-21,Heerenveen,Roda JC,3,4,0.0
2004-2005,2,2004-08-22,Willem II,Feyenoord,0,4,0.0
2004-2005,2,2004-08-22,Ajax,NAC Breda,6,2,1.0
2004-2005,2,2004-08-22,Utrecht,RBC Roosendaal,5,1,1.0
2004-2005,2,2004-08-22,De Graafschap,Den Bosch,1,1,0.5
2004-2005,3,2004-08-27,Den Bosch,Willem II,1,2,0.0
2004-2005,3,2004-08-28,NAC Breda,PSV Eindhoven,2,2,0.5
2004-2005,3,2004-08-28,Twente,Heerenveen,4,1,1.0
2004-2005,3,2004-08-28,NEC Nijmegen,AZ Alkmaar,1,2,0.0
2004-2005,3,2004-08-28,Roda JC,De Graafschap,2,1,1.0
2004-2005,3,2004-08-29,RBC Roosendaal,Groningen,2,2,0.5
2004-2005,3,2004-08-29,Vitesse,Feyenoord,1,1,0.5
