Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Eredivisie,1,2022-08-05,Heerenveen,Sparta R'dam,0,0,0.5
2022-2023,Eredivisie,1,2022-08-06,Fortuna Sittard,Ajax,2,3,0.0
2022-2023,Eredivisie,1,2022-08-06,Cambuur,Excelsior,0,2,0.0
2022-2023,Eredivisie,1,2022-08-06,PSV Eindhoven,Emmen,4,1,1.0
2022-2023,Eredivisie,1,2022-08-06,RKC Waalwijk,Utrecht,2,2,0.5
2022-2023,Eredivisie,1,2022-08-07,Groningen,Volendam,2,2,0.5
2022-2023,Eredivisie,1,2022-08-07,Vitesse,Feyenoord,2,5,0.0
2022-2023,Eredivisie,1,2022-08-07,NEC Nijmegen,Twente,0,1,0.0
2022-2023,Eredivisie,1,2022-08-07,AZ Alkmaar,Go Ahead Eag,2,0,1.0
2022-2023,Eredivisie,2,2022-08-12,Excelsior,Vitesse,3,1,1.0
2022-2023,Eredivisie,2,2022-08-13,Go Ahead Eag,PSV Eindhoven,2,5,0.0
2022-2023,Eredivisie,2,2022-08-13,Emmen,RKC Waalwijk,1,1,0.5
2022-2023,Eredivisie,2,2022-08-13,Utrecht,Cambuur,0,0,0.5
2022-2023,Eredivisie,2,2022-08-13,Feyenoord,Heerenveen,0,0,0.5
2022-2023,Eredivisie,2,2022-08-14,Volendam,NEC Nijmegen,1,4,0.0
2022-2023,Eredivisie,2,2022-08-14,Twente,Fortuna Sittard,3,0,1.0
2022-2023,Eredivisie,2,2022-08-14,Ajax,Groningen,6,1,1.0
2022-2023,Eredivisie,2,2022-08-14,Sparta R'dam,AZ Alkmaar,2,3,0.0
2022-2023,Eredivisie,3,2022-08-20,Vitesse,Heerenveen,0,4,0.0
2022-2023,Eredivisie,3,2022-08-20,Fortuna Sittard,Cambuur,1,4,0.0
2022-2023,Eredivisie,3,2022-08-20,Emmen,Utrecht,3,2,1.0
2022-2023,Eredivisie,3,2022-08-21,Groningen,Go Ahead Eag,1,0,1.0
2022-2023,Eredivisie,3,2022-08-21,Sparta R'dam,Ajax,0,1,0.0
2022-2023,Eredivisie,3,2022-08-21,RKC Waalwijk,Feyenoord,0,1,0.0
2022-2023,Eredivisie,4,2022-08-26,NEC Nijmegen,Groningen,1,1,0.5
2022-2023,Eredivisie,4,2022-08-27,Go Ahead Eag,Sparta R'dam,0,1,0.0
2022-2023,Eredivisie,4,2022-08-27,Vitesse,RKC Waalwijk,2,2,0.5
2022-2023,Eredivisie,4,2022-08-27,Feyenoord,Emmen,4,0,1.0
2022-2023,Eredivisie,4,2022-08-27,Heerenveen,Fortuna Sittard,2,1,1.0
2022-2023,Eredivisie,4,2022-08-28,Utrecht,Ajax,0,2,0.0
2022-2023,Eredivisie,4,2022-08-28,Excelsior,PSV Eindhoven,1,6,0.0
2022-2023,Eredivisie,4,2022-08-28,Volendam,Twente,1,0,1.0
2022-2023,Eredivisie,4,2022-08-28,Cambuur,AZ Alkmaar,0,1,0.0
2022-2023,Eredivisie,3,2022-08-31,PSV Eindhoven,Volendam,7,1,1.0
2022-2023,Eredivisie,3,2022-08-31,Twente,Excelsior,4,0,1.0
2022-2023,Eredivisie,3,2022-09-01,AZ Alkmaar,NEC Nijmegen,1,1,0.5
2022-2023,Eredivisie,5,2022-09-02,Fortuna Sittard,Utrecht,3,4,0.0
2022-2023,Eredivisie,5,2022-09-03,Ajax,Cambuur,4,0,1.0
2022-2023,Eredivisie,5,2022-09-03,Twente,PSV Eindhoven,2,1,1.0
2022-2023,Eredivisie,5,2022-09-03,Sparta R'dam,Volendam,4,0,1.0
2022-2023,Eredivisie,5,2022-09-03,Go Ahead Eag,Feyenoord,3,4,0.0
2022-2023,Eredivisie,5,2022-09-04,RKC Waalwijk,Excelsior,5,2,1.0
2022-2023,Eredivisie,5,2022-09-04,Heerenveen,NEC Nijmegen,0,0,0.5
2022-2023,Eredivisie,5,2022-09-04,Emmen,AZ Alkmaar,0,3,0.0
2022-2023,Eredivisie,5,2022-09-04,Groningen,Vitesse,0,1,0.0
2022-2023,Eredivisie,6,2022-09-09,Volendam,Go Ahead Eag,2,3,0.0
2022-2023,Eredivisie,6,2022-09-10,NEC Nijmegen,Fortuna Sittard,1,1,0.5
2022-2023,Eredivisie,6,2022-09-10,Ajax,Heerenveen,5,0,1.0
2022-2023,Eredivisie,6,2022-09-10,Excelsior,Emmen,2,1,1.0
2022-2023,Eredivisie,6,2022-09-11,Utrecht,Vitesse,1,0,1.0
2022-2023,Eredivisie,6,2022-09-11,Cambuur,Groningen,0,1,0.0
2022-2023,Eredivisie,6,2022-09-11,PSV Eindhoven,RKC Waalwijk,1,0,1.0
2022-2023,Eredivisie,6,2022-09-11,AZ Alkmaar,Twente,1,1,0.5
2022-2023,Eredivisie,6,2022-09-11,Feyenoord,Sparta R'dam,3,0,1.0
2022-2023,Eredivisie,7,2022-09-16,Utrecht,NEC Nijmegen,0,0,0.5
2022-2023,Eredivisie,7,2022-09-17,Sparta R'dam,Groningen,2,1,1.0
2022-2023,Eredivisie,7,2022-09-17,Vitesse,Volendam,1,1,0.5
2022-2023,Eredivisie,7,2022-09-17,RKC Waalwijk,Cambuur,5,1,1.0
2022-2023,Eredivisie,7,2022-09-17,Fortuna Sittard,Excelsior,1,0,1.0
2022-2023,Eredivisie,7,2022-09-18,Go Ahead Eag,Emmen,2,0,1.0
2022-2023,Eredivisie,7,2022-09-18,PSV Eindhoven,Feyenoord,4,3,1.0
2022-2023,Eredivisie,7,2022-09-18,Heerenveen,Twente,2,1,1.0
2022-2023,Eredivisie,7,2022-09-18,AZ Alkmaar,Ajax,2,1,1.0
2022-2023,Eredivisie,8,2022-10-01,Cambuur,PSV Eindhoven,3,0,1.0
2022-2023,Eredivisie,8,2022-10-01,Groningen,AZ Alkmaar,1,4,0.0
2022-2023,Eredivisie,8,2022-10-01,Ajax,Go Ahead Eag,1,1,0.5
2022-2023,Eredivisie,8,2022-10-01,Twente,Vitesse,3,0,1.0
2022-2023,Eredivisie,8,2022-10-02,Fortuna Sittard,Volendam,2,0,1.0
2022-2023,Eredivisie,8,2022-10-02,NEC Nijmegen,Feyenoord,1,1,0.5
2022-2023,Eredivisie,8,2022-10-02,Excelsior,Utrecht,0,1,0.0
2022-2023,Eredivisie,8,2022-10-02,RKC Waalwijk,Sparta R'dam,2,2,0.5
2022-2023,Eredivisie,8,2022-10-02,Emmen,Heerenveen,0,0,0.5
2022-2023,Eredivisie,9,2022-10-07,Groningen,RKC Waalwijk,2,3,0.0
