Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Regular season,1,2022-07-30,Livingston,Rangers,1,2,0.0
2022-2023,Regular season,1,2022-07-30,Kilmarnock,Dundee United,1,1,0.5
2022-2023,Regular season,1,2022-07-30,Hearts,Ross County,2,1,1.0
2022-2023,Regular season,1,2022-07-30,St Johnstone,Hibernian,0,1,0.0
2022-2023,Regular season,1,2022-07-31,St Mirren,Motherwell,0,1,0.0
2022-2023,Regular season,1,2022-07-31,Celtic,Aberdeen,2,0,1.0
2022-2023,Regular season,2,2022-08-06,Ross County,Celtic,1,3,0.0
2022-2023,Regular season,2,2022-08-06,Motherwell,St Johnstone,1,2,0.0
2022-2023,Regular season,2,2022-08-06,Aberdeen,St Mirren,4,1,1.0
2022-2023,Regular season,2,2022-08-06,Rangers,Kilmarnock,2,0,1.0
2022-2023,Regular season,2,2022-08-07,Hibernian,Hearts,1,1,0.5
2022-2023,Regular season,2,2022-08-07,Dundee United,Livingston,0,1,0.0
2022-2023,Regular season,3,2022-08-13,Aberdeen,Motherwell,2,3,0.0
2022-2023,Regular season,3,2022-08-13,Rangers,St Johnstone,4,0,1.0
2022-2023,Regular season,3,2022-08-13,St Mirren,Ross County,1,0,1.0
2022-2023,Regular season,3,2022-08-13,Livingston,Hibernian,2,1,1.0
2022-2023,Regular season,3,2022-08-14,Kilmarnock,Celtic,0,5,0.0
2022-2023,Regular season,3,2022-08-14,Hearts,Dundee United,4,1,1.0
2022-2023,Regular season,4,2022-08-20,Hibernian,Rangers,2,2,0.5
2022-2023,Regular season,4,2022-08-20,Ross County,Kilmarnock,1,0,1.0
2022-2023,Regular season,4,2022-08-20,St Johnstone,Aberdeen,0,1,0.0
2022-2023,Regular season,4,2022-08-20,Dundee United,St Mirren,0,3,0.0
2022-2023,Regular season,4,2022-08-20,Motherwell,Livingston,1,0,1.0
2022-2023,Regular season,4,2022-08-21,Celtic,Hearts,2,0,1.0
2022-2023,Regular season,5,2022-08-27,Aberdeen,Livingston,5,0,1.0
2022-2023,Regular season,5,2022-08-27,St Mirren,Hibernian,1,0,1.0
2022-2023,Regular season,5,2022-08-27,Rangers,Ross County,4,0,1.0
2022-2023,Regular season,5,2022-08-27,Kilmarnock,Motherwell,2,1,1.0
2022-2023,Regular season,5,2022-08-28,Dundee United,Celtic,0,9,0.0
2022-2023,Regular season,5,2022-08-28,Hearts,St Johnstone,3,2,1.0
2022-2023,Regular season,6,2022-09-03,Celtic,Rangers,4,0,1.0
2022-2023,Regular season,6,2022-09-03,Livingston,Hearts,1,0,1.0
2022-2023,Regular season,6,2022-09-03,St Johnstone,St Mirren,3,0,1.0
2022-2023,Regular season,6,2022-09-03,Hibernian,Kilmarnock,1,0,1.0
2022-2023,Regular season,6,2022-09-03,Motherwell,Dundee United,0,0,0.5
2022-2023,Regular season,6,2022-09-03,Ross County,Aberdeen,1,1,0.5
2022-2023,Regular season,8,2022-09-17,Rangers,Dundee United,2,1,1.0
2022-2023,Regular season,8,2022-09-17,Hibernian,Aberdeen,3,1,1.0
2022-2023,Regular season,8,2022-09-17,Livingston,Kilmarnock,1,0,1.0
2022-2023,Regular season,8,2022-09-17,St Johnstone,Ross County,0,0,0.5
2022-2023,Regular season,8,2022-09-18,St Mirren,Celtic,2,0,1.0
2022-2023,Regular season,8,2022-09-18,Motherwell,Hearts,0,3,0.0
2022-2023,Regular season,9,2022-10-01,Hearts,Rangers,0,4,0.0
2022-2023,Regular season,9,2022-10-01,Dundee United,St Johnstone,1,2,0.0
2022-2023,Regular season,9,2022-10-01,St Mirren,Livingston,2,1,1.0
2022-2023,Regular season,9,2022-10-01,Celtic,Motherwell,2,1,1.0
2022-2023,Regular season,9,2022-10-01,Ross County,Hibernian,0,2,0.0
