Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-08-03,Hearts,Rangers,0.0,0.0,0.5
2024-2025,1,2024-08-03,Motherwell,Ross County,0.0,0.0,0.5
2024-2025,1,2024-08-04,Dundee United,Dundee,2.0,2.0,0.5
2024-2025,1,2024-08-04,St Mirren,Hibernian,3.0,0.0,1.0
2024-2025,1,2024-08-04,Celtic,Kilmarnock,4.0,0.0,1.0
2024-2025,1,2024-08-05,St Johnstone,Aberdeen,1.0,2.0,0.0
2024-2025,2,2024-08-10,Ross County,Dundee United,1.0,1.0,0.5
2024-2025,2,2024-08-10,Rangers,Motherwell,2.0,1.0,1.0
2024-2025,2,2024-08-10,Dundee,Hearts,3.0,1.0,1.0
2024-2025,2,2024-08-11,Hibernian,Celtic,0.0,2.0,0.0
2024-2025,2,2024-08-11,Kilmarnock,St Johnstone,0.0,3.0,0.0
2024-2025,2,2024-08-11,Aberdeen,St Mirren,3.0,1.0,1.0
2024-2025,3,2024-08-24,Hibernian,Dundee,2.0,2.0,0.5
2024-2025,3,2024-08-24,Dundee United,St Johnstone,2.0,0.0,1.0
2024-2025,3,2024-08-24,Rangers,Ross County,6.0,0.0,1.0
2024-2025,3,2024-08-25,St Mirren,Celtic,0.0,3.0,0.0
2024-2025,3,2024-08-25,Aberdeen,Kilmarnock,2.0,0.0,1.0
2024-2025,3,2024-08-25,Motherwell,Hearts,3.0,1.0,1.0
2024-2025,4,2024-08-31,Dundee,St Mirren,2.0,2.0,0.5
2024-2025,4,2024-08-31,St Johnstone,Motherwell,1.0,2.0,0.0
2024-2025,4,2024-08-31,Ross County,Aberdeen,0.0,1.0,0.0
2024-2025,4,2024-09-01,Celtic,Rangers,3.0,0.0,1.0
2024-2025,4,2024-09-01,Hearts,Dundee United,0.0,1.0,0.0
2024-2025,4,2024-09-01,Kilmarnock,Hibernian,1.0,1.0,0.5
2024-2025,5,2024-09-14,St Mirren,Kilmarnock,2.0,2.0,0.5
2024-2025,5,2024-09-14,Aberdeen,Motherwell,2.0,1.0,1.0
2024-2025,5,2024-09-14,Ross County,Dundee,2.0,0.0,1.0
2024-2025,5,2024-09-14,Hibernian,St Johnstone,2.0,0.0,1.0
2024-2025,5,2024-09-14,Celtic,Hearts,2.0,0.0,1.0
2024-2025,5,2024-09-15,Dundee United,Rangers,0.0,1.0,0.0
2024-2025,15,2024-09-21,Ross County,St Johnstone,3.0,3.0,0.5
2024-2025,15,2024-09-21,St Mirren,Hearts,2.0,1.0,1.0
2024-2025,6,2024-09-28,Hearts,Ross County,1.0,1.0,0.5
2024-2025,6,2024-09-28,Kilmarnock,Dundee United,3.0,3.0,0.5
2024-2025,6,2024-09-28,Motherwell,St Mirren,2.0,1.0,1.0
2024-2025,6,2024-09-28,Dundee,Aberdeen,1.0,2.0,0.0
2024-2025,6,2024-09-28,St Johnstone,Celtic,0.0,6.0,0.0
2024-2025,6,2024-09-29,Rangers,Hibernian,1.0,0.0,1.0
2024-2025,7,2024-10-05,St Mirren,Dundee United,0.0,1.0,0.0
2024-2025,7,2024-10-05,Hibernian,Motherwell,1.0,2.0,0.0
2024-2025,7,2024-10-05,Dundee,Kilmarnock,2.0,3.0,0.0
2024-2025,7,2024-10-06,Ross County,Celtic,1.0,2.0,0.0
2024-2025,7,2024-10-06,Aberdeen,Hearts,3.0,2.0,1.0
2024-2025,7,2024-10-06,Rangers,St Johnstone,2.0,0.0,1.0
2024-2025,8,2024-10-19,Motherwell,Dundee,0.0,1.0,0.0
2024-2025,8,2024-10-19,St Johnstone,Ross County,3.0,0.0,1.0
2024-2025,8,2024-10-19,Hearts,St Mirren,4.0,0.0,1.0
2024-2025,8,2024-10-19,Celtic,Aberdeen,2.0,2.0,0.5
