Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Regular season,1,2018-08-04,Celtic,Livingston,3,1,1.0
2018-2019,Regular season,1,2018-08-04,Kilmarnock,St Johnstone,2,0,1.0
2018-2019,Regular season,1,2018-08-04,St Mirren,Dundee,2,1,1.0
2018-2019,Regular season,1,2018-08-04,Hamilton,Hearts,1,4,0.0
2018-2019,Regular season,1,2018-08-05,Aberdeen,Rangers,1,1,0.5
2018-2019,Regular season,1,2018-08-05,Hibernian,Motherwell,3,0,1.0
2018-2019,Regular season,2,2018-08-11,Hearts,Celtic,1,0,1.0
2018-2019,Regular season,2,2018-08-11,Motherwell,Hamilton,0,1,0.0
2018-2019,Regular season,2,2018-08-11,Livingston,Kilmarnock,0,0,0.5
2018-2019,Regular season,2,2018-08-11,Dundee,Aberdeen,0,1,0.0
2018-2019,Regular season,2,2018-08-12,Rangers,St Mirren,2,0,1.0
2018-2019,Regular season,2,2018-08-12,St Johnstone,Hibernian,1,1,0.5
2018-2019,Regular season,3,2018-08-25,Hibernian,Aberdeen,1,1,0.5
2018-2019,Regular season,3,2018-08-25,St Mirren,Livingston,0,2,0.0
2018-2019,Regular season,3,2018-08-25,St Johnstone,Dundee,1,0,1.0
2018-2019,Regular season,3,2018-08-25,Kilmarnock,Hearts,0,1,0.0
2018-2019,Regular season,3,2018-08-26,Motherwell,Rangers,3,3,0.5
2018-2019,Regular season,3,2018-08-26,Celtic,Hamilton,1,0,1.0
2018-2019,Regular season,4,2018-09-01,Aberdeen,Kilmarnock,0,2,0.0
2018-2019,Regular season,4,2018-09-01,Hamilton,St Johnstone,1,2,0.0
2018-2019,Regular season,4,2018-09-01,Livingston,Hibernian,2,1,1.0
2018-2019,Regular season,4,2018-09-01,Dundee,Motherwell,1,3,0.0
2018-2019,Regular season,4,2018-09-01,Hearts,St Mirren,4,1,1.0
2018-2019,Regular season,4,2018-09-02,Celtic,Rangers,1,0,1.0
2018-2019,Regular season,5,2018-09-14,St Mirren,Celtic,0,0,0.5
2018-2019,Regular season,5,2018-09-15,Hibernian,Kilmarnock,3,2,1.0
2018-2019,Regular season,5,2018-09-15,Rangers,Dundee,4,0,1.0
2018-2019,Regular season,5,2018-09-15,St Johnstone,Aberdeen,1,1,0.5
2018-2019,Regular season,5,2018-09-15,Motherwell,Hearts,0,1,0.0
2018-2019,Regular season,5,2018-09-15,Livingston,Hamilton,1,0,1.0
2018-2019,Regular season,6,2018-09-22,Hamilton,St Mirren,3,0,1.0
2018-2019,Regular season,6,2018-09-22,Aberdeen,Motherwell,1,0,1.0
2018-2019,Regular season,6,2018-09-22,Dundee,Hibernian,0,3,0.0
2018-2019,Regular season,6,2018-09-22,Hearts,Livingston,0,0,0.5
2018-2019,Regular season,6,2018-09-23,Kilmarnock,Celtic,2,1,1.0
2018-2019,Regular season,6,2018-09-23,Rangers,St Johnstone,5,1,1.0
