Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,Regular season,1,2016-08-06,Rangers,Hamilton,1,1,0.5
2016-2017,Regular season,1,2016-08-06,Partick Thistle,Inverness CT,2,0,1.0
2016-2017,Regular season,1,2016-08-06,Kilmarnock,Motherwell,1,2,0.0
2016-2017,Regular season,1,2016-08-06,Ross County,Dundee,1,3,0.0
2016-2017,Regular season,1,2016-08-07,St Johnstone,Aberdeen,0,0,0.5
2016-2017,Regular season,1,2016-08-07,Hearts,Celtic,1,2,0.0
2016-2017,Regular season,2,2016-08-13,Dundee,Rangers,1,2,0.0
2016-2017,Regular season,2,2016-08-13,Motherwell,St Johnstone,1,2,0.0
2016-2017,Regular season,2,2016-08-13,Aberdeen,Hearts,0,0,0.5
2016-2017,Regular season,2,2016-08-13,Inverness CT,Ross County,2,3,0.0
2016-2017,Regular season,2,2016-08-13,Hamilton,Kilmarnock,1,2,0.0
2016-2017,Regular season,3,2016-08-19,Dundee,Hamilton,1,1,0.5
2016-2017,Regular season,3,2016-08-20,St Johnstone,Celtic,2,4,0.0
2016-2017,Regular season,3,2016-08-20,Hearts,Inverness CT,5,1,1.0
2016-2017,Regular season,3,2016-08-20,Aberdeen,Partick Thistle,2,1,1.0
2016-2017,Regular season,3,2016-08-20,Ross County,Kilmarnock,2,0,1.0
2016-2017,Regular season,3,2016-08-20,Rangers,Motherwell,2,1,1.0
2016-2017,Regular season,4,2016-08-26,Kilmarnock,Rangers,1,1,0.5
2016-2017,Regular season,4,2016-08-27,Hamilton,Ross County,1,0,1.0
2016-2017,Regular season,4,2016-08-27,Motherwell,Dundee,0,0,0.5
2016-2017,Regular season,4,2016-08-27,Inverness CT,St Johnstone,2,1,1.0
2016-2017,Regular season,4,2016-08-27,Partick Thistle,Hearts,1,2,0.0
2016-2017,Regular season,4,2016-08-27,Celtic,Aberdeen,4,1,1.0
2016-2017,Regular season,5,2016-09-10,Celtic,Rangers,5,1,1.0
2016-2017,Regular season,5,2016-09-10,Dundee,Kilmarnock,1,1,0.5
2016-2017,Regular season,5,2016-09-10,Partick Thistle,St Johnstone,0,2,0.0
2016-2017,Regular season,5,2016-09-10,Hearts,Hamilton,3,1,1.0
2016-2017,Regular season,5,2016-09-10,Ross County,Motherwell,1,1,0.5
2016-2017,Regular season,5,2016-09-10,Aberdeen,Inverness CT,1,1,0.5
2016-2017,Regular season,6,2016-09-17,St Johnstone,Hearts,1,0,1.0
2016-2017,Regular season,6,2016-09-17,Motherwell,Hamilton,4,2,1.0
2016-2017,Regular season,6,2016-09-17,Rangers,Ross County,0,0,0.5
2016-2017,Regular season,6,2016-09-17,Kilmarnock,Partick Thistle,2,2,0.5
2016-2017,Regular season,6,2016-09-18,Dundee,Aberdeen,1,3,0.0
2016-2017,Regular season,6,2016-09-18,Inverness CT,Celtic,2,2,0.5
2016-2017,Regular season,7,2016-09-24,Celtic,Kilmarnock,6,1,1.0
2016-2017,Regular season,7,2016-09-24,Hearts,Ross County,0,0,0.5
2016-2017,Regular season,7,2016-09-24,Partick Thistle,Motherwell,1,1,0.5
2016-2017,Regular season,7,2016-09-24,Inverness CT,Dundee,3,1,1.0
2016-2017,Regular season,7,2016-09-25,Aberdeen,Rangers,2,1,1.0
2016-2017,Regular season,7,2016-09-25,Hamilton,St Johnstone,1,1,0.5
2016-2017,Regular season,8,2016-09-30,Motherwell,Hearts,1,3,0.0
2016-2017,Regular season,8,2016-10-01,Dundee,Celtic,0,1,0.0
2016-2017,Regular season,8,2016-10-01,Rangers,Partick Thistle,2,0,1.0
2016-2017,Regular season,8,2016-10-01,Hamilton,Inverness CT,1,1,0.5
2016-2017,Regular season,8,2016-10-01,Kilmarnock,Aberdeen,0,4,0.0
2016-2017,Regular season,8,2016-10-01,Ross County,St Johnstone,0,2,0.0
2016-2017,Regular season,9,2016-10-14,Inverness CT,Rangers,0,1,0.0
