Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Regular season,1,2021-07-31,Rangers,Livingston,3,0,1.0
2021-2022,Regular season,1,2021-07-31,Dundee,St Mirren,2,2,0.5
2021-2022,Regular season,1,2021-07-31,Ross County,St Johnstone,0,0,0.5
2021-2022,Regular season,1,2021-07-31,Hearts,Celtic,2,1,1.0
2021-2022,Regular season,1,2021-08-01,Aberdeen,Dundee United,2,0,1.0
2021-2022,Regular season,1,2021-08-01,Motherwell,Hibernian,2,3,0.0
2021-2022,Regular season,2,2021-08-07,Dundee United,Rangers,1,0,1.0
2021-2022,Regular season,2,2021-08-07,St Mirren,Hearts,1,2,0.0
2021-2022,Regular season,2,2021-08-08,Celtic,Dundee,6,0,1.0
2021-2022,Regular season,2,2021-08-08,Livingston,Aberdeen,1,2,0.0
2021-2022,Regular season,2,2021-08-08,Hibernian,Ross County,3,0,1.0
2021-2022,Regular season,2,2021-08-08,St Johnstone,Motherwell,1,1,0.5
2021-2022,Regular season,3,2021-08-21,Livingston,Motherwell,1,2,0.0
2021-2022,Regular season,3,2021-08-21,Celtic,St Mirren,6,0,1.0
2021-2022,Regular season,3,2021-08-22,Dundee,Hibernian,2,2,0.5
2021-2022,Regular season,3,2021-08-22,St Johnstone,Dundee United,0,1,0.0
2021-2022,Regular season,3,2021-08-22,Ross County,Rangers,2,4,0.0
2021-2022,Regular season,3,2021-08-22,Hearts,Aberdeen,1,1,0.5
2021-2022,Regular season,4,2021-08-28,Motherwell,Dundee,1,0,1.0
2021-2022,Regular season,4,2021-08-28,Dundee United,Hearts,0,2,0.0
2021-2022,Regular season,4,2021-08-28,Hibernian,Livingston,2,0,1.0
2021-2022,Regular season,4,2021-08-29,Rangers,Celtic,1,0,1.0
2021-2022,Regular season,4,2021-08-29,St Mirren,St Johnstone,0,0,0.5
2021-2022,Regular season,4,2021-08-29,Aberdeen,Ross County,1,1,0.5
2021-2022,Regular season,5,2021-09-11,St Johnstone,Rangers,1,2,0.0
2021-2022,Regular season,5,2021-09-11,Motherwell,Aberdeen,2,0,1.0
2021-2022,Regular season,5,2021-09-11,Celtic,Ross County,3,0,1.0
2021-2022,Regular season,5,2021-09-11,Dundee,Livingston,0,0,0.5
2021-2022,Regular season,5,2021-09-11,St Mirren,Dundee United,0,0,0.5
2021-2022,Regular season,5,2021-09-12,Hearts,Hibernian,0,0,0.5
2021-2022,Regular season,6,2021-09-18,Hibernian,St Mirren,2,2,0.5
2021-2022,Regular season,6,2021-09-18,Ross County,Hearts,2,2,0.5
2021-2022,Regular season,6,2021-09-18,Aberdeen,St Johnstone,0,1,0.0
2021-2022,Regular season,6,2021-09-19,Dundee United,Dundee,1,0,1.0
2021-2022,Regular season,6,2021-09-19,Livingston,Celtic,1,0,1.0
2021-2022,Regular season,6,2021-09-19,Rangers,Motherwell,1,1,0.5
2021-2022,Regular season,7,2021-09-25,Dundee,Rangers,0,1,0.0
2021-2022,Regular season,7,2021-09-25,Motherwell,Ross County,2,1,1.0
2021-2022,Regular season,7,2021-09-25,Hearts,Livingston,3,0,1.0
2021-2022,Regular season,7,2021-09-26,St Mirren,Aberdeen,3,2,1.0
2021-2022,Regular season,7,2021-09-26,Hibernian,St Johnstone,1,0,1.0
2021-2022,Regular season,7,2021-09-26,Celtic,Dundee United,1,1,0.5
2021-2022,Regular season,8,2021-10-02,St Johnstone,Dundee,3,1,1.0
2021-2022,Regular season,8,2021-10-02,Livingston,St Mirren,0,1,0.0
2021-2022,Regular season,8,2021-10-02,Hearts,Motherwell,2,0,1.0
2021-2022,Regular season,8,2021-10-02,Dundee United,Ross County,1,0,1.0
2021-2022,Regular season,8,2021-10-03,Aberdeen,Celtic,1,2,0.0
2021-2022,Regular season,8,2021-10-03,Rangers,Hibernian,2,1,1.0
2021-2022,Regular season,9,2021-10-16,St Johnstone,Livingston,0,3,0.0
2021-2022,Regular season,9,2021-10-16,Motherwell,Celtic,0,2,0.0
2021-2022,Regular season,9,2021-10-16,Hibernian,Dundee United,0,3,0.0
2021-2022,Regular season,9,2021-10-16,Ross County,St Mirren,2,3,0.0
2021-2022,Regular season,9,2021-10-16,Rangers,Hearts,1,1,0.5
2021-2022,Regular season,9,2021-10-16,Dundee,Aberdeen,2,1,1.0
2021-2022,Regular season,10,2021-10-23,Aberdeen,Hibernian,1,0,1.0
2021-2022,Regular season,10,2021-10-23,Hearts,Dundee,1,1,0.5
2021-2022,Regular season,10,2021-10-23,Celtic,St Johnstone,2,0,1.0
2021-2022,Regular season,10,2021-10-23,Ross County,Livingston,2,3,0.0
2021-2022,Regular season,10,2021-10-23,Dundee United,Motherwell,2,1,1.0
2021-2022,Regular season,10,2021-10-24,St Mirren,Rangers,1,2,0.0
2021-2022,Regular season,11,2021-10-27,Motherwell,St Mirren,2,2,0.5
2021-2022,Regular season,11,2021-10-27,Hibernian,Celtic,1,3,0.0
2021-2022,Regular season,11,2021-10-27,Dundee,Ross County,0,5,0.0
2021-2022,Regular season,11,2021-10-27,St Johnstone,Hearts,1,1,0.5
2021-2022,Regular season,11,2021-10-27,Rangers,Aberdeen,2,2,0.5
2021-2022,Regular season,11,2021-10-27,Livingston,Dundee United,1,1,0.5
2021-2022,Regular season,12,2021-10-30,Celtic,Livingston,0,0,0.5
2021-2022,Regular season,12,2021-10-30,Aberdeen,Hearts,2,1,1.0
2021-2022,Regular season,12,2021-10-30,St Mirren,Dundee,0,1,0.0
2021-2022,Regular season,12,2021-10-30,Dundee United,St Johnstone,0,1,0.0
2021-2022,Regular season,12,2021-10-31,Motherwell,Rangers,1,6,0.0
2021-2022,Regular season,13,2021-11-06,Aberdeen,Motherwell,0,2,0.0
2021-2022,Regular season,13,2021-11-06,Hearts,Dundee United,5,2,1.0
2021-2022,Regular season,13,2021-11-06,St Johnstone,St Mirren,0,0,0.5
2021-2022,Regular season,13,2021-11-07,Dundee,Celtic,2,4,0.0
2021-2022,Regular season,13,2021-11-07,Rangers,Ross County,4,2,1.0
2021-2022,Regular season,14,2021-11-20,Motherwell,Hearts,2,0,1.0
2021-2022,Regular season,14,2021-11-20,Dundee United,Aberdeen,1,0,1.0
2021-2022,Regular season,14,2021-11-20,St Mirren,Livingston,1,1,0.5
2021-2022,Regular season,12,2021-11-24,Ross County,Hibernian,1,0,1.0
2021-2022,Regular season,15,2021-11-27,Hearts,St Mirren,2,0,1.0
