Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-08-05,Celtic,Ross County,4,2,1.0
2023-2024,Regular season,1,2023-08-05,Dundee,Motherwell,1,1,0.5
2023-2024,Regular season,1,2023-08-05,St Johnstone,Hearts,0,2,0.0
2023-2024,Regular season,1,2023-08-05,Livingston,Aberdeen,0,0,0.5
2023-2024,Regular season,1,2023-08-05,Kilmarnock,Rangers,1,0,1.0
2023-2024,Regular season,1,2023-08-06,Hibernian,St Mirren,2,3,0.0
2023-2024,Regular season,2,2023-08-12,Rangers,Livingston,4,0,1.0
2023-2024,Regular season,2,2023-08-12,Ross County,St Johnstone,2,0,1.0
2023-2024,Regular season,2,2023-08-12,St Mirren,Dundee,2,1,1.0
2023-2024,Regular season,2,2023-08-13,Aberdeen,Celtic,1,3,0.0
2023-2024,Regular season,2,2023-08-13,Motherwell,Hibernian,2,1,1.0
2023-2024,Regular season,2,2023-08-13,Hearts,Kilmarnock,0,0,0.5
2023-2024,Regular season,3,2023-08-26,Ross County,Rangers,0,2,0.0
2023-2024,Regular season,3,2023-08-26,Celtic,St Johnstone,0,0,0.5
2023-2024,Regular season,3,2023-08-26,Motherwell,Kilmarnock,2,1,1.0
2023-2024,Regular season,3,2023-08-26,Hibernian,Livingston,2,3,0.0
2023-2024,Regular season,3,2023-08-27,Dundee,Hearts,1,0,1.0
2023-2024,Regular season,3,2023-08-27,St Mirren,Aberdeen,2,2,0.5
2023-2024,Regular season,4,2023-09-02,Kilmarnock,Ross County,0,1,0.0
2023-2024,Regular season,4,2023-09-02,Livingston,St Mirren,1,1,0.5
2023-2024,Regular season,4,2023-09-02,St Johnstone,Dundee,2,2,0.5
2023-2024,Regular season,4,2023-09-03,Rangers,Celtic,0,1,0.0
2023-2024,Regular season,4,2023-09-03,Hearts,Motherwell,0,1,0.0
2023-2024,Regular season,4,2023-09-03,Aberdeen,Hibernian,0,2,0.0
2023-2024,Regular season,5,2023-09-16,St Johnstone,Rangers,0,2,0.0
2023-2024,Regular season,5,2023-09-16,Kilmarnock,Hibernian,2,2,0.5
2023-2024,Regular season,5,2023-09-16,Hearts,Aberdeen,2,0,1.0
2023-2024,Regular season,5,2023-09-16,Motherwell,St Mirren,0,1,0.0
2023-2024,Regular season,5,2023-09-16,Celtic,Dundee,3,0,1.0
2023-2024,Regular season,5,2023-09-16,Ross County,Livingston,1,1,0.5
2023-2024,Regular season,6,2023-09-23,Livingston,Celtic,0,3,0.0
2023-2024,Regular season,6,2023-09-23,St Mirren,Hearts,1,0,1.0
2023-2024,Regular season,6,2023-09-23,Hibernian,St Johnstone,2,0,1.0
2023-2024,Regular season,6,2023-09-23,Dundee,Kilmarnock,2,2,0.5
2023-2024,Regular season,6,2023-09-24,Rangers,Motherwell,1,0,1.0
2023-2024,Regular season,6,2023-09-24,Aberdeen,Ross County,4,0,1.0
2023-2024,Regular season,7,2023-09-30,Motherwell,Celtic,1,2,0.0
2023-2024,Regular season,7,2023-09-30,Rangers,Aberdeen,1,3,0.0
2023-2024,Regular season,7,2023-09-30,Ross County,Hearts,0,1,0.0
2023-2024,Regular season,7,2023-09-30,Hibernian,Dundee,0,0,0.5
2023-2024,Regular season,7,2023-09-30,Kilmarnock,St Mirren,1,1,0.5
2023-2024,Regular season,7,2023-09-30,St Johnstone,Livingston,1,1,0.5
2023-2024,Regular season,8,2023-10-07,Hearts,Hibernian,2,2,0.5
2023-2024,Regular season,8,2023-10-07,Livingston,Motherwell,2,0,1.0
2023-2024,Regular season,8,2023-10-07,Celtic,Kilmarnock,3,1,1.0
2023-2024,Regular season,8,2023-10-08,St Mirren,Rangers,0,3,0.0
2023-2024,Regular season,8,2023-10-08,Aberdeen,St Johnstone,0,0,0.5
2023-2024,Regular season,9,2023-10-21,Kilmarnock,Livingston,3,1,1.0
2023-2024,Regular season,9,2023-10-21,Rangers,Hibernian,4,0,1.0
2023-2024,Regular season,9,2023-10-22,Hearts,Celtic,1,4,0.0
2023-2024,Regular season,8,2023-10-24,Dundee,Ross County,0,0,0.5
2023-2024,Regular season,10,2023-10-28,Livingston,Dundee,0,2,0.0
2023-2024,Regular season,10,2023-10-28,Hibernian,Celtic,0,0,0.5
2023-2024,Regular season,10,2023-10-28,St Mirren,St Johnstone,4,0,1.0
2023-2024,Regular season,10,2023-10-28,Motherwell,Ross County,3,3,0.5
2023-2024,Regular season,10,2023-10-29,Kilmarnock,Aberdeen,2,0,1.0
2023-2024,Regular season,10,2023-10-29,Rangers,Hearts,2,1,1.0
2023-2024,Regular season,11,2023-10-31,Hibernian,Ross County,2,2,0.5
2023-2024,Regular season,11,2023-11-01,Celtic,St Mirren,2,1,1.0
2023-2024,Regular season,11,2023-11-01,St Johnstone,Kilmarnock,2,1,1.0
2023-2024,Regular season,11,2023-11-01,Motherwell,Aberdeen,2,4,0.0
2023-2024,Regular season,11,2023-11-01,Hearts,Livingston,1,0,1.0
2023-2024,Regular season,11,2023-11-01,Dundee,Rangers,0,5,0.0
2023-2024,Regular season,12,2023-11-04,Ross County,Celtic,0,3,0.0
2023-2024,Regular season,12,2023-11-04,Kilmarnock,Motherwell,1,0,1.0
2023-2024,Regular season,16,2023-11-05,Dundee,Livingston,1,0,1.0
2023-2024,Regular season,9,2023-11-07,St Johnstone,Motherwell,2,2,0.5
2023-2024,Regular season,12,2023-11-08,St Mirren,Hibernian,2,2,0.5
2023-2024,Regular season,13,2023-11-11,Motherwell,Hearts,1,2,0.0
2023-2024,Regular season,13,2023-11-11,Hibernian,Kilmarnock,1,0,1.0
2023-2024,Regular season,13,2023-11-11,Dundee,St Mirren,4,0,1.0
2023-2024,Regular season,13,2023-11-11,St Johnstone,Ross County,1,0,1.0
2023-2024,Regular season,13,2023-11-12,Livingston,Rangers,0,2,0.0
2023-2024,Regular season,13,2023-11-12,Celtic,Aberdeen,6,0,1.0
2023-2024,Regular season,14,2023-11-25,St Mirren,Livingston,1,0,1.0
2023-2024,Regular season,14,2023-11-25,Celtic,Motherwell,1,1,0.5
2023-2024,Regular season,14,2023-11-25,Hearts,St Johnstone,1,0,1.0
