Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,Regular season,1,2015-07-17,Partizan,Metalac GM,4,0,1.0
2015-2016,Regular season,1,2015-07-17,Borac Čačak,Radnički Niš,2,1,1.0
2015-2016,Regular season,1,2015-07-18,Spartak Subotic,Radnik Surdulica,0,0,0.5
2015-2016,Regular season,1,2015-07-18,Rad,Voždovac,0,2,0.0
2015-2016,Regular season,1,2015-07-18,Jagodina,Mladost Lučani,0,3,0.0
2015-2016,Regular season,1,2015-07-18,Novi Pazar,Javor Ivanjica,0,1,0.0
2015-2016,Regular season,1,2015-07-19,OFK Beograd,Red Star,2,6,0.0
2015-2016,Regular season,1,2015-07-19,Vojvodina,Čukarički,0,4,0.0
2015-2016,Regular season,2,2015-07-24,Radnički Niš,OFK Beograd,1,0,1.0
2015-2016,Regular season,2,2015-07-25,Javor Ivanjica,Spartak Subotic,2,0,1.0
2015-2016,Regular season,2,2015-07-25,Mladost Lučani,Novi Pazar,1,1,0.5
2015-2016,Regular season,2,2015-07-25,Partizan,Jagodina,6,0,1.0
2015-2016,Regular season,2,2015-07-25,Voždovac,Borac Čačak,0,2,0.0
2015-2016,Regular season,2,2015-07-26,Radnik Surdulica,Vojvodina,2,2,0.5
2015-2016,Regular season,2,2015-07-26,Metalac GM,Red Star,0,0,0.5
2015-2016,Regular season,2,2015-07-26,Čukarički,Rad,1,1,0.5
2015-2016,Regular season,3,2015-07-31,Red Star,Radnički Niš,1,1,0.5
2015-2016,Regular season,3,2015-08-01,Novi Pazar,Partizan,3,2,1.0
2015-2016,Regular season,3,2015-08-01,Spartak Subotic,Mladost Lučani,2,0,1.0
2015-2016,Regular season,3,2015-08-01,OFK Beograd,Voždovac,2,1,1.0
2015-2016,Regular season,3,2015-08-01,Rad,Radnik Surdulica,4,1,1.0
2015-2016,Regular season,3,2015-08-01,Borac Čačak,Čukarički,1,0,1.0
2015-2016,Regular season,3,2015-08-02,Jagodina,Metalac GM,0,1,0.0
2015-2016,Regular season,3,2015-08-02,Vojvodina,Javor Ivanjica,2,0,1.0
2015-2016,Regular season,4,2015-08-07,Jagodina,Novi Pazar,1,2,0.0
2015-2016,Regular season,4,2015-08-08,Javor Ivanjica,Rad,3,0,1.0
2015-2016,Regular season,4,2015-08-08,Radnik Surdulica,Borac Čačak,1,0,1.0
2015-2016,Regular season,4,2015-08-08,Partizan,Spartak Subotic,2,1,1.0
2015-2016,Regular season,4,2015-08-08,Metalac GM,Radnički Niš,0,2,0.0
2015-2016,Regular season,4,2015-08-08,Čukarički,OFK Beograd,1,0,1.0
2015-2016,Regular season,4,2015-08-09,Voždovac,Red Star,2,3,0.0
2015-2016,Regular season,4,2015-08-09,Mladost Lučani,Vojvodina,1,2,0.0
2015-2016,Regular season,5,2015-08-12,Rad,Mladost Lučani,4,2,1.0
2015-2016,Regular season,5,2015-08-12,OFK Beograd,Radnik Surdulica,3,0,1.0
2015-2016,Regular season,5,2015-08-12,Spartak Subotic,Jagodina,0,0,0.5
2015-2016,Regular season,5,2015-08-12,Red Star,Čukarički,3,1,1.0
2015-2016,Regular season,5,2015-08-12,Radnički Niš,Voždovac,0,0,0.5
2015-2016,Regular season,5,2015-08-12,Borac Čačak,Javor Ivanjica,0,1,0.0
2015-2016,Regular season,5,2015-08-12,Novi Pazar,Metalac GM,2,2,0.5
2015-2016,Regular season,5,2015-08-13,Vojvodina,Partizan,3,2,1.0
2015-2016,Regular season,6,2015-08-15,Metalac GM,Voždovac,1,1,0.5
2015-2016,Regular season,6,2015-08-16,Mladost Lučani,Borac Čačak,1,1,0.5
2015-2016,Regular season,6,2015-08-16,Radnik Surdulica,Red Star,0,2,0.0
2015-2016,Regular season,6,2015-08-16,Javor Ivanjica,OFK Beograd,2,1,1.0
2015-2016,Regular season,6,2015-08-16,Novi Pazar,Spartak Subotic,0,0,0.5
2015-2016,Regular season,6,2015-08-16,Čukarički,Radnički Niš,0,1,0.0
2015-2016,Regular season,7,2015-08-21,Radnički Niš,Radnik Surdulica,1,1,0.5
2015-2016,Regular season,7,2015-08-22,Rad,Jagodina,0,0,0.5
2015-2016,Regular season,7,2015-08-22,Spartak Subotic,Metalac GM,0,3,0.0
2015-2016,Regular season,7,2015-08-22,OFK Beograd,Mladost Lučani,0,1,0.0
2015-2016,Regular season,7,2015-08-22,Borac Čačak,Partizan,1,3,0.0
2015-2016,Regular season,7,2015-08-23,Voždovac,Čukarički,0,0,0.5
2015-2016,Regular season,7,2015-08-23,Vojvodina,Novi Pazar,4,1,1.0
2015-2016,Regular season,7,2015-08-23,Red Star,Javor Ivanjica,1,0,1.0
2015-2016,Regular season,8,2015-08-28,Jagodina,Borac Čačak,0,0,0.5
2015-2016,Regular season,8,2015-08-29,Radnik Surdulica,Voždovac,1,3,0.0
2015-2016,Regular season,8,2015-08-29,Partizan,OFK Beograd,2,1,1.0
2015-2016,Regular season,8,2015-08-29,Novi Pazar,Rad,1,0,1.0
2015-2016,Regular season,8,2015-08-29,Javor Ivanjica,Radnički Niš,0,0,0.5
2015-2016,Regular season,8,2015-08-30,Spartak Subotic,Vojvodina,2,1,1.0
2015-2016,Regular season,8,2015-08-30,Metalac GM,Čukarički,1,2,0.0
2015-2016,Regular season,8,2015-08-30,Mladost Lučani,Red Star,0,3,0.0
2015-2016,Regular season,9,2015-09-11,Čukarički,Radnik Surdulica,2,0,1.0
2015-2016,Regular season,9,2015-09-12,Red Star,Partizan,3,1,1.0
2015-2016,Regular season,9,2015-09-13,Rad,Spartak Subotic,3,3,0.5
2015-2016,Regular season,9,2015-09-13,Borac Čačak,Novi Pazar,3,0,1.0
2015-2016,Regular season,9,2015-09-13,OFK Beograd,Jagodina,0,2,0.0
2015-2016,Regular season,9,2015-09-13,Vojvodina,Metalac GM,3,2,1.0
2015-2016,Regular season,9,2015-09-13,Voždovac,Javor Ivanjica,0,2,0.0
2015-2016,Regular season,9,2015-09-13,Radnički Niš,Mladost Lučani,1,1,0.5
2015-2016,Regular season,10,2015-09-18,Jagodina,Red Star,0,3,0.0
2015-2016,Regular season,10,2015-09-19,Spartak Subotic,Borac Čačak,0,0,0.5
2015-2016,Regular season,10,2015-09-19,Vojvodina,Rad,1,2,0.0
2015-2016,Regular season,10,2015-09-19,Metalac GM,Radnik Surdulica,2,2,0.5
2015-2016,Regular season,10,2015-09-19,Novi Pazar,OFK Beograd,1,0,1.0
2015-2016,Regular season,10,2015-09-19,Mladost Lučani,Voždovac,0,0,0.5
2015-2016,Regular season,10,2015-09-19,Javor Ivanjica,Čukarički,0,0,0.5
