Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,Regular season,1,2016-07-22,Red Star,Napredak Kruš,2,2,0.5
2016-2017,Regular season,1,2016-07-23,Mladost Lučani,Rad,2,1,1.0
2016-2017,Regular season,1,2016-07-23,Voždovac,Spartak Subotic,0,0,0.5
2016-2017,Regular season,1,2016-07-23,Metalac GM,Borac Čačak,1,0,1.0
2016-2017,Regular season,1,2016-07-23,Radnik Surdulica,Javor Ivanjica,2,2,0.5
2016-2017,Regular season,1,2016-07-24,Bačka Palanka,Partizan,0,0,0.5
2016-2017,Regular season,1,2016-07-24,Radnički Niš,Čukarički,2,1,1.0
2016-2017,Regular season,2,2016-07-29,Red Star,Metalac GM,3,1,1.0
2016-2017,Regular season,2,2016-07-30,Rad,Voždovac,0,2,0.0
2016-2017,Regular season,2,2016-07-30,Javor Ivanjica,Novi Pazar,1,1,0.5
2016-2017,Regular season,2,2016-07-30,Spartak Subotic,Radnički Niš,3,1,1.0
2016-2017,Regular season,2,2016-07-30,Borac Čačak,Mladost Lučani,0,1,0.0
2016-2017,Regular season,2,2016-07-31,Napredak Kruš,Partizan,2,1,1.0
2016-2017,Regular season,2,2016-07-31,Vojvodina,Bačka Palanka,1,0,1.0
2016-2017,Regular season,2,2016-07-31,Čukarički,Radnik Surdulica,0,0,0.5
2016-2017,Regular season,3,2016-08-05,Radnički Niš,Rad,3,0,1.0
2016-2017,Regular season,3,2016-08-06,Mladost Lučani,Red Star,2,4,0.0
2016-2017,Regular season,3,2016-08-06,Radnik Surdulica,Spartak Subotic,2,1,1.0
2016-2017,Regular season,3,2016-08-06,Metalac GM,Napredak Kruš,2,0,1.0
2016-2017,Regular season,3,2016-08-06,Bačka Palanka,Javor Ivanjica,0,1,0.0
2016-2017,Regular season,3,2016-08-06,Voždovac,Borac Čačak,2,0,1.0
2016-2017,Regular season,3,2016-08-06,Novi Pazar,Čukarički,1,0,1.0
2016-2017,Regular season,3,2016-08-07,Partizan,Vojvodina,1,3,0.0
2016-2017,Regular season,4,2016-08-10,Spartak Subotic,Novi Pazar,2,5,0.0
2016-2017,Regular season,4,2016-08-10,Javor Ivanjica,Partizan,0,2,0.0
2016-2017,Regular season,4,2016-08-10,Napredak Kruš,Vojvodina,0,0,0.5
2016-2017,Regular season,4,2016-08-10,Metalac GM,Mladost Lučani,2,0,1.0
2016-2017,Regular season,4,2016-08-10,Borac Čačak,Radnički Niš,0,0,0.5
2016-2017,Regular season,4,2016-08-10,Rad,Radnik Surdulica,1,0,1.0
2016-2017,Regular season,4,2016-08-10,Čukarički,Bačka Palanka,1,0,1.0
2016-2017,Regular season,4,2016-08-10,Red Star,Voždovac,3,0,1.0
2016-2017,Regular season,5,2016-08-13,Bačka Palanka,Spartak Subotic,1,3,0.0
2016-2017,Regular season,5,2016-08-14,Partizan,Čukarički,1,0,1.0
2016-2017,Regular season,5,2016-08-14,Radnički Niš,Red Star,0,3,0.0
