Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2019-2020,1,2019-07-19,Voždovac,TSC Bačka Top,1,2,0.0
2019-2020,1,2019-07-20,Spartak Subotic,Rad,2,1,1.0
2019-2020,1,2019-07-20,Red Star,Javor Ivanjica,2,0,1.0
2019-2020,1,2019-07-20,Mladost Lučani,Radnik Surdulica,2,1,1.0
2019-2020,1,2019-07-20,Čukarički,Napredak Kruš,1,0,1.0
2019-2020,1,2019-07-20,Vojvodina,Mačva Šabac,3,1,1.0
2019-2020,1,2019-07-21,Inđija,Partizan,0,1,0.0
2019-2020,1,2019-07-21,Radnički Niš,Proleter NS,3,0,1.0
2019-2020,2,2019-07-27,TSC Bačka Top,Mladost Lučani,5,1,1.0
2019-2020,2,2019-07-27,Red Star,Radnički Niš,2,0,1.0
2019-2020,2,2019-07-27,Radnik Surdulica,Spartak Subotic,4,0,1.0
2019-2020,2,2019-07-27,Proleter NS,Voždovac,2,2,0.5
2019-2020,2,2019-07-27,Mačva Šabac,Inđija,2,2,0.5
2019-2020,2,2019-07-28,Napredak Kruš,Vojvodina,0,2,0.0
2019-2020,3,2019-08-02,Mladost Lučani,Proleter NS,1,1,0.5
2019-2020,3,2019-08-03,Inđija,Napredak Kruš,1,0,1.0
2019-2020,3,2019-08-03,Radnički Niš,Javor Ivanjica,2,1,1.0
2019-2020,3,2019-08-03,Vojvodina,Rad,5,0,1.0
2019-2020,3,2019-08-04,Partizan,Mačva Šabac,4,0,1.0
2019-2020,3,2019-08-04,Spartak Subotic,TSC Bačka Top,1,2,0.0
2019-2020,3,2019-08-04,Čukarički,Radnik Surdulica,1,0,1.0
2019-2020,4,2019-08-09,Red Star,Mladost Lučani,2,0,1.0
2019-2020,4,2019-08-10,TSC Bačka Top,Čukarički,1,0,1.0
2019-2020,4,2019-08-10,Rad,Inđija,1,0,1.0
2019-2020,4,2019-08-10,Radnički Niš,Voždovac,2,1,1.0
2019-2020,4,2019-08-10,Javor Ivanjica,Mačva Šabac,3,1,1.0
2019-2020,4,2019-08-11,Napredak Kruš,Partizan,2,2,0.5
2019-2020,4,2019-08-11,Proleter NS,Spartak Subotic,0,1,0.0
2019-2020,4,2019-08-11,Radnik Surdulica,Vojvodina,0,4,0.0
2019-2020,5,2019-08-16,Voždovac,Javor Ivanjica,2,1,1.0
2019-2020,5,2019-08-17,Inđija,Radnik Surdulica,2,1,1.0
2019-2020,5,2019-08-17,Mladost Lučani,Radnički Niš,1,1,0.5
2019-2020,5,2019-08-17,Čukarički,Proleter NS,2,1,1.0
2019-2020,5,2019-08-17,Spartak Subotic,Red Star,2,3,0.0
