Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Regular season,1,2018-07-20,Red Star,Dinamo Vranje,3,0,1.0
2018-2019,Regular season,1,2018-07-20,Vojvodina,Mladost Lučani,1,1,0.5
2018-2019,Regular season,1,2018-07-21,Napredak Kruš,Rad,1,0,1.0
2018-2019,Regular season,1,2018-07-21,Čukarički,Zemun,1,1,0.5
2018-2019,Regular season,1,2018-07-21,Voždovac,Bačka Palanka,1,0,1.0
2018-2019,Regular season,1,2018-07-22,Radnik Surdulica,Partizan,1,0,1.0
2018-2019,Regular season,1,2018-07-22,Radnički Niš,Proleter NS,3,1,1.0
2018-2019,Regular season,1,2018-07-23,Spartak Subotic,Mačva Šabac,1,0,1.0
2018-2019,Regular season,2,2018-07-28,Zemun,Vojvodina,1,1,0.5
2018-2019,Regular season,2,2018-07-28,Mladost Lučani,Radnik Surdulica,1,0,1.0
2018-2019,Regular season,2,2018-07-28,Proleter NS,Voždovac,2,1,1.0
2018-2019,Regular season,2,2018-07-28,Rad,Čukarički,0,3,0.0
2018-2019,Regular season,2,2018-07-28,Mačva Šabac,Napredak Kruš,1,0,1.0
2018-2019,Regular season,2,2018-07-29,Bačka Palanka,Spartak Subotic,2,1,1.0
2018-2019,Regular season,2,2018-07-29,Red Star,Radnički Niš,2,0,1.0
2018-2019,Regular season,2,2018-07-29,Dinamo Vranje,Partizan,0,1,0.0
2018-2019,Regular season,3,2018-08-03,Čukarički,Mačva Šabac,1,0,1.0
2018-2019,Regular season,3,2018-08-04,Voždovac,Red Star,1,2,0.0
2018-2019,Regular season,3,2018-08-04,Napredak Kruš,Bačka Palanka,1,1,0.5
2018-2019,Regular season,3,2018-08-04,Radnik Surdulica,Zemun,2,1,1.0
2018-2019,Regular season,3,2018-08-05,Partizan,Mladost Lučani,0,0,0.5
2018-2019,Regular season,3,2018-08-05,Radnički Niš,Dinamo Vranje,2,0,1.0
2018-2019,Regular season,3,2018-08-05,Vojvodina,Rad,1,2,0.0
2018-2019,Regular season,3,2018-08-06,Spartak Subotic,Proleter NS,0,4,0.0
2018-2019,Regular season,4,2018-08-10,Radnički Niš,Voždovac,1,0,1.0
2018-2019,Regular season,4,2018-08-11,Proleter NS,Napredak Kruš,1,1,0.5
2018-2019,Regular season,4,2018-08-11,Dinamo Vranje,Mladost Lučani,1,3,0.0
2018-2019,Regular season,4,2018-08-11,Mačva Šabac,Vojvodina,0,0,0.5
2018-2019,Regular season,4,2018-08-11,Bačka Palanka,Čukarički,1,1,0.5
2018-2019,Regular season,4,2018-08-11,Rad,Radnik Surdulica,3,1,1.0
2018-2019,Regular season,4,2018-08-12,Zemun,Partizan,0,1,0.0
2018-2019,Regular season,4,2018-08-12,Red Star,Spartak Subotic,3,0,1.0
2018-2019,Regular season,5,2018-08-18,Čukarički,Proleter NS,1,0,1.0
2018-2019,Regular season,5,2018-08-18,Mladost Lučani,Zemun,2,1,1.0
2018-2019,Regular season,5,2018-08-18,Voždovac,Dinamo Vranje,2,0,1.0
2018-2019,Regular season,5,2018-08-18,Vojvodina,Bačka Palanka,2,0,1.0
2018-2019,Regular season,5,2018-08-19,Spartak Subotic,Radnički Niš,1,4,0.0
2018-2019,Regular season,5,2018-08-19,Radnik Surdulica,Mačva Šabac,0,1,0.0
2018-2019,Regular season,6,2018-08-24,Proleter NS,Vojvodina,0,1,0.0
2018-2019,Regular season,6,2018-08-25,Rad,Mladost Lučani,1,1,0.5
2018-2019,Regular season,6,2018-08-25,Bačka Palanka,Radnik Surdulica,1,0,1.0
2018-2019,Regular season,6,2018-08-25,Radnički Niš,Napredak Kruš,3,3,0.5
2018-2019,Regular season,6,2018-08-25,Red Star,Čukarički,2,1,1.0
2018-2019,Regular season,6,2018-08-26,Mačva Šabac,Partizan,1,3,0.0
2018-2019,Regular season,6,2018-08-26,Voždovac,Spartak Subotic,0,0,0.5
2018-2019,Regular season,6,2018-08-26,Dinamo Vranje,Zemun,1,0,1.0
2018-2019,Regular season,7,2018-08-31,Mladost Lučani,Mačva Šabac,1,2,0.0
2018-2019,Regular season,7,2018-09-01,Zemun,Rad,1,0,1.0
2018-2019,Regular season,7,2018-09-01,Čukarički,Radnički Niš,1,1,0.5
2018-2019,Regular season,7,2018-09-01,Radnik Surdulica,Proleter NS,0,0,0.5
2018-2019,Regular season,7,2018-09-01,Napredak Kruš,Voždovac,0,0,0.5
2018-2019,Regular season,7,2018-09-02,Spartak Subotic,Dinamo Vranje,2,0,1.0
2018-2019,Regular season,7,2018-09-02,Vojvodina,Red Star,1,4,0.0
2018-2019,Regular season,7,2018-09-02,Partizan,Bačka Palanka,1,0,1.0
2018-2019,Regular season,8,2018-09-14,Radnički Niš,Vojvodina,1,0,1.0
2018-2019,Regular season,8,2018-09-15,Proleter NS,Partizan,0,1,0.0
2018-2019,Regular season,8,2018-09-15,Dinamo Vranje,Rad,0,1,0.0
2018-2019,Regular season,8,2018-09-15,Mačva Šabac,Zemun,0,2,0.0
2018-2019,Regular season,8,2018-09-15,Bačka Palanka,Mladost Lučani,0,2,0.0
2018-2019,Regular season,8,2018-09-15,Red Star,Radnik Surdulica,6,0,1.0
2018-2019,Regular season,8,2018-09-16,Spartak Subotic,Napredak Kruš,0,1,0.0
2018-2019,Regular season,8,2018-09-16,Voždovac,Čukarički,1,3,0.0
2018-2019,Regular season,5,2018-09-19,Partizan,Rad,1,0,1.0
2018-2019,Regular season,9,2018-09-21,Čukarički,Spartak Subotic,3,1,1.0
2018-2019,Regular season,9,2018-09-22,Napredak Kruš,Dinamo Vranje,3,0,1.0
2018-2019,Regular season,9,2018-09-22,Zemun,Bačka Palanka,2,2,0.5
2018-2019,Regular season,9,2018-09-22,Mladost Lučani,Proleter NS,1,0,1.0
2018-2019,Regular season,9,2018-09-22,Rad,Mačva Šabac,1,0,1.0
2018-2019,Regular season,9,2018-09-22,Vojvodina,Voždovac,3,0,1.0
2018-2019,Regular season,9,2018-09-22,Radnik Surdulica,Radnički Niš,1,2,0.0
2018-2019,Regular season,9,2018-09-23,Partizan,Red Star,1,1,0.5
2018-2019,Regular season,5,2018-09-26,Napredak Kruš,Red Star,0,3,0.0
2018-2019,Regular season,10,2018-09-29,Red Star,Mladost Lučani,2,1,1.0
2018-2019,Regular season,10,2018-09-30,Proleter NS,Zemun,4,1,1.0
2018-2019,Regular season,10,2018-09-30,Spartak Subotic,Vojvodina,0,1,0.0
2018-2019,Regular season,10,2018-09-30,Dinamo Vranje,Mačva Šabac,1,0,1.0
2018-2019,Regular season,10,2018-09-30,Voždovac,Radnik Surdulica,1,0,1.0
2018-2019,Regular season,10,2018-09-30,Bačka Palanka,Rad,1,0,1.0
2018-2019,Regular season,10,2018-09-30,Radnički Niš,Partizan,2,2,0.5
2018-2019,Regular season,10,2018-09-30,Napredak Kruš,Čukarički,1,1,0.5
2018-2019,Regular season,11,2018-10-05,Partizan,Voždovac,4,0,1.0
2018-2019,Regular season,11,2018-10-06,Mladost Lučani,Radnički Niš,0,1,0.0
