Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-07-28,Union SG,Anderlecht,2,0,1.0
2023-2024,Regular season,1,2023-07-29,Eupen,Westerlo,2,2,0.5
2023-2024,Regular season,1,2023-07-29,Charleroi,OH Leuven,1,1,0.5
2023-2024,Regular season,1,2023-07-29,RWD Molenbeek,Genk,0,4,0.0
2023-2024,Regular season,1,2023-07-30,Antwerp,Cercle Brugge,1,0,1.0
2023-2024,Regular season,1,2023-07-30,Gent,Kortrijk,3,2,1.0
2023-2024,Regular season,1,2023-07-30,Club Brugge,Mechelen,1,1,0.5
2023-2024,Regular season,1,2023-07-30,Sint-Truiden,Standard Liège,1,0,1.0
2023-2024,Regular season,2,2023-08-04,Standard Liège,Union SG,0,1,0.0
2023-2024,Regular season,2,2023-08-05,Genk,Eupen,0,1,0.0
2023-2024,Regular season,2,2023-08-05,Cercle Brugge,Charleroi,2,0,1.0
2023-2024,Regular season,2,2023-08-05,OH Leuven,RWD Molenbeek,1,2,0.0
2023-2024,Regular season,2,2023-08-06,Anderlecht,Antwerp,1,0,1.0
2023-2024,Regular season,2,2023-08-06,Mechelen,Gent,0,1,0.0
2023-2024,Regular season,2,2023-08-06,Westerlo,Club Brugge,0,1,0.0
2023-2024,Regular season,2,2023-08-06,Kortrijk,Sint-Truiden,0,1,0.0
2023-2024,Regular season,3,2023-08-11,Antwerp,Kortrijk,6,0,1.0
2023-2024,Regular season,3,2023-08-12,RWD Molenbeek,Mechelen,1,0,1.0
2023-2024,Regular season,3,2023-08-12,Union SG,OH Leuven,5,1,1.0
2023-2024,Regular season,3,2023-08-13,Sint-Truiden,Anderlecht,0,1,0.0
2023-2024,Regular season,3,2023-08-13,Cercle Brugge,Genk,0,1,0.0
2023-2024,Regular season,3,2023-08-13,Eupen,Club Brugge,0,5,0.0
2023-2024,Regular season,3,2023-08-13,Charleroi,Standard Liège,1,1,0.5
2023-2024,Regular season,3,2023-08-13,Westerlo,Gent,1,3,0.0
2023-2024,Regular season,4,2023-08-18,OH Leuven,Antwerp,1,1,0.5
2023-2024,Regular season,4,2023-08-19,Standard Liège,Cercle Brugge,0,1,0.0
2023-2024,Regular season,4,2023-08-19,Mechelen,Union SG,4,0,1.0
2023-2024,Regular season,4,2023-08-20,Anderlecht,Westerlo,2,1,1.0
2023-2024,Regular season,4,2023-08-20,Gent,Sint-Truiden,2,2,0.5
2023-2024,Regular season,4,2023-08-20,Genk,Charleroi,0,0,0.5
2023-2024,Regular season,4,2023-08-20,Club Brugge,RWD Molenbeek,7,1,1.0
2023-2024,Regular season,4,2023-08-20,Kortrijk,Eupen,1,3,0.0
2023-2024,Regular season,5,2023-08-26,Westerlo,Mechelen,2,3,0.0
2023-2024,Regular season,5,2023-08-26,Eupen,OH Leuven,3,1,1.0
2023-2024,Regular season,5,2023-08-26,Kortrijk,Standard Liège,1,1,0.5
2023-2024,Regular season,5,2023-08-27,Sint-Truiden,Cercle Brugge,0,2,0.0
2023-2024,Regular season,5,2023-08-27,Anderlecht,Charleroi,2,1,1.0
2023-2024,Regular season,6,2023-09-01,OH Leuven,Kortrijk,3,0,1.0
2023-2024,Regular season,6,2023-09-02,Cercle Brugge,Westerlo,2,1,1.0
2023-2024,Regular season,6,2023-09-02,Mechelen,Eupen,1,0,1.0
2023-2024,Regular season,6,2023-09-02,Standard Liège,RWD Molenbeek,1,1,0.5
2023-2024,Regular season,6,2023-09-03,Gent,Club Brugge,2,1,1.0
2023-2024,Regular season,6,2023-09-03,Union SG,Antwerp,2,2,0.5
2023-2024,Regular season,6,2023-09-03,Genk,Anderlecht,1,1,0.5
2023-2024,Regular season,6,2023-09-03,Charleroi,Sint-Truiden,1,1,0.5
2023-2024,Regular season,7,2023-09-15,Westerlo,Antwerp,0,3,0.0
2023-2024,Regular season,7,2023-09-16,RWD Molenbeek,Cercle Brugge,2,1,1.0
2023-2024,Regular season,7,2023-09-16,Union SG,Genk,0,2,0.0
2023-2024,Regular season,7,2023-09-16,Club Brugge,Charleroi,4,2,1.0
2023-2024,Regular season,7,2023-09-17,Eupen,Standard Liège,1,3,0.0
2023-2024,Regular season,7,2023-09-17,Kortrijk,Anderlecht,2,2,0.5
2023-2024,Regular season,7,2023-09-17,OH Leuven,Gent,1,1,0.5
2023-2024,Regular season,7,2023-09-17,Sint-Truiden,Mechelen,2,0,1.0
2023-2024,Regular season,8,2023-09-22,Standard Liège,Westerlo,0,0,0.5
2023-2024,Regular season,8,2023-09-23,Charleroi,Kortrijk,1,0,1.0
2023-2024,Regular season,8,2023-09-23,Mechelen,OH Leuven,1,2,0.0
2023-2024,Regular season,8,2023-09-23,Antwerp,RWD Molenbeek,0,0,0.5
2023-2024,Regular season,8,2023-09-24,Genk,Sint-Truiden,3,3,0.5
2023-2024,Regular season,8,2023-09-24,Cercle Brugge,Union SG,0,2,0.0
2023-2024,Regular season,8,2023-09-24,Anderlecht,Club Brugge,1,1,0.5
2023-2024,Regular season,8,2023-09-24,Gent,Eupen,2,1,1.0
2023-2024,Regular season,5,2023-09-27,Antwerp,Gent,0,0,0.5
2023-2024,Regular season,5,2023-09-28,RWD Molenbeek,Union SG,2,3,0.0
2023-2024,Regular season,5,2023-09-28,Club Brugge,Genk,1,1,0.5
2023-2024,Regular season,9,2023-09-29,Kortrijk,Cercle Brugge,2,1,1.0
2023-2024,Regular season,9,2023-09-30,Eupen,Anderlecht,1,3,0.0
2023-2024,Regular season,9,2023-09-30,OH Leuven,Standard Liège,1,2,0.0
2023-2024,Regular season,9,2023-09-30,Mechelen,Antwerp,0,0,0.5
2023-2024,Regular season,9,2023-10-01,Union SG,Charleroi,3,1,1.0
2023-2024,Regular season,9,2023-10-01,Genk,Westerlo,3,3,0.5
2023-2024,Regular season,9,2023-10-01,Club Brugge,Sint-Truiden,1,1,0.5
2023-2024,Regular season,9,2023-10-01,RWD Molenbeek,Gent,1,1,0.5
2023-2024,Regular season,10,2023-10-06,Charleroi,RWD Molenbeek,2,1,1.0
2023-2024,Regular season,10,2023-10-07,Cercle Brugge,OH Leuven,3,2,1.0
2023-2024,Regular season,10,2023-10-07,Westerlo,Kortrijk,1,0,1.0
2023-2024,Regular season,10,2023-10-07,Anderlecht,Mechelen,3,1,1.0
2023-2024,Regular season,10,2023-10-08,Standard Liège,Club Brugge,2,1,1.0
2023-2024,Regular season,10,2023-10-08,Antwerp,Eupen,4,1,1.0
2023-2024,Regular season,10,2023-10-08,Gent,Genk,1,1,0.5
2023-2024,Regular season,10,2023-10-08,Sint-Truiden,Union SG,0,4,0.0
2023-2024,Regular season,11,2023-10-20,Union SG,Eupen,4,1,1.0
2023-2024,Regular season,11,2023-10-21,Kortrijk,Club Brugge,1,0,1.0
2023-2024,Regular season,11,2023-10-21,RWD Molenbeek,Westerlo,1,1,0.5
2023-2024,Regular season,11,2023-10-21,Charleroi,Antwerp,3,2,1.0
2023-2024,Regular season,11,2023-10-22,Genk,Mechelen,4,0,1.0
2023-2024,Regular season,11,2023-10-22,Cercle Brugge,Gent,2,0,1.0
2023-2024,Regular season,11,2023-10-22,Standard Liège,Anderlecht,3,2,1.0
2023-2024,Regular season,11,2023-10-22,OH Leuven,Sint-Truiden,4,0,1.0
2023-2024,Regular season,12,2023-10-27,Sint-Truiden,RWD Molenbeek,2,1,1.0
2023-2024,Regular season,12,2023-10-28,Mechelen,Cercle Brugge,0,2,0.0
2023-2024,Regular season,12,2023-10-28,Eupen,Charleroi,2,0,1.0
2023-2024,Regular season,12,2023-10-28,Anderlecht,OH Leuven,5,1,1.0
2023-2024,Regular season,12,2023-10-29,Club Brugge,Antwerp,2,1,1.0
2023-2024,Regular season,12,2023-10-29,Westerlo,Union SG,1,3,0.0
2023-2024,Regular season,12,2023-10-29,Gent,Standard Liège,3,1,1.0
2023-2024,Regular season,12,2023-10-29,Kortrijk,Genk,0,3,0.0
2023-2024,Regular season,13,2023-11-03,Sint-Truiden,Eupen,1,1,0.5
2023-2024,Regular season,13,2023-11-04,RWD Molenbeek,Kortrijk,1,1,0.5
2023-2024,Regular season,13,2023-11-04,OH Leuven,Westerlo,0,2,0.0
2023-2024,Regular season,13,2023-11-04,Antwerp,Genk,3,2,1.0
2023-2024,Regular season,13,2023-11-05,Cercle Brugge,Anderlecht,0,3,0.0
2023-2024,Regular season,13,2023-11-05,Standard Liège,Mechelen,1,1,0.5
2023-2024,Regular season,13,2023-11-05,Union SG,Club Brugge,2,1,1.0
2023-2024,Regular season,13,2023-11-05,Charleroi,Gent,1,3,0.0
2023-2024,Regular season,14,2023-11-10,Westerlo,Sint-Truiden,3,3,0.5
2023-2024,Regular season,14,2023-11-11,Antwerp,Standard Liège,6,0,1.0
2023-2024,Regular season,14,2023-11-11,Eupen,RWD Molenbeek,1,3,0.0
2023-2024,Regular season,14,2023-11-11,Mechelen,Charleroi,1,0,1.0
