Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,Regular season,1,2020-08-08,Club Brugge,Charleroi,0,1,0.0
2020-2021,Regular season,1,2020-08-08,Antwerp,Excel Mouscron,1,1,0.5
2020-2021,Regular season,1,2020-08-08,Standard Liège,Cercle Brugge,1,0,1.0
2020-2021,Regular season,1,2020-08-09,Sint-Truiden,Gent,2,1,1.0
2020-2021,Regular season,1,2020-08-09,Zulte Waregem,Genk,1,2,0.0
2020-2021,Regular season,1,2020-08-09,Mechelen,Anderlecht,2,2,0.5
2020-2021,Regular season,1,2020-08-09,Kortrijk,Waasland-Bev,1,3,0.0
2020-2021,Regular season,1,2020-08-10,Oostende,Beerschot,1,2,0.0
2020-2021,Regular season,1,2020-08-10,OH Leuven,Eupen,1,1,0.5
2020-2021,Regular season,2,2020-08-14,Excel Mouscron,Mechelen,0,1,0.0
2020-2021,Regular season,2,2020-08-15,Genk,OH Leuven,1,1,0.5
2020-2021,Regular season,2,2020-08-15,Charleroi,Oostende,1,0,1.0
2020-2021,Regular season,2,2020-08-15,Gent,Kortrijk,1,2,0.0
2020-2021,Regular season,2,2020-08-16,Cercle Brugge,Antwerp,2,1,1.0
2020-2021,Regular season,2,2020-08-16,Eupen,Club Brugge,0,4,0.0
2020-2021,Regular season,2,2020-08-16,Beerschot,Zulte Waregem,3,1,1.0
2020-2021,Regular season,2,2020-08-16,Anderlecht,Sint-Truiden,3,1,1.0
2020-2021,Regular season,2,2020-08-17,Waasland-Bev,Standard Liège,1,2,0.0
2020-2021,Regular season,3,2020-08-21,Kortrijk,Eupen,0,0,0.5
2020-2021,Regular season,3,2020-08-22,Zulte Waregem,Waasland-Bev,4,1,1.0
2020-2021,Regular season,3,2020-08-22,Mechelen,Cercle Brugge,2,3,0.0
2020-2021,Regular season,3,2020-08-22,OH Leuven,Charleroi,1,3,0.0
2020-2021,Regular season,3,2020-08-22,Antwerp,Gent,1,0,1.0
2020-2021,Regular season,3,2020-08-23,Standard Liège,Genk,0,0,0.5
2020-2021,Regular season,3,2020-08-23,Club Brugge,Beerschot,0,1,0.0
2020-2021,Regular season,3,2020-08-23,Anderlecht,Excel Mouscron,1,1,0.5
2020-2021,Regular season,3,2020-08-24,Sint-Truiden,Oostende,0,0,0.5
2020-2021,Regular season,4,2020-08-28,Oostende,Anderlecht,2,2,0.5
2020-2021,Regular season,4,2020-08-29,Eupen,Sint-Truiden,1,1,0.5
2020-2021,Regular season,4,2020-08-29,Waasland-Bev,OH Leuven,1,3,0.0
2020-2021,Regular season,4,2020-08-29,Cercle Brugge,Kortrijk,0,1,0.0
2020-2021,Regular season,4,2020-08-29,Excel Mouscron,Zulte Waregem,0,1,0.0
2020-2021,Regular season,4,2020-08-30,Genk,Club Brugge,1,2,0.0
2020-2021,Regular season,4,2020-08-30,Beerschot,Standard Liège,0,3,0.0
2020-2021,Regular season,4,2020-08-30,Charleroi,Antwerp,2,0,1.0
2020-2021,Regular season,4,2020-08-30,Gent,Mechelen,1,0,1.0
2020-2021,Regular season,5,2020-09-11,Eupen,Gent,2,1,1.0
2020-2021,Regular season,5,2020-09-12,Mechelen,Oostende,0,1,0.0
2020-2021,Regular season,5,2020-09-12,OH Leuven,Standard Liège,1,0,1.0
2020-2021,Regular season,5,2020-09-12,Club Brugge,Waasland-Bev,4,1,1.0
2020-2021,Regular season,5,2020-09-13,Anderlecht,Cercle Brugge,2,0,1.0
2020-2021,Regular season,5,2020-09-13,Sint-Truiden,Antwerp,2,3,0.0
2020-2021,Regular season,5,2020-09-13,Zulte Waregem,Charleroi,0,2,0.0
2020-2021,Regular season,5,2020-09-13,Kortrijk,Excel Mouscron,3,0,1.0
2020-2021,Regular season,5,2020-09-14,Beerschot,Genk,5,2,1.0
2020-2021,Regular season,6,2020-09-18,Charleroi,Beerschot,3,1,1.0
2020-2021,Regular season,6,2020-09-19,Oostende,OH Leuven,3,1,1.0
2020-2021,Regular season,6,2020-09-19,Excel Mouscron,Gent,0,1,0.0
2020-2021,Regular season,6,2020-09-19,Waasland-Bev,Anderlecht,2,4,0.0
2020-2021,Regular season,6,2020-09-20,Zulte Waregem,Club Brugge,0,6,0.0
2020-2021,Regular season,6,2020-09-20,Standard Liège,Kortrijk,2,1,1.0
2020-2021,Regular season,6,2020-09-20,Genk,Mechelen,3,1,1.0
2020-2021,Regular season,6,2020-09-20,Antwerp,Eupen,2,2,0.5
2020-2021,Regular season,6,2020-09-21,Cercle Brugge,Sint-Truiden,3,0,1.0
2020-2021,Regular season,7,2020-09-25,Kortrijk,Antwerp,1,3,0.0
2020-2021,Regular season,7,2020-09-26,Beerschot,Waasland-Bev,3,2,1.0
