Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Regular season,1,2021-07-23,Standard Liège,Genk,1,1,0.5
2021-2022,Regular season,1,2021-07-24,OH Leuven,Zulte Waregem,1,1,0.5
2021-2022,Regular season,1,2021-07-24,Kortrijk,R.F.C. Seraing,2,0,1.0
2021-2022,Regular season,1,2021-07-24,Oostende,Charleroi,0,3,0.0
2021-2022,Regular season,1,2021-07-25,Mechelen,Antwerp,3,2,1.0
2021-2022,Regular season,1,2021-07-25,Club Brugge,Eupen,2,2,0.5
2021-2022,Regular season,1,2021-07-25,Anderlecht,Union SG,1,3,0.0
2021-2022,Regular season,1,2021-07-25,Sint-Truiden,Gent,2,1,1.0
2021-2022,Regular season,1,2021-07-27,Beerschot,Cercle Brugge,0,1,0.0
2021-2022,Regular season,2,2021-07-30,Genk,Oostende,3,4,0.0
2021-2022,Regular season,2,2021-07-31,Charleroi,Sint-Truiden,0,0,0.5
2021-2022,Regular season,2,2021-07-31,Cercle Brugge,OH Leuven,1,1,0.5
2021-2022,Regular season,2,2021-07-31,R.F.C. Seraing,Mechelen,1,0,1.0
2021-2022,Regular season,2,2021-07-31,Eupen,Anderlecht,1,1,0.5
2021-2022,Regular season,2,2021-08-01,Union SG,Club Brugge,0,1,0.0
2021-2022,Regular season,2,2021-08-01,Zulte Waregem,Standard Liège,1,2,0.0
2021-2022,Regular season,2,2021-08-01,Gent,Beerschot,2,2,0.5
2021-2022,Regular season,2,2021-08-01,Antwerp,Kortrijk,0,1,0.0
2021-2022,Regular season,3,2021-08-06,Club Brugge,Cercle Brugge,1,1,0.5
2021-2022,Regular season,3,2021-08-07,Beerschot,Union SG,0,3,0.0
2021-2022,Regular season,3,2021-08-07,Sint-Truiden,Zulte Waregem,1,3,0.0
2021-2022,Regular season,3,2021-08-07,Mechelen,Eupen,1,3,0.0
2021-2022,Regular season,3,2021-08-07,Kortrijk,Genk,1,2,0.0
2021-2022,Regular season,3,2021-08-08,Standard Liège,Antwerp,2,5,0.0
2021-2022,Regular season,3,2021-08-08,OH Leuven,Charleroi,1,1,0.5
2021-2022,Regular season,3,2021-08-08,Anderlecht,R.F.C. Seraing,3,0,1.0
2021-2022,Regular season,3,2021-08-08,Oostende,Gent,1,0,1.0
2021-2022,Regular season,4,2021-08-13,Charleroi,Antwerp,1,1,0.5
2021-2022,Regular season,4,2021-08-14,Union SG,Kortrijk,2,0,1.0
2021-2022,Regular season,4,2021-08-14,R.F.C. Seraing,Oostende,2,3,0.0
