Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2014-2015,Regular season,1,2014-07-25,Standard Liège,Charleroi,3.0,0.0,1.0
2014-2015,Regular season,1,2014-07-26,Waasland-Bev,Club Brugge,0.0,2.0,0.0
2014-2015,Regular season,1,2014-07-26,Cercle Brugge,Gent,0.0,0.0,0.5
2014-2015,Regular season,1,2014-07-26,Westerlo,Lokeren,1.0,0.0,1.0
2014-2015,Regular season,1,2014-07-26,Lierse,Oostende,2.0,0.0,1.0
2014-2015,Regular season,1,2014-07-27,Mechelen,Genk,3.0,1.0,1.0
2014-2015,Regular season,1,2014-07-27,Anderlecht,RE Mouscron,3.0,1.0,1.0
2014-2015,Regular season,1,2014-07-27,Zulte Waregem,Kortrijk,2.0,0.0,1.0
2014-2015,Regular season,2,2014-08-01,Oostende,Anderlecht,0.0,2.0,0.0
2014-2015,Regular season,2,2014-08-02,Kortrijk,Standard Liège,2.0,3.0,0.0
2014-2015,Regular season,2,2014-08-02,Genk,Cercle Brugge,1.0,1.0,0.5
2014-2015,Regular season,2,2014-08-02,Charleroi,Westerlo,2.0,3.0,0.0
2014-2015,Regular season,2,2014-08-02,RE Mouscron,Waasland-Bev,1.0,0.0,1.0
2014-2015,Regular season,2,2014-08-03,Lokeren,Zulte Waregem,2.0,1.0,1.0
2014-2015,Regular season,2,2014-08-03,Club Brugge,Lierse,1.0,0.0,1.0
2014-2015,Regular season,2,2014-08-03,Gent,Mechelen,3.0,1.0,1.0
2014-2015,Regular season,3,2014-08-08,Genk,Lokeren,0.0,0.0,0.5
2014-2015,Regular season,3,2014-08-09,Mechelen,Kortrijk,1.0,2.0,0.0
2014-2015,Regular season,3,2014-08-09,Lierse,RE Mouscron,2.0,2.0,0.5
2014-2015,Regular season,3,2014-08-09,Cercle Brugge,Oostende,0.0,1.0,0.0
2014-2015,Regular season,3,2014-08-09,Waasland-Bev,Westerlo,1.0,1.0,0.5
2014-2015,Regular season,3,2014-08-10,Standard Liège,Gent,0.0,1.0,0.0
2014-2015,Regular season,3,2014-08-10,Anderlecht,Charleroi,1.0,0.0,1.0
2014-2015,Regular season,3,2014-08-10,Zulte Waregem,Club Brugge,1.0,1.0,0.5
2014-2015,Regular season,4,2014-08-15,RE Mouscron,Standard Liège,5.0,2.0,1.0
2014-2015,Regular season,4,2014-08-15,Club Brugge,Cercle Brugge,1.0,1.0,0.5
2014-2015,Regular season,4,2014-08-16,Kortrijk,Genk,1.0,1.0,0.5
2014-2015,Regular season,4,2014-08-16,Charleroi,Waasland-Bev,2.0,2.0,0.5
2014-2015,Regular season,4,2014-08-16,Lokeren,Lierse,2.0,0.0,1.0
2014-2015,Regular season,4,2014-08-16,Oostende,Mechelen,2.0,0.0,1.0
2014-2015,Regular season,4,2014-08-17,Gent,Zulte Waregem,3.0,1.0,1.0
2014-2015,Regular season,4,2014-08-17,Westerlo,Anderlecht,2.0,2.0,0.5
2014-2015,Regular season,5,2014-08-22,Genk,Gent,3.0,2.0,1.0
2014-2015,Regular season,5,2014-08-23,Standard Liège,Westerlo,2.0,2.0,0.5
2014-2015,Regular season,5,2014-08-23,Kortrijk,Oostende,0.0,2.0,0.0
2014-2015,Regular season,5,2014-08-23,Lierse,Charleroi,0.0,2.0,0.0
2014-2015,Regular season,5,2014-08-23,Zulte Waregem,RE Mouscron,1.0,1.0,0.5
