Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,Regular season,1,2015-07-24,Sint-Truiden,Club Brugge,2,1,1.0
2015-2016,Regular season,1,2015-07-25,Kortrijk,Standard Liège,2,1,1.0
2015-2016,Regular season,1,2015-07-25,Oostende,Mechelen,3,1,1.0
2015-2016,Regular season,1,2015-07-25,Genk,OH Leuven,3,1,1.0
2015-2016,Regular season,1,2015-07-25,Zulte Waregem,Lokeren,3,1,1.0
2015-2016,Regular season,1,2015-07-26,Westerlo,Gent,1,1,0.5
2015-2016,Regular season,1,2015-07-26,Anderlecht,Waasland-Bev,3,2,1.0
2015-2016,Regular season,1,2015-07-26,Charleroi,RE Mouscron,2,1,1.0
2015-2016,Regular season,2,2015-07-31,Gent,Genk,1,0,1.0
2015-2016,Regular season,2,2015-08-01,Club Brugge,Mechelen,3,0,1.0
2015-2016,Regular season,2,2015-08-01,RE Mouscron,Sint-Truiden,0,2,0.0
2015-2016,Regular season,2,2015-08-01,Oostende,Westerlo,2,1,1.0
2015-2016,Regular season,2,2015-08-01,Waasland-Bev,Kortrijk,2,1,1.0
2015-2016,Regular season,2,2015-08-02,Lokeren,Charleroi,2,2,0.5
2015-2016,Regular season,2,2015-08-02,Standard Liège,Zulte Waregem,2,1,1.0
2015-2016,Regular season,2,2015-08-02,OH Leuven,Anderlecht,0,2,0.0
2015-2016,Regular season,3,2015-08-07,Zulte Waregem,Genk,0,0,0.5
2015-2016,Regular season,3,2015-08-08,Kortrijk,Lokeren,0,0,0.5
2015-2016,Regular season,3,2015-08-08,Sint-Truiden,Oostende,1,1,0.5
2015-2016,Regular season,3,2015-08-08,Westerlo,OH Leuven,3,2,1.0
2015-2016,Regular season,3,2015-08-08,Mechelen,RE Mouscron,3,1,1.0
2015-2016,Regular season,3,2015-08-09,Anderlecht,Gent,1,1,0.5
2015-2016,Regular season,3,2015-08-09,Charleroi,Club Brugge,0,0,0.5
2015-2016,Regular season,3,2015-08-09,Standard Liège,Waasland-Bev,1,0,1.0
2015-2016,Regular season,4,2015-08-14,Club Brugge,Kortrijk,2,1,1.0
2015-2016,Regular season,4,2015-08-15,RE Mouscron,Standard Liège,1,1,0.5
2015-2016,Regular season,4,2015-08-15,Genk,Westerlo,2,1,1.0
2015-2016,Regular season,4,2015-08-15,Waasland-Bev,Zulte Waregem,2,1,1.0
2015-2016,Regular season,4,2015-08-15,Lokeren,Mechelen,2,0,1.0
2015-2016,Regular season,4,2015-08-16,Oostende,Anderlecht,3,1,1.0
2015-2016,Regular season,4,2015-08-16,Gent,Sint-Truiden,1,0,1.0
2015-2016,Regular season,4,2015-08-16,OH Leuven,Charleroi,2,0,1.0
2015-2016,Regular season,5,2015-08-21,Sint-Truiden,Genk,3,1,1.0
2015-2016,Regular season,5,2015-08-22,Zulte Waregem,Club Brugge,2,0,1.0
2015-2016,Regular season,5,2015-08-22,Waasland-Bev,RE Mouscron,3,3,0.5
2015-2016,Regular season,5,2015-08-22,Mechelen,OH Leuven,2,1,1.0
2015-2016,Regular season,5,2015-08-22,Charleroi,Westerlo,0,0,0.5
2015-2016,Regular season,5,2015-08-23,Anderlecht,Lokeren,1,0,1.0
2015-2016,Regular season,5,2015-08-23,Standard Liège,Oostende,1,2,0.0
2015-2016,Regular season,5,2015-08-23,Kortrijk,Gent,0,0,0.5
2015-2016,Regular season,6,2015-08-28,Genk,Charleroi,2,0,1.0
2015-2016,Regular season,6,2015-08-29,OH Leuven,Sint-Truiden,1,0,1.0
2015-2016,Regular season,6,2015-08-29,Oostende,Zulte Waregem,0,2,0.0
2015-2016,Regular season,6,2015-08-29,RE Mouscron,Kortrijk,0,1,0.0
2015-2016,Regular season,6,2015-08-29,Gent,Mechelen,2,2,0.5
2015-2016,Regular season,6,2015-08-30,Club Brugge,Standard Liège,7,1,1.0
2015-2016,Regular season,6,2015-08-30,Westerlo,Anderlecht,0,3,0.0
2015-2016,Regular season,6,2015-08-30,Lokeren,Waasland-Bev,1,2,0.0
2015-2016,Regular season,7,2015-09-11,RE Mouscron,Club Brugge,2,1,1.0
2015-2016,Regular season,7,2015-09-12,Zulte Waregem,Gent,1,1,0.5
2015-2016,Regular season,7,2015-09-12,Kortrijk,OH Leuven,0,0,0.5
2015-2016,Regular season,7,2015-09-12,Waasland-Bev,Oostende,1,5,0.0
2015-2016,Regular season,7,2015-09-12,Mechelen,Westerlo,2,2,0.5
2015-2016,Regular season,7,2015-09-13,Standard Liège,Lokeren,0,1,0.0
2015-2016,Regular season,7,2015-09-13,Anderlecht,Genk,0,0,0.5
2015-2016,Regular season,7,2015-09-13,Sint-Truiden,Charleroi,1,1,0.5
2015-2016,Regular season,8,2015-09-18,Genk,Mechelen,3,1,1.0
2015-2016,Regular season,8,2015-09-19,Oostende,Kortrijk,1,0,1.0
2015-2016,Regular season,8,2015-09-19,OH Leuven,Zulte Waregem,2,3,0.0
2015-2016,Regular season,8,2015-09-19,Westerlo,Sint-Truiden,0,3,0.0
2015-2016,Regular season,8,2015-09-19,Lokeren,RE Mouscron,1,2,0.0
2015-2016,Regular season,8,2015-09-20,Gent,Standard Liège,4,1,1.0
2015-2016,Regular season,8,2015-09-20,Charleroi,Anderlecht,1,1,0.5
2015-2016,Regular season,8,2015-09-20,Club Brugge,Waasland-Bev,5,1,1.0
2015-2016,Regular season,9,2015-09-25,Zulte Waregem,Westerlo,4,2,1.0
2015-2016,Regular season,9,2015-09-26,Waasland-Bev,Gent,1,3,0.0
2015-2016,Regular season,9,2015-09-26,RE Mouscron,Oostende,2,2,0.5
2015-2016,Regular season,9,2015-09-26,Mechelen,Charleroi,0,1,0.0
2015-2016,Regular season,9,2015-09-26,Standard Liège,OH Leuven,2,2,0.5
2015-2016,Regular season,9,2015-09-27,Lokeren,Club Brugge,0,1,0.0
2015-2016,Regular season,9,2015-09-27,Anderlecht,Sint-Truiden,1,0,1.0
2015-2016,Regular season,9,2015-09-27,Kortrijk,Genk,1,0,1.0
2015-2016,Regular season,10,2015-10-02,Oostende,Lokeren,2,0,1.0
2015-2016,Regular season,10,2015-10-03,Charleroi,Zulte Waregem,3,0,1.0
2015-2016,Regular season,10,2015-10-03,OH Leuven,RE Mouscron,1,1,0.5
2015-2016,Regular season,10,2015-10-03,Westerlo,Kortrijk,1,1,0.5
2015-2016,Regular season,10,2015-10-03,Sint-Truiden,Waasland-Bev,1,3,0.0
2015-2016,Regular season,10,2015-10-04,Gent,Club Brugge,4,1,1.0
2015-2016,Regular season,10,2015-10-04,Genk,Standard Liège,3,1,1.0
2015-2016,Regular season,10,2015-10-04,Anderlecht,Mechelen,1,1,0.5
2015-2016,Regular season,11,2015-10-16,RE Mouscron,Gent,1,2,0.0
2015-2016,Regular season,11,2015-10-17,Standard Liège,Westerlo,1,2,0.0
2015-2016,Regular season,11,2015-10-17,Lokeren,OH Leuven,1,2,0.0
2015-2016,Regular season,11,2015-10-17,Waasland-Bev,Genk,0,1,0.0
2015-2016,Regular season,11,2015-10-17,Mechelen,Sint-Truiden,3,0,1.0
2015-2016,Regular season,11,2015-10-18,Club Brugge,Oostende,1,0,1.0
2015-2016,Regular season,11,2015-10-18,Zulte Waregem,Anderlecht,0,4,0.0
