Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-07-26,Club Brugge,Mechelen,1.0,1.0,0.5
2024-2025,1,2024-07-27,Dender,Union SG,0.0,0.0,0.5
2024-2025,1,2024-07-27,Beerschot,OH Leuven,0.0,0.0,0.5
2024-2025,1,2024-07-27,Anderlecht,Sint-Truiden,1.0,0.0,1.0
2024-2025,1,2024-07-28,Genk,Standard Liège,0.0,0.0,0.5
2024-2025,1,2024-07-28,Kortrijk,Gent,0.0,1.0,0.0
2024-2025,1,2024-07-28,Charleroi,Antwerp,0.0,1.0,0.0
2024-2025,1,2024-07-28,Westerlo,Cercle Brugge,3.0,0.0,1.0
2024-2025,2,2024-08-02,Union SG,Beerschot,3.0,1.0,1.0
2024-2025,2,2024-08-03,Mechelen,Westerlo,2.0,4.0,0.0
2024-2025,2,2024-08-03,OH Leuven,Genk,3.0,1.0,1.0
2024-2025,2,2024-08-03,Sint-Truiden,Charleroi,1.0,4.0,0.0
2024-2025,2,2024-08-04,Antwerp,Anderlecht,1.0,2.0,0.0
2024-2025,2,2024-08-04,Cercle Brugge,Kortrijk,1.0,2.0,0.0
2024-2025,2,2024-08-04,Standard Liège,Club Brugge,1.0,0.0,1.0
2024-2025,2,2024-08-04,Gent,Dender,1.0,2.0,0.0
2024-2025,3,2024-08-09,Standard Liège,Mechelen,0.0,0.0,0.5
2024-2025,3,2024-08-10,Dender,Kortrijk,4.0,1.0,1.0
2024-2025,3,2024-08-10,Westerlo,Union SG,4.0,3.0,1.0
2024-2025,3,2024-08-10,Anderlecht,OH Leuven,1.0,1.0,0.5
2024-2025,3,2024-08-11,Genk,Club Brugge,3.0,2.0,1.0
2024-2025,3,2024-08-11,Antwerp,Sint-Truiden,6.0,1.0,1.0
2024-2025,3,2024-08-11,Charleroi,Gent,1.0,0.0,1.0
2024-2025,3,2024-08-11,Cercle Brugge,Beerschot,4.0,1.0,1.0
2024-2025,4,2024-08-16,Union SG,Charleroi,1.0,0.0,1.0
2024-2025,4,2024-08-17,Beerschot,Genk,3.0,4.0,0.0
2024-2025,4,2024-08-17,Sint-Truiden,Dender,3.0,3.0,0.5
2024-2025,4,2024-08-17,Mechelen,Anderlecht,1.0,3.0,0.0
2024-2025,4,2024-08-18,Club Brugge,Antwerp,1.0,0.0,1.0
2024-2025,4,2024-08-18,OH Leuven,Cercle Brugge,1.0,1.0,0.5
2024-2025,4,2024-08-18,Kortrijk,Standard Liège,1.0,0.0,1.0
2024-2025,4,2024-08-18,Gent,Westerlo,4.0,1.0,1.0
2024-2025,5,2024-08-24,Westerlo,OH Leuven,1.0,1.0,0.5
2024-2025,5,2024-08-24,Antwerp,Mechelen,0.0,1.0,0.0
2024-2025,5,2024-08-25,Dender,Club Brugge,1.0,2.0,0.0
2024-2025,5,2024-08-25,Sint-Truiden,Union SG,0.0,0.0,0.5
2024-2025,5,2024-08-25,Standard Liège,Beerschot,1.0,0.0,1.0
2024-2025,5,2024-08-25,Charleroi,Kortrijk,1.0,0.0,1.0
2024-2025,6,2024-08-30,Genk,Westerlo,1.0,0.0,1.0
2024-2025,6,2024-08-31,Mechelen,Charleroi,5.0,2.0,1.0
2024-2025,6,2024-08-31,Beerschot,Dender,1.0,2.0,0.0
2024-2025,6,2024-08-31,OH Leuven,Standard Liège,2.0,0.0,1.0
