Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,Bundesliga,1,2020-09-18,Bayern Munich,Schalke 04,8,0,1.0
2020-2021,Bundesliga,1,2020-09-19,Köln,Hoffenheim,2,3,0.0
2020-2021,Bundesliga,1,2020-09-19,Union Berlin,Augsburg,1,3,0.0
2020-2021,Bundesliga,1,2020-09-19,Stuttgart,Freiburg,2,3,0.0
2020-2021,Bundesliga,1,2020-09-19,Werder Bremen,Hertha BSC,1,4,0.0
2020-2021,Bundesliga,1,2020-09-19,Eint Frankfurt,Arminia,1,1,0.5
2020-2021,Bundesliga,1,2020-09-19,Dortmund,Gladbach,3,0,1.0
2020-2021,Bundesliga,1,2020-09-20,RB Leipzig,Mainz 05,3,1,1.0
2020-2021,Bundesliga,1,2020-09-20,Wolfsburg,Leverkusen,0,0,0.5
2020-2021,Bundesliga,2,2020-09-25,Hertha BSC,Eint Frankfurt,1,3,0.0
2020-2021,Bundesliga,2,2020-09-26,Augsburg,Dortmund,2,0,1.0
2020-2021,Bundesliga,2,2020-09-26,Leverkusen,RB Leipzig,1,1,0.5
2020-2021,Bundesliga,2,2020-09-26,Gladbach,Union Berlin,1,1,0.5
2020-2021,Bundesliga,2,2020-09-26,Mainz 05,Stuttgart,1,4,0.0
2020-2021,Bundesliga,2,2020-09-26,Arminia,Köln,1,0,1.0
2020-2021,Bundesliga,2,2020-09-26,Schalke 04,Werder Bremen,1,3,0.0
2020-2021,Bundesliga,2,2020-09-27,Hoffenheim,Bayern Munich,4,1,1.0
2020-2021,Bundesliga,2,2020-09-27,Freiburg,Wolfsburg,1,1,0.5
2020-2021,Bundesliga,3,2020-10-02,Union Berlin,Mainz 05,4,0,1.0
2020-2021,Bundesliga,3,2020-10-03,Stuttgart,Leverkusen,1,1,0.5
2020-2021,Bundesliga,3,2020-10-03,Dortmund,Freiburg,4,0,1.0
2020-2021,Bundesliga,3,2020-10-03,Köln,Gladbach,1,3,0.0
2020-2021,Bundesliga,3,2020-10-03,Werder Bremen,Arminia,1,0,1.0
2020-2021,Bundesliga,3,2020-10-03,Eint Frankfurt,Hoffenheim,2,1,1.0
2020-2021,Bundesliga,3,2020-10-03,RB Leipzig,Schalke 04,4,0,1.0
2020-2021,Bundesliga,3,2020-10-04,Wolfsburg,Augsburg,0,0,0.5
2020-2021,Bundesliga,3,2020-10-04,Bayern Munich,Hertha BSC,4,3,1.0
2020-2021,Bundesliga,4,2020-10-17,Augsburg,RB Leipzig,0,2,0.0
2020-2021,Bundesliga,4,2020-10-17,Freiburg,Werder Bremen,1,1,0.5
2020-2021,Bundesliga,4,2020-10-17,Hoffenheim,Dortmund,0,1,0.0
2020-2021,Bundesliga,4,2020-10-17,Hertha BSC,Stuttgart,0,2,0.0
2020-2021,Bundesliga,4,2020-10-17,Mainz 05,Leverkusen,0,1,0.0
2020-2021,Bundesliga,4,2020-10-17,Arminia,Bayern Munich,1,4,0.0
2020-2021,Bundesliga,4,2020-10-17,Gladbach,Wolfsburg,1,1,0.5
2020-2021,Bundesliga,4,2020-10-18,Köln,Eint Frankfurt,1,1,0.5
2020-2021,Bundesliga,4,2020-10-18,Schalke 04,Union Berlin,1,1,0.5
2020-2021,Bundesliga,5,2020-10-23,Stuttgart,Köln,1,1,0.5
2020-2021,Bundesliga,5,2020-10-24,Mainz 05,Gladbach,2,3,0.0
2020-2021,Bundesliga,5,2020-10-24,Union Berlin,Freiburg,1,1,0.5
2020-2021,Bundesliga,5,2020-10-24,Bayern Munich,Eint Frankfurt,5,0,1.0
2020-2021,Bundesliga,5,2020-10-24,RB Leipzig,Hertha BSC,2,1,1.0
2020-2021,Bundesliga,5,2020-10-24,Dortmund,Schalke 04,3,0,1.0
2020-2021,Bundesliga,5,2020-10-25,Wolfsburg,Arminia,2,1,1.0
2020-2021,Bundesliga,5,2020-10-25,Werder Bremen,Hoffenheim,1,1,0.5
2020-2021,Bundesliga,5,2020-10-26,Leverkusen,Augsburg,3,1,1.0
2020-2021,Bundesliga,6,2020-10-30,Schalke 04,Stuttgart,1,1,0.5
2020-2021,Bundesliga,6,2020-10-31,Eint Frankfurt,Werder Bremen,1,1,0.5
2020-2021,Bundesliga,6,2020-10-31,Augsburg,Mainz 05,3,1,1.0
2020-2021,Bundesliga,6,2020-10-31,Köln,Bayern Munich,1,2,0.0
2020-2021,Bundesliga,6,2020-10-31,Arminia,Dortmund,0,2,0.0
2020-2021,Bundesliga,6,2020-10-31,Gladbach,RB Leipzig,1,0,1.0
2020-2021,Bundesliga,6,2020-11-01,Freiburg,Leverkusen,2,4,0.0
2020-2021,Bundesliga,6,2020-11-01,Hertha BSC,Wolfsburg,1,1,0.5
2020-2021,Bundesliga,6,2020-11-02,Hoffenheim,Union Berlin,1,3,0.0
2020-2021,Bundesliga,7,2020-11-06,Werder Bremen,Köln,1,1,0.5
2020-2021,Bundesliga,7,2020-11-07,Union Berlin,Arminia,5,0,1.0
2020-2021,Bundesliga,7,2020-11-07,Augsburg,Hertha BSC,0,3,0.0
2020-2021,Bundesliga,7,2020-11-07,RB Leipzig,Freiburg,3,0,1.0
2020-2021,Bundesliga,7,2020-11-07,Stuttgart,Eint Frankfurt,2,2,0.5
2020-2021,Bundesliga,7,2020-11-07,Mainz 05,Schalke 04,2,2,0.5
2020-2021,Bundesliga,7,2020-11-07,Dortmund,Bayern Munich,2,3,0.0
2020-2021,Bundesliga,7,2020-11-08,Wolfsburg,Hoffenheim,2,1,1.0
2020-2021,Bundesliga,7,2020-11-08,Leverkusen,Gladbach,4,3,1.0
2020-2021,Bundesliga,8,2020-11-21,Gladbach,Augsburg,1,1,0.5
2020-2021,Bundesliga,8,2020-11-21,Hoffenheim,Stuttgart,3,3,0.5
2020-2021,Bundesliga,8,2020-11-21,Arminia,Leverkusen,1,2,0.0
2020-2021,Bundesliga,8,2020-11-21,Schalke 04,Wolfsburg,0,2,0.0
2020-2021,Bundesliga,8,2020-11-21,Bayern Munich,Werder Bremen,1,1,0.5
2020-2021,Bundesliga,8,2020-11-21,Eint Frankfurt,RB Leipzig,1,1,0.5
2020-2021,Bundesliga,8,2020-11-21,Hertha BSC,Dortmund,2,5,0.0
2020-2021,Bundesliga,8,2020-11-22,Freiburg,Mainz 05,1,3,0.0
2020-2021,Bundesliga,8,2020-11-22,Köln,Union Berlin,1,2,0.0
2020-2021,Bundesliga,9,2020-11-27,Wolfsburg,Werder Bremen,5,3,1.0
2020-2021,Bundesliga,9,2020-11-28,Stuttgart,Bayern Munich,1,3,0.0
2020-2021,Bundesliga,9,2020-11-28,RB Leipzig,Arminia,2,1,1.0
2020-2021,Bundesliga,9,2020-11-28,Union Berlin,Eint Frankfurt,3,3,0.5
2020-2021,Bundesliga,9,2020-11-28,Dortmund,Köln,1,2,0.0
2020-2021,Bundesliga,9,2020-11-28,Augsburg,Freiburg,1,1,0.5
2020-2021,Bundesliga,9,2020-11-28,Gladbach,Schalke 04,4,1,1.0
2020-2021,Bundesliga,9,2020-11-29,Leverkusen,Hertha BSC,0,0,0.5
