Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2014-2015,Bundesliga,1,2014-08-22,Bayern Munich,Wolfsburg,2,1,1.0
2014-2015,Bundesliga,1,2014-08-23,Hoffenheim,Augsburg,2,0,1.0
2014-2015,Bundesliga,1,2014-08-23,Hannover 96,Schalke 04,2,1,1.0
2014-2015,Bundesliga,1,2014-08-23,Köln,Hamburger SV,0,0,0.5
2014-2015,Bundesliga,1,2014-08-23,Eint Frankfurt,Freiburg,1,0,1.0
2014-2015,Bundesliga,1,2014-08-23,Hertha BSC,Werder Bremen,2,2,0.5
2014-2015,Bundesliga,1,2014-08-23,Dortmund,Leverkusen,0,2,0.0
2014-2015,Bundesliga,1,2014-08-24,Paderborn 07,Mainz 05,2,2,0.5
2014-2015,Bundesliga,1,2014-08-24,Gladbach,Stuttgart,1,1,0.5
2014-2015,Bundesliga,2,2014-08-29,Augsburg,Dortmund,2,3,0.0
2014-2015,Bundesliga,2,2014-08-30,Wolfsburg,Eint Frankfurt,2,2,0.5
2014-2015,Bundesliga,2,2014-08-30,Hamburger SV,Paderborn 07,0,3,0.0
2014-2015,Bundesliga,2,2014-08-30,Stuttgart,Köln,0,2,0.0
2014-2015,Bundesliga,2,2014-08-30,Leverkusen,Hertha BSC,4,2,1.0
2014-2015,Bundesliga,2,2014-08-30,Werder Bremen,Hoffenheim,1,1,0.5
2014-2015,Bundesliga,2,2014-08-30,Schalke 04,Bayern Munich,1,1,0.5
2014-2015,Bundesliga,2,2014-08-31,Mainz 05,Hannover 96,0,0,0.5
2014-2015,Bundesliga,2,2014-08-31,Freiburg,Gladbach,0,0,0.5
2014-2015,Bundesliga,3,2014-09-12,Leverkusen,Werder Bremen,3,3,0.5
2014-2015,Bundesliga,3,2014-09-13,Bayern Munich,Stuttgart,2,0,1.0
2014-2015,Bundesliga,3,2014-09-13,Hertha BSC,Mainz 05,1,3,0.0
2014-2015,Bundesliga,3,2014-09-13,Hoffenheim,Wolfsburg,1,1,0.5
2014-2015,Bundesliga,3,2014-09-13,Dortmund,Freiburg,3,1,1.0
2014-2015,Bundesliga,3,2014-09-13,Paderborn 07,Köln,0,0,0.5
2014-2015,Bundesliga,3,2014-09-13,Gladbach,Schalke 04,4,1,1.0
2014-2015,Bundesliga,3,2014-09-14,Eint Frankfurt,Augsburg,0,1,0.0
2014-2015,Bundesliga,3,2014-09-14,Hannover 96,Hamburger SV,2,0,1.0
2014-2015,Bundesliga,4,2014-09-19,Freiburg,Hertha BSC,2,2,0.5
2014-2015,Bundesliga,4,2014-09-20,Stuttgart,Hoffenheim,0,2,0.0
2014-2015,Bundesliga,4,2014-09-20,Schalke 04,Eint Frankfurt,2,2,0.5
2014-2015,Bundesliga,4,2014-09-20,Hamburger SV,Bayern Munich,0,0,0.5
2014-2015,Bundesliga,4,2014-09-20,Paderborn 07,Hannover 96,2,0,1.0
2014-2015,Bundesliga,4,2014-09-20,Augsburg,Werder Bremen,4,2,1.0
