Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Bundesliga,1,2018-08-24,Bayern Munich,Hoffenheim,3,1,1.0
2018-2019,Bundesliga,1,2018-08-25,Düsseldorf,Augsburg,1,2,0.0
2018-2019,Bundesliga,1,2018-08-25,Hertha BSC,Nürnberg,1,0,1.0
2018-2019,Bundesliga,1,2018-08-25,Werder Bremen,Hannover 96,1,1,0.5
2018-2019,Bundesliga,1,2018-08-25,Wolfsburg,Schalke 04,2,1,1.0
2018-2019,Bundesliga,1,2018-08-25,Freiburg,Eint Frankfurt,0,2,0.0
2018-2019,Bundesliga,1,2018-08-25,Gladbach,Leverkusen,2,0,1.0
2018-2019,Bundesliga,1,2018-08-26,Mainz 05,Stuttgart,1,0,1.0
2018-2019,Bundesliga,1,2018-08-26,Dortmund,RB Leipzig,4,1,1.0
2018-2019,Bundesliga,2,2018-08-31,Hannover 96,Dortmund,0,0,0.5
2018-2019,Bundesliga,2,2018-09-01,Augsburg,Gladbach,1,1,0.5
2018-2019,Bundesliga,2,2018-09-01,Nürnberg,Mainz 05,1,1,0.5
2018-2019,Bundesliga,2,2018-09-01,Hoffenheim,Freiburg,3,1,1.0
2018-2019,Bundesliga,2,2018-09-01,Eint Frankfurt,Werder Bremen,1,2,0.0
2018-2019,Bundesliga,2,2018-09-01,Leverkusen,Wolfsburg,1,3,0.0
2018-2019,Bundesliga,2,2018-09-01,Stuttgart,Bayern Munich,0,3,0.0
2018-2019,Bundesliga,2,2018-09-02,RB Leipzig,Düsseldorf,1,1,0.5
2018-2019,Bundesliga,2,2018-09-02,Schalke 04,Hertha BSC,0,2,0.0
2018-2019,Bundesliga,3,2018-09-14,Dortmund,Eint Frankfurt,3,1,1.0
2018-2019,Bundesliga,3,2018-09-15,Wolfsburg,Hertha BSC,2,2,0.5
2018-2019,Bundesliga,3,2018-09-15,RB Leipzig,Hannover 96,3,2,1.0
2018-2019,Bundesliga,3,2018-09-15,Bayern Munich,Leverkusen,3,1,1.0
2018-2019,Bundesliga,3,2018-09-15,Düsseldorf,Hoffenheim,2,1,1.0
2018-2019,Bundesliga,3,2018-09-15,Mainz 05,Augsburg,2,1,1.0
2018-2019,Bundesliga,3,2018-09-15,Gladbach,Schalke 04,2,1,1.0
2018-2019,Bundesliga,3,2018-09-16,Werder Bremen,Nürnberg,1,1,0.5
2018-2019,Bundesliga,3,2018-09-16,Freiburg,Stuttgart,3,3,0.5
2018-2019,Bundesliga,4,2018-09-21,Stuttgart,Düsseldorf,0,0,0.5
2018-2019,Bundesliga,4,2018-09-22,Hertha BSC,Gladbach,4,2,1.0
2018-2019,Bundesliga,4,2018-09-22,Wolfsburg,Freiburg,1,3,0.0
