Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Bundesliga,1,2022-08-05,Eint Frankfurt,Bayern Munich,1,6,0.0
2022-2023,Bundesliga,1,2022-08-06,Wolfsburg,Werder Bremen,2,2,0.5
2022-2023,Bundesliga,1,2022-08-06,Augsburg,Freiburg,0,4,0.0
2022-2023,Bundesliga,1,2022-08-06,Union Berlin,Hertha BSC,3,1,1.0
2022-2023,Bundesliga,1,2022-08-06,Gladbach,Hoffenheim,3,1,1.0
2022-2023,Bundesliga,1,2022-08-06,Bochum,Mainz 05,1,2,0.0
2022-2023,Bundesliga,1,2022-08-06,Dortmund,Leverkusen,1,0,1.0
2022-2023,Bundesliga,1,2022-08-07,Stuttgart,RB Leipzig,1,1,0.5
2022-2023,Bundesliga,1,2022-08-07,Köln,Schalke 04,3,1,1.0
2022-2023,Bundesliga,2,2022-08-12,Freiburg,Dortmund,1,3,0.0
2022-2023,Bundesliga,2,2022-08-13,Hoffenheim,Bochum,3,2,1.0
2022-2023,Bundesliga,2,2022-08-13,Werder Bremen,Stuttgart,2,2,0.5
2022-2023,Bundesliga,2,2022-08-13,Leverkusen,Augsburg,1,2,0.0
2022-2023,Bundesliga,2,2022-08-13,RB Leipzig,Köln,2,2,0.5
2022-2023,Bundesliga,2,2022-08-13,Hertha BSC,Eint Frankfurt,1,1,0.5
2022-2023,Bundesliga,2,2022-08-13,Schalke 04,Gladbach,2,2,0.5
2022-2023,Bundesliga,2,2022-08-14,Mainz 05,Union Berlin,0,0,0.5
2022-2023,Bundesliga,2,2022-08-14,Bayern Munich,Wolfsburg,2,0,1.0
2022-2023,Bundesliga,3,2022-08-19,Gladbach,Hertha BSC,1,0,1.0
2022-2023,Bundesliga,3,2022-08-20,Leverkusen,Hoffenheim,0,3,0.0
2022-2023,Bundesliga,3,2022-08-20,Augsburg,Mainz 05,1,2,0.0
2022-2023,Bundesliga,3,2022-08-20,Stuttgart,Freiburg,0,1,0.0
2022-2023,Bundesliga,3,2022-08-20,Dortmund,Werder Bremen,2,3,0.0
2022-2023,Bundesliga,3,2022-08-20,Wolfsburg,Schalke 04,0,0,0.5
2022-2023,Bundesliga,3,2022-08-20,Union Berlin,RB Leipzig,2,1,1.0
2022-2023,Bundesliga,3,2022-08-21,Eint Frankfurt,Köln,1,1,0.5
2022-2023,Bundesliga,3,2022-08-21,Bochum,Bayern Munich,0,7,0.0
2022-2023,Bundesliga,4,2022-08-26,Freiburg,Bochum,1,0,1.0
2022-2023,Bundesliga,4,2022-08-27,Hoffenheim,Augsburg,1,0,1.0
2022-2023,Bundesliga,4,2022-08-27,Mainz 05,Leverkusen,0,3,0.0
2022-2023,Bundesliga,4,2022-08-27,RB Leipzig,Wolfsburg,2,0,1.0
2022-2023,Bundesliga,4,2022-08-27,Schalke 04,Union Berlin,1,6,0.0
2022-2023,Bundesliga,4,2022-08-27,Hertha BSC,Dortmund,0,1,0.0
2022-2023,Bundesliga,4,2022-08-27,Bayern Munich,Gladbach,1,1,0.5
2022-2023,Bundesliga,4,2022-08-28,Köln,Stuttgart,0,0,0.5
2022-2023,Bundesliga,4,2022-08-28,Werder Bremen,Eint Frankfurt,3,4,0.0
2022-2023,Bundesliga,5,2022-09-02,Dortmund,Hoffenheim,1,0,1.0
2022-2023,Bundesliga,5,2022-09-03,Stuttgart,Schalke 04,1,1,0.5
2022-2023,Bundesliga,5,2022-09-03,Bochum,Werder Bremen,0,2,0.0
2022-2023,Bundesliga,5,2022-09-03,Union Berlin,Bayern Munich,1,1,0.5
2022-2023,Bundesliga,5,2022-09-03,Leverkusen,Freiburg,2,3,0.0
2022-2023,Bundesliga,5,2022-09-03,Wolfsburg,Köln,2,4,0.0
2022-2023,Bundesliga,5,2022-09-03,Eint Frankfurt,RB Leipzig,4,0,1.0
2022-2023,Bundesliga,5,2022-09-04,Augsburg,Hertha BSC,0,2,0.0
2022-2023,Bundesliga,5,2022-09-04,Gladbach,Mainz 05,0,1,0.0
2022-2023,Bundesliga,6,2022-09-09,Werder Bremen,Augsburg,0,1,0.0
2022-2023,Bundesliga,6,2022-09-10,Bayern Munich,Stuttgart,2,2,0.5
2022-2023,Bundesliga,6,2022-09-10,Eint Frankfurt,Wolfsburg,0,1,0.0
2022-2023,Bundesliga,6,2022-09-10,Hertha BSC,Leverkusen,2,2,0.5
2022-2023,Bundesliga,6,2022-09-10,Hoffenheim,Mainz 05,4,1,1.0
2022-2023,Bundesliga,6,2022-09-10,RB Leipzig,Dortmund,3,0,1.0
