Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,1,2023-08-18,Werder Bremen,Bayern Munich,0,4,0.0
2023-2024,1,2023-08-19,Leverkusen,RB Leipzig,3,2,1.0
2023-2024,1,2023-08-19,Wolfsburg,Heidenheim,2,0,1.0
2023-2024,1,2023-08-19,Stuttgart,Bochum,5,0,1.0
2023-2024,1,2023-08-19,Augsburg,Gladbach,4,4,0.5
2023-2024,1,2023-08-19,Hoffenheim,Freiburg,1,2,0.0
2023-2024,1,2023-08-19,Dortmund,Köln,1,0,1.0
2023-2024,1,2023-08-20,Union Berlin,Mainz 05,4,1,1.0
2023-2024,1,2023-08-20,Eint Frankfurt,Darmstadt 98,1,0,1.0
2023-2024,2,2023-08-25,RB Leipzig,Stuttgart,5,1,1.0
2023-2024,2,2023-08-26,Bochum,Dortmund,1,1,0.5
2023-2024,2,2023-08-26,Darmstadt 98,Union Berlin,1,4,0.0
2023-2024,2,2023-08-26,Freiburg,Werder Bremen,1,0,1.0
2023-2024,2,2023-08-26,Köln,Wolfsburg,1,2,0.0
2023-2024,2,2023-08-26,Heidenheim,Hoffenheim,2,3,0.0
2023-2024,2,2023-08-26,Gladbach,Leverkusen,0,3,0.0
2023-2024,2,2023-08-27,Mainz 05,Eint Frankfurt,1,1,0.5
2023-2024,2,2023-08-27,Bayern Munich,Augsburg,3,1,1.0
2023-2024,3,2023-09-01,Dortmund,Heidenheim,2,2,0.5
2023-2024,3,2023-09-02,Werder Bremen,Mainz 05,4,0,1.0
2023-2024,3,2023-09-02,Hoffenheim,Wolfsburg,3,1,1.0
2023-2024,3,2023-09-02,Leverkusen,Darmstadt 98,5,1,1.0
2023-2024,3,2023-09-02,Augsburg,Bochum,2,2,0.5
2023-2024,3,2023-09-02,Stuttgart,Freiburg,5,0,1.0
2023-2024,3,2023-09-02,Gladbach,Bayern Munich,1,2,0.0
2023-2024,3,2023-09-03,Eint Frankfurt,Köln,1,1,0.5
2023-2024,3,2023-09-03,Union Berlin,RB Leipzig,0,3,0.0
2023-2024,4,2023-09-15,Bayern Munich,Leverkusen,2,2,0.5
2023-2024,4,2023-09-16,Wolfsburg,Union Berlin,2,1,1.0
2023-2024,4,2023-09-16,Mainz 05,Stuttgart,1,3,0.0
2023-2024,4,2023-09-16,Freiburg,Dortmund,2,4,0.0
2023-2024,4,2023-09-16,Köln,Hoffenheim,1,3,0.0
2023-2024,4,2023-09-16,RB Leipzig,Augsburg,3,0,1.0
2023-2024,4,2023-09-16,Bochum,Eint Frankfurt,1,1,0.5
2023-2024,4,2023-09-17,Heidenheim,Werder Bremen,4,2,1.0
2023-2024,4,2023-09-17,Darmstadt 98,Gladbach,3,3,0.5
2023-2024,5,2023-09-22,Stuttgart,Darmstadt 98,3,1,1.0
2023-2024,5,2023-09-23,Bayern Munich,Bochum,7,0,1.0
2023-2024,5,2023-09-23,Union Berlin,Hoffenheim,0,2,0.0
2023-2024,5,2023-09-23,Augsburg,Mainz 05,2,1,1.0
2023-2024,5,2023-09-23,Dortmund,Wolfsburg,1,0,1.0
2023-2024,5,2023-09-23,Gladbach,RB Leipzig,0,1,0.0
2023-2024,5,2023-09-23,Werder Bremen,Köln,2,1,1.0
2023-2024,5,2023-09-24,Leverkusen,Heidenheim,4,1,1.0
2023-2024,5,2023-09-24,Eint Frankfurt,Freiburg,0,0,0.5
2023-2024,6,2023-09-29,Hoffenheim,Dortmund,1,3,0.0
2023-2024,6,2023-09-30,Köln,Stuttgart,0,2,0.0
2023-2024,6,2023-09-30,Heidenheim,Union Berlin,1,0,1.0
2023-2024,6,2023-09-30,Wolfsburg,Eint Frankfurt,2,0,1.0
2023-2024,6,2023-09-30,Bochum,Gladbach,1,3,0.0
2023-2024,6,2023-09-30,Mainz 05,Leverkusen,0,3,0.0
2023-2024,6,2023-09-30,RB Leipzig,Bayern Munich,2,2,0.5
2023-2024,6,2023-10-01,Darmstadt 98,Werder Bremen,4,2,1.0
2023-2024,6,2023-10-01,Freiburg,Augsburg,2,0,1.0
2023-2024,7,2023-10-06,Gladbach,Mainz 05,2,2,0.5
2023-2024,7,2023-10-07,RB Leipzig,Bochum,0,0,0.5
2023-2024,7,2023-10-07,Dortmund,Union Berlin,4,2,1.0
2023-2024,7,2023-10-07,Augsburg,Darmstadt 98,1,2,0.0
2023-2024,7,2023-10-07,Stuttgart,Wolfsburg,3,1,1.0
2023-2024,7,2023-10-07,Werder Bremen,Hoffenheim,2,3,0.0
2023-2024,7,2023-10-08,Leverkusen,Köln,3,0,1.0
2023-2024,7,2023-10-08,Bayern Munich,Freiburg,3,0,1.0
2023-2024,7,2023-10-08,Eint Frankfurt,Heidenheim,2,0,1.0
2023-2024,8,2023-10-20,Dortmund,Werder Bremen,1,0,1.0
2023-2024,8,2023-10-21,Freiburg,Bochum,2,1,1.0
2023-2024,8,2023-10-21,Darmstadt 98,RB Leipzig,1,3,0.0
2023-2024,8,2023-10-21,Wolfsburg,Leverkusen,1,2,0.0
2023-2024,8,2023-10-21,Union Berlin,Stuttgart,0,3,0.0
2023-2024,8,2023-10-21,Hoffenheim,Eint Frankfurt,1,3,0.0
2023-2024,8,2023-10-21,Mainz 05,Bayern Munich,1,3,0.0
2023-2024,8,2023-10-22,Köln,Gladbach,3,1,1.0
2023-2024,8,2023-10-22,Heidenheim,Augsburg,2,5,0.0
2023-2024,9,2023-10-27,Bochum,Mainz 05,2,2,0.5
2023-2024,9,2023-10-28,Gladbach,Heidenheim,2,1,1.0
2023-2024,9,2023-10-28,Werder Bremen,Union Berlin,2,0,1.0
2023-2024,9,2023-10-28,Augsburg,Wolfsburg,3,2,1.0
2023-2024,9,2023-10-28,Stuttgart,Hoffenheim,2,3,0.0
2023-2024,9,2023-10-28,Bayern Munich,Darmstadt 98,8,0,1.0
2023-2024,9,2023-10-28,RB Leipzig,Köln,6,0,1.0
2023-2024,9,2023-10-29,Eint Frankfurt,Dortmund,3,3,0.5
2023-2024,9,2023-10-29,Leverkusen,Freiburg,2,1,1.0
2023-2024,10,2023-11-03,Darmstadt 98,Bochum,1,2,0.0
2023-2024,10,2023-11-04,Mainz 05,RB Leipzig,2,0,1.0
2023-2024,10,2023-11-04,Freiburg,Gladbach,3,3,0.5
2023-2024,10,2023-11-04,Köln,Augsburg,1,1,0.5
2023-2024,10,2023-11-04,Hoffenheim,Leverkusen,2,3,0.0
2023-2024,10,2023-11-04,Union Berlin,Eint Frankfurt,0,3,0.0
2023-2024,10,2023-11-04,Dortmund,Bayern Munich,0,4,0.0
2023-2024,10,2023-11-05,Wolfsburg,Werder Bremen,2,2,0.5
2023-2024,10,2023-11-05,Heidenheim,Stuttgart,2,0,1.0
2023-2024,11,2023-11-10,Gladbach,Wolfsburg,4,0,1.0
2023-2024,11,2023-11-11,Augsburg,Hoffenheim,1,1,0.5
2023-2024,11,2023-11-11,Stuttgart,Dortmund,2,1,1.0
2023-2024,11,2023-11-11,Bayern Munich,Heidenheim,4,2,1.0
2023-2024,11,2023-11-11,Darmstadt 98,Mainz 05,0,0,0.5
2023-2024,11,2023-11-11,Bochum,Köln,1,1,0.5
2023-2024,11,2023-11-12,Leverkusen,Union Berlin,4,0,1.0
2023-2024,11,2023-11-12,Werder Bremen,Eint Frankfurt,2,2,0.5
2023-2024,11,2023-11-12,RB Leipzig,Freiburg,3,1,1.0
2023-2024,12,2023-11-24,Köln,Bayern Munich,0,1,0.0
2023-2024,12,2023-11-25,Freiburg,Darmstadt 98,1,1,0.5
2023-2024,12,2023-11-25,Werder Bremen,Leverkusen,0,3,0.0
2023-2024,12,2023-11-25,Wolfsburg,RB Leipzig,2,1,1.0
2023-2024,12,2023-11-25,Union Berlin,Augsburg,1,1,0.5
2023-2024,12,2023-11-25,Dortmund,Gladbach,4,2,1.0
2023-2024,12,2023-11-25,Eint Frankfurt,Stuttgart,1,2,0.0
