Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2000-2001,1,2000-08-11,Dortmund,Hansa Rostock,1,0,1.0
2000-2001,1,2000-08-12,Hamburger SV,1860 Munich,2,2,0.5
2000-2001,1,2000-08-12,Freiburg,Stuttgart,4,0,1.0
2000-2001,1,2000-08-12,Leverkusen,Wolfsburg,2,0,1.0
2000-2001,1,2000-08-12,Bayern Munich,Hertha BSC,4,1,1.0
2000-2001,1,2000-08-12,Kaiserslautern,Bochum,0,1,0.0
2000-2001,1,2000-08-12,Werder Bremen,Energie Cottbus,3,1,1.0
2000-2001,1,2000-08-13,Schalke 04,Köln,2,1,1.0
2000-2001,1,2000-08-13,Eint Frankfurt,Unterhaching,3,0,1.0
2000-2001,2,2000-08-18,Energie Cottbus,Dortmund,1,4,0.0
2000-2001,2,2000-08-19,Bochum,Bayern Munich,0,3,0.0
2000-2001,2,2000-08-19,1860 Munich,Werder Bremen,2,1,1.0
2000-2001,2,2000-08-19,Hertha BSC,Hamburger SV,4,0,1.0
2000-2001,2,2000-08-19,Stuttgart,Leverkusen,4,1,1.0
2000-2001,2,2000-08-19,Unterhaching,Freiburg,1,1,0.5
2000-2001,2,2000-08-19,Wolfsburg,Kaiserslautern,4,0,1.0
2000-2001,2,2000-08-20,Hansa Rostock,Schalke 04,0,4,0.0
2000-2001,2,2000-08-20,Köln,Eint Frankfurt,4,1,1.0
2000-2001,3,2000-09-05,Kaiserslautern,Stuttgart,1,0,1.0
2000-2001,3,2000-09-05,Leverkusen,Unterhaching,1,0,1.0
2000-2001,3,2000-09-05,Schalke 04,Energie Cottbus,3,0,1.0
2000-2001,3,2000-09-05,Freiburg,Köln,0,0,0.5
2000-2001,3,2000-09-06,Bayern Munich,Wolfsburg,3,1,1.0
2000-2001,3,2000-09-06,Hertha BSC,Bochum,4,0,1.0
2000-2001,3,2000-09-06,Eint Frankfurt,Hansa Rostock,4,0,1.0
2000-2001,3,2000-09-06,Hamburger SV,Werder Bremen,2,1,1.0
2000-2001,3,2000-09-06,Dortmund,1860 Munich,2,3,0.0
2000-2001,4,2000-09-08,Unterhaching,Kaiserslautern,0,0,0.5
2000-2001,4,2000-09-09,Werder Bremen,Dortmund,1,2,0.0
2000-2001,4,2000-09-09,Wolfsburg,Hertha BSC,2,1,1.0
2000-2001,4,2000-09-09,Bochum,Hamburger SV,0,4,0.0
2000-2001,4,2000-09-09,1860 Munich,Schalke 04,1,1,0.5
2000-2001,4,2000-09-09,Köln,Leverkusen,1,1,0.5
2000-2001,4,2000-09-09,Stuttgart,Bayern Munich,2,1,1.0
2000-2001,4,2000-09-10,Energie Cottbus,Eint Frankfurt,2,0,1.0
2000-2001,4,2000-09-10,Hansa Rostock,Freiburg,0,0,0.5
2000-2001,5,2000-09-15,Kaiserslautern,Köln,3,1,1.0
2000-2001,5,2000-09-16,Leverkusen,Hansa Rostock,1,2,0.0
2000-2001,5,2000-09-16,Bayern Munich,Unterhaching,3,1,1.0
2000-2001,5,2000-09-16,Freiburg,Energie Cottbus,4,1,1.0
2000-2001,5,2000-09-16,Bochum,Wolfsburg,2,1,1.0
2000-2001,5,2000-09-16,Hamburger SV,Dortmund,2,3,0.0
2000-2001,5,2000-09-16,Eint Frankfurt,1860 Munich,1,0,1.0
2000-2001,5,2000-09-17,Schalke 04,Werder Bremen,1,1,0.5
2000-2001,5,2000-09-17,Hertha BSC,Stuttgart,2,0,1.0
2000-2001,6,2000-09-22,1860 Munich,Freiburg,3,1,1.0
2000-2001,6,2000-09-23,Werder Bremen,Eint Frankfurt,1,1,0.5
2000-2001,6,2000-09-23,Energie Cottbus,Leverkusen,1,2,0.0
2000-2001,6,2000-09-23,Stuttgart,Bochum,1,1,0.5
2000-2001,6,2000-09-23,Köln,Bayern Munich,1,2,0.0
2000-2001,6,2000-09-23,Wolfsburg,Hamburger SV,4,4,0.5
2000-2001,6,2000-09-23,Dortmund,Schalke 04,0,4,0.0
2000-2001,6,2000-09-24,Unterhaching,Hertha BSC,5,2,1.0
2000-2001,6,2000-09-24,Hansa Rostock,Kaiserslautern,1,0,1.0
2000-2001,7,2000-09-29,Eint Frankfurt,Dortmund,1,1,0.5
2000-2001,7,2000-09-30,Kaiserslautern,Energie Cottbus,1,1,0.5
2000-2001,7,2000-09-30,Bayern Munich,Hansa Rostock,0,1,0.0
2000-2001,7,2000-09-30,Hamburger SV,Schalke 04,2,0,1.0
2000-2001,7,2000-09-30,Hertha BSC,Köln,4,2,1.0
2000-2001,7,2000-09-30,Leverkusen,1860 Munich,0,0,0.5
2000-2001,7,2000-09-30,Bochum,Unterhaching,3,0,1.0
2000-2001,7,2000-10-01,Freiburg,Werder Bremen,0,1,0.0
2000-2001,7,2000-10-01,Wolfsburg,Stuttgart,2,2,0.5
2000-2001,8,2000-10-13,Dortmund,Freiburg,1,0,1.0
2000-2001,8,2000-10-14,Werder Bremen,Leverkusen,3,3,0.5
2000-2001,8,2000-10-14,1860 Munich,Kaiserslautern,0,4,0.0
2000-2001,8,2000-10-14,Köln,Bochum,2,0,1.0
2000-2001,8,2000-10-14,Energie Cottbus,Bayern Munich,1,0,1.0
2000-2001,8,2000-10-14,Schalke 04,Eint Frankfurt,4,0,1.0
2000-2001,8,2000-10-14,Stuttgart,Hamburger SV,3,3,0.5
2000-2001,8,2000-10-15,Hansa Rostock,Hertha BSC,0,2,0.0
2000-2001,8,2000-10-15,Unterhaching,Wolfsburg,0,3,0.0
2000-2001,9,2000-10-20,Kaiserslautern,Werder Bremen,2,0,1.0
2000-2001,9,2000-10-21,Hamburger SV,Eint Frankfurt,2,0,1.0
2000-2001,9,2000-10-21,Stuttgart,Unterhaching,2,2,0.5
2000-2001,9,2000-10-21,Hertha BSC,Energie Cottbus,3,1,1.0
2000-2001,9,2000-10-21,Wolfsburg,Köln,6,0,1.0
2000-2001,9,2000-10-21,Leverkusen,Dortmund,2,0,1.0
2000-2001,9,2000-10-21,Bayern Munich,1860 Munich,3,1,1.0
2000-2001,9,2000-10-22,Freiburg,Schalke 04,3,1,1.0
2000-2001,9,2000-10-22,Bochum,Hansa Rostock,1,2,0.0
2000-2001,10,2000-10-27,Energie Cottbus,Bochum,2,0,1.0
2000-2001,10,2000-10-28,Unterhaching,Hamburger SV,2,1,1.0
2000-2001,10,2000-10-28,Werder Bremen,Bayern Munich,1,1,0.5
2000-2001,10,2000-10-28,Eint Frankfurt,Freiburg,3,0,1.0
2000-2001,10,2000-10-28,Dortmund,Kaiserslautern,1,2,0.0
2000-2001,10,2000-10-28,Hansa Rostock,Wolfsburg,1,1,0.5
2000-2001,10,2000-10-28,Schalke 04,Leverkusen,0,0,0.5
2000-2001,10,2000-10-29,Köln,Stuttgart,3,2,1.0
2000-2001,10,2000-10-29,1860 Munich,Hertha BSC,0,1,0.0
2000-2001,11,2000-11-03,Leverkusen,Eint Frankfurt,1,0,1.0
2000-2001,11,2000-11-04,Bochum,1860 Munich,1,1,0.5
