Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2012-2013,1,2012-08-24,Dortmund,Werder Bremen,2,1,1.0
2012-2013,1,2012-08-25,Freiburg,Mainz 05,1,1,0.5
2012-2013,1,2012-08-25,Eint Frankfurt,Leverkusen,2,1,1.0
2012-2013,1,2012-08-25,Augsburg,Düsseldorf,0,2,0.0
2012-2013,1,2012-08-25,Hamburger SV,Nürnberg,0,1,0.0
2012-2013,1,2012-08-25,Gladbach,Hoffenheim,2,1,1.0
2012-2013,1,2012-08-25,Greuther Fürth,Bayern Munich,0,3,0.0
2012-2013,1,2012-08-25,Stuttgart,Wolfsburg,0,1,0.0
2012-2013,1,2012-08-26,Hannover 96,Schalke 04,2,2,0.5
2012-2013,2,2012-08-31,Mainz 05,Greuther Fürth,0,1,0.0
2012-2013,2,2012-09-01,Hoffenheim,Eint Frankfurt,0,4,0.0
2012-2013,2,2012-09-01,Werder Bremen,Hamburger SV,2,0,1.0
2012-2013,2,2012-09-01,Düsseldorf,Gladbach,0,0,0.5
2012-2013,2,2012-09-01,Schalke 04,Augsburg,3,1,1.0
2012-2013,2,2012-09-01,Nürnberg,Dortmund,1,1,0.5
2012-2013,2,2012-09-01,Leverkusen,Freiburg,2,0,1.0
2012-2013,2,2012-09-02,Wolfsburg,Hannover 96,0,4,0.0
2012-2013,2,2012-09-02,Bayern Munich,Stuttgart,6,1,1.0
2012-2013,3,2012-09-14,Augsburg,Wolfsburg,0,0,0.5
2012-2013,3,2012-09-15,Hannover 96,Werder Bremen,3,2,1.0
2012-2013,3,2012-09-15,Gladbach,Nürnberg,2,3,0.0
2012-2013,3,2012-09-15,Stuttgart,Düsseldorf,0,0,0.5
2012-2013,3,2012-09-15,Bayern Munich,Mainz 05,3,1,1.0
2012-2013,3,2012-09-15,Greuther Fürth,Schalke 04,0,2,0.0
2012-2013,3,2012-09-15,Dortmund,Leverkusen,3,0,1.0
2012-2013,3,2012-09-16,Eint Frankfurt,Hamburger SV,3,2,1.0
2012-2013,3,2012-09-16,Freiburg,Hoffenheim,5,3,1.0
2012-2013,4,2012-09-21,Nürnberg,Eint Frankfurt,1,2,0.0
2012-2013,4,2012-09-22,Wolfsburg,Greuther Fürth,1,1,0.5
2012-2013,4,2012-09-22,Hamburger SV,Dortmund,3,2,1.0
2012-2013,4,2012-09-22,Düsseldorf,Freiburg,0,0,0.5
2012-2013,4,2012-09-22,Schalke 04,Bayern Munich,0,2,0.0
2012-2013,4,2012-09-22,Mainz 05,Augsburg,2,0,1.0
2012-2013,4,2012-09-23,Werder Bremen,Stuttgart,2,2,0.5
2012-2013,4,2012-09-23,Leverkusen,Gladbach,1,1,0.5
2012-2013,4,2012-09-23,Hoffenheim,Hannover 96,3,1,1.0
2012-2013,5,2012-09-25,Schalke 04,Mainz 05,3,0,1.0
2012-2013,5,2012-09-25,Bayern Munich,Wolfsburg,3,0,1.0
2012-2013,5,2012-09-25,Eint Frankfurt,Dortmund,3,3,0.5
2012-2013,5,2012-09-25,Greuther Fürth,Düsseldorf,0,2,0.0
2012-2013,5,2012-09-26,Gladbach,Hamburger SV,2,2,0.5
2012-2013,5,2012-09-26,Stuttgart,Hoffenheim,0,3,0.0
2012-2013,5,2012-09-26,Augsburg,Leverkusen,1,3,0.0
2012-2013,5,2012-09-26,Freiburg,Werder Bremen,1,2,0.0
2012-2013,5,2012-09-26,Hannover 96,Nürnberg,4,1,1.0
2012-2013,6,2012-09-28,Düsseldorf,Schalke 04,2,2,0.5
2012-2013,6,2012-09-29,Hamburger SV,Hannover 96,1,0,1.0
2012-2013,6,2012-09-29,Dortmund,Gladbach,5,0,1.0
2012-2013,6,2012-09-29,Werder Bremen,Bayern Munich,0,2,0.0
2012-2013,6,2012-09-29,Leverkusen,Greuther Fürth,2,0,1.0
2012-2013,6,2012-09-29,Hoffenheim,Augsburg,0,0,0.5
2012-2013,6,2012-09-29,Nürnberg,Stuttgart,0,2,0.0
2012-2013,6,2012-09-30,Eint Frankfurt,Freiburg,2,1,1.0
2012-2013,6,2012-09-30,Wolfsburg,Mainz 05,0,2,0.0
2012-2013,7,2012-10-05,Augsburg,Werder Bremen,3,1,1.0
2012-2013,7,2012-10-06,Freiburg,Nürnberg,3,0,1.0
2012-2013,7,2012-10-06,Schalke 04,Wolfsburg,3,0,1.0
2012-2013,7,2012-10-06,Mainz 05,Düsseldorf,1,0,1.0
2012-2013,7,2012-10-06,Bayern Munich,Hoffenheim,2,0,1.0
2012-2013,7,2012-10-06,Greuther Fürth,Hamburger SV,0,1,0.0
2012-2013,7,2012-10-07,Hannover 96,Dortmund,1,1,0.5
2012-2013,7,2012-10-07,Stuttgart,Leverkusen,2,2,0.5
2012-2013,7,2012-10-07,Gladbach,Eint Frankfurt,2,0,1.0
2012-2013,8,2012-10-19,Hoffenheim,Greuther Fürth,3,3,0.5
2012-2013,8,2012-10-20,Werder Bremen,Gladbach,4,0,1.0
2012-2013,8,2012-10-20,Leverkusen,Mainz 05,2,2,0.5
2012-2013,8,2012-10-20,Wolfsburg,Freiburg,0,2,0.0
2012-2013,8,2012-10-20,Eint Frankfurt,Hannover 96,3,1,1.0
2012-2013,8,2012-10-20,Düsseldorf,Bayern Munich,0,5,0.0
2012-2013,8,2012-10-20,Dortmund,Schalke 04,1,2,0.0
2012-2013,8,2012-10-21,Nürnberg,Augsburg,0,0,0.5
2012-2013,8,2012-10-21,Hamburger SV,Stuttgart,0,1,0.0
2012-2013,9,2012-10-26,Augsburg,Hamburger SV,0,2,0.0
2012-2013,9,2012-10-27,Mainz 05,Hoffenheim,3,0,1.0
2012-2013,9,2012-10-27,Greuther Fürth,Werder Bremen,1,1,0.5
2012-2013,9,2012-10-27,Düsseldorf,Wolfsburg,1,4,0.0
2012-2013,9,2012-10-27,Freiburg,Dortmund,0,2,0.0
2012-2013,9,2012-10-27,Schalke 04,Nürnberg,1,0,1.0
2012-2013,9,2012-10-28,Hannover 96,Gladbach,2,3,0.0
2012-2013,9,2012-10-28,Bayern Munich,Leverkusen,1,2,0.0
2012-2013,9,2012-10-28,Stuttgart,Eint Frankfurt,2,1,1.0
2012-2013,10,2012-11-02,Eint Frankfurt,Greuther Fürth,1,1,0.5
2012-2013,10,2012-11-03,Dortmund,Stuttgart,0,0,0.5
2012-2013,10,2012-11-03,Hannover 96,Augsburg,2,0,1.0
2012-2013,10,2012-11-03,Hamburger SV,Bayern Munich,0,3,0.0
2012-2013,10,2012-11-03,Hoffenheim,Schalke 04,3,2,1.0
2012-2013,10,2012-11-03,Nürnberg,Wolfsburg,1,0,1.0
2012-2013,10,2012-11-03,Gladbach,Freiburg,1,1,0.5
2012-2013,10,2012-11-04,Werder Bremen,Mainz 05,2,1,1.0
2012-2013,10,2012-11-04,Leverkusen,Düsseldorf,3,2,1.0
2012-2013,11,2012-11-09,Mainz 05,Nürnberg,2,1,1.0
2012-2013,11,2012-11-10,Augsburg,Dortmund,1,3,0.0
2012-2013,11,2012-11-10,Bayern Munich,Eint Frankfurt,2,0,1.0
2012-2013,11,2012-11-10,Schalke 04,Werder Bremen,2,1,1.0
2012-2013,11,2012-11-10,Düsseldorf,Hoffenheim,1,1,0.5
2012-2013,11,2012-11-10,Freiburg,Hamburger SV,0,0,0.5
2012-2013,11,2012-11-11,Stuttgart,Hannover 96,2,4,0.0
2012-2013,11,2012-11-11,Greuther Fürth,Gladbach,2,4,0.0
2012-2013,11,2012-11-11,Wolfsburg,Leverkusen,3,1,1.0
2012-2013,12,2012-11-17,Leverkusen,Schalke 04,2,0,1.0
2012-2013,12,2012-11-17,Gladbach,Stuttgart,1,2,0.0
2012-2013,12,2012-11-17,Hannover 96,Freiburg,1,2,0.0
2012-2013,12,2012-11-17,Dortmund,Greuther Fürth,3,1,1.0
2012-2013,12,2012-11-17,Eint Frankfurt,Augsburg,4,2,1.0
2012-2013,12,2012-11-17,Hamburger SV,Mainz 05,1,0,1.0
2012-2013,12,2012-11-17,Nürnberg,Bayern Munich,1,1,0.5
2012-2013,12,2012-11-18,Hoffenheim,Wolfsburg,1,3,0.0
2012-2013,12,2012-11-18,Werder Bremen,Düsseldorf,2,1,1.0
2012-2013,13,2012-11-23,Düsseldorf,Hamburger SV,2,0,1.0
2012-2013,13,2012-11-24,Mainz 05,Dortmund,1,2,0.0
2012-2013,13,2012-11-24,Greuther Fürth,Nürnberg,0,0,0.5
2012-2013,13,2012-11-24,Schalke 04,Eint Frankfurt,1,1,0.5
2012-2013,13,2012-11-24,Bayern Munich,Hannover 96,5,0,1.0
2012-2013,13,2012-11-24,Wolfsburg,Werder Bremen,1,1,0.5
2012-2013,13,2012-11-25,Freiburg,Stuttgart,3,0,1.0
2012-2013,13,2012-11-25,Hoffenheim,Leverkusen,1,2,0.0
2012-2013,13,2012-11-25,Augsburg,Gladbach,1,1,0.5
2012-2013,14,2012-11-27,Hannover 96,Greuther Fürth,2,0,1.0
2012-2013,14,2012-11-27,Hamburger SV,Schalke 04,3,1,1.0
2012-2013,14,2012-11-27,Dortmund,Düsseldorf,1,1,0.5
2012-2013,14,2012-11-27,Eint Frankfurt,Mainz 05,1,3,0.0
2012-2013,14,2012-11-28,Werder Bremen,Leverkusen,1,4,0.0
2012-2013,14,2012-11-28,Gladbach,Wolfsburg,2,0,1.0
2012-2013,14,2012-11-28,Nürnberg,Hoffenheim,4,2,1.0
2012-2013,14,2012-11-28,Freiburg,Bayern Munich,0,2,0.0
2012-2013,14,2012-11-28,Stuttgart,Augsburg,2,1,1.0
2012-2013,15,2012-11-30,Düsseldorf,Eint Frankfurt,4,0,1.0
2012-2013,15,2012-12-01,Schalke 04,Gladbach,1,1,0.5
2012-2013,15,2012-12-01,Leverkusen,Nürnberg,1,0,1.0
2012-2013,15,2012-12-01,Bayern Munich,Dortmund,1,1,0.5
2012-2013,15,2012-12-01,Greuther Fürth,Stuttgart,0,1,0.0
2012-2013,15,2012-12-01,Augsburg,Freiburg,1,1,0.5
2012-2013,15,2012-12-01,Mainz 05,Hannover 96,2,1,1.0
2012-2013,15,2012-12-02,Hoffenheim,Werder Bremen,1,4,0.0
2012-2013,15,2012-12-02,Wolfsburg,Hamburger SV,1,1,0.5
2012-2013,16,2012-12-07,Hamburger SV,Hoffenheim,2,0,1.0
2012-2013,16,2012-12-08,Dortmund,Wolfsburg,2,3,0.0
2012-2013,16,2012-12-08,Stuttgart,Schalke 04,3,1,1.0
2012-2013,16,2012-12-08,Freiburg,Greuther Fürth,1,0,1.0
2012-2013,16,2012-12-08,Nürnberg,Düsseldorf,2,0,1.0
2012-2013,16,2012-12-08,Augsburg,Bayern Munich,0,2,0.0
2012-2013,16,2012-12-08,Eint Frankfurt,Werder Bremen,4,1,1.0
2012-2013,16,2012-12-09,Hannover 96,Leverkusen,3,2,1.0
2012-2013,16,2012-12-09,Gladbach,Mainz 05,2,0,1.0
2012-2013,17,2012-12-14,Bayern Munich,Gladbach,1,1,0.5
2012-2013,17,2012-12-15,Greuther Fürth,Augsburg,1,1,0.5
2012-2013,17,2012-12-15,Schalke 04,Freiburg,1,3,0.0
2012-2013,17,2012-12-15,Mainz 05,Stuttgart,3,1,1.0
2012-2013,17,2012-12-15,Leverkusen,Hamburger SV,3,0,1.0
2012-2013,17,2012-12-15,Wolfsburg,Eint Frankfurt,0,2,0.0
2012-2013,17,2012-12-15,Düsseldorf,Hannover 96,2,1,1.0
2012-2013,17,2012-12-16,Werder Bremen,Nürnberg,1,1,0.5
2012-2013,17,2012-12-16,Hoffenheim,Dortmund,1,3,0.0
2012-2013,18,2013-01-18,Schalke 04,Hannover 96,5,4,1.0
2012-2013,18,2013-01-19,Mainz 05,Freiburg,0,0,0.5
2012-2013,18,2013-01-19,Wolfsburg,Stuttgart,2,0,1.0
2012-2013,18,2013-01-19,Bayern Munich,Greuther Fürth,2,0,1.0
2012-2013,18,2013-01-19,Hoffenheim,Gladbach,0,0,0.5
2012-2013,18,2013-01-19,Werder Bremen,Dortmund,0,5,0.0
2012-2013,18,2013-01-19,Leverkusen,Eint Frankfurt,3,1,1.0
2012-2013,18,2013-01-20,Düsseldorf,Augsburg,2,3,0.0
2012-2013,18,2013-01-20,Nürnberg,Hamburger SV,1,1,0.5
2012-2013,19,2013-01-25,Dortmund,Nürnberg,3,0,1.0
2012-2013,19,2013-01-26,Gladbach,Düsseldorf,2,1,1.0
2012-2013,19,2013-01-26,Greuther Fürth,Mainz 05,0,3,0.0
2012-2013,19,2013-01-26,Hannover 96,Wolfsburg,2,1,1.0
2012-2013,19,2013-01-26,Augsburg,Schalke 04,0,0,0.5
2012-2013,19,2013-01-26,Eint Frankfurt,Hoffenheim,2,1,1.0
2012-2013,19,2013-01-26,Freiburg,Leverkusen,0,0,0.5
2012-2013,19,2013-01-27,Hamburger SV,Werder Bremen,3,2,1.0
2012-2013,19,2013-01-27,Stuttgart,Bayern Munich,0,2,0.0
2012-2013,20,2013-02-01,Werder Bremen,Hannover 96,2,0,1.0
2012-2013,20,2013-02-02,Schalke 04,Greuther Fürth,1,2,0.0
2012-2013,20,2013-02-02,Düsseldorf,Stuttgart,3,1,1.0
2012-2013,20,2013-02-02,Hamburger SV,Eint Frankfurt,0,2,0.0
2012-2013,20,2013-02-02,Hoffenheim,Freiburg,2,1,1.0
2012-2013,20,2013-02-02,Wolfsburg,Augsburg,1,1,0.5
2012-2013,20,2013-02-02,Mainz 05,Bayern Munich,0,3,0.0
2012-2013,20,2013-02-03,Leverkusen,Dortmund,2,3,0.0
2012-2013,20,2013-02-03,Nürnberg,Gladbach,2,1,1.0
2012-2013,21,2013-02-09,Dortmund,Hamburger SV,1,4,0.0
2012-2013,21,2013-02-09,Gladbach,Leverkusen,3,3,0.5
2012-2013,21,2013-02-09,Bayern Munich,Schalke 04,4,0,1.0
2012-2013,21,2013-02-09,Greuther Fürth,Wolfsburg,0,1,0.0
2012-2013,21,2013-02-09,Hannover 96,Hoffenheim,1,0,1.0
2012-2013,21,2013-02-09,Stuttgart,Werder Bremen,1,4,0.0
2012-2013,21,2013-02-09,Eint Frankfurt,Nürnberg,0,0,0.5
2012-2013,21,2013-02-10,Augsburg,Mainz 05,1,1,0.5
2012-2013,21,2013-02-10,Freiburg,Düsseldorf,1,0,1.0
2012-2013,22,2013-02-15,Wolfsburg,Bayern Munich,0,2,0.0
2012-2013,22,2013-02-16,Werder Bremen,Freiburg,2,3,0.0
2012-2013,22,2013-02-16,Mainz 05,Schalke 04,2,2,0.5
2012-2013,22,2013-02-16,Düsseldorf,Greuther Fürth,1,0,1.0
2012-2013,22,2013-02-16,Hamburger SV,Gladbach,1,0,1.0
2012-2013,22,2013-02-16,Dortmund,Eint Frankfurt,3,0,1.0
2012-2013,22,2013-02-16,Leverkusen,Augsburg,2,1,1.0
2012-2013,22,2013-02-17,Nürnberg,Hannover 96,2,2,0.5
2012-2013,22,2013-02-17,Hoffenheim,Stuttgart,0,1,0.0
2012-2013,23,2013-02-22,Freiburg,Eint Frankfurt,0,0,0.5
2012-2013,23,2013-02-23,Augsburg,Hoffenheim,2,1,1.0
2012-2013,23,2013-02-23,Bayern Munich,Werder Bremen,6,1,1.0
2012-2013,23,2013-02-23,Stuttgart,Nürnberg,1,1,0.5
2012-2013,23,2013-02-23,Mainz 05,Wolfsburg,1,1,0.5
2012-2013,23,2013-02-23,Schalke 04,Düsseldorf,2,1,1.0
2012-2013,23,2013-02-23,Hannover 96,Hamburger SV,5,1,1.0
2012-2013,23,2013-02-24,Gladbach,Dortmund,1,1,0.5
2012-2013,23,2013-02-24,Greuther Fürth,Leverkusen,0,0,0.5
2012-2013,24,2013-03-01,Eint Frankfurt,Gladbach,0,1,0.0
2012-2013,24,2013-03-02,Leverkusen,Stuttgart,2,1,1.0
2012-2013,24,2013-03-02,Wolfsburg,Schalke 04,1,4,0.0
2012-2013,24,2013-03-02,Dortmund,Hannover 96,3,1,1.0
2012-2013,24,2013-03-02,Nürnberg,Freiburg,1,1,0.5
2012-2013,24,2013-03-02,Hamburger SV,Greuther Fürth,1,1,0.5
2012-2013,24,2013-03-02,Werder Bremen,Augsburg,0,1,0.0
2012-2013,24,2013-03-03,Düsseldorf,Mainz 05,1,1,0.5
2012-2013,24,2013-03-03,Hoffenheim,Bayern Munich,0,1,0.0
2012-2013,25,2013-03-08,Augsburg,Nürnberg,1,2,0.0
2012-2013,25,2013-03-09,Gladbach,Werder Bremen,1,1,0.5
2012-2013,25,2013-03-09,Schalke 04,Dortmund,2,1,1.0
2012-2013,25,2013-03-09,Greuther Fürth,Hoffenheim,0,3,0.0
2012-2013,25,2013-03-09,Freiburg,Wolfsburg,2,5,0.0
2012-2013,25,2013-03-09,Mainz 05,Leverkusen,1,0,1.0
2012-2013,25,2013-03-09,Bayern Munich,Düsseldorf,3,2,1.0
2012-2013,25,2013-03-10,Hannover 96,Eint Frankfurt,0,0,0.5
2012-2013,25,2013-03-10,Stuttgart,Hamburger SV,0,1,0.0
2012-2013,26,2013-03-15,Wolfsburg,Düsseldorf,1,1,0.5
2012-2013,26,2013-03-16,Leverkusen,Bayern Munich,1,2,0.0
2012-2013,26,2013-03-16,Dortmund,Freiburg,5,1,1.0
2012-2013,26,2013-03-16,Hoffenheim,Mainz 05,0,0,0.5
2012-2013,26,2013-03-16,Nürnberg,Schalke 04,3,0,1.0
2012-2013,26,2013-03-16,Hamburger SV,Augsburg,0,1,0.0
2012-2013,26,2013-03-16,Werder Bremen,Greuther Fürth,2,2,0.5
2012-2013,26,2013-03-17,Gladbach,Hannover 96,1,0,1.0
2012-2013,26,2013-03-17,Eint Frankfurt,Stuttgart,1,2,0.0
2012-2013,27,2013-03-30,Mainz 05,Werder Bremen,1,1,0.5
2012-2013,27,2013-03-30,Freiburg,Gladbach,2,0,1.0
2012-2013,27,2013-03-30,Stuttgart,Dortmund,1,2,0.0
2012-2013,27,2013-03-30,Düsseldorf,Leverkusen,1,4,0.0
2012-2013,27,2013-03-30,Schalke 04,Hoffenheim,3,0,1.0
2012-2013,27,2013-03-30,Bayern Munich,Hamburger SV,9,2,1.0
2012-2013,27,2013-03-30,Augsburg,Hannover 96,0,2,0.0
2012-2013,27,2013-03-31,Greuther Fürth,Eint Frankfurt,2,3,0.0
2012-2013,27,2013-03-31,Wolfsburg,Nürnberg,2,2,0.5
2012-2013,28,2013-04-05,Hoffenheim,Düsseldorf,3,0,1.0
2012-2013,28,2013-04-06,Werder Bremen,Schalke 04,0,2,0.0
2012-2013,28,2013-04-06,Gladbach,Greuther Fürth,1,0,1.0
2012-2013,28,2013-04-06,Dortmund,Augsburg,4,2,1.0
2012-2013,28,2013-04-06,Hamburger SV,Freiburg,0,1,0.0
2012-2013,28,2013-04-06,Eint Frankfurt,Bayern Munich,0,1,0.0
2012-2013,28,2013-04-06,Leverkusen,Wolfsburg,1,1,0.5
2012-2013,28,2013-04-07,Nürnberg,Mainz 05,2,1,1.0
2012-2013,28,2013-04-07,Hannover 96,Stuttgart,0,0,0.5
2012-2013,29,2013-04-12,Freiburg,Hannover 96,3,1,1.0
2012-2013,29,2013-04-13,Schalke 04,Leverkusen,2,2,0.5
2012-2013,29,2013-04-13,Wolfsburg,Hoffenheim,2,2,0.5
2012-2013,29,2013-04-13,Mainz 05,Hamburger SV,1,2,0.0
2012-2013,29,2013-04-13,Bayern Munich,Nürnberg,4,0,1.0
2012-2013,29,2013-04-13,Greuther Fürth,Dortmund,1,6,0.0
2012-2013,29,2013-04-13,Düsseldorf,Werder Bremen,2,2,0.5
2012-2013,29,2013-04-14,Augsburg,Eint Frankfurt,2,0,1.0
2012-2013,29,2013-04-14,Stuttgart,Gladbach,2,0,1.0
2012-2013,30,2013-04-19,Gladbach,Augsburg,1,0,1.0
