Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,1,2018-07-21,Puskás,Debrecen,0,1,0.0
2018-2019,1,2018-07-21,Honvéd,Haladás,3,2,1.0
2018-2019,1,2018-07-21,Mezőkövesd,Paks,3,1,1.0
2018-2019,1,2018-07-21,Vidi,Kisvárda,4,0,1.0
2018-2019,1,2018-07-22,Ferencváros,Diósgyőr,4,1,1.0
2018-2019,1,2018-07-22,Újpest,MTK Budapest,0,2,0.0
2018-2019,2,2018-07-28,Diósgyőr,Puskás,2,2,0.5
2018-2019,2,2018-07-28,Debrecen,Mezőkövesd,1,1,0.5
2018-2019,2,2018-07-28,Vidi,Paks,1,1,0.5
2018-2019,2,2018-07-29,Haladás,Újpest,2,2,0.5
2018-2019,2,2018-07-29,Honvéd,Kisvárda,4,0,1.0
2018-2019,2,2018-07-29,MTK Budapest,Ferencváros,1,4,0.0
2018-2019,3,2018-08-04,Puskás,MTK Budapest,1,2,0.0
2018-2019,3,2018-08-04,Debrecen,Diósgyőr,2,0,1.0
2018-2019,3,2018-08-04,Ferencváros,Haladás,3,1,1.0
2018-2019,3,2018-08-05,Újpest,Kisvárda,1,0,1.0
2018-2019,3,2018-08-05,Honvéd,Paks,1,0,1.0
2018-2019,4,2018-08-10,Vidi,Debrecen,1,1,0.5
2018-2019,4,2018-08-11,MTK Budapest,Diósgyőr,1,0,1.0
2018-2019,4,2018-08-11,Kisvárda,Ferencváros,0,2,0.0
2018-2019,4,2018-08-11,Haladás,Puskás,2,1,1.0
2018-2019,4,2018-08-12,Paks,Újpest,1,1,0.5
2018-2019,4,2018-08-12,Mezőkövesd,Honvéd,0,1,0.0
2018-2019,5,2018-08-17,Debrecen,MTK Budapest,3,3,0.5
2018-2019,5,2018-08-18,Ferencváros,Paks,1,1,0.5
2018-2019,5,2018-08-18,Puskás,Kisvárda,1,1,0.5
2018-2019,5,2018-08-18,Honvéd,Vidi,0,3,0.0
2018-2019,5,2018-08-18,Újpest,Mezőkövesd,1,1,0.5
2018-2019,5,2018-08-18,Diósgyőr,Haladás,1,0,1.0
2018-2019,6,2018-08-25,Honvéd,Debrecen,3,0,1.0
2018-2019,6,2018-08-25,Kisvárda,Diósgyőr,1,1,0.5
2018-2019,6,2018-08-25,Paks,Puskás,3,2,1.0
2018-2019,6,2018-08-25,Mezőkövesd,Ferencváros,0,1,0.0
2018-2019,6,2018-08-25,Haladás,MTK Budapest,1,2,0.0
2018-2019,7,2018-09-01,Debrecen,Haladás,1,1,0.5
2018-2019,7,2018-09-01,Újpest,Honvéd,0,0,0.5
2018-2019,7,2018-09-01,MTK Budapest,Kisvárda,0,1,0.0
2018-2019,7,2018-09-01,Diósgyőr,Paks,0,0,0.5
2018-2019,7,2018-09-01,Mezőkövesd,Puskás,2,0,1.0
2018-2019,7,2018-09-02,Ferencváros,Vidi,2,2,0.5
2018-2019,8,2018-09-15,Újpest,Debrecen,1,0,1.0
2018-2019,8,2018-09-15,Puskás,Vidi,2,1,1.0
2018-2019,8,2018-09-15,Mezőkövesd,Diósgyőr,4,2,1.0
2018-2019,8,2018-09-15,Paks,MTK Budapest,3,0,1.0
2018-2019,8,2018-09-15,Kisvárda,Haladás,4,1,1.0
2018-2019,8,2018-09-15,Honvéd,Ferencváros,0,1,0.0
2018-2019,3,2018-09-26,Vidi,Mezőkövesd,3,1,1.0
2018-2019,9,2018-09-29,Puskás,Honvéd,1,0,1.0
2018-2019,9,2018-09-29,Debrecen,Kisvárda,3,1,1.0
2018-2019,9,2018-09-29,MTK Budapest,Mezőkövesd,2,2,0.5
2018-2019,9,2018-09-29,Haladás,Paks,1,2,0.0
2018-2019,9,2018-09-29,Ferencváros,Újpest,1,0,1.0
