Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,1,2021-07-30,Paks,Mezőkövesd,2,3,0.0
2021-2022,1,2021-07-30,Gyirmót,MTK Budapest,1,1,0.5
2021-2022,1,2021-07-31,Ferencváros,Kisvárda,1,2,0.0
2021-2022,1,2021-07-31,Honvéd,Debrecen,1,4,0.0
2021-2022,1,2021-08-01,Zalaegerszeg,Vidi,1,1,0.5
2021-2022,1,2021-08-01,Újpest,Puskás,1,2,0.0
2021-2022,2,2021-08-06,Kisvárda,Gyirmót,2,1,1.0
2021-2022,2,2021-08-07,Mezőkövesd,Zalaegerszeg,3,2,1.0
2021-2022,2,2021-08-07,MTK Budapest,Honvéd,1,0,1.0
2021-2022,2,2021-08-08,Debrecen,Újpest,2,2,0.5
2021-2022,2,2021-08-08,Puskás,Paks,1,6,0.0
2021-2022,3,2021-08-13,MTK Budapest,Kisvárda,1,2,0.0
2021-2022,3,2021-08-14,Paks,Debrecen,3,3,0.5
2021-2022,3,2021-08-14,Ferencváros,Mezőkövesd,4,1,1.0
2021-2022,3,2021-08-14,Gyirmót,Vidi,1,1,0.5
2021-2022,3,2021-08-15,Újpest,Honvéd,1,1,0.5
2021-2022,3,2021-08-18,Zalaegerszeg,Puskás,1,3,0.0
2021-2022,4,2021-08-21,Debrecen,Zalaegerszeg,1,2,0.0
2021-2022,4,2021-08-21,Vidi,Kisvárda,2,1,1.0
2021-2022,4,2021-08-21,Honvéd,Paks,3,1,1.0
2021-2022,4,2021-08-22,Mezőkövesd,Gyirmót,0,0,0.5
2021-2022,4,2021-08-22,Újpest,MTK Budapest,1,2,0.0
2021-2022,5,2021-08-27,Zalaegerszeg,Honvéd,1,3,0.0
2021-2022,5,2021-08-28,Kisvárda,Mezőkövesd,2,0,1.0
2021-2022,5,2021-08-28,Ferencváros,Debrecen,4,2,1.0
2021-2022,5,2021-08-28,Vidi,MTK Budapest,2,1,1.0
2021-2022,5,2021-08-29,Gyirmót,Puskás,0,1,0.0
2021-2022,5,2021-08-29,Paks,Újpest,2,1,1.0
2021-2022,6,2021-09-10,Debrecen,Gyirmót,5,0,1.0
2021-2022,6,2021-09-11,Honvéd,Ferencváros,0,1,0.0
2021-2022,6,2021-09-11,Paks,MTK Budapest,3,2,1.0
2021-2022,6,2021-09-11,Mezőkövesd,Vidi,2,2,0.5
2021-2022,6,2021-09-12,Puskás,Kisvárda,0,1,0.0
2021-2022,6,2021-09-13,Újpest,Zalaegerszeg,2,2,0.5
2021-2022,2,2021-09-22,Vidi,Ferencváros,0,1,0.0
2021-2022,7,2021-09-24,Zalaegerszeg,Paks,2,5,0.0
2021-2022,7,2021-09-25,MTK Budapest,Mezőkövesd,1,0,1.0
2021-2022,7,2021-09-25,Gyirmót,Honvéd,2,4,0.0
2021-2022,7,2021-09-25,Vidi,Puskás,0,0,0.5
2021-2022,7,2021-09-26,Kisvárda,Debrecen,2,1,1.0
2021-2022,7,2021-09-26,Ferencváros,Újpest,3,1,1.0
2021-2022,8,2021-10-01,Honvéd,Kisvárda,2,1,1.0
2021-2022,8,2021-10-02,Újpest,Gyirmót,1,3,0.0
2021-2022,8,2021-10-02,Puskás,Mezőkövesd,2,0,1.0
2021-2022,8,2021-10-02,Debrecen,Vidi,1,1,0.5
2021-2022,8,2021-10-03,Zalaegerszeg,MTK Budapest,2,0,1.0
2021-2022,8,2021-10-03,Paks,Ferencváros,1,3,0.0
2021-2022,9,2021-10-15,MTK Budapest,Puskás,0,1,0.0
2021-2022,9,2021-10-16,Gyirmót,Paks,2,1,1.0
2021-2022,9,2021-10-16,Ferencváros,Zalaegerszeg,1,2,0.0
2021-2022,9,2021-10-16,Vidi,Honvéd,2,1,1.0
2021-2022,9,2021-10-17,Kisvárda,Újpest,0,0,0.5
2021-2022,9,2021-10-17,Mezőkövesd,Debrecen,1,0,1.0
2021-2022,10,2021-10-22,Zalaegerszeg,Gyirmót,2,1,1.0
2021-2022,10,2021-10-22,Paks,Kisvárda,2,2,0.5
2021-2022,10,2021-10-22,Újpest,Vidi,1,0,1.0
2021-2022,10,2021-10-24,Debrecen,Puskás,0,3,0.0
2021-2022,10,2021-10-24,Honvéd,Mezőkövesd,2,3,0.0
2021-2022,10,2021-10-24,Ferencváros,MTK Budapest,0,0,0.5
2021-2022,11,2021-10-29,Vidi,Paks,2,1,1.0
2021-2022,11,2021-10-30,Mezőkövesd,Újpest,2,2,0.5
2021-2022,11,2021-10-30,MTK Budapest,Debrecen,1,1,0.5
2021-2022,11,2021-10-30,Gyirmót,Ferencváros,0,2,0.0
2021-2022,11,2021-10-31,Kisvárda,Zalaegerszeg,5,0,1.0
2021-2022,11,2021-10-31,Puskás,Honvéd,3,1,1.0
2021-2022,12,2021-11-05,MTK Budapest,Gyirmót,0,3,0.0
2021-2022,12,2021-11-06,Mezőkövesd,Paks,2,1,1.0
2021-2022,12,2021-11-06,Debrecen,Honvéd,5,3,1.0
2021-2022,12,2021-11-06,Puskás,Újpest,2,1,1.0
2021-2022,12,2021-11-07,Kisvárda,Ferencváros,0,4,0.0
2021-2022,12,2021-11-07,Vidi,Zalaegerszeg,3,0,1.0
2021-2022,13,2021-11-19,Zalaegerszeg,Mezőkövesd,1,1,0.5
2021-2022,13,2021-11-20,Paks,Puskás,4,1,1.0
2021-2022,13,2021-11-20,Gyirmót,Kisvárda,1,1,0.5
2021-2022,13,2021-11-20,Újpest,Debrecen,3,1,1.0
2021-2022,13,2021-11-21,Ferencváros,Vidi,3,0,1.0
2021-2022,13,2021-11-21,Honvéd,MTK Budapest,3,0,1.0
2021-2022,14,2021-11-27,Kisvárda,MTK Budapest,5,0,1.0
2021-2022,14,2021-11-27,Vidi,Gyirmót,3,2,1.0
2021-2022,14,2021-11-27,Honvéd,Újpest,1,2,0.0
2021-2022,14,2021-11-28,Debrecen,Paks,1,1,0.5
2021-2022,14,2021-11-28,Puskás,Zalaegerszeg,1,1,0.5
2021-2022,14,2021-11-28,Mezőkövesd,Ferencváros,0,3,0.0
2021-2022,15,2021-12-03,Paks,Honvéd,2,3,0.0
2021-2022,15,2021-12-04,Gyirmót,Mezőkövesd,0,1,0.0
2021-2022,15,2021-12-04,Ferencváros,Puskás,1,1,0.5
2021-2022,15,2021-12-04,Zalaegerszeg,Debrecen,2,1,1.0
2021-2022,15,2021-12-05,Kisvárda,Vidi,2,1,1.0
2021-2022,15,2021-12-05,MTK Budapest,Újpest,2,1,1.0
2021-2022,16,2021-12-11,Puskás,Gyirmót,3,0,1.0
2021-2022,16,2021-12-11,Honvéd,Zalaegerszeg,2,2,0.5
2021-2022,16,2021-12-11,MTK Budapest,Vidi,0,2,0.0
2021-2022,16,2021-12-12,Újpest,Paks,4,3,1.0
2021-2022,16,2021-12-12,Debrecen,Ferencváros,2,0,1.0
2021-2022,16,2021-12-12,Mezőkövesd,Kisvárda,0,2,0.0
2021-2022,17,2021-12-18,Ferencváros,Honvéd,1,0,1.0
2021-2022,17,2021-12-18,MTK Budapest,Paks,1,4,0.0
2021-2022,17,2021-12-18,Vidi,Mezőkövesd,1,0,1.0
2021-2022,17,2021-12-19,Kisvárda,Puskás,1,1,0.5
2021-2022,17,2021-12-19,Gyirmót,Debrecen,0,0,0.5
2021-2022,17,2021-12-19,Zalaegerszeg,Újpest,2,0,1.0
2021-2022,4,2022-01-27,Puskás,Ferencváros,1,0,1.0
2021-2022,18,2022-01-29,Paks,Zalaegerszeg,3,2,1.0
2021-2022,18,2022-01-29,Debrecen,Kisvárda,0,0,0.5
2021-2022,18,2022-01-29,Honvéd,Gyirmót,0,1,0.0
2021-2022,18,2022-01-30,Puskás,Vidi,1,0,1.0
2021-2022,18,2022-01-30,Mezőkövesd,MTK Budapest,1,1,0.5
2021-2022,18,2022-01-30,Újpest,Ferencváros,0,1,0.0
2021-2022,19,2022-02-04,MTK Budapest,Zalaegerszeg,0,2,0.0
2021-2022,19,2022-02-05,Kisvárda,Honvéd,3,2,1.0
2021-2022,19,2022-02-05,Gyirmót,Újpest,1,0,1.0
2021-2022,19,2022-02-05,Vidi,Debrecen,1,2,0.0
2021-2022,19,2022-02-06,Mezőkövesd,Puskás,1,2,0.0
2021-2022,19,2022-02-06,Ferencváros,Paks,0,3,0.0
2021-2022,20,2022-02-11,Újpest,Kisvárda,0,0,0.5
2021-2022,20,2022-02-12,Paks,Gyirmót,2,3,0.0
2021-2022,20,2022-02-12,Debrecen,Mezőkövesd,1,4,0.0
2021-2022,20,2022-02-12,Puskás,MTK Budapest,1,2,0.0
2021-2022,20,2022-02-13,Honvéd,Vidi,3,1,1.0
2021-2022,20,2022-02-13,Zalaegerszeg,Ferencváros,1,3,0.0
2021-2022,21,2022-02-18,Mezőkövesd,Honvéd,0,0,0.5
2021-2022,21,2022-02-19,Kisvárda,Paks,3,3,0.5
2021-2022,21,2022-02-19,Gyirmót,Zalaegerszeg,0,1,0.0
2021-2022,21,2022-02-19,MTK Budapest,Ferencváros,0,0,0.5
2021-2022,21,2022-02-20,Puskás,Debrecen,0,2,0.0
2021-2022,21,2022-02-20,Vidi,Újpest,1,2,0.0
2021-2022,22,2022-02-25,Paks,Vidi,3,2,1.0
2021-2022,22,2022-02-26,Zalaegerszeg,Kisvárda,0,0,0.5
2021-2022,22,2022-02-26,Honvéd,Puskás,0,0,0.5
2021-2022,22,2022-02-26,Ferencváros,Gyirmót,1,1,0.5
2021-2022,22,2022-02-27,Újpest,Mezőkövesd,3,1,1.0
2021-2022,22,2022-02-27,Debrecen,MTK Budapest,1,0,1.0
2021-2022,23,2022-03-04,Gyirmót,MTK Budapest,1,1,0.5
2021-2022,23,2022-03-05,Paks,Mezőkövesd,4,0,1.0
2021-2022,23,2022-03-05,Újpest,Puskás,2,1,1.0
2021-2022,23,2022-03-05,Honvéd,Debrecen,4,2,1.0
2021-2022,23,2022-03-06,Zalaegerszeg,Vidi,2,0,1.0
2021-2022,23,2022-03-06,Ferencváros,Kisvárda,2,1,1.0
2021-2022,24,2022-03-11,Puskás,Paks,2,0,1.0
2021-2022,24,2022-03-12,Debrecen,Újpest,1,2,0.0
2021-2022,24,2022-03-12,Mezőkövesd,Zalaegerszeg,0,0,0.5
2021-2022,24,2022-03-12,MTK Budapest,Honvéd,1,0,1.0
2021-2022,24,2022-03-13,Kisvárda,Gyirmót,1,0,1.0
2021-2022,24,2022-03-13,Vidi,Ferencváros,0,2,0.0
2021-2022,25,2022-03-18,Ferencváros,Mezőkövesd,1,0,1.0
2021-2022,25,2022-03-19,Zalaegerszeg,Puskás,0,0,0.5
2021-2022,25,2022-03-19,Gyirmót,Vidi,0,2,0.0
2021-2022,25,2022-03-19,MTK Budapest,Kisvárda,0,0,0.5
2021-2022,25,2022-03-20,Paks,Debrecen,0,1,0.0
2021-2022,25,2022-03-20,Újpest,Honvéd,0,2,0.0
