Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-07-26,Zalaegerszeg,MTK Budapest,0.0,1.0,0.0
2024-2025,1,2024-07-26,Nyíregyháza,Győr,2.0,1.0,1.0
2024-2025,1,2024-07-28,Újpest,Puskás,1.0,2.0,0.0
2024-2025,1,2024-07-28,Kecskemét,Vidi,0.0,0.0,0.5
2024-2025,1,2024-07-28,Diósgyőr,Paks,2.0,2.0,0.5
2024-2025,2,2024-08-02,Győr,Debrecen,0.0,3.0,0.0
2024-2025,2,2024-08-03,Vidi,Diósgyőr,3.0,1.0,1.0
2024-2025,2,2024-08-03,MTK Budapest,Nyíregyháza,3.0,0.0,1.0
2024-2025,2,2024-08-03,Ferencváros,Kecskemét,1.0,0.0,1.0
2024-2025,2,2024-08-04,Paks,Újpest,2.0,1.0,1.0
2024-2025,2,2024-08-04,Puskás,Zalaegerszeg,2.0,1.0,1.0
2024-2025,3,2024-08-09,Kecskemét,Debrecen,1.0,1.0,0.5
2024-2025,3,2024-08-10,Diósgyőr,Ferencváros,0.0,2.0,0.0
2024-2025,3,2024-08-10,Zalaegerszeg,Paks,3.0,1.0,1.0
2024-2025,3,2024-08-11,Győr,MTK Budapest,1.0,2.0,0.0
2024-2025,3,2024-08-11,Újpest,Vidi,4.0,1.0,1.0
2024-2025,3,2024-08-11,Puskás,Nyíregyháza,3.0,1.0,1.0
2024-2025,4,2024-08-16,Kecskemét,Győr,2.0,1.0,1.0
2024-2025,4,2024-08-17,Debrecen,Diósgyőr,0.0,1.0,0.0
2024-2025,4,2024-08-17,Ferencváros,Újpest,1.0,0.0,1.0
2024-2025,4,2024-08-18,Vidi,Zalaegerszeg,1.0,1.0,0.5
2024-2025,4,2024-08-18,Paks,Nyíregyháza,2.0,1.0,1.0
2024-2025,4,2024-08-18,Puskás,MTK Budapest,1.0,0.0,1.0
2024-2025,5,2024-08-23,Újpest,Debrecen,3.0,0.0,1.0
2024-2025,5,2024-08-24,Diósgyőr,Kecskemét,1.0,0.0,1.0
2024-2025,5,2024-08-25,Nyíregyháza,Vidi,3.0,3.0,0.5
2024-2025,6,2024-08-30,Vidi,MTK Budapest,1.0,0.0,1.0
2024-2025,6,2024-08-31,Debrecen,Zalaegerszeg,3.0,1.0,1.0
2024-2025,6,2024-08-31,Diósgyőr,Győr,0.0,0.0,0.5
2024-2025,6,2024-09-01,Kecskemét,Újpest,1.0,3.0,0.0
2024-2025,6,2024-09-01,Paks,Puskás,2.0,1.0,1.0
2024-2025,6,2024-09-01,Ferencváros,Nyíregyháza,2.0,1.0,1.0
2024-2025,7,2024-09-20,MTK Budapest,Ferencváros,1.0,3.0,0.0
2024-2025,7,2024-09-21,Zalaegerszeg,Kecskemét,2.0,1.0,1.0
2024-2025,7,2024-09-21,Újpest,Diósgyőr,0.0,0.0,0.5
2024-2025,7,2024-09-21,Nyíregyháza,Debrecen,3.0,2.0,1.0
