Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,1,2022-07-15,Dinamo Zagreb,Lokomotiva,3,2,1.0
2022-2023,1,2022-07-16,Osijek,Gorica,2,1,1.0
2022-2023,1,2022-07-16,Šibenik,Rijeka,0,1,0.0
2022-2023,1,2022-07-17,Varaždin,Slaven Belupo,0,1,0.0
2022-2023,1,2022-07-17,Istra 1961,Hajduk Split,0,2,0.0
2022-2023,2,2022-07-22,Istra 1961,Varaždin,1,2,0.0
2022-2023,2,2022-07-23,Gorica,Šibenik,0,0,0.5
2022-2023,2,2022-07-23,Slaven Belupo,Dinamo Zagreb,1,5,0.0
2022-2023,2,2022-07-24,Lokomotiva,Osijek,2,1,1.0
2022-2023,3,2022-07-29,Šibenik,Lokomotiva,2,1,1.0
2022-2023,3,2022-07-29,Dinamo Zagreb,Istra 1961,4,1,1.0
2022-2023,3,2022-07-30,Varaždin,Hajduk Split,0,2,0.0
2022-2023,3,2022-07-31,Osijek,Slaven Belupo,0,0,0.5
2022-2023,3,2022-07-31,Rijeka,Gorica,1,1,0.5
2022-2023,4,2022-08-05,Varaždin,Dinamo Zagreb,1,1,0.5
2022-2023,4,2022-08-06,Slaven Belupo,Šibenik,0,0,0.5
2022-2023,4,2022-08-06,Istra 1961,Osijek,1,0,1.0
2022-2023,4,2022-08-07,Lokomotiva,Rijeka,3,1,1.0
2022-2023,5,2022-08-12,Šibenik,Istra 1961,0,0,0.5
2022-2023,5,2022-08-13,Gorica,Lokomotiva,3,2,1.0
2022-2023,5,2022-08-13,Dinamo Zagreb,Hajduk Split,4,1,1.0
2022-2023,5,2022-08-14,Osijek,Varaždin,2,2,0.5
2022-2023,5,2022-08-14,Rijeka,Slaven Belupo,0,1,0.0
2022-2023,6,2022-08-19,Slaven Belupo,Gorica,2,1,1.0
2022-2023,6,2022-08-20,Varaždin,Šibenik,2,2,0.5
2022-2023,6,2022-08-20,Dinamo Zagreb,Osijek,5,2,1.0
2022-2023,6,2022-08-21,Istra 1961,Rijeka,1,1,0.5
2022-2023,6,2022-08-21,Hajduk Split,Lokomotiva,2,1,1.0
2022-2023,7,2022-08-26,Gorica,Istra 1961,0,2,0.0
2022-2023,7,2022-08-27,Lokomotiva,Slaven Belupo,0,1,0.0
2022-2023,7,2022-08-27,Rijeka,Varaždin,1,2,0.0
2022-2023,7,2022-08-28,Šibenik,Dinamo Zagreb,1,2,0.0
2022-2023,7,2022-08-28,Osijek,Hajduk Split,2,1,1.0
2022-2023,8,2022-09-02,Dinamo Zagreb,Rijeka,3,1,1.0
2022-2023,8,2022-09-03,Varaždin,Gorica,2,1,1.0
2022-2023,8,2022-09-03,Osijek,Šibenik,1,1,0.5
2022-2023,8,2022-09-04,Istra 1961,Lokomotiva,1,2,0.0
2022-2023,8,2022-09-04,Hajduk Split,Slaven Belupo,5,1,1.0
2022-2023,9,2022-09-09,Šibenik,Hajduk Split,1,1,0.5
2022-2023,9,2022-09-10,Rijeka,Osijek,0,3,0.0
2022-2023,9,2022-09-10,Gorica,Dinamo Zagreb,0,1,0.0
2022-2023,9,2022-09-11,Slaven Belupo,Istra 1961,0,3,0.0
2022-2023,9,2022-09-11,Lokomotiva,Varaždin,1,2,0.0
2022-2023,2,2022-09-14,Hajduk Split,Rijeka,2,0,1.0
2022-2023,10,2022-09-16,Slaven Belupo,Varaždin,1,0,1.0
2022-2023,10,2022-09-17,Gorica,Osijek,0,1,0.0
2022-2023,10,2022-09-17,Hajduk Split,Istra 1961,2,2,0.5
2022-2023,10,2022-09-18,Rijeka,Šibenik,0,0,0.5
2022-2023,10,2022-09-18,Lokomotiva,Dinamo Zagreb,1,2,0.0
2022-2023,11,2022-09-30,Varaždin,Istra 1961,1,1,0.5
2022-2023,11,2022-10-01,Osijek,Lokomotiva,4,1,1.0
2022-2023,11,2022-10-01,Dinamo Zagreb,Slaven Belupo,4,1,1.0
2022-2023,11,2022-10-02,Rijeka,Hajduk Split,0,1,0.0
2022-2023,11,2022-10-02,Šibenik,Gorica,1,1,0.5
2022-2023,12,2022-10-07,Lokomotiva,Šibenik,1,1,0.5
2022-2023,12,2022-10-08,Hajduk Split,Varaždin,2,1,1.0
2022-2023,12,2022-10-09,Slaven Belupo,Osijek,0,4,0.0
2022-2023,12,2022-10-09,Gorica,Rijeka,0,2,0.0
2022-2023,13,2022-10-14,Šibenik,Slaven Belupo,0,2,0.0
2022-2023,13,2022-10-15,Osijek,Istra 1961,2,0,1.0
2022-2023,13,2022-10-15,Gorica,Hajduk Split,0,1,0.0
2022-2023,13,2022-10-16,Dinamo Zagreb,Varaždin,3,1,1.0
2022-2023,13,2022-10-16,Rijeka,Lokomotiva,3,0,1.0
2022-2023,14,2022-10-21,Hajduk Split,Dinamo Zagreb,1,1,0.5
2022-2023,14,2022-10-22,Lokomotiva,Gorica,2,1,1.0
2022-2023,14,2022-10-22,Varaždin,Osijek,4,1,1.0
2022-2023,14,2022-10-23,Istra 1961,Šibenik,0,0,0.5
2022-2023,14,2022-10-23,Slaven Belupo,Rijeka,2,1,1.0
2022-2023,4,2022-10-26,Hajduk Split,Gorica,3,1,1.0
2022-2023,15,2022-10-28,Šibenik,Varaždin,1,2,0.0
2022-2023,15,2022-10-29,Rijeka,Istra 1961,0,1,0.0
2022-2023,15,2022-10-29,Osijek,Dinamo Zagreb,1,0,1.0
2022-2023,15,2022-10-30,Lokomotiva,Hajduk Split,2,2,0.5
2022-2023,15,2022-10-31,Gorica,Slaven Belupo,1,1,0.5
2022-2023,16,2022-11-04,Istra 1961,Gorica,1,0,1.0
2022-2023,16,2022-11-05,Slaven Belupo,Lokomotiva,0,0,0.5
2022-2023,16,2022-11-05,Hajduk Split,Osijek,3,1,1.0
2022-2023,16,2022-11-06,Varaždin,Rijeka,0,3,0.0
2022-2023,16,2022-11-06,Dinamo Zagreb,Šibenik,3,0,1.0
2022-2023,17,2022-11-12,Lokomotiva,Istra 1961,2,0,1.0
2022-2023,17,2022-11-12,Slaven Belupo,Hajduk Split,2,2,0.5
2022-2023,17,2022-11-13,Šibenik,Osijek,0,2,0.0
2022-2023,17,2022-11-13,Rijeka,Dinamo Zagreb,2,7,0.0
2022-2023,17,2023-01-18,Gorica,Varaždin,0,0,0.5
2022-2023,18,2023-01-20,Istra 1961,Slaven Belupo,0,0,0.5
2022-2023,18,2023-01-21,Osijek,Rijeka,1,1,0.5
2022-2023,18,2023-01-21,Dinamo Zagreb,Gorica,0,0,0.5
2022-2023,18,2023-01-22,Hajduk Split,Šibenik,2,1,1.0
2022-2023,18,2023-01-22,Varaždin,Lokomotiva,0,0,0.5
2022-2023,19,2023-01-27,Varaždin,Slaven Belupo,1,0,1.0
2022-2023,19,2023-01-28,Šibenik,Rijeka,1,2,0.0
2022-2023,19,2023-01-28,Dinamo Zagreb,Lokomotiva,2,1,1.0
2022-2023,19,2023-01-29,Osijek,Gorica,2,0,1.0
2022-2023,19,2023-01-29,Istra 1961,Hajduk Split,3,0,1.0
2022-2023,20,2023-02-03,Istra 1961,Varaždin,2,1,1.0
2022-2023,20,2023-02-04,Lokomotiva,Osijek,1,0,1.0
2022-2023,20,2023-02-04,Slaven Belupo,Dinamo Zagreb,1,1,0.5
2022-2023,20,2023-02-05,Gorica,Šibenik,0,3,0.0
2022-2023,20,2023-02-05,Hajduk Split,Rijeka,1,2,0.0
2022-2023,21,2023-02-10,Dinamo Zagreb,Istra 1961,1,0,1.0
2022-2023,21,2023-02-11,Varaždin,Hajduk Split,1,4,0.0
2022-2023,21,2023-02-11,Osijek,Slaven Belupo,0,0,0.5
2022-2023,21,2023-02-12,Šibenik,Lokomotiva,0,4,0.0
