Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,1,2016-07-15,Slaven Belupo,Inter Zaprešić,2,0,1.0
2016-2017,1,2016-07-16,Istra 1961,Osijek,0,1,0.0
2016-2017,1,2016-07-16,RNK Split,Rijeka,0,3,0.0
2016-2017,1,2016-07-17,Dinamo Zagreb,Lokomotiva,3,1,1.0
2016-2017,1,2016-07-17,Cibalia,Hajduk Split,0,2,0.0
2016-2017,2,2016-07-22,Rijeka,Istra 1961,4,1,1.0
2016-2017,2,2016-07-23,Slaven Belupo,Cibalia,3,2,1.0
2016-2017,2,2016-07-23,Inter Zaprešić,Osijek,0,2,0.0
2016-2017,2,2016-07-24,Lokomotiva,RNK Split,0,0,0.5
2016-2017,3,2016-07-29,Dinamo Zagreb,Slaven Belupo,1,1,0.5
2016-2017,3,2016-07-30,Cibalia,Inter Zaprešić,3,3,0.5
2016-2017,3,2016-07-31,Osijek,Rijeka,0,1,0.0
2016-2017,3,2016-07-31,Istra 1961,Lokomotiva,1,1,0.5
2016-2017,3,2016-07-31,RNK Split,Hajduk Split,0,1,0.0
2016-2017,4,2016-08-05,Slaven Belupo,RNK Split,0,0,0.5
2016-2017,4,2016-08-06,Cibalia,Dinamo Zagreb,0,2,0.0
2016-2017,4,2016-08-07,Inter Zaprešić,Rijeka,1,1,0.5
2016-2017,4,2016-08-07,Hajduk Split,Istra 1961,4,0,1.0
2016-2017,4,2016-08-08,Lokomotiva,Osijek,2,3,0.0
2016-2017,2,2016-08-10,Hajduk Split,Dinamo Zagreb,0,4,0.0
2016-2017,5,2016-08-12,RNK Split,Cibalia,2,2,0.5
2016-2017,5,2016-08-13,Dinamo Zagreb,Inter Zaprešić,2,1,1.0
2016-2017,5,2016-08-13,Rijeka,Lokomotiva,1,0,1.0
2016-2017,5,2016-08-14,Istra 1961,Slaven Belupo,0,0,0.5
2016-2017,5,2016-08-14,Osijek,Hajduk Split,1,1,0.5
2016-2017,6,2016-08-19,Dinamo Zagreb,RNK Split,1,0,1.0
2016-2017,6,2016-08-20,Cibalia,Istra 1961,1,1,0.5
2016-2017,6,2016-08-20,Slaven Belupo,Osijek,2,3,0.0
2016-2017,6,2016-08-21,Inter Zaprešić,Lokomotiva,2,1,1.0
2016-2017,6,2016-08-21,Hajduk Split,Rijeka,2,4,0.0
2016-2017,7,2016-08-26,RNK Split,Inter Zaprešić,0,0,0.5
2016-2017,7,2016-08-27,Osijek,Cibalia,2,0,1.0
2016-2017,7,2016-08-27,Rijeka,Slaven Belupo,2,0,1.0
2016-2017,7,2016-08-28,Lokomotiva,Hajduk Split,0,2,0.0
2016-2017,7,2016-08-28,Istra 1961,Dinamo Zagreb,1,2,0.0
2016-2017,8,2016-09-09,Inter Zaprešić,Hajduk Split,1,1,0.5
2016-2017,8,2016-09-10,RNK Split,Istra 1961,0,3,0.0
2016-2017,8,2016-09-10,Dinamo Zagreb,Osijek,0,1,0.0
2016-2017,8,2016-09-11,Slaven Belupo,Lokomotiva,2,3,0.0
2016-2017,8,2016-09-11,Cibalia,Rijeka,0,0,0.5
2016-2017,9,2016-09-16,Lokomotiva,Cibalia,4,0,1.0
2016-2017,9,2016-09-17,Istra 1961,Inter Zaprešić,4,1,1.0
2016-2017,9,2016-09-17,Hajduk Split,Slaven Belupo,4,0,1.0
2016-2017,9,2016-09-18,Osijek,RNK Split,3,0,1.0
2016-2017,9,2016-09-18,Rijeka,Dinamo Zagreb,5,2,1.0
2016-2017,10,2016-09-23,Lokomotiva,Dinamo Zagreb,0,1,0.0
