Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,1,2021-07-16,Dinamo Zagreb,Slaven Belupo,0,2,0.0
2021-2022,1,2021-07-16,Osijek,Šibenik,3,0,1.0
2021-2022,1,2021-07-17,Lokomotiva,Hajduk Split,2,2,0.5
2021-2022,1,2021-07-17,Rijeka,Gorica,2,0,1.0
2021-2022,1,2021-07-18,Istra 1961,Hrvatski Dragovoljac,3,1,1.0
2021-2022,2,2021-07-23,Hrvatski Dragovoljac,Dinamo Zagreb,0,4,0.0
2021-2022,2,2021-07-24,Slaven Belupo,Lokomotiva,1,2,0.0
2021-2022,2,2021-07-24,Gorica,Šibenik,3,1,1.0
2021-2022,2,2021-07-25,Rijeka,Istra 1961,2,0,1.0
2021-2022,2,2021-07-25,Hajduk Split,Osijek,1,2,0.0
2021-2022,3,2021-07-30,Lokomotiva,Hrvatski Dragovoljac,3,2,1.0
2021-2022,3,2021-07-31,Istra 1961,Gorica,1,2,0.0
2021-2022,3,2021-08-01,Hajduk Split,Šibenik,1,0,1.0
2021-2022,3,2021-08-01,Dinamo Zagreb,Rijeka,3,3,0.5
2021-2022,3,2021-08-01,Osijek,Slaven Belupo,0,0,0.5
2021-2022,4,2021-08-07,Slaven Belupo,Šibenik,1,1,0.5
2021-2022,4,2021-08-07,Gorica,Hajduk Split,1,3,0.0
2021-2022,4,2021-08-08,Hrvatski Dragovoljac,Osijek,1,2,0.0
2021-2022,5,2021-08-13,Dinamo Zagreb,Gorica,1,0,1.0
2021-2022,5,2021-08-14,Lokomotiva,Istra 1961,4,0,1.0
2021-2022,5,2021-08-14,Hajduk Split,Slaven Belupo,2,0,1.0
2021-2022,5,2021-08-15,Šibenik,Hrvatski Dragovoljac,6,2,1.0
2021-2022,5,2021-08-15,Osijek,Rijeka,1,0,1.0
2021-2022,6,2021-08-20,Hrvatski Dragovoljac,Hajduk Split,0,1,0.0
2021-2022,6,2021-08-21,Gorica,Slaven Belupo,1,0,1.0
2021-2022,6,2021-08-21,Dinamo Zagreb,Lokomotiva,1,0,1.0
2021-2022,6,2021-08-22,Istra 1961,Osijek,2,0,1.0
2021-2022,6,2021-08-22,Rijeka,Šibenik,2,1,1.0
2021-2022,7,2021-08-27,Slaven Belupo,Hrvatski Dragovoljac,0,1,0.0
2021-2022,7,2021-08-28,Lokomotiva,Gorica,0,1,0.0
2021-2022,7,2021-08-28,Šibenik,Istra 1961,3,1,1.0
2021-2022,7,2021-08-29,Osijek,Dinamo Zagreb,0,2,0.0
2021-2022,7,2021-08-29,Hajduk Split,Rijeka,1,2,0.0
2021-2022,8,2021-09-10,Gorica,Hrvatski Dragovoljac,1,1,0.5
2021-2022,8,2021-09-11,Dinamo Zagreb,Šibenik,2,0,1.0
2021-2022,8,2021-09-11,Rijeka,Slaven Belupo,2,1,1.0
2021-2022,8,2021-09-12,Istra 1961,Hajduk Split,1,3,0.0
2021-2022,8,2021-09-12,Lokomotiva,Osijek,1,1,0.5
2021-2022,9,2021-09-17,Hrvatski Dragovoljac,Rijeka,2,2,0.5
2021-2022,9,2021-09-18,Slaven Belupo,Istra 1961,1,1,0.5
2021-2022,9,2021-09-18,Šibenik,Lokomotiva,2,1,1.0
2021-2022,9,2021-09-19,Osijek,Gorica,3,2,1.0
2021-2022,10,2021-09-25,Slaven Belupo,Dinamo Zagreb,1,4,0.0
2021-2022,10,2021-09-25,Šibenik,Osijek,0,2,0.0
2021-2022,10,2021-09-26,Gorica,Rijeka,3,4,0.0
2021-2022,10,2021-09-26,Hajduk Split,Lokomotiva,1,0,1.0
2021-2022,10,2021-09-27,Hrvatski Dragovoljac,Istra 1961,0,1,0.0
2021-2022,11,2021-10-01,Šibenik,Gorica,1,2,0.0
2021-2022,11,2021-10-02,Lokomotiva,Slaven Belupo,3,0,1.0
2021-2022,11,2021-10-02,Istra 1961,Rijeka,3,6,0.0
2021-2022,11,2021-10-03,Dinamo Zagreb,Hrvatski Dragovoljac,8,0,1.0
2021-2022,11,2021-10-03,Osijek,Hajduk Split,1,1,0.5
2021-2022,12,2021-10-15,Hrvatski Dragovoljac,Lokomotiva,2,2,0.5
2021-2022,12,2021-10-16,Gorica,Istra 1961,1,1,0.5
2021-2022,12,2021-10-16,Rijeka,Dinamo Zagreb,3,3,0.5
2021-2022,12,2021-10-17,Slaven Belupo,Osijek,0,2,0.0
2021-2022,12,2021-10-17,Šibenik,Hajduk Split,2,0,1.0
2021-2022,4,2021-10-20,Rijeka,Lokomotiva,1,2,0.0
2021-2022,13,2021-10-22,Šibenik,Slaven Belupo,1,1,0.5
2021-2022,13,2021-10-23,Osijek,Hrvatski Dragovoljac,1,0,1.0
2021-2022,13,2021-10-23,Hajduk Split,Gorica,0,0,0.5
2021-2022,13,2021-10-24,Dinamo Zagreb,Istra 1961,1,1,0.5
2021-2022,13,2021-10-24,Lokomotiva,Rijeka,0,2,0.0
2021-2022,14,2021-10-30,Hrvatski Dragovoljac,Šibenik,1,1,0.5
2021-2022,14,2021-10-30,Gorica,Dinamo Zagreb,0,2,0.0
2021-2022,14,2021-10-31,Slaven Belupo,Hajduk Split,3,2,1.0
2021-2022,14,2021-11-01,Istra 1961,Lokomotiva,2,1,1.0
2021-2022,15,2021-11-05,Slaven Belupo,Gorica,1,2,0.0
2021-2022,15,2021-11-06,Osijek,Istra 1961,3,0,1.0
2021-2022,15,2021-11-06,Hajduk Split,Hrvatski Dragovoljac,2,0,1.0
2021-2022,15,2021-11-07,Lokomotiva,Dinamo Zagreb,1,0,1.0
2021-2022,15,2021-11-07,Šibenik,Rijeka,0,1,0.0
2021-2022,16,2021-11-19,Hrvatski Dragovoljac,Slaven Belupo,1,2,0.0
2021-2022,16,2021-11-20,Dinamo Zagreb,Osijek,1,1,0.5
2021-2022,16,2021-11-20,Istra 1961,Šibenik,3,4,0.0
2021-2022,16,2021-11-21,Gorica,Lokomotiva,2,2,0.5
2021-2022,16,2021-11-21,Rijeka,Hajduk Split,2,3,0.0
2021-2022,17,2021-11-26,Osijek,Lokomotiva,3,1,1.0
2021-2022,17,2021-11-26,Hajduk Split,Istra 1961,4,0,1.0
2021-2022,17,2021-11-27,Hrvatski Dragovoljac,Gorica,0,1,0.0
2021-2022,17,2021-11-27,Slaven Belupo,Rijeka,1,2,0.0
2021-2022,17,2021-11-28,Šibenik,Dinamo Zagreb,1,2,0.0
2021-2022,18,2021-12-04,Gorica,Osijek,1,1,0.5
2021-2022,18,2021-12-04,Rijeka,Hrvatski Dragovoljac,4,1,1.0
2021-2022,18,2021-12-05,Lokomotiva,Šibenik,1,1,0.5
2021-2022,18,2021-12-05,Dinamo Zagreb,Hajduk Split,0,2,0.0
2021-2022,18,2021-12-06,Istra 1961,Slaven Belupo,1,2,0.0
2021-2022,14,2021-12-08,Rijeka,Osijek,0,0,0.5
2021-2022,19,2021-12-10,Istra 1961,Hrvatski Dragovoljac,3,0,1.0
2021-2022,19,2021-12-11,Lokomotiva,Hajduk Split,3,3,0.5
2021-2022,19,2021-12-11,Rijeka,Gorica,1,2,0.0
2021-2022,19,2021-12-12,Osijek,Šibenik,3,1,1.0
2021-2022,19,2021-12-12,Dinamo Zagreb,Slaven Belupo,3,0,1.0
2021-2022,4,2021-12-15,Istra 1961,Dinamo Zagreb,0,2,0.0
2021-2022,20,2021-12-17,Slaven Belupo,Lokomotiva,2,1,1.0
