Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,1,2023-07-21,Dinamo Zagreb,Hajduk Split,1,2,0.0
2023-2024,1,2023-07-22,Rijeka,Rudeš,4,0,1.0
2023-2024,1,2023-07-22,Osijek,Slaven Belupo,6,1,1.0
2023-2024,1,2023-07-23,Gorica,Varaždin,1,1,0.5
2023-2024,1,2023-07-23,Lokomotiva,Istra 1961,1,1,0.5
2023-2024,2,2023-07-28,Varaždin,Slaven Belupo,2,2,0.5
2023-2024,2,2023-07-29,Gorica,Lokomotiva,1,0,1.0
2023-2024,2,2023-07-29,Istra 1961,Dinamo Zagreb,0,3,0.0
2023-2024,2,2023-07-30,Rudeš,Osijek,3,4,0.0
2023-2024,2,2023-07-30,Hajduk Split,Rijeka,1,0,1.0
2023-2024,3,2023-08-04,Lokomotiva,Varaždin,3,3,0.5
2023-2024,3,2023-08-05,Slaven Belupo,Rudeš,3,2,1.0
2023-2024,3,2023-08-05,Dinamo Zagreb,Gorica,0,0,0.5
2023-2024,3,2023-08-06,Rijeka,Istra 1961,6,0,1.0
2023-2024,4,2023-08-12,Varaždin,Rudeš,2,0,1.0
2023-2024,4,2023-08-13,Istra 1961,Osijek,4,4,0.5
2023-2024,4,2023-08-13,Hajduk Split,Slaven Belupo,3,0,1.0
2023-2024,5,2023-08-19,Slaven Belupo,Istra 1961,2,2,0.5
2023-2024,5,2023-08-20,Rudeš,Hajduk Split,0,2,0.0
2023-2024,5,2023-08-20,Osijek,Gorica,1,0,1.0
2023-2024,5,2023-08-20,Rijeka,Lokomotiva,2,1,1.0
2023-2024,6,2023-08-25,Gorica,Slaven Belupo,2,2,0.5
2023-2024,6,2023-08-26,Varaždin,Hajduk Split,1,2,0.0
2023-2024,6,2023-08-26,Lokomotiva,Osijek,2,2,0.5
2023-2024,6,2023-08-27,Istra 1961,Rudeš,0,0,0.5
2023-2024,6,2023-08-27,Dinamo Zagreb,Rijeka,2,1,1.0
2023-2024,7,2023-09-01,Slaven Belupo,Lokomotiva,0,1,0.0
2023-2024,7,2023-09-02,Rudeš,Gorica,0,2,0.0
2023-2024,7,2023-09-02,Hajduk Split,Istra 1961,0,1,0.0
2023-2024,7,2023-09-03,Rijeka,Varaždin,2,2,0.5
2023-2024,7,2023-09-03,Osijek,Dinamo Zagreb,2,3,0.0
2023-2024,8,2023-09-15,Lokomotiva,Rudeš,1,0,1.0
2023-2024,8,2023-09-16,Dinamo Zagreb,Slaven Belupo,3,0,1.0
2023-2024,8,2023-09-16,Rijeka,Osijek,2,1,1.0
2023-2024,8,2023-09-17,Gorica,Hajduk Split,2,1,1.0
2023-2024,8,2023-09-17,Varaždin,Istra 1961,1,0,1.0
2023-2024,9,2023-09-22,Osijek,Varaždin,1,1,0.5
2023-2024,9,2023-09-23,Istra 1961,Gorica,0,1,0.0
2023-2024,9,2023-09-23,Hajduk Split,Lokomotiva,1,0,1.0
2023-2024,9,2023-09-24,Slaven Belupo,Rijeka,0,1,0.0
2023-2024,9,2023-09-24,Rudeš,Dinamo Zagreb,1,5,0.0
2023-2024,10,2023-09-30,Varaždin,Gorica,1,0,1.0
2023-2024,10,2023-09-30,Slaven Belupo,Osijek,1,0,1.0
2023-2024,10,2023-10-01,Rudeš,Rijeka,1,2,0.0
2023-2024,10,2023-10-01,Hajduk Split,Dinamo Zagreb,1,0,1.0
2023-2024,10,2023-10-02,Istra 1961,Lokomotiva,0,4,0.0
2023-2024,11,2023-10-06,Slaven Belupo,Varaždin,3,2,1.0
2023-2024,11,2023-10-07,Osijek,Rudeš,3,0,1.0
2023-2024,11,2023-10-07,Rijeka,Hajduk Split,1,0,1.0
2023-2024,11,2023-10-08,Lokomotiva,Gorica,1,1,0.5
2023-2024,11,2023-10-08,Dinamo Zagreb,Istra 1961,3,0,1.0
2023-2024,12,2023-10-20,Rudeš,Slaven Belupo,0,0,0.5
2023-2024,12,2023-10-21,Varaždin,Lokomotiva,0,0,0.5
2023-2024,12,2023-10-21,Gorica,Dinamo Zagreb,2,1,1.0
2023-2024,12,2023-10-22,Istra 1961,Rijeka,1,1,0.5
2023-2024,12,2023-10-22,Hajduk Split,Osijek,0,2,0.0
2023-2024,13,2023-10-27,Slaven Belupo,Hajduk Split,0,1,0.0
2023-2024,13,2023-10-28,Rudeš,Varaždin,0,0,0.5
2023-2024,13,2023-10-28,Osijek,Istra 1961,3,1,1.0
2023-2024,13,2023-10-29,Rijeka,Gorica,1,0,1.0
2023-2024,13,2023-10-29,Dinamo Zagreb,Lokomotiva,2,1,1.0
2023-2024,14,2023-11-03,Lokomotiva,Rijeka,1,1,0.5
2023-2024,14,2023-11-04,Gorica,Osijek,3,0,1.0
2023-2024,14,2023-11-04,Hajduk Split,Rudeš,1,0,1.0
2023-2024,14,2023-11-05,Varaždin,Dinamo Zagreb,1,1,0.5
2023-2024,14,2023-11-05,Istra 1961,Slaven Belupo,2,0,1.0
2023-2024,3,2023-11-08,Osijek,Hajduk Split,0,1,0.0
2023-2024,15,2023-11-10,Slaven Belupo,Gorica,0,0,0.5
2023-2024,15,2023-11-11,Rudeš,Istra 1961,0,4,0.0
2023-2024,15,2023-11-11,Osijek,Lokomotiva,1,1,0.5
2023-2024,15,2023-11-12,Hajduk Split,Varaždin,3,1,1.0
2023-2024,15,2023-11-12,Rijeka,Dinamo Zagreb,2,2,0.5
