Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,1. HNL,1,2018-07-27,Dinamo Zagreb,Rudeš,1,1,0.5
2018-2019,1. HNL,1,2018-07-28,Lokomotiva,Inter Zaprešić,4,0,1.0
2018-2019,1. HNL,1,2018-07-28,Rijeka,Gorica,2,0,1.0
2018-2019,1. HNL,1,2018-07-29,Istra 1961,Slaven Belupo,1,1,0.5
2018-2019,1. HNL,1,2018-07-29,Osijek,Hajduk Split,4,1,1.0
2018-2019,1. HNL,2,2018-08-03,Rijeka,Inter Zaprešić,4,0,1.0
2018-2019,1. HNL,2,2018-08-03,Dinamo Zagreb,Istra 1961,3,0,1.0
2018-2019,1. HNL,2,2018-08-04,Gorica,Slaven Belupo,3,3,0.5
2018-2019,1. HNL,2,2018-08-05,Osijek,Rudeš,3,2,1.0
2018-2019,1. HNL,2,2018-08-05,Hajduk Split,Lokomotiva,1,1,0.5
2018-2019,1. HNL,3,2018-08-10,Dinamo Zagreb,Slaven Belupo,2,1,1.0
2018-2019,1. HNL,3,2018-08-11,Gorica,Inter Zaprešić,2,3,0.0
2018-2019,1. HNL,3,2018-08-11,Lokomotiva,Rudeš,1,0,1.0
2018-2019,1. HNL,3,2018-08-12,Osijek,Istra 1961,3,0,1.0
2018-2019,1. HNL,3,2018-08-12,Rijeka,Hajduk Split,1,1,0.5
2018-2019,1. HNL,4,2018-08-17,Dinamo Zagreb,Osijek,2,1,1.0
2018-2019,1. HNL,4,2018-08-18,Istra 1961,Lokomotiva,1,2,0.0
2018-2019,1. HNL,4,2018-08-19,Rudeš,Rijeka,1,2,0.0
2018-2019,1. HNL,4,2018-08-19,Hajduk Split,Gorica,0,2,0.0
2018-2019,1. HNL,5,2018-08-24,Osijek,Slaven Belupo,1,1,0.5
2018-2019,1. HNL,5,2018-08-25,Gorica,Rudeš,2,0,1.0
2018-2019,1. HNL,5,2018-08-25,Dinamo Zagreb,Lokomotiva,1,0,1.0
2018-2019,1. HNL,5,2018-08-26,Inter Zaprešić,Hajduk Split,2,2,0.5
2018-2019,1. HNL,5,2018-08-26,Rijeka,Istra 1961,3,3,0.5
2018-2019,1. HNL,6,2018-08-31,Inter Zaprešić,Rudeš,3,0,1.0
2018-2019,1. HNL,6,2018-09-01,Slaven Belupo,Hajduk Split,1,1,0.5
2018-2019,1. HNL,6,2018-09-01,Osijek,Lokomotiva,2,1,1.0
2018-2019,1. HNL,6,2018-09-02,Istra 1961,Gorica,0,2,0.0
