Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2010-2011,Group stage,1,2010-09-16,Dynamo Kyiv,BATE Borisov,ua,by,2,2,0.5
2010-2011,Group stage,1,2010-09-16,Sparta Prague,Palermo,cz,it,3,2,1.0
2010-2011,Group stage,1,2010-09-16,Sevilla,Paris S-G,es,fr,0,1,0.0
2010-2011,Group stage,1,2010-09-16,Getafe,Odense,es,dk,2,1,1.0
2010-2011,Group stage,1,2010-09-16,Liverpool,Steaua,eng,ro,4,1,1.0
2010-2011,Group stage,1,2010-09-16,Karpaty Lviv,Dortmund,ua,de,3,4,0.0
2010-2011,Group stage,1,2010-09-16,Lille,Sporting CP,fr,pt,1,2,0.0
2010-2011,Group stage,1,2010-09-16,Beşiktaş,CSKA Sofia,tr,bg,1,0,1.0
2010-2011,Group stage,1,2010-09-16,Napoli,Utrecht,it,nl,0,0,0.5
2010-2011,Group stage,1,2010-09-16,RB Salzburg,Manchester City,at,eng,0,2,0.0
2010-2011,Group stage,1,2010-09-16,Porto,Rapid Wien,pt,at,3,0,1.0
2010-2011,Group stage,1,2010-09-16,Anderlecht,Zenit,be,ru,1,3,0.0
2010-2011,Group stage,1,2010-09-16,Lausanne-Sport,CSKA Moscow,ch,ru,0,3,0.0
2010-2011,Group stage,1,2010-09-16,Dinamo Zagreb,Villarreal,hr,es,2,0,1.0
2010-2011,Group stage,1,2010-09-16,AEK Athens,Hajduk Split,gr,hr,3,1,1.0
2010-2011,Group stage,1,2010-09-16,Levski Sofia,Gent,bg,be,3,2,1.0
2010-2011,Group stage,1,2010-09-16,Club Brugge,PAOK,be,gr,1,1,0.5
2010-2011,Group stage,1,2010-09-16,PSV Eindhoven,Sampdoria,nl,it,1,1,0.5
2010-2011,Group stage,1,2010-09-16,Aris,Atlético Madrid,gr,es,1,0,1.0
2010-2011,Group stage,1,2010-09-16,AZ Alkmaar,Sheriff Tiraspol,nl,md,2,1,1.0
2010-2011,Group stage,1,2010-09-16,Juventus,Lech Poznań,it,pl,3,3,0.5
2010-2011,Group stage,1,2010-09-16,Stuttgart,Young Boys,de,ch,3,0,1.0
2010-2011,Group stage,1,2010-09-16,Debrecen,Metalist Kharkiv,hu,ua,0,5,0.0
2010-2011,Group stage,1,2010-09-16,Leverkusen,Rosenborg,de,no,4,0,1.0
2010-2011,Group stage,2,2010-09-30,CSKA Sofia,Porto,bg,pt,0,1,0.0
2010-2011,Group stage,2,2010-09-30,Lech Poznań,RB Salzburg,pl,at,2,0,1.0
2010-2011,Group stage,2,2010-09-30,Sampdoria,Debrecen,it,hu,1,0,1.0
2010-2011,Group stage,2,2010-09-30,Rosenborg,Aris,no,gr,2,1,1.0
2010-2011,Group stage,2,2010-09-30,Metalist Kharkiv,PSV Eindhoven,ua,nl,0,2,0.0
2010-2011,Group stage,2,2010-09-30,Sheriff Tiraspol,Dynamo Kyiv,md,ua,2,0,1.0
2010-2011,Group stage,2,2010-09-30,BATE Borisov,AZ Alkmaar,by,nl,4,1,1.0
2010-2011,Group stage,2,2010-09-30,Young Boys,Getafe,ch,es,2,0,1.0
2010-2011,Group stage,2,2010-09-30,Hajduk Split,Anderlecht,hr,be,1,0,1.0
2010-2011,Group stage,2,2010-09-30,Paris S-G,Karpaty Lviv,fr,ua,2,0,1.0
2010-2011,Group stage,2,2010-09-30,Gent,Lille,be,fr,1,1,0.5
2010-2011,Group stage,2,2010-09-30,Sporting CP,Levski Sofia,pt,bg,5,0,1.0
2010-2011,Group stage,2,2010-09-30,Dortmund,Sevilla,de,es,0,1,0.0
2010-2011,Group stage,2,2010-09-30,Palermo,Lausanne-Sport,it,ch,1,0,1.0
2010-2011,Group stage,2,2010-09-30,CSKA Moscow,Sparta Prague,ru,cz,3,0,1.0
2010-2011,Group stage,2,2010-09-30,Zenit,AEK Athens,ru,gr,4,2,1.0
2010-2011,Group stage,2,2010-09-30,Manchester City,Juventus,eng,it,1,1,0.5
2010-2011,Group stage,2,2010-09-30,Villarreal,Club Brugge,es,be,2,1,1.0
2010-2011,Group stage,2,2010-09-30,Steaua,Napoli,ro,it,3,3,0.5
2010-2011,Group stage,2,2010-09-30,Atlético Madrid,Leverkusen,es,de,1,1,0.5
2010-2011,Group stage,2,2010-09-30,Odense,Stuttgart,dk,de,1,2,0.0
2010-2011,Group stage,2,2010-09-30,Rapid Wien,Beşiktaş,at,tr,1,2,0.0
2010-2011,Group stage,2,2010-09-30,Utrecht,Liverpool,nl,eng,0,0,0.5
2010-2011,Group stage,2,2010-09-30,PAOK,Dinamo Zagreb,gr,hr,1,0,1.0
2010-2011,Group stage,3,2010-10-21,Villarreal,PAOK,es,gr,1,0,1.0
2010-2011,Group stage,3,2010-10-21,Zenit,Hajduk Split,ru,hr,2,0,1.0
2010-2011,Group stage,3,2010-10-21,Karpaty Lviv,Sevilla,ua,es,0,1,0.0
2010-2011,Group stage,3,2010-10-21,Stuttgart,Getafe,de,es,1,0,1.0
2010-2011,Group stage,3,2010-10-21,CSKA Sofia,Rapid Wien,bg,at,0,2,0.0
2010-2011,Group stage,3,2010-10-21,Debrecen,PSV Eindhoven,hu,nl,1,2,0.0
2010-2011,Group stage,3,2010-10-21,Dortmund,Paris S-G,de,fr,1,1,0.5
2010-2011,Group stage,3,2010-10-21,Palermo,CSKA Moscow,it,ru,0,3,0.0
2010-2011,Group stage,3,2010-10-21,Sporting CP,Gent,pt,be,5,1,1.0
2010-2011,Group stage,3,2010-10-21,Anderlecht,AEK Athens,be,gr,3,0,1.0
