Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2015-2016,Group stage,1,2015-09-17,Bordeaux,Liverpool,fr,eng,1,1,0.5
2015-2016,Group stage,1,2015-09-17,Ajax,Celtic,nl,sct,2,2,0.5
2015-2016,Group stage,1,2015-09-17,Rapid Wien,Villarreal,at,es,2,1,1.0
2015-2016,Group stage,1,2015-09-17,Sion,Rubin Kazan,ch,ru,2,1,1.0
2015-2016,Group stage,1,2015-09-17,Napoli,Club Brugge,it,be,5,0,1.0
2015-2016,Group stage,1,2015-09-17,Groningen,Marseille,nl,fr,0,3,0.0
2015-2016,Group stage,1,2015-09-17,Viktoria Plzeň,Dinamo Minsk,cz,by,2,0,1.0
2015-2016,Group stage,1,2015-09-17,Slovan Liberec,Braga,cz,pt,0,1,0.0
2015-2016,Group stage,1,2015-09-17,Midtjylland,Legia Warsaw,dk,pl,1,0,1.0
2015-2016,Group stage,1,2015-09-17,Dortmund,Krasnodar,de,ru,2,1,1.0
2015-2016,Group stage,1,2015-09-17,Fenerbahçe,Molde,tr,no,1,3,0.0
2015-2016,Group stage,1,2015-09-17,Sporting CP,Loko Moscow,pt,ru,1,3,0.0
2015-2016,Group stage,1,2015-09-17,Tottenham,Qarabağ,eng,az,3,1,1.0
2015-2016,Group stage,1,2015-09-17,Saint-Étienne,Rosenborg,fr,no,2,2,0.5
2015-2016,Group stage,1,2015-09-17,Athletic Club,Augsburg,es,de,3,1,1.0
2015-2016,Group stage,1,2015-09-17,Skënderbeu Korçë,Beşiktaş,al,tr,0,1,0.0
2015-2016,Group stage,1,2015-09-17,Lech Poznań,Belenenses,pl,pt,0,0,0.5
2015-2016,Group stage,1,2015-09-17,Partizan,AZ Alkmaar,rs,nl,3,2,1.0
2015-2016,Group stage,1,2015-09-17,Fiorentina,Basel,it,ch,1,2,0.0
2015-2016,Group stage,1,2015-09-17,Anderlecht,Monaco,be,fr,1,1,0.5
