Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2021-2022,Group stage,4,2021-11-04,Galatasaray,Loko Moscow,tr,ru,1.0,1.0,0.5
2021-2022,Group stage,4,2021-11-04,Ferencváros,Celtic,hu,sct,2.0,3.0,0.0
2021-2022,Group stage,4,2021-11-04,Red Star,Midtjylland,rs,dk,0.0,1.0,0.0
2021-2022,Group stage,4,2021-11-04,Leverkusen,Betis,de,es,4.0,0.0,1.0
2021-2022,Group stage,4,2021-11-04,Antwerp,Fenerbahçe,be,tr,0.0,3.0,0.0
2021-2022,Group stage,4,2021-11-04,Marseille,Lazio,fr,it,2.0,2.0,0.5
2021-2022,Group stage,4,2021-11-04,Dinamo Zagreb,Rapid Wien,hr,at,3.0,1.0,1.0
2021-2022,Group stage,5,2021-11-24,Spartak Moscow,Napoli,ru,it,2.0,1.0,1.0
2021-2022,Group stage,5,2021-11-25,Rapid Wien,West Ham,at,eng,0.0,2.0,0.0
2021-2022,Group stage,5,2021-11-25,Betis,Ferencváros,es,hu,2.0,0.0,1.0
2021-2022,Group stage,5,2021-11-25,Red Star,Ludogorets,rs,bg,1.0,0.0,1.0
2021-2022,Group stage,5,2021-11-25,Leverkusen,Celtic,de,sct,3.0,2.0,1.0
2021-2022,Group stage,5,2021-11-25,Midtjylland,Braga,dk,pt,3.0,2.0,1.0
2021-2022,Group stage,5,2021-11-25,Dinamo Zagreb,Genk,hr,be,1.0,1.0,0.5
2021-2022,Group stage,5,2021-11-25,Leicester City,Legia Warsaw,eng,pl,3.0,1.0,1.0
2021-2022,Group stage,5,2021-11-25,Rangers,Sparta Prague,sct,cz,2.0,0.0,1.0
2021-2022,Group stage,5,2021-11-25,Galatasaray,Marseille,tr,fr,4.0,2.0,1.0
2021-2022,Group stage,5,2021-11-25,Loko Moscow,Lazio,ru,it,0.0,3.0,0.0
2021-2022,Group stage,5,2021-11-25,Eint Frankfurt,Antwerp,de,be,2.0,2.0,0.5
2021-2022,Group stage,5,2021-11-25,Monaco,Real Sociedad,fr,es,2.0,1.0,1.0
2021-2022,Group stage,5,2021-11-25,Brøndby,Lyon,dk,fr,1.0,3.0,0.0
2021-2022,Group stage,5,2021-11-25,PSV Eindhoven,Sturm Graz,nl,at,2.0,0.0,1.0
2021-2022,Group stage,5,2021-11-25,Olympiacos,Fenerbahçe,gr,tr,1.0,0.0,1.0
2021-2022,Group stage,6,2021-12-09,Legia Warsaw,Spartak Moscow,pl,ru,0.0,1.0,0.0
2021-2022,Group stage,6,2021-12-09,Antwerp,Olympiacos,be,gr,1.0,0.0,1.0
2021-2022,Group stage,6,2021-12-09,Sparta Prague,Brøndby,cz,dk,2.0,0.0,1.0
2021-2022,Group stage,6,2021-12-09,Sturm Graz,Monaco,at,fr,1.0,1.0,0.5
2021-2022,Group stage,6,2021-12-09,Lyon,Rangers,fr,sct,1.0,1.0,0.5
2021-2022,Group stage,6,2021-12-09,Napoli,Leicester City,it,eng,3.0,2.0,1.0
2021-2022,Group stage,6,2021-12-09,Real Sociedad,PSV Eindhoven,es,nl,3.0,0.0,1.0
2021-2022,Group stage,6,2021-12-09,West Ham,Dinamo Zagreb,eng,hr,0.0,1.0,0.0
2021-2022,Group stage,6,2021-12-09,Braga,Red Star,pt,rs,1.0,1.0,0.5
2021-2022,Group stage,6,2021-12-09,Celtic,Betis,sct,es,3.0,2.0,1.0
2021-2022,Group stage,6,2021-12-09,Fenerbahçe,Eint Frankfurt,tr,de,1.0,1.0,0.5
2021-2022,Group stage,6,2021-12-09,Lazio,Galatasaray,it,tr,0.0,0.0,0.5
2021-2022,Group stage,6,2021-12-09,Marseille,Loko Moscow,fr,ru,1.0,0.0,1.0
2021-2022,Group stage,6,2021-12-09,Ferencváros,Leverkusen,hu,de,1.0,0.0,1.0
2021-2022,Group stage,6,2021-12-09,Genk,Rapid Wien,be,at,0.0,1.0,0.0
2021-2022,Group stage,6,2021-12-09,Ludogorets,Midtjylland,bg,dk,0.0,0.0,0.5
2021-2022,Knockout round play-offs,,2022-02-17,Dortmund,Rangers,de,sct,2.0,4.0,0.0
2021-2022,Knockout round play-offs,,2022-02-17,Barcelona,Napoli,es,it,1.0,1.0,0.5
2021-2022,Knockout round play-offs,,2022-02-17,Sheriff Tiraspol,Braga,md,pt,2.0,0.0,1.0
2021-2022,Knockout round play-offs,,2022-02-17,Porto,Lazio,pt,it,2.0,1.0,1.0
2021-2022,Knockout round play-offs,,2022-02-17,Zenit,Betis,ru,es,2.0,3.0,0.0
2021-2022,Knockout round play-offs,,2022-02-17,Sevilla,Dinamo Zagreb,es,hr,3.0,1.0,1.0
2021-2022,Knockout round play-offs,,2022-02-17,RB Leipzig,Real Sociedad,de,es,2.0,2.0,0.5
2021-2022,Knockout round play-offs,,2022-02-17,Atalanta,Olympiacos,it,gr,2.0,1.0,1.0
2021-2022,Knockout round play-offs,,2022-02-24,Real Sociedad,RB Leipzig,es,de,1.0,3.0,0.0
2021-2022,Knockout round play-offs,,2022-02-24,Dinamo Zagreb,Sevilla,hr,es,1.0,0.0,1.0
2021-2022,Knockout round play-offs,,2022-02-24,Lazio,Porto,it,pt,2.0,2.0,0.5
2021-2022,Knockout round play-offs,,2022-02-24,Olympiacos,Atalanta,gr,it,0.0,3.0,0.0
2021-2022,Knockout round play-offs,,2022-02-24,Braga,Sheriff Tiraspol,pt,md,2.0,0.0,1.0
2021-2022,Knockout round play-offs,,2022-02-24,Rangers,Dortmund,sct,de,2.0,2.0,0.5
2021-2022,Knockout round play-offs,,2022-02-24,Napoli,Barcelona,it,es,2.0,4.0,0.0
2021-2022,Knockout round play-offs,,2022-02-24,Betis,Zenit,es,ru,0.0,0.0,0.5
2021-2022,Round of 16,,2022-03-09,Porto,Lyon,pt,fr,0.0,1.0,0.0
2021-2022,Round of 16,,2022-03-09,Betis,Eint Frankfurt,es,de,1.0,2.0,0.0
2021-2022,Round of 16,,2022-03-10,RB Leipzig,Spartak Moscow,de,ru,,,0.5
2021-2022,Round of 16,,2022-03-10,Sevilla,West Ham,es,eng,1.0,0.0,1.0
2021-2022,Round of 16,,2022-03-10,Braga,Monaco,pt,fr,2.0,0.0,1.0
2021-2022,Round of 16,,2022-03-10,Rangers,Red Star,sct,rs,3.0,0.0,1.0
2021-2022,Round of 16,,2022-03-10,Barcelona,Galatasaray,es,tr,0.0,0.0,0.5
2021-2022,Round of 16,,2022-03-10,Atalanta,Leverkusen,it,de,3.0,2.0,1.0
2021-2022,Round of 16,,2022-03-17,Spartak Moscow,RB Leipzig,ru,de,,,0.5
2021-2022,Round of 16,,2022-03-17,Leverkusen,Atalanta,de,it,0.0,1.0,0.0
2021-2022,Round of 16,,2022-03-17,Red Star,Rangers,rs,sct,2.0,1.0,1.0
2021-2022,Round of 16,,2022-03-17,Monaco,Braga,fr,pt,1.0,1.0,0.5
2021-2022,Round of 16,,2022-03-17,West Ham,Sevilla,eng,es,2.0,0.0,1.0
2021-2022,Round of 16,,2022-03-17,Galatasaray,Barcelona,tr,es,1.0,2.0,0.0
2021-2022,Round of 16,,2022-03-17,Lyon,Porto,fr,pt,1.0,1.0,0.5
2021-2022,Round of 16,,2022-03-17,Eint Frankfurt,Betis,de,es,1.0,1.0,0.5
2021-2022,Quarter-finals,,2022-04-07,RB Leipzig,Atalanta,de,it,1.0,1.0,0.5
2021-2022,Quarter-finals,,2022-04-07,Braga,Rangers,pt,sct,1.0,0.0,1.0
2021-2022,Quarter-finals,,2022-04-07,West Ham,Lyon,eng,fr,1.0,1.0,0.5
2021-2022,Quarter-finals,,2022-04-07,Eint Frankfurt,Barcelona,de,es,1.0,1.0,0.5
2021-2022,Quarter-finals,,2022-04-14,Atalanta,RB Leipzig,it,de,0.0,2.0,0.0
2021-2022,Quarter-finals,,2022-04-14,Rangers,Braga,sct,pt,3.0,1.0,1.0
2021-2022,Quarter-finals,,2022-04-14,Lyon,West Ham,fr,eng,0.0,3.0,0.0
2021-2022,Quarter-finals,,2022-04-14,Barcelona,Eint Frankfurt,es,de,2.0,3.0,0.0
2021-2022,Semi-finals,,2022-04-28,West Ham,Eint Frankfurt,eng,de,1.0,2.0,0.0
2021-2022,Semi-finals,,2022-04-28,RB Leipzig,Rangers,de,sct,1.0,0.0,1.0
2021-2022,Semi-finals,,2022-05-05,Rangers,RB Leipzig,sct,de,3.0,1.0,1.0
2021-2022,Semi-finals,,2022-05-05,Eint Frankfurt,West Ham,de,eng,1.0,0.0,1.0
2021-2022,Final,,2022-05-18,Eint Frankfurt,Rangers,de,sct,1.0,1.0,0.5
