Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2016-2017,Group stage,1,2016-09-15,Sassuolo,Athletic Club,it,es,3,0,1.0
2016-2017,Group stage,1,2016-09-15,Rapid Wien,Genk,at,be,3,2,1.0
2016-2017,Group stage,1,2016-09-15,AZ Alkmaar,Dundalk FC,nl,ie,1,1,0.5
2016-2017,Group stage,1,2016-09-15,Mainz 05,Saint-Étienne,de,fr,1,1,0.5
2016-2017,Group stage,1,2016-09-15,Feyenoord,Manchester Utd,nl,eng,1,0,1.0
2016-2017,Group stage,1,2016-09-15,Viktoria Plzeň,Roma,cz,it,1,1,0.5
2016-2017,Group stage,1,2016-09-15,Anderlecht,Qabala,be,az,3,1,1.0
2016-2017,Group stage,1,2016-09-15,Young Boys,Olympiacos,ch,gr,0,1,0.0
2016-2017,Group stage,1,2016-09-15,Qarabağ,Slovan Liberec,az,cz,2,2,0.5
2016-2017,Group stage,1,2016-09-15,Astra Giurgiu,Austria Wien,ro,at,2,3,0.0
2016-2017,Group stage,1,2016-09-15,Zorya Luhansk,Fenerbahçe,ua,tr,1,1,0.5
2016-2017,Group stage,1,2016-09-15,Maccabi Tel Aviv,Zenit,il,ru,3,4,0.0
2016-2017,Group stage,1,2016-09-15,APOEL FC,FC Astana,cy,kz,2,1,1.0
2016-2017,Group stage,1,2016-09-15,Southampton,Sparta Prague,eng,cz,3,0,1.0
2016-2017,Group stage,1,2016-09-15,Braga,Gent,pt,be,1,1,0.5
2016-2017,Group stage,1,2016-09-15,Villarreal,Zürich,es,ch,2,1,1.0
2016-2017,Group stage,1,2016-09-15,RB Salzburg,Krasnodar,at,ru,0,1,0.0
2016-2017,Group stage,1,2016-09-15,Inter,Be'er Sheva,it,il,0,2,0.0
2016-2017,Group stage,1,2016-09-15,Nice,Schalke 04,fr,de,0,1,0.0
2016-2017,Group stage,1,2016-09-15,Standard Liège,Celta Vigo,be,es,1,1,0.5
2016-2017,Group stage,1,2016-09-15,Osmanlıspor,Steaua,tr,ro,2,0,1.0
2016-2017,Group stage,1,2016-09-15,Panathinaikos,Ajax,gr,nl,1,2,0.0
2016-2017,Group stage,1,2016-09-15,Konyaspor,Shakhtar,tr,ua,0,1,0.0
2016-2017,Group stage,1,2016-09-15,PAOK,Fiorentina,gr,it,0,0,0.5
2016-2017,Group stage,2,2016-09-29,Sparta Prague,Inter,cz,it,3,1,1.0
2016-2017,Group stage,2,2016-09-29,Qabala,Mainz 05,az,de,2,3,0.0
