Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2023-2024,Group stage,1,2023-09-21,Servette FC,Slavia Prague,ch,cz,0,2,0.0
2023-2024,Group stage,1,2023-09-21,LASK,Liverpool,at,eng,1,3,0.0
2023-2024,Group stage,1,2023-09-21,Leverkusen,Häcken,de,se,4,0,1.0
2023-2024,Group stage,1,2023-09-21,Rennes,Maccabi Haifa,fr,il,3,0,1.0
2023-2024,Group stage,1,2023-09-21,Union SG,Toulouse,be,fr,1,1,0.5
2023-2024,Group stage,1,2023-09-21,Panathinaikos,Villarreal,gr,es,2,0,1.0
2023-2024,Group stage,1,2023-09-21,Sheriff Tiraspol,Roma,md,it,1,2,0.0
2023-2024,Group stage,1,2023-09-21,Rangers,Betis,sct,es,1,0,1.0
2023-2024,Group stage,1,2023-09-21,Brighton,AEK Athens,eng,gr,2,3,0.0
2023-2024,Group stage,1,2023-09-21,West Ham,TSC Bačka Top,eng,rs,3,1,1.0
2023-2024,Group stage,1,2023-09-21,Qarabağ,Molde,az,no,1,0,1.0
2023-2024,Group stage,1,2023-09-21,Atalanta,RKS Raków,it,pl,2,0,1.0
2023-2024,Group stage,1,2023-09-21,Sturm Graz,Sporting CP,at,pt,1,2,0.0
2023-2024,Group stage,1,2023-09-21,Ajax,Marseille,nl,fr,3,3,0.5
2023-2024,Group stage,1,2023-09-21,Sparta Prague,Aris Limassol FC,cz,cy,3,2,1.0
2023-2024,Group stage,1,2023-09-21,Olympiacos,Freiburg,gr,de,2,3,0.0
2023-2024,Group stage,2,2023-10-05,Sporting CP,Atalanta,pt,it,1,2,0.0
2023-2024,Group stage,2,2023-10-05,Marseille,Brighton,fr,eng,2,2,0.5
2023-2024,Group stage,2,2023-10-05,Freiburg,West Ham,de,eng,1,2,0.0
2023-2024,Group stage,2,2023-10-05,RKS Raków,Sturm Graz,pl,at,0,1,0.0
2023-2024,Group stage,2,2023-10-05,TSC Bačka Top,Olympiacos,rs,gr,2,2,0.5
2023-2024,Group stage,2,2023-10-05,Betis,Sparta Prague,es,cz,2,1,1.0
2023-2024,Group stage,2,2023-10-05,Aris Limassol FC,Rangers,cy,sct,2,1,1.0
2023-2024,Group stage,2,2023-10-05,AEK Athens,Ajax,gr,nl,1,1,0.5
2023-2024,Group stage,2,2023-10-05,Liverpool,Union SG,eng,be,2,0,1.0
2023-2024,Group stage,2,2023-10-05,Slavia Prague,Sheriff Tiraspol,cz,md,6,0,1.0
2023-2024,Group stage,2,2023-10-05,Toulouse,LASK,fr,at,1,0,1.0
