Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2014-2015,Group stage,1,2014-09-18,Partizan,Tottenham,rs,eng,0,0,0.5
2014-2015,Group stage,1,2014-09-18,Gladbach,Villarreal,de,es,1,1,0.5
2014-2015,Group stage,1,2014-09-18,PSV Eindhoven,Estoril,nl,pt,1,0,1.0
2014-2015,Group stage,1,2014-09-18,Dinamo Zagreb,Astra Giurgiu,hr,ro,5,1,1.0
2014-2015,Group stage,1,2014-09-18,FC Copenhagen,HJK,dk,fi,2,0,1.0
2014-2015,Group stage,1,2014-09-18,RB Salzburg,Celtic,at,sct,2,2,0.5
2014-2015,Group stage,1,2014-09-18,Club Brugge,Torino,be,it,0,0,0.5
2014-2015,Group stage,1,2014-09-18,Panathinaikos,Dynamo Mosc,gr,ru,1,2,0.0
2014-2015,Group stage,1,2014-09-18,Dnipro,Inter,ua,it,0,1,0.0
2014-2015,Group stage,1,2014-09-18,Apollon Limassol,Zürich,cy,ch,3,2,1.0
2014-2015,Group stage,1,2014-09-18,Beşiktaş,Asteras Tripoli,tr,gr,1,1,0.5
2014-2015,Group stage,1,2014-09-18,Everton,Wolfsburg,eng,de,4,1,1.0
2014-2015,Group stage,1,2014-09-18,Rio Ave,Dynamo Kyiv,pt,ua,0,3,0.0
2014-2015,Group stage,1,2014-09-18,Qarabağ,Saint-Étienne,az,fr,0,0,0.5
2014-2015,Group stage,1,2014-09-18,Young Boys,ŠK Slovan Bratislava,ch,sk,5,0,1.0
2014-2015,Group stage,1,2014-09-18,Napoli,Sparta Prague,it,cz,3,1,1.0
2014-2015,Group stage,1,2014-09-18,Legia Warsaw,Lokeren,pl,be,1,0,1.0
2014-2015,Group stage,1,2014-09-18,Lille,Krasnodar,fr,ru,1,1,0.5
2014-2015,Group stage,1,2014-09-18,Standard Liège,Rijeka,be,hr,2,0,1.0
2014-2015,Group stage,1,2014-09-18,Fiorentina,Guingamp,it,fr,3,0,1.0
2014-2015,Group stage,1,2014-09-18,Sevilla,Feyenoord,es,nl,2,0,1.0
2014-2015,Group stage,1,2014-09-18,Steaua,Aalborg,ro,dk,6,0,1.0
2014-2015,Group stage,1,2014-09-18,Metalist Kharkiv,Trabzonspor,ua,tr,1,2,0.0
2014-2015,Group stage,1,2014-09-18,PAOK,Dinamo Minsk,gr,by,6,1,1.0
2014-2015,Group stage,2,2014-10-02,ŠK Slovan Bratislava,Napoli,sk,it,0,2,0.0
2014-2015,Group stage,2,2014-10-02,Guingamp,PAOK,fr,gr,2,0,1.0
2014-2015,Group stage,2,2014-10-02,Rijeka,Sevilla,hr,es,2,2,0.5
2014-2015,Group stage,2,2014-10-02,Dynamo Mosc,PSV Eindhoven,ru,nl,1,0,1.0
2014-2015,Group stage,2,2014-10-02,Wolfsburg,Lille,de,fr,1,1,0.5
2014-2015,Group stage,2,2014-10-02,Lokeren,Metalist Kharkiv,be,ua,1,0,1.0
2014-2015,Group stage,2,2014-10-02,Feyenoord,Standard Liège,nl,be,2,1,1.0
2014-2015,Group stage,2,2014-10-02,Aalborg,Rio Ave,dk,pt,1,0,1.0
2014-2015,Group stage,2,2014-10-02,Sparta Prague,Young Boys,cz,ch,3,1,1.0
2014-2015,Group stage,2,2014-10-02,Krasnodar,Everton,ru,eng,1,1,0.5
2014-2015,Group stage,2,2014-10-02,Dinamo Minsk,Fiorentina,by,it,0,3,0.0
2014-2015,Group stage,2,2014-10-02,Trabzonspor,Legia Warsaw,tr,pl,0,1,0.0
2014-2015,Group stage,2,2014-10-02,Dynamo Kyiv,Steaua,ua,ro,3,1,1.0
2014-2015,Group stage,2,2014-10-02,Estoril,Panathinaikos,pt,gr,2,0,1.0
2014-2015,Group stage,2,2014-10-02,Tottenham,Beşiktaş,eng,tr,1,1,0.5
2014-2015,Group stage,2,2014-10-02,Celtic,Dinamo Zagreb,sct,hr,1,0,1.0
2014-2015,Group stage,2,2014-10-02,Torino,FC Copenhagen,it,dk,1,0,1.0
2014-2015,Group stage,2,2014-10-02,Villarreal,Apollon Limassol,es,cy,4,0,1.0
2014-2015,Group stage,2,2014-10-02,Inter,Qarabağ,it,az,2,0,1.0
2014-2015,Group stage,2,2014-10-02,Saint-Étienne,Dnipro,fr,ua,0,0,0.5
2014-2015,Group stage,2,2014-10-02,Zürich,Gladbach,ch,de,1,1,0.5
2014-2015,Group stage,2,2014-10-02,Astra Giurgiu,RB Salzburg,ro,at,1,2,0.0
2014-2015,Group stage,2,2014-10-02,HJK,Club Brugge,fi,be,0,3,0.0
2014-2015,Group stage,2,2014-10-02,Asteras Tripoli,Partizan,gr,rs,2,0,1.0
2014-2015,Group stage,3,2014-10-22,Metalist Kharkiv,Legia Warsaw,ua,pl,0,1,0.0
2014-2015,Group stage,3,2014-10-23,ŠK Slovan Bratislava,Sparta Prague,sk,cz,0,3,0.0
2014-2015,Group stage,3,2014-10-23,Aalborg,Dynamo Kyiv,dk,ua,3,0,1.0
2014-2015,Group stage,3,2014-10-23,Young Boys,Napoli,ch,it,2,0,1.0
2014-2015,Group stage,3,2014-10-23,Standard Liège,Sevilla,be,es,0,0,0.5
2014-2015,Group stage,3,2014-10-23,Rijeka,Feyenoord,hr,nl,3,1,1.0
2014-2015,Group stage,3,2014-10-23,Lille,Everton,fr,eng,0,0,0.5
2014-2015,Group stage,3,2014-10-23,PAOK,Fiorentina,gr,it,0,1,0.0
2014-2015,Group stage,3,2014-10-23,Dinamo Minsk,Guingamp,by,fr,0,0,0.5
2014-2015,Group stage,3,2014-10-23,Trabzonspor,Lokeren,tr,be,2,0,1.0
2014-2015,Group stage,3,2014-10-23,Steaua,Rio Ave,ro,pt,2,1,1.0
2014-2015,Group stage,3,2014-10-23,Krasnodar,Wolfsburg,ru,de,2,4,0.0
2014-2015,Group stage,3,2014-10-23,Tottenham,Asteras Tripoli,eng,gr,5,1,1.0
