Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2013-2014,Group stage,1,2013-09-19,Zulte Waregem,Wigan Athletic,be,eng,0,0,0.5
2013-2014,Group stage,1,2013-09-19,Fiorentina,Paços,it,pt,3,0,1.0
2013-2014,Group stage,1,2013-09-19,PSV Eindhoven,Ludogorets,nl,bg,0,2,0.0
2013-2014,Group stage,1,2013-09-19,Maccabi Haifa,AZ Alkmaar,il,nl,0,1,0.0
2013-2014,Group stage,1,2013-09-19,Dynamo Kyiv,Genk,ua,be,0,1,0.0
2013-2014,Group stage,1,2013-09-19,Freiburg,Slovan Liberec,de,cz,2,2,0.5
2013-2014,Group stage,1,2013-09-19,Maccabi Tel Aviv,APOEL FC,il,cy,0,0,0.5
2013-2014,Group stage,1,2013-09-19,PAOK,Shakhter,gr,kz,2,1,1.0
2013-2014,Group stage,1,2013-09-19,Lazio,Legia Warsaw,it,pl,1,0,1.0
2013-2014,Group stage,1,2013-09-19,Eint Frankfurt,Bordeaux,de,fr,3,0,1.0
2013-2014,Group stage,1,2013-09-19,RB Salzburg,Elfsborg,at,se,4,0,1.0
2013-2014,Group stage,1,2013-09-19,Thun,Rapid Wien,ch,at,1,0,1.0
2013-2014,Group stage,1,2013-09-19,Apollon Limassol,Trabzonspor,cy,tr,1,2,0.0
2013-2014,Group stage,1,2013-09-19,Valencia,Swansea City,es,eng,0,3,0.0
2013-2014,Group stage,1,2013-09-19,Pandurii,Dnipro,ro,ua,0,1,0.0
2013-2014,Group stage,1,2013-09-19,Betis,Lyon,es,fr,0,0,0.5
2013-2014,Group stage,1,2013-09-19,Vitória,Rijeka,pt,hr,4,0,1.0
2013-2014,Group stage,1,2013-09-19,NK Maribor,Rubin Kazan,si,ru,2,5,0.0
2013-2014,Group stage,1,2013-09-19,Tottenham,Tromsø,eng,no,3,0,1.0
2013-2014,Group stage,1,2013-09-19,Dinamo Zagreb,Chornomorets,hr,ua,1,2,0.0
2013-2014,Group stage,1,2013-09-19,St. Gallen,Kuban,ch,ru,2,0,1.0
2013-2014,Group stage,1,2013-09-19,Estoril,Sevilla,pt,es,1,2,0.0
2013-2014,Group stage,1,2013-09-19,Sheriff Tiraspol,Anzhi,md,ru,0,0,0.5
2013-2014,Group stage,1,2013-09-19,Standard Liège,Esbjerg,be,dk,1,2,0.0
2013-2014,Group stage,2,2013-10-03,Tromsø,Sheriff Tiraspol,no,md,1,1,0.5
2013-2014,Group stage,2,2013-10-03,Rubin Kazan,Zulte Waregem,ru,be,4,0,1.0
2013-2014,Group stage,2,2013-10-03,Kuban,Valencia,ru,es,0,2,0.0
2013-2014,Group stage,2,2013-10-03,Sevilla,Freiburg,es,de,2,0,1.0
2013-2014,Group stage,2,2013-10-03,Esbjerg,RB Salzburg,dk,at,1,2,0.0
2013-2014,Group stage,2,2013-10-03,Chornomorets,PSV Eindhoven,ua,nl,0,2,0.0
2013-2014,Group stage,2,2013-10-03,Rijeka,Betis,hr,es,1,1,0.5
2013-2014,Group stage,2,2013-10-03,Lyon,Vitória,fr,pt,1,1,0.5
2013-2014,Group stage,2,2013-10-03,APOEL FC,Eint Frankfurt,cy,de,0,3,0.0
2013-2014,Group stage,2,2013-10-03,Anzhi,Tottenham,ru,eng,0,2,0.0
2013-2014,Group stage,2,2013-10-03,Legia Warsaw,Apollon Limassol,pl,cy,0,1,0.0
2013-2014,Group stage,2,2013-10-03,Shakhter,Maccabi Haifa,kz,il,2,2,0.5
2013-2014,Group stage,2,2013-10-03,Rapid Wien,Dynamo Kyiv,at,ua,2,2,0.5
2013-2014,Group stage,2,2013-10-03,Paços,Pandurii,pt,ro,1,1,0.5
2013-2014,Group stage,2,2013-10-03,Elfsborg,Standard Liège,se,be,1,1,0.5
2013-2014,Group stage,2,2013-10-03,Swansea City,St. Gallen,eng,ch,1,0,1.0
2013-2014,Group stage,2,2013-10-03,AZ Alkmaar,PAOK,nl,gr,1,1,0.5
2013-2014,Group stage,2,2013-10-03,Wigan Athletic,NK Maribor,eng,si,3,1,1.0
2013-2014,Group stage,2,2013-10-03,Trabzonspor,Lazio,tr,it,3,3,0.5
2013-2014,Group stage,2,2013-10-03,Ludogorets,Dinamo Zagreb,bg,hr,3,0,1.0
2013-2014,Group stage,2,2013-10-03,Dnipro,Fiorentina,ua,it,1,2,0.0
2013-2014,Group stage,2,2013-10-03,Genk,Thun,be,ch,2,1,1.0
2013-2014,Group stage,2,2013-10-03,Bordeaux,Maccabi Tel Aviv,fr,il,1,2,0.0
2013-2014,Group stage,2,2013-10-03,Slovan Liberec,Estoril,cz,pt,2,1,1.0
2013-2014,Group stage,3,2013-10-24,Sheriff Tiraspol,Tottenham,md,eng,0,2,0.0
2013-2014,Group stage,3,2013-10-24,Anzhi,Tromsø,ru,no,1,0,1.0
2013-2014,Group stage,3,2013-10-24,Eint Frankfurt,Maccabi Tel Aviv,de,il,2,0,1.0
