Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2009-2010,Round of 16,,2010-03-11,Rubin Kazan,Wolfsburg,ru,de,1,1,0.5
2009-2010,Round of 16,,2010-03-11,Hamburger SV,Anderlecht,de,be,3,1,1.0
2009-2010,Round of 16,,2010-03-11,Benfica,Marseille,pt,fr,1,1,0.5
2009-2010,Round of 16,,2010-03-11,Lille,Liverpool,fr,eng,1,0,1.0
2009-2010,Round of 16,,2010-03-11,Panathinaikos,Standard Liège,gr,be,1,3,0.0
2009-2010,Round of 16,,2010-03-18,Anderlecht,Hamburger SV,be,de,4,3,1.0
2009-2010,Round of 16,,2010-03-18,Marseille,Benfica,fr,pt,1,2,0.0
2009-2010,Round of 16,,2010-03-18,Liverpool,Lille,eng,fr,3,0,1.0
2009-2010,Round of 16,,2010-03-18,Fulham,Juventus,eng,it,4,1,1.0
2009-2010,Round of 16,,2010-03-18,Werder Bremen,Valencia,de,es,4,4,0.5
2009-2010,Round of 16,,2010-03-18,Wolfsburg,Rubin Kazan,de,ru,2,1,1.0
2009-2010,Round of 16,,2010-03-18,Standard Liège,Panathinaikos,be,gr,1,0,1.0
2009-2010,Round of 16,,2010-03-18,Sporting CP,Atlético Madrid,pt,es,2,2,0.5
2009-2010,Quarter-finals,,2010-04-01,Fulham,Wolfsburg,eng,de,2,1,1.0
2009-2010,Quarter-finals,,2010-04-01,Benfica,Liverpool,pt,eng,2,1,1.0
2009-2010,Quarter-finals,,2010-04-01,Hamburger SV,Standard Liège,de,be,2,1,1.0
2009-2010,Quarter-finals,,2010-04-01,Valencia,Atlético Madrid,es,es,2,2,0.5
2009-2010,Quarter-finals,,2010-04-08,Wolfsburg,Fulham,de,eng,0,1,0.0
2009-2010,Quarter-finals,,2010-04-08,Atlético Madrid,Valencia,es,es,0,0,0.5
2009-2010,Quarter-finals,,2010-04-08,Standard Liège,Hamburger SV,be,de,1,3,0.0
2009-2010,Quarter-finals,,2010-04-08,Liverpool,Benfica,eng,pt,4,1,1.0
2009-2010,Semi-finals,,2010-04-22,Hamburger SV,Fulham,de,eng,0,0,0.5
2009-2010,Semi-finals,,2010-04-22,Atlético Madrid,Liverpool,es,eng,1,0,1.0
2009-2010,Semi-finals,,2010-04-29,Liverpool,Atlético Madrid,eng,es,2,1,1.0
2009-2010,Semi-finals,,2010-04-29,Fulham,Hamburger SV,eng,de,2,1,1.0
2009-2010,Final,,2010-05-12,Atlético Madrid,Fulham,es,eng,2,1,1.0
